# event_ticker=KXATPMATCH-25AUG19SONDOS
# final_score=6-3 6-7(2) 7-6(3)
# score_resolution=6-3 6-7 7-6
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Sonego
# dog_player=Stefan Dostanic
# kalshi_date=2025-08-19
timestamp,Lorenzo Sonego,Stefan Dostanic
2025-08-20T01:00:00Z,84.00,22.00
2025-08-20T01:01:00Z,84.00,20.00
2025-08-20T01:06:00Z,84.00,20.00
2025-08-20T01:10:00Z,83.00,20.00
2025-08-20T01:12:00Z,82.00,20.00
2025-08-20T01:17:00Z,82.00,20.00
2025-08-20T01:18:00Z,80.00,20.00
2025-08-20T01:20:00Z,80.00,20.00
2025-08-20T01:22:00Z,80.00,20.00
2025-08-20T01:24:00Z,80.00,22.07
2025-08-20T01:25:00Z,80.00,22.00
2025-08-20T01:33:00Z,83.00,19.00
2025-08-20T01:34:00Z,83.00,19.00
2025-08-20T01:35:00Z,82.67,19.00
2025-08-20T01:36:00Z,82.67,19.00
2025-08-20T01:37:00Z,84.49,19.00
2025-08-20T01:38:00Z,85.00,19.00
2025-08-20T01:39:00Z,85.14,19.00
2025-08-20T01:40:00Z,84.66,18.40
2025-08-20T01:42:00Z,84.66,17.00
2025-08-20T01:43:00Z,84.00,17.00
2025-08-20T01:44:00Z,84.00,20.00
2025-08-20T01:45:00Z,84.96,19.00
2025-08-20T01:46:00Z,84.64,19.02
2025-08-20T01:47:00Z,84.70,18.17
2025-08-20T01:48:00Z,83.44,18.17
2025-08-20T01:50:00Z,88.40,15.19
2025-08-20T01:51:00Z,85.15,15.19
2025-08-20T01:52:00Z,84.66,15.19
2025-08-20T01:53:00Z,84.66,17.19
2025-08-20T01:54:00Z,84.66,16.00
2025-08-20T01:56:00Z,84.66,15.19
2025-08-20T01:57:00Z,84.66,9.18
2025-08-20T01:58:00Z,95.81,6.96
2025-08-20T01:59:00Z,95.81,6.00
2025-08-20T02:00:00Z,95.81,5.96
2025-08-20T02:01:00Z,94.00,6.16
2025-08-20T02:02:00Z,94.84,6.07
2025-08-20T02:03:00Z,96.00,7.00
2025-08-20T02:04:00Z,96.00,4.37
2025-08-20T02:05:00Z,95.43,4.37
2025-08-20T02:06:00Z,95.00,6.78
2025-08-20T02:07:00Z,95.02,6.00
2025-08-20T02:09:00Z,96.00,5.02
2025-08-20T02:10:00Z,97.93,5.00
2025-08-20T02:11:00Z,97.00,2.00
2025-08-20T02:12:00Z,97.00,5.00
2025-08-20T02:13:00Z,96.00,5.00
2025-08-20T02:14:00Z,96.00,6.20
2025-08-20T02:15:00Z,94.00,6.20
2025-08-20T02:17:00Z,96.00,4.45
2025-08-20T02:18:00Z,96.00,4.45
2025-08-20T02:19:00Z,96.00,6.95
2025-08-20T02:20:00Z,93.29,8.73
2025-08-20T02:21:00Z,90.15,12.25
2025-08-20T02:22:00Z,86.70,17.49
2025-08-20T02:23:00Z,86.70,21.00
2025-08-20T02:24:00Z,86.70,21.00
2025-08-20T02:25:00Z,85.00,20.63
2025-08-20T02:26:00Z,85.00,21.22
2025-08-20T02:27:00Z,80.92,22.00
2025-08-20T02:28:00Z,80.00,22.64
2025-08-20T02:29:00Z,80.00,22.64
2025-08-20T02:30:00Z,78.00,24.31
2025-08-20T02:31:00Z,70.23,28.55
2025-08-20T02:32:00Z,74.31,25.33
2025-08-20T02:33:00Z,72.00,25.33
2025-08-20T02:34:00Z,72.00,23.00
2025-08-20T02:35:00Z,78.96,23.90
2025-08-20T02:36:00Z,86.00,18.35
2025-08-20T02:37:00Z,83.36,19.00
2025-08-20T02:38:00Z,78.90,19.00
2025-08-20T02:39:00Z,78.90,24.81
2025-08-20T02:40:00Z,77.30,26.77
2025-08-20T02:41:00Z,73.46,31.95
2025-08-20T02:42:00Z,70.00,29.61
2025-08-20T02:43:00Z,73.00,28.68
2025-08-20T02:44:00Z,73.96,29.00
2025-08-20T02:45:00Z,71.34,29.23
2025-08-20T02:46:00Z,71.34,31.53
2025-08-20T02:47:00Z,72.00,31.00
2025-08-20T02:48:00Z,74.08,21.00
2025-08-20T02:49:00Z,73.38,27.46
2025-08-20T02:50:00Z,81.89,20.00
2025-08-20T02:52:00Z,87.98,15.88
2025-08-20T02:53:00Z,87.98,15.00
2025-08-20T02:54:00Z,88.27,10.00
2025-08-20T02:55:00Z,90.54,12.00
2025-08-20T02:56:00Z,85.97,11.00
2025-08-20T02:57:00Z,88.00,16.26
2025-08-20T02:58:00Z,86.00,16.82
2025-08-20T02:59:00Z,86.00,16.00
2025-08-20T03:00:00Z,85.26,15.59
2025-08-20T03:01:00Z,80.86,21.33
2025-08-20T03:02:00Z,76.00,27.89
2025-08-20T03:03:00Z,79.00,20.45
2025-08-20T03:04:00Z,76.59,28.15
2025-08-20T03:05:00Z,80.03,22.98
2025-08-20T03:06:00Z,80.97,18.05
2025-08-20T03:07:00Z,81.01,16.27
2025-08-20T03:08:00Z,87.94,16.27
2025-08-20T03:09:00Z,92.71,8.25
2025-08-20T03:10:00Z,91.05,9.39
2025-08-20T03:11:00Z,86.69,10.69
2025-08-20T03:12:00Z,85.00,17.06
2025-08-20T03:13:00Z,85.00,18.95
2025-08-20T03:14:00Z,85.00,18.95
2025-08-20T03:15:00Z,85.00,12.09
2025-08-20T03:16:00Z,85.00,15.00
2025-08-20T03:17:00Z,86.00,17.41
2025-08-20T03:18:00Z,83.51,17.24
2025-08-20T03:19:00Z,83.51,17.19
2025-08-20T03:20:00Z,85.00,15.00
2025-08-20T03:21:00Z,78.60,23.81
2025-08-20T03:22:00Z,72.91,25.64
2025-08-20T03:23:00Z,70.00,33.48
2025-08-20T03:24:00Z,66.05,34.99
2025-08-20T03:25:00Z,67.00,33.67
2025-08-20T03:26:00Z,67.00,36.30
2025-08-20T03:27:00Z,67.00,38.00
2025-08-20T03:28:00Z,67.00,38.00
2025-08-20T03:29:00Z,67.00,34.00
2025-08-20T03:30:00Z,67.00,35.00
2025-08-20T03:31:00Z,61.90,38.01
2025-08-20T03:32:00Z,53.24,49.00
2025-08-20T03:33:00Z,53.70,48.30
2025-08-20T03:34:00Z,41.20,63.83
2025-08-20T03:35:00Z,37.30,64.15
2025-08-20T03:36:00Z,49.26,54.97
2025-08-20T03:37:00Z,39.14,56.87
2025-08-20T03:38:00Z,43.18,53.53
2025-08-20T03:39:00Z,36.97,67.60
2025-08-20T03:40:00Z,35.75,64.08
2025-08-20T03:41:00Z,28.67,68.76
2025-08-20T03:42:00Z,34.00,66.41
2025-08-20T03:43:00Z,32.00,66.41
2025-08-20T03:44:00Z,34.48,65.00
2025-08-20T03:45:00Z,37.00,65.00
2025-08-20T03:46:00Z,35.04,65.43
2025-08-20T03:47:00Z,28.82,72.00
2025-08-20T03:48:00Z,22.12,76.43
2025-08-20T03:49:00Z,26.11,75.57
2025-08-20T03:50:00Z,23.17,73.00
2025-08-20T03:51:00Z,28.00,73.68
2025-08-20T03:53:00Z,25.88,75.81
2025-08-20T03:54:00Z,28.25,73.19
2025-08-20T03:55:00Z,27.46,74.62
2025-08-20T03:56:00Z,20.97,74.74
2025-08-20T03:57:00Z,22.03,74.74
2025-08-20T03:58:00Z,23.68,77.00
2025-08-20T03:59:00Z,23.11,75.25
2025-08-20T04:00:00Z,20.99,77.47
2025-08-20T04:01:00Z,12.28,87.99
2025-08-20T04:02:00Z,13.49,85.28
2025-08-20T04:03:00Z,24.15,68.08
2025-08-20T04:04:00Z,50.84,68.08
2025-08-20T04:05:00Z,63.03,36.33
2025-08-20T04:06:00Z,68.88,32.00
2025-08-20T04:07:00Z,73.24,27.08
2025-08-20T04:08:00Z,71.08,29.33
2025-08-20T04:09:00Z,72.46,30.00
2025-08-20T04:10:00Z,69.90,18.33
2025-08-20T04:11:00Z,69.19,28.73
2025-08-20T04:12:00Z,60.66,39.56
2025-08-20T04:13:00Z,62.09,40.74
2025-08-20T04:14:00Z,62.09,41.06
2025-08-20T04:15:00Z,60.25,45.14
2025-08-20T04:16:00Z,53.93,50.47
2025-08-20T04:17:00Z,68.03,33.55
2025-08-20T04:18:00Z,66.62,34.00
2025-08-20T04:19:00Z,70.75,32.17
2025-08-20T04:20:00Z,80.85,21.43
2025-08-20T04:21:00Z,84.64,17.57
2025-08-20T04:22:00Z,79.27,27.52
2025-08-20T04:23:00Z,69.49,28.93
2025-08-20T04:24:00Z,71.89,32.54
2025-08-20T04:25:00Z,67.22,45.19
2025-08-20T04:26:00Z,70.48,27.63
2025-08-20T04:27:00Z,92.17,8.33
2025-08-20T04:28:00Z,96.23,7.17
2025-08-20T04:29:00Z,92.18,5.24
2025-08-20T04:30:00Z,94.86,7.75
2025-08-20T04:31:00Z,99.00,7.75
