# event_ticker=KXATPMATCH-25OCT01SONHAN
# final_score=2-6 6-3 6-1
# score_resolution=6-2 3-6 1-6
# match_winner=Yannick Hanfmann
# fav_player=Lorenzo Sonego
# dog_player=Yannick Hanfmann
# kalshi_date=2025-10-01
timestamp,Lorenzo Sonego,Yannick Hanfmann
2025-10-01T07:02:00Z,61.00,40.00
2025-10-01T07:23:00Z,61.00,40.00
2025-10-01T07:31:00Z,61.00,40.00
2025-10-01T07:34:00Z,61.00,40.00
2025-10-01T07:40:00Z,61.00,40.00
2025-10-01T07:52:00Z,61.00,40.00
2025-10-01T08:08:00Z,61.00,40.00
2025-10-01T08:12:00Z,60.00,40.00
2025-10-01T08:14:00Z,61.00,40.00
2025-10-01T08:17:00Z,61.00,40.00
2025-10-01T08:33:00Z,60.00,40.00
2025-10-01T08:38:00Z,61.00,40.00
2025-10-01T08:39:00Z,61.00,40.00
2025-10-01T08:42:00Z,61.00,40.00
2025-10-01T08:44:00Z,61.00,40.00
2025-10-01T08:47:00Z,61.00,40.00
2025-10-01T09:01:00Z,61.00,40.00
2025-10-01T09:06:00Z,61.00,41.00
2025-10-01T09:08:00Z,61.00,41.00
2025-10-01T09:10:00Z,61.00,41.00
2025-10-01T09:14:00Z,60.00,41.00
2025-10-01T09:40:00Z,60.00,40.00
2025-10-01T09:43:00Z,61.00,41.00
2025-10-01T09:44:00Z,59.00,41.00
2025-10-01T09:49:00Z,59.05,41.00
2025-10-01T09:54:00Z,59.00,41.00
2025-10-01T09:55:00Z,59.00,41.00
2025-10-01T10:01:00Z,61.00,41.00
2025-10-01T10:02:00Z,60.00,40.00
2025-10-01T10:03:00Z,60.00,41.00
2025-10-01T10:06:00Z,61.00,41.00
2025-10-01T10:08:00Z,61.00,41.00
2025-10-01T10:10:00Z,59.00,41.00
2025-10-01T10:11:00Z,61.00,41.00
2025-10-01T10:12:00Z,61.00,41.00
2025-10-01T10:15:00Z,61.00,41.00
2025-10-01T10:22:00Z,60.00,41.00
2025-10-01T10:25:00Z,60.87,41.00
2025-10-01T10:26:00Z,61.00,41.00
2025-10-01T10:30:00Z,61.00,40.00
2025-10-01T10:31:00Z,61.00,40.00
2025-10-01T10:33:00Z,61.00,40.00
2025-10-01T10:34:00Z,61.00,40.00
2025-10-01T10:37:00Z,59.63,40.00
2025-10-01T10:39:00Z,60.00,40.00
2025-10-01T10:40:00Z,59.00,40.00
2025-10-01T10:41:00Z,59.00,42.00
2025-10-01T10:43:00Z,59.97,42.00
2025-10-01T10:46:00Z,60.00,42.00
2025-10-01T10:51:00Z,60.00,42.00
2025-10-01T10:52:00Z,60.00,42.00
2025-10-01T10:53:00Z,60.00,42.00
2025-10-01T10:54:00Z,60.00,42.00
2025-10-01T10:55:00Z,60.00,42.00
2025-10-01T10:56:00Z,60.13,41.00
2025-10-01T10:59:00Z,60.13,40.00
2025-10-01T11:00:00Z,60.00,40.00
2025-10-01T11:01:00Z,60.35,40.00
2025-10-01T11:02:00Z,60.89,41.00
2025-10-01T11:03:00Z,60.00,41.00
2025-10-01T11:04:00Z,60.00,41.00
2025-10-01T11:07:00Z,60.00,41.00
2025-10-01T11:09:00Z,60.00,41.00
2025-10-01T11:10:00Z,60.00,41.00
2025-10-01T11:12:00Z,60.00,41.00
2025-10-01T11:13:00Z,60.00,41.00
2025-10-01T11:15:00Z,60.00,41.00
2025-10-01T11:16:00Z,60.00,43.00
2025-10-01T11:17:00Z,60.00,42.00
2025-10-01T11:18:00Z,60.00,43.78
2025-10-01T11:19:00Z,58.20,44.00
2025-10-01T11:20:00Z,59.61,44.00
2025-10-01T11:21:00Z,60.00,44.00
2025-10-01T11:22:00Z,60.00,44.00
2025-10-01T11:23:00Z,60.00,42.00
2025-10-01T11:24:00Z,60.00,42.00
2025-10-01T11:25:00Z,60.54,42.00
2025-10-01T11:26:00Z,60.00,41.00
2025-10-01T11:27:00Z,60.00,41.00
2025-10-01T11:28:00Z,60.20,41.00
2025-10-01T11:29:00Z,61.00,41.00
2025-10-01T11:30:00Z,61.00,41.00
2025-10-01T11:32:00Z,62.52,41.00
2025-10-01T11:33:00Z,64.89,41.00
2025-10-01T11:34:00Z,61.03,40.00
2025-10-01T11:35:00Z,62.00,40.00
2025-10-01T11:36:00Z,62.00,40.00
2025-10-01T11:37:00Z,62.00,42.00
2025-10-01T11:38:00Z,60.00,42.00
2025-10-01T11:39:00Z,60.00,42.00
2025-10-01T11:40:00Z,61.00,39.00
2025-10-01T11:41:00Z,59.88,39.00
2025-10-01T11:42:00Z,58.32,43.06
2025-10-01T11:43:00Z,59.00,42.00
2025-10-01T11:44:00Z,55.57,43.00
2025-10-01T11:45:00Z,58.00,43.00
2025-10-01T11:46:00Z,59.00,43.00
2025-10-01T11:47:00Z,60.78,38.63
2025-10-01T11:49:00Z,66.35,33.87
2025-10-01T11:50:00Z,66.35,35.06
2025-10-01T11:51:00Z,59.41,42.00
2025-10-01T11:52:00Z,57.00,44.00
2025-10-01T11:53:00Z,53.36,46.14
2025-10-01T11:54:00Z,56.00,46.14
2025-10-01T11:55:00Z,56.34,46.00
2025-10-01T11:56:00Z,56.10,43.92
2025-10-01T11:57:00Z,54.00,46.45
2025-10-01T11:58:00Z,64.00,46.45
2025-10-01T11:59:00Z,59.20,46.45
2025-10-01T12:00:00Z,59.93,42.00
2025-10-01T12:01:00Z,60.00,39.00
2025-10-01T12:02:00Z,64.26,39.00
2025-10-01T12:03:00Z,62.00,39.00
2025-10-01T12:04:00Z,70.44,29.28
2025-10-01T12:05:00Z,78.20,23.61
2025-10-01T12:06:00Z,78.93,23.61
2025-10-01T12:07:00Z,79.22,23.61
2025-10-01T12:08:00Z,78.00,22.00
2025-10-01T12:09:00Z,78.48,21.09
2025-10-01T12:10:00Z,77.72,23.00
2025-10-01T12:11:00Z,76.50,24.00
2025-10-01T12:12:00Z,80.00,24.00
2025-10-01T12:13:00Z,80.93,24.00
2025-10-01T12:15:00Z,80.93,20.57
2025-10-01T12:16:00Z,83.36,20.00
2025-10-01T12:17:00Z,84.00,20.00
2025-10-01T12:18:00Z,84.00,18.00
2025-10-01T12:19:00Z,84.00,16.33
2025-10-01T12:20:00Z,87.72,16.33
2025-10-01T12:21:00Z,86.87,16.33
2025-10-01T12:22:00Z,84.19,15.00
2025-10-01T12:23:00Z,84.00,15.77
2025-10-01T12:24:00Z,86.00,16.62
2025-10-01T12:25:00Z,83.00,16.68
2025-10-01T12:26:00Z,85.16,16.68
2025-10-01T12:27:00Z,87.00,13.55
2025-10-01T12:28:00Z,86.00,13.12
2025-10-01T12:29:00Z,86.55,14.00
2025-10-01T12:30:00Z,90.05,14.00
2025-10-01T12:31:00Z,91.35,13.27
2025-10-01T12:32:00Z,86.18,13.27
2025-10-01T12:33:00Z,89.27,13.27
2025-10-01T12:34:00Z,89.43,8.00
2025-10-01T12:35:00Z,87.27,13.00
2025-10-01T12:36:00Z,89.00,11.43
2025-10-01T12:37:00Z,89.34,11.43
2025-10-01T12:38:00Z,89.34,12.08
2025-10-01T12:39:00Z,92.00,12.00
2025-10-01T12:40:00Z,89.48,9.45
2025-10-01T12:41:00Z,88.11,12.16
2025-10-01T12:42:00Z,87.51,13.79
2025-10-01T12:43:00Z,84.88,16.45
2025-10-01T12:44:00Z,83.00,19.40
2025-10-01T12:45:00Z,77.18,23.80
2025-10-01T12:46:00Z,74.61,29.48
2025-10-01T12:47:00Z,70.94,28.91
2025-10-01T12:48:00Z,70.00,27.17
2025-10-01T12:49:00Z,70.10,25.23
2025-10-01T12:50:00Z,62.09,34.35
2025-10-01T12:51:00Z,62.04,36.15
2025-10-01T12:52:00Z,62.97,37.91
2025-10-01T12:53:00Z,66.00,37.91
2025-10-01T12:54:00Z,68.69,34.72
2025-10-01T12:55:00Z,68.26,34.72
2025-10-01T12:56:00Z,68.22,35.00
2025-10-01T12:57:00Z,67.00,37.80
2025-10-01T12:58:00Z,63.35,39.05
2025-10-01T12:59:00Z,62.39,39.05
2025-10-01T13:00:00Z,66.47,39.64
2025-10-01T13:01:00Z,57.14,42.14
2025-10-01T13:02:00Z,57.60,46.06
2025-10-01T13:03:00Z,57.00,44.80
2025-10-01T13:04:00Z,58.78,46.20
2025-10-01T13:05:00Z,58.14,46.69
2025-10-01T13:06:00Z,59.75,47.77
2025-10-01T13:07:00Z,60.00,48.73
2025-10-01T13:08:00Z,50.66,45.00
2025-10-01T13:09:00Z,50.89,50.13
2025-10-01T13:10:00Z,48.91,53.00
2025-10-01T13:11:00Z,49.91,54.09
2025-10-01T13:12:00Z,34.04,65.96
2025-10-01T13:13:00Z,31.30,74.41
2025-10-01T13:14:00Z,15.19,83.76
2025-10-01T13:15:00Z,20.66,79.32
2025-10-01T13:16:00Z,22.67,80.99
2025-10-01T13:17:00Z,14.13,86.15
2025-10-01T13:18:00Z,11.57,87.90
2025-10-01T13:19:00Z,13.21,88.00
2025-10-01T13:20:00Z,14.47,86.66
2025-10-01T13:21:00Z,13.80,88.73
2025-10-01T13:22:00Z,19.44,85.00
2025-10-01T13:23:00Z,23.32,84.80
2025-10-01T13:24:00Z,10.01,88.32
2025-10-01T13:25:00Z,11.21,80.95
2025-10-01T13:26:00Z,12.31,85.76
2025-10-01T13:27:00Z,9.65,91.13
2025-10-01T13:28:00Z,9.13,91.14
2025-10-01T13:29:00Z,6.55,93.97
2025-10-01T13:30:00Z,5.70,94.61
2025-10-01T13:31:00Z,5.07,94.11
2025-10-01T13:32:00Z,7.51,93.11
2025-10-01T13:33:00Z,2.15,98.59
2025-10-01T13:34:00Z,1.00,99.00
2025-10-01T13:35:00Z,1.00,99.00
2025-10-01T13:36:00Z,1.00,99.00
