# event_ticker=KXATPMATCH-25AUG09ATMCOB
# final_score=6-4 3-6 7-6(5)
# score_resolution=4-6 6-3 6-7
# match_winner=Terence Atmane
# fav_player=Flavio Cobolli
# dog_player=Terence Atmane
# kalshi_date=2025-08-09
timestamp,Flavio Cobolli,Terence Atmane
2025-08-09T12:16:00Z,77.00,
2025-08-09T12:25:00Z,77.00,
2025-08-09T12:37:00Z,76.00,
2025-08-09T12:47:00Z,76.00,26.00
2025-08-09T14:20:00Z,74.00,26.00
2025-08-09T14:24:00Z,76.00,26.00
2025-08-09T14:53:00Z,76.00,27.00
2025-08-09T15:16:00Z,75.00,27.00
2025-08-09T15:19:00Z,75.00,27.00
2025-08-09T15:41:00Z,75.00,27.00
2025-08-09T16:28:00Z,75.00,27.00
2025-08-09T16:55:00Z,75.00,27.00
2025-08-09T17:27:00Z,74.26,27.00
2025-08-09T17:29:00Z,72.53,27.00
2025-08-09T17:46:00Z,73.00,27.00
2025-08-09T18:00:00Z,73.00,27.00
2025-08-09T18:11:00Z,73.00,27.00
2025-08-09T18:16:00Z,73.00,27.00
2025-08-09T18:20:00Z,73.00,27.00
2025-08-09T19:31:00Z,74.00,27.00
2025-08-09T19:33:00Z,74.00,27.00
2025-08-09T19:45:00Z,74.00,28.00
2025-08-09T19:49:00Z,74.00,28.00
2025-08-09T20:27:00Z,74.00,28.00
2025-08-09T20:34:00Z,74.00,28.00
2025-08-09T20:46:00Z,74.00,28.00
2025-08-09T20:55:00Z,74.00,28.00
2025-08-09T21:14:00Z,74.00,27.00
2025-08-09T21:18:00Z,74.60,27.00
2025-08-09T21:23:00Z,74.60,27.61
2025-08-09T21:25:00Z,74.00,27.61
2025-08-09T21:34:00Z,74.00,27.61
2025-08-09T21:36:00Z,74.00,27.61
2025-08-09T21:40:00Z,74.00,27.61
2025-08-09T21:44:00Z,74.00,27.00
2025-08-09T21:57:00Z,73.00,27.00
2025-08-09T22:12:00Z,73.00,27.00
2025-08-09T22:13:00Z,73.00,27.00
2025-08-09T22:18:00Z,73.00,27.00
2025-08-09T22:21:00Z,74.00,27.00
2025-08-09T22:22:00Z,74.00,27.00
2025-08-09T22:27:00Z,73.00,27.00
2025-08-09T22:35:00Z,73.00,27.00
2025-08-09T22:38:00Z,76.00,27.00
2025-08-09T22:43:00Z,76.87,27.00
2025-08-09T22:44:00Z,79.00,27.00
2025-08-09T22:49:00Z,79.00,24.00
2025-08-09T22:51:00Z,79.00,26.00
2025-08-09T22:52:00Z,79.00,25.00
2025-08-09T22:53:00Z,77.00,25.00
2025-08-09T22:54:00Z,79.00,25.34
2025-08-09T23:00:00Z,79.00,27.00
2025-08-09T23:05:00Z,79.00,26.88
2025-08-09T23:06:00Z,79.00,22.00
2025-08-09T23:07:00Z,79.00,23.00
2025-08-09T23:08:00Z,76.87,23.00
2025-08-09T23:10:00Z,76.59,23.00
2025-08-09T23:11:00Z,76.59,23.00
2025-08-09T23:12:00Z,76.59,23.00
2025-08-09T23:16:00Z,76.59,22.09
2025-08-09T23:17:00Z,76.59,23.17
2025-08-09T23:18:00Z,78.00,23.17
2025-08-09T23:19:00Z,78.00,23.00
2025-08-09T23:24:00Z,73.64,23.00
2025-08-09T23:25:00Z,68.32,32.08
2025-08-09T23:26:00Z,69.00,29.00
2025-08-09T23:27:00Z,64.07,31.59
2025-08-09T23:28:00Z,64.07,48.24
2025-08-09T23:29:00Z,64.07,46.00
2025-08-09T23:30:00Z,50.00,46.00
2025-08-09T23:31:00Z,50.42,50.58
2025-08-09T23:32:00Z,50.00,55.00
2025-08-09T23:33:00Z,49.00,55.00
2025-08-09T23:34:00Z,49.44,55.00
2025-08-09T23:35:00Z,50.32,52.00
2025-08-09T23:36:00Z,55.00,52.00
2025-08-09T23:37:00Z,55.00,46.00
2025-08-09T23:39:00Z,64.00,46.00
2025-08-09T23:40:00Z,58.70,31.20
2025-08-09T23:41:00Z,55.17,49.13
2025-08-09T23:43:00Z,52.90,49.13
2025-08-09T23:46:00Z,64.00,44.00
2025-08-09T23:47:00Z,64.00,35.00
2025-08-09T23:49:00Z,64.00,36.00
2025-08-09T23:50:00Z,71.64,35.00
2025-08-09T23:53:00Z,72.00,35.00
2025-08-09T23:54:00Z,72.00,32.00
2025-08-09T23:55:00Z,72.00,32.00
2025-08-09T23:56:00Z,72.00,28.00
2025-08-09T23:57:00Z,71.90,28.22
2025-08-09T23:58:00Z,72.00,28.22
2025-08-09T23:59:00Z,74.00,28.22
2025-08-10T00:02:00Z,74.00,27.00
2025-08-10T00:03:00Z,74.00,27.00
2025-08-10T00:04:00Z,74.00,27.00
2025-08-10T00:05:00Z,74.00,27.00
2025-08-10T00:06:00Z,74.00,27.00
2025-08-10T00:07:00Z,79.97,26.97
2025-08-10T00:08:00Z,79.97,14.00
2025-08-10T00:09:00Z,79.97,13.08
2025-08-10T00:12:00Z,79.97,25.00
2025-08-10T00:13:00Z,71.00,27.00
2025-08-10T00:14:00Z,71.00,33.03
2025-08-10T00:15:00Z,73.00,30.00
2025-08-10T00:16:00Z,64.00,30.00
