# event_ticker=KXATPMATCH-25AUG09ATMCOB
# final_score=6-4 3-6 7-6(5)
# score_resolution=4-6 6-3 6-7
# match_winner=Terence Atmane
# fav_player=Flavio Cobolli
# dog_player=Terence Atmane
# kalshi_date=2025-08-09
timestamp,Flavio Cobolli,Terence Atmane
2025-08-10T00:17:00Z,68.29,33.73
2025-08-10T00:19:00Z,71.74,32.00
2025-08-10T00:20:00Z,72.00,29.00
2025-08-10T00:21:00Z,68.00,29.00
2025-08-10T00:22:00Z,67.28,29.00
2025-08-10T00:23:00Z,65.00,38.17
2025-08-10T00:24:00Z,45.63,49.93
2025-08-10T00:25:00Z,41.74,57.11
2025-08-10T00:26:00Z,52.13,49.21
2025-08-10T00:27:00Z,68.29,31.86
2025-08-10T00:28:00Z,66.00,37.00
2025-08-10T00:29:00Z,66.00,42.00
2025-08-10T00:30:00Z,66.00,43.00
2025-08-10T00:31:00Z,66.00,41.80
2025-08-10T00:32:00Z,67.00,41.80
2025-08-10T00:33:00Z,65.20,39.00
2025-08-10T00:34:00Z,68.00,37.10
2025-08-10T00:35:00Z,77.33,19.59
2025-08-10T00:36:00Z,87.72,13.43
2025-08-10T00:37:00Z,92.00,7.90
2025-08-10T00:38:00Z,89.00,10.12
2025-08-10T00:39:00Z,90.97,11.71
2025-08-10T00:40:00Z,71.80,22.28
2025-08-10T00:41:00Z,58.00,40.60
2025-08-10T00:42:00Z,58.00,41.00
2025-08-10T00:43:00Z,67.21,37.90
2025-08-10T00:44:00Z,70.29,27.14
2025-08-10T00:45:00Z,76.97,21.95
2025-08-10T00:46:00Z,63.31,37.53
2025-08-10T00:47:00Z,55.89,40.00
2025-08-10T00:48:00Z,53.81,51.68
2025-08-10T00:49:00Z,53.81,52.00
2025-08-10T00:50:00Z,60.19,51.22
2025-08-10T00:51:00Z,46.81,57.71
2025-08-10T00:52:00Z,61.47,41.08
2025-08-10T00:53:00Z,64.38,42.20
2025-08-10T00:54:00Z,66.99,40.04
2025-08-10T00:55:00Z,59.13,40.00
2025-08-10T00:56:00Z,66.32,38.10
2025-08-10T00:57:00Z,58.92,43.88
2025-08-10T00:58:00Z,53.50,45.66
2025-08-10T00:59:00Z,51.91,52.40
2025-08-10T01:00:00Z,62.79,43.69
2025-08-10T01:01:00Z,57.84,40.78
2025-08-10T01:02:00Z,54.46,42.72
2025-08-10T01:03:00Z,43.48,64.76
2025-08-10T01:04:00Z,29.77,73.35
2025-08-10T01:05:00Z,39.60,69.20
2025-08-10T01:06:00Z,53.28,52.61
2025-08-10T01:07:00Z,40.72,50.23
2025-08-10T01:08:00Z,1.00,97.84
2025-08-10T01:09:00Z,1.00,99.00
2025-08-10T01:10:00Z,1.00,99.00
2025-08-10T01:11:00Z,1.00,99.00
