# event_ticker=KXATPCHALLENGERMATCH-26APR21RYBFEL
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Kilian Feldbausch
# fav_player=Alex Rybakov
# dog_player=Kilian Feldbausch
# kalshi_date=2026-04-21
timestamp,Alex Rybakov,Kilian Feldbausch
2026-04-21T08:27:00Z,43.61,57.82
2026-04-21T11:12:00Z,43.61,62.00
2026-04-21T12:00:00Z,40.00,62.00
2026-04-21T12:21:00Z,41.00,62.00
2026-04-21T12:32:00Z,41.00,62.00
2026-04-21T13:15:00Z,38.00,62.00
2026-04-21T13:25:00Z,40.00,62.00
2026-04-21T13:53:00Z,40.00,62.00
2026-04-21T14:12:00Z,41.00,62.00
2026-04-21T14:49:00Z,41.00,62.00
2026-04-21T14:59:00Z,41.00,60.00
2026-04-21T15:25:00Z,44.00,60.00
2026-04-21T15:29:00Z,44.00,59.00
2026-04-21T15:33:00Z,44.00,59.00
2026-04-21T15:52:00Z,43.00,59.00
2026-04-21T16:03:00Z,43.77,59.00
2026-04-21T16:26:00Z,43.77,58.00
2026-04-21T16:44:00Z,43.77,58.00
2026-04-21T16:54:00Z,43.77,58.41
2026-04-21T17:04:00Z,43.77,59.00
2026-04-21T17:08:00Z,43.77,58.00
2026-04-21T17:10:00Z,45.00,58.00
2026-04-21T17:15:00Z,45.00,58.99
2026-04-21T17:16:00Z,45.00,58.70
2026-04-21T17:17:00Z,45.00,58.23
2026-04-21T17:19:00Z,44.00,58.23
2026-04-21T17:23:00Z,44.00,58.00
2026-04-21T17:24:00Z,45.00,58.00
2026-04-21T17:29:00Z,45.00,58.00
2026-04-21T17:32:00Z,45.00,58.00
2026-04-21T17:36:00Z,45.00,58.00
2026-04-21T17:37:00Z,45.00,58.00
2026-04-21T17:38:00Z,45.00,58.00
2026-04-21T17:39:00Z,45.00,58.97
2026-04-21T17:49:00Z,45.00,59.00
2026-04-21T17:50:00Z,45.00,59.00
2026-04-21T17:52:00Z,45.00,59.00
2026-04-21T17:57:00Z,45.00,59.00
2026-04-21T18:00:00Z,43.00,59.00
2026-04-21T18:01:00Z,43.00,59.00
2026-04-21T18:02:00Z,43.00,59.00
2026-04-21T18:05:00Z,44.10,59.00
2026-04-21T18:07:00Z,45.00,59.00
2026-04-21T18:08:00Z,45.00,58.55
2026-04-21T18:09:00Z,45.07,58.55
2026-04-21T18:15:00Z,45.00,58.55
2026-04-21T18:16:00Z,45.00,58.55
2026-04-21T18:17:00Z,45.00,58.52
2026-04-21T18:19:00Z,45.00,58.63
2026-04-21T18:20:00Z,45.00,58.96
2026-04-21T18:22:00Z,45.00,58.00
2026-04-21T18:26:00Z,45.44,58.71
2026-04-21T18:27:00Z,44.84,58.00
2026-04-21T18:29:00Z,44.00,57.00
2026-04-21T18:30:00Z,44.92,57.99
2026-04-21T18:31:00Z,45.38,57.00
2026-04-21T18:32:00Z,45.63,58.53
2026-04-21T18:33:00Z,44.00,59.03
2026-04-21T18:34:00Z,43.13,58.63
2026-04-21T18:35:00Z,45.52,56.05
2026-04-21T18:36:00Z,44.47,58.13
2026-04-21T18:37:00Z,43.97,56.83
2026-04-21T18:38:00Z,46.01,56.00
2026-04-21T18:39:00Z,49.32,53.56
