# event_ticker=KXATPCHALLENGERMATCH-26MAR18KRUDOD
# final_score=3-6 6-4 7-6(4)
# score_resolution=6-3 4-6 6-7
# match_winner=Matej Dodig
# fav_player=Martin Krumich
# dog_player=Matej Dodig
# kalshi_date=2026-03-18
timestamp,Martin Krumich,Matej Dodig
2026-03-17T21:52:00Z,,56.00
2026-03-18T00:27:00Z,,59.00
2026-03-18T00:54:00Z,,59.00
2026-03-18T00:55:00Z,,59.00
2026-03-18T01:09:00Z,,59.00
2026-03-18T01:18:00Z,,59.00
2026-03-18T01:38:00Z,,59.00
2026-03-18T01:39:00Z,,59.00
2026-03-18T01:52:00Z,,56.00
2026-03-18T01:59:00Z,,59.00
2026-03-18T02:19:00Z,,59.00
2026-03-18T02:21:00Z,,59.00
2026-03-18T02:24:00Z,,59.99
2026-03-18T02:39:00Z,43.00,59.99
2026-03-18T02:52:00Z,43.00,59.00
2026-03-18T02:53:00Z,43.00,59.00
2026-03-18T02:57:00Z,43.00,59.00
2026-03-18T02:58:00Z,43.00,60.00
2026-03-18T03:20:00Z,43.00,60.00
2026-03-18T03:22:00Z,43.00,59.00
2026-03-18T03:23:00Z,43.00,59.00
2026-03-18T03:25:00Z,43.00,59.00
2026-03-18T03:26:00Z,43.00,60.00
2026-03-18T03:30:00Z,43.00,60.00
2026-03-18T03:34:00Z,43.00,60.00
2026-03-18T03:41:00Z,41.00,60.00
2026-03-18T03:42:00Z,41.00,60.00
2026-03-18T03:43:00Z,41.00,60.52
2026-03-18T03:44:00Z,41.00,60.00
2026-03-18T03:45:00Z,41.00,60.00
2026-03-18T03:55:00Z,41.00,60.00
2026-03-18T03:56:00Z,41.00,60.00
2026-03-18T03:59:00Z,41.00,60.00
2026-03-18T04:04:00Z,41.00,60.00
2026-03-18T04:05:00Z,41.00,60.22
2026-03-18T04:06:00Z,41.00,59.88
2026-03-18T04:07:00Z,41.00,61.00
2026-03-18T04:11:00Z,41.00,61.00
2026-03-18T04:12:00Z,41.00,61.00
2026-03-18T04:13:00Z,41.00,61.00
2026-03-18T04:14:00Z,43.00,61.00
2026-03-18T04:16:00Z,43.00,61.00
2026-03-18T04:17:00Z,43.00,57.02
2026-03-18T04:19:00Z,41.00,61.00
2026-03-18T04:20:00Z,41.00,61.00
2026-03-18T04:24:00Z,41.00,61.00
2026-03-18T04:25:00Z,43.00,61.00
2026-03-18T04:26:00Z,43.00,61.00
2026-03-18T04:27:00Z,43.00,60.00
2026-03-18T04:30:00Z,43.00,60.64
2026-03-18T04:31:00Z,43.00,61.00
2026-03-18T04:33:00Z,43.00,58.07
2026-03-18T04:35:00Z,42.00,61.00
2026-03-18T04:36:00Z,42.00,61.00
2026-03-18T04:38:00Z,42.00,61.00
2026-03-18T04:40:00Z,42.00,61.55
2026-03-18T04:42:00Z,42.00,61.00
2026-03-18T04:43:00Z,42.00,61.00
2026-03-18T04:47:00Z,42.00,61.00
2026-03-18T04:48:00Z,42.00,61.00
2026-03-18T04:51:00Z,42.00,61.00
2026-03-18T04:55:00Z,41.00,61.00
2026-03-18T04:56:00Z,41.00,61.65
2026-03-18T04:57:00Z,41.00,62.00
2026-03-18T04:59:00Z,41.00,61.00
2026-03-18T05:00:00Z,42.00,61.00
