# event_ticker=KXATPCHALLENGERMATCH-26FEB10ARUJON
# final_score=6-4 6-4
# match_winner=Erik Arutiunian
# fav_player=Erik Arutiunian
# dog_player=Ben Jones
# kalshi_date=2026-02-10
timestamp,Erik Arutiunian,Ben Jones
2026-02-10T07:11:00Z,61.00,
2026-02-10T10:23:00Z,62.00,
2026-02-10T12:27:00Z,58.18,
2026-02-10T13:02:00Z,57.00,
2026-02-10T13:10:00Z,57.00,
2026-02-10T13:13:00Z,57.00,
2026-02-10T13:59:00Z,57.00,
2026-02-10T14:00:00Z,57.00,
2026-02-10T14:08:00Z,64.00,
2026-02-10T14:14:00Z,63.87,
2026-02-10T15:46:00Z,64.00,
2026-02-10T16:26:00Z,64.00,38.00
2026-02-10T16:29:00Z,63.75,38.00
2026-02-10T16:33:00Z,65.00,38.00
2026-02-10T16:36:00Z,65.00,38.00
2026-02-10T16:37:00Z,65.00,38.00
2026-02-10T16:43:00Z,64.93,38.00
2026-02-10T16:44:00Z,65.00,38.00
2026-02-10T16:45:00Z,65.00,38.00
2026-02-10T16:50:00Z,65.00,38.00
2026-02-10T16:51:00Z,65.00,38.00
2026-02-10T17:04:00Z,64.00,38.00
2026-02-10T17:07:00Z,65.00,38.00
2026-02-10T17:09:00Z,65.00,38.00
2026-02-10T17:13:00Z,65.00,37.99
2026-02-10T17:14:00Z,65.93,37.99
2026-02-10T17:15:00Z,65.93,38.49
2026-02-10T17:16:00Z,65.00,38.00
2026-02-10T17:18:00Z,65.00,38.00
2026-02-10T17:19:00Z,68.98,34.00
2026-02-10T17:20:00Z,66.06,34.00
2026-02-10T17:21:00Z,66.06,31.00
2026-02-10T17:22:00Z,75.12,23.82
2026-02-10T17:23:00Z,77.31,20.89
2026-02-10T17:24:00Z,76.00,24.73
2026-02-10T17:26:00Z,76.00,20.00
2026-02-10T17:27:00Z,83.00,19.00
2026-02-10T17:28:00Z,81.00,20.62
2026-02-10T17:29:00Z,81.00,19.15
2026-02-10T17:30:00Z,75.80,22.38
2026-02-10T17:31:00Z,76.32,22.00
2026-02-10T17:32:00Z,80.27,22.98
2026-02-10T17:33:00Z,80.27,20.04
2026-02-10T17:34:00Z,83.00,18.86
2026-02-10T17:35:00Z,82.00,20.96
2026-02-10T17:36:00Z,82.00,20.00
2026-02-10T17:37:00Z,79.46,20.00
2026-02-10T17:38:00Z,78.15,22.13
2026-02-10T17:39:00Z,78.98,21.50
2026-02-10T17:40:00Z,81.56,19.12
2026-02-10T17:41:00Z,82.35,17.56
2026-02-10T17:42:00Z,83.95,15.89
2026-02-10T17:43:00Z,84.00,18.00
2026-02-10T17:44:00Z,83.79,18.00
2026-02-10T17:45:00Z,83.79,19.97
2026-02-10T17:46:00Z,82.97,19.00
2026-02-10T17:47:00Z,83.00,20.96
2026-02-10T17:48:00Z,86.47,14.29
2026-02-10T17:49:00Z,86.93,12.54
2026-02-10T17:50:00Z,87.88,15.65
2026-02-10T17:51:00Z,85.72,15.03
2026-02-10T17:52:00Z,85.03,15.93
2026-02-10T17:53:00Z,86.16,15.90
2026-02-10T17:54:00Z,86.00,14.12
2026-02-10T17:55:00Z,88.00,12.49
2026-02-10T17:56:00Z,88.00,13.00
2026-02-10T17:57:00Z,88.00,13.00
2026-02-10T17:58:00Z,88.00,13.00
2026-02-10T17:59:00Z,88.00,13.00
2026-02-10T18:00:00Z,85.82,14.31
2026-02-10T18:01:00Z,84.34,17.06
2026-02-10T18:02:00Z,87.88,14.77
2026-02-10T18:03:00Z,90.83,10.25
2026-02-10T18:04:00Z,90.83,12.84
2026-02-10T18:05:00Z,87.88,13.32
2026-02-10T18:06:00Z,85.04,15.66
2026-02-10T18:07:00Z,86.34,14.65
2026-02-10T18:08:00Z,87.84,12.13
2026-02-10T18:09:00Z,88.21,13.62
2026-02-10T18:10:00Z,87.41,13.98
2026-02-10T18:11:00Z,86.40,14.93
2026-02-10T18:12:00Z,86.76,13.80
2026-02-10T18:13:00Z,88.68,12.38
2026-02-10T18:14:00Z,85.94,15.50
2026-02-10T18:15:00Z,84.83,16.96
2026-02-10T18:16:00Z,84.77,16.00
2026-02-10T18:17:00Z,87.98,14.39
2026-02-10T18:18:00Z,88.63,13.08
2026-02-10T18:19:00Z,89.04,11.54
2026-02-10T18:20:00Z,92.29,8.24
2026-02-10T18:21:00Z,96.40,3.35
2026-02-10T18:22:00Z,98.87,3.33
2026-02-10T18:23:00Z,98.99,3.46
2026-02-10T18:24:00Z,98.82,2.21
2026-02-10T18:25:00Z,97.30,2.67
2026-02-10T18:26:00Z,97.00,2.61
2026-02-10T18:27:00Z,97.00,4.00
2026-02-10T18:28:00Z,97.00,4.00
2026-02-10T18:29:00Z,98.22,3.06
2026-02-10T18:30:00Z,98.03,3.56
2026-02-10T18:31:00Z,98.00,3.95
2026-02-10T18:32:00Z,96.80,5.75
2026-02-10T18:33:00Z,98.01,3.79
2026-02-10T18:34:00Z,99.00,1.00
2026-02-10T18:35:00Z,99.00,1.00
2026-02-10T18:36:00Z,99.00,1.00
2026-02-10T18:37:00Z,99.00,1.00
