# event_ticker=KXATPMATCH-26FEB09FRIGIR
# final_score=6-4 5-7 7-6(1)
# score_resolution=6-4 5-7 7-6
# match_winner=Taylor Fritz
# fav_player=Taylor Fritz
# dog_player=Marcos Giron
# kalshi_date=2026-02-09
timestamp,Taylor Fritz,Marcos Giron
2026-02-10T13:40:00Z,75.00,
2026-02-10T13:41:00Z,75.00,
2026-02-10T13:48:00Z,75.00,26.00
2026-02-10T13:50:00Z,75.00,26.00
2026-02-10T14:01:00Z,75.00,26.00
2026-02-10T14:04:00Z,75.00,26.00
2026-02-10T14:11:00Z,75.00,26.00
2026-02-10T14:13:00Z,75.00,26.00
2026-02-10T14:18:00Z,75.00,26.00
2026-02-10T14:21:00Z,75.00,26.00
2026-02-10T14:22:00Z,75.00,26.00
2026-02-10T14:29:00Z,75.00,26.00
2026-02-10T14:34:00Z,75.00,26.00
2026-02-10T14:35:00Z,75.00,26.00
2026-02-10T14:36:00Z,75.00,26.00
2026-02-10T14:38:00Z,75.00,26.00
2026-02-10T14:41:00Z,75.00,26.00
2026-02-10T14:52:00Z,75.00,26.00
2026-02-10T14:54:00Z,75.00,26.00
2026-02-10T14:58:00Z,75.00,26.00
2026-02-10T14:59:00Z,75.00,26.00
2026-02-10T15:03:00Z,75.00,25.00
2026-02-10T15:08:00Z,74.00,25.00
2026-02-10T15:15:00Z,75.00,25.00
2026-02-10T15:24:00Z,75.00,25.00
2026-02-10T15:34:00Z,75.00,25.00
2026-02-10T15:36:00Z,75.00,26.00
2026-02-10T15:37:00Z,75.00,26.00
2026-02-10T15:48:00Z,75.00,26.00
2026-02-10T15:49:00Z,75.00,26.00
2026-02-10T15:54:00Z,75.00,26.00
2026-02-10T15:58:00Z,75.00,26.00
2026-02-10T16:00:00Z,75.00,26.00
2026-02-10T16:09:00Z,75.00,26.00
2026-02-10T16:17:00Z,75.00,26.00
2026-02-10T16:32:00Z,75.00,26.00
2026-02-10T16:39:00Z,75.00,26.00
2026-02-10T16:41:00Z,75.00,26.00
2026-02-10T16:42:00Z,75.00,26.00
2026-02-10T16:48:00Z,75.00,26.00
2026-02-10T16:52:00Z,75.00,26.00
2026-02-10T16:54:00Z,75.00,26.00
2026-02-10T16:55:00Z,75.00,26.00
2026-02-10T16:57:00Z,74.00,26.00
2026-02-10T16:59:00Z,74.00,28.00
2026-02-10T17:01:00Z,74.00,28.00
2026-02-10T17:07:00Z,74.00,28.00
2026-02-10T17:08:00Z,74.00,28.00
2026-02-10T17:11:00Z,74.00,28.00
2026-02-10T17:13:00Z,74.00,28.00
2026-02-10T17:14:00Z,74.00,28.00
