# event_ticker=KXATPMATCH-26APR06MOUMUL
# final_score=6-4 6-1
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Alexandre Muller
# kalshi_date=2026-04-06
timestamp,Corentin Moutet,Alexandre Muller
2026-04-07T05:46:00Z,65.00,38.00
2026-04-07T05:50:00Z,65.00,36.00
2026-04-07T05:51:00Z,65.00,36.00
2026-04-07T05:56:00Z,65.00,36.00
2026-04-07T06:00:00Z,65.00,36.00
2026-04-07T06:03:00Z,65.00,36.00
2026-04-07T06:06:00Z,65.00,36.00
2026-04-07T06:11:00Z,65.00,36.00
2026-04-07T06:17:00Z,65.00,36.00
2026-04-07T06:23:00Z,65.00,36.00
2026-04-07T06:31:00Z,65.00,36.00
2026-04-07T06:32:00Z,65.00,36.00
2026-04-07T06:43:00Z,65.00,36.00
2026-04-07T06:45:00Z,65.00,36.00
2026-04-07T06:57:00Z,65.00,36.00
2026-04-07T06:59:00Z,65.00,36.00
2026-04-07T07:02:00Z,65.00,36.00
2026-04-07T07:04:00Z,65.00,36.00
2026-04-07T07:08:00Z,65.00,36.00
2026-04-07T07:10:00Z,65.00,36.00
2026-04-07T07:24:00Z,65.00,36.00
2026-04-07T07:34:00Z,65.00,36.00
2026-04-07T07:41:00Z,65.00,36.00
2026-04-07T07:50:00Z,65.00,36.00
2026-04-07T07:56:00Z,65.00,36.00
2026-04-07T08:02:00Z,65.00,36.00
2026-04-07T08:07:00Z,65.00,36.00
2026-04-07T08:10:00Z,65.00,36.00
2026-04-07T08:18:00Z,65.00,36.00
2026-04-07T08:20:00Z,65.00,36.00
2026-04-07T08:27:00Z,65.00,36.00
2026-04-07T08:36:00Z,65.00,36.00
2026-04-07T08:38:00Z,65.00,36.00
2026-04-07T08:54:00Z,65.00,36.00
2026-04-07T09:13:00Z,65.00,36.00
2026-04-07T09:14:00Z,65.00,36.00
2026-04-07T09:22:00Z,65.00,36.00
2026-04-07T09:31:00Z,66.00,36.00
2026-04-07T09:48:00Z,66.00,36.00
2026-04-07T10:07:00Z,66.00,36.00
2026-04-07T10:08:00Z,66.00,36.00
2026-04-07T10:13:00Z,66.00,36.00
2026-04-07T10:15:00Z,66.00,35.00
2026-04-07T10:19:00Z,65.00,35.00
2026-04-07T10:22:00Z,65.00,36.00
2026-04-07T10:35:00Z,65.00,36.00
2026-04-07T10:36:00Z,65.00,36.00
2026-04-07T10:37:00Z,65.00,36.00
2026-04-07T10:39:00Z,65.00,36.00
2026-04-07T10:51:00Z,65.00,36.00
2026-04-07T10:57:00Z,65.00,36.00
2026-04-07T11:08:00Z,65.00,36.00
2026-04-07T11:20:00Z,65.00,36.00
2026-04-07T11:22:00Z,65.00,36.00
2026-04-07T11:23:00Z,65.00,36.00
2026-04-07T11:26:00Z,65.39,36.00
2026-04-07T11:27:00Z,65.39,36.00
2026-04-07T11:31:00Z,65.00,36.00
2026-04-07T11:33:00Z,65.00,36.00
2026-04-07T11:36:00Z,65.00,36.00
2026-04-07T11:37:00Z,65.00,36.00
2026-04-07T11:39:00Z,65.00,36.00
2026-04-07T11:44:00Z,65.00,36.00
2026-04-07T11:48:00Z,65.00,36.00
2026-04-07T11:52:00Z,65.00,36.00
2026-04-07T11:53:00Z,65.00,36.00
2026-04-07T11:56:00Z,65.00,36.00
2026-04-07T11:57:00Z,65.00,36.00
2026-04-07T11:59:00Z,65.00,36.00
2026-04-07T12:01:00Z,65.00,36.00
2026-04-07T12:05:00Z,65.00,36.00
2026-04-07T12:13:00Z,65.00,36.00
2026-04-07T12:14:00Z,65.00,36.00
2026-04-07T12:16:00Z,65.00,36.00
2026-04-07T12:18:00Z,65.00,36.00
2026-04-07T12:19:00Z,65.00,36.00
2026-04-07T12:20:00Z,64.79,36.00
2026-04-07T12:21:00Z,65.00,36.00
2026-04-07T12:22:00Z,65.00,36.00
2026-04-07T12:24:00Z,65.00,36.00
2026-04-07T12:25:00Z,65.00,36.00
2026-04-07T12:26:00Z,65.00,36.00
2026-04-07T12:32:00Z,65.00,36.00
2026-04-07T12:34:00Z,65.00,36.00
2026-04-07T12:35:00Z,65.00,36.00
2026-04-07T12:36:00Z,65.00,36.00
2026-04-07T12:37:00Z,65.00,36.00
2026-04-07T12:39:00Z,65.00,36.28
2026-04-07T12:40:00Z,65.00,36.28
2026-04-07T12:42:00Z,65.00,36.28
2026-04-07T12:44:00Z,65.00,36.00
2026-04-07T12:45:00Z,65.00,36.00
2026-04-07T12:46:00Z,65.00,36.00
2026-04-07T12:47:00Z,65.00,36.00
2026-04-07T12:48:00Z,65.00,37.00
2026-04-07T12:49:00Z,64.88,37.00
2026-04-07T12:50:00Z,65.00,37.00
2026-04-07T12:51:00Z,65.00,37.00
2026-04-07T12:52:00Z,65.00,37.00
2026-04-07T12:53:00Z,64.99,37.00
2026-04-07T12:54:00Z,65.00,37.00
2026-04-07T12:55:00Z,65.00,37.00
2026-04-07T12:56:00Z,65.00,37.00
2026-04-07T12:57:00Z,65.00,37.00
2026-04-07T12:58:00Z,65.00,37.00
2026-04-07T12:59:00Z,64.70,37.00
2026-04-07T13:00:00Z,65.00,37.00
2026-04-07T13:01:00Z,65.00,36.99
2026-04-07T13:02:00Z,65.00,37.00
2026-04-07T13:03:00Z,65.00,37.00
2026-04-07T13:04:00Z,65.00,37.00
2026-04-07T13:05:00Z,65.00,37.00
2026-04-07T13:06:00Z,65.00,37.00
2026-04-07T13:07:00Z,65.00,36.00
2026-04-07T13:08:00Z,65.00,36.69
2026-04-07T13:09:00Z,65.00,36.91
2026-04-07T13:10:00Z,64.65,35.00
2026-04-07T13:11:00Z,65.93,35.51
2026-04-07T13:12:00Z,67.32,33.55
2026-04-07T13:13:00Z,70.38,31.47
2026-04-07T13:14:00Z,71.24,29.54
2026-04-07T13:15:00Z,73.35,30.20
2026-04-07T13:16:00Z,70.55,31.00
2026-04-07T13:17:00Z,70.39,29.00
2026-04-07T13:18:00Z,67.67,29.00
2026-04-07T13:19:00Z,69.57,32.00
2026-04-07T13:20:00Z,69.14,34.31
2026-04-07T13:21:00Z,67.78,34.96
2026-04-07T13:22:00Z,64.02,38.72
2026-04-07T13:23:00Z,57.94,43.37
2026-04-07T13:24:00Z,63.00,37.16
2026-04-07T13:25:00Z,70.03,30.95
2026-04-07T13:26:00Z,70.00,30.90
2026-04-07T13:27:00Z,70.06,30.90
2026-04-07T13:28:00Z,69.01,33.64
2026-04-07T13:29:00Z,68.05,35.96
2026-04-07T13:30:00Z,71.00,30.51
2026-04-07T13:31:00Z,69.50,32.53
2026-04-07T13:32:00Z,71.13,30.37
2026-04-07T13:33:00Z,66.37,34.23
2026-04-07T13:34:00Z,65.93,36.00
2026-04-07T13:35:00Z,65.04,34.58
2026-04-07T13:36:00Z,71.02,26.00
2026-04-07T13:37:00Z,71.00,30.00
2026-04-07T13:38:00Z,72.59,27.29
2026-04-07T13:39:00Z,69.56,29.72
2026-04-07T13:40:00Z,68.00,33.00
2026-04-07T13:41:00Z,68.00,32.23
2026-04-07T13:42:00Z,71.78,32.23
2026-04-07T13:43:00Z,71.15,29.10
2026-04-07T13:44:00Z,74.50,26.12
2026-04-07T13:45:00Z,71.08,29.00
2026-04-07T13:46:00Z,70.07,31.15
2026-04-07T13:47:00Z,70.05,31.81
2026-04-07T13:48:00Z,69.00,32.00
2026-04-07T13:49:00Z,69.94,32.10
2026-04-07T13:50:00Z,69.16,33.14
2026-04-07T13:51:00Z,73.48,25.00
2026-04-07T13:52:00Z,73.05,26.43
2026-04-07T13:53:00Z,74.81,26.89
2026-04-07T13:54:00Z,75.27,25.79
2026-04-07T13:55:00Z,73.64,26.34
2026-04-07T13:56:00Z,72.00,29.92
2026-04-07T13:57:00Z,72.00,29.00
2026-04-07T13:58:00Z,72.86,29.90
2026-04-07T13:59:00Z,76.05,22.99
2026-04-07T14:00:00Z,79.70,21.35
2026-04-07T14:01:00Z,79.12,20.94
2026-04-07T14:02:00Z,80.43,20.32
2026-04-07T14:03:00Z,87.28,13.04
2026-04-07T14:04:00Z,84.53,16.76
2026-04-07T14:05:00Z,84.28,18.75
2026-04-07T14:06:00Z,88.48,11.99
2026-04-07T14:07:00Z,90.18,8.71
2026-04-07T14:08:00Z,91.93,8.23
2026-04-07T14:09:00Z,90.18,9.03
2026-04-07T14:10:00Z,92.58,7.47
2026-04-07T14:11:00Z,92.55,9.10
2026-04-07T14:12:00Z,91.63,8.89
2026-04-07T14:13:00Z,95.24,4.31
2026-04-07T14:14:00Z,97.45,3.00
2026-04-07T14:15:00Z,98.22,2.47
2026-04-07T14:16:00Z,98.05,2.20
2026-04-07T14:17:00Z,98.95,1.71
2026-04-07T14:18:00Z,98.72,1.00
2026-04-07T14:19:00Z,98.95,1.00
2026-04-07T14:20:00Z,98.99,1.00
2026-04-07T14:21:00Z,99.00,1.00
2026-04-07T14:22:00Z,98.05,2.00
2026-04-07T14:23:00Z,98.87,2.00
2026-04-07T14:24:00Z,98.99,1.62
2026-04-07T14:25:00Z,99.00,1.00
2026-04-07T14:26:00Z,99.00,1.00
2026-04-07T14:27:00Z,99.00,1.00
2026-04-07T14:28:00Z,99.00,1.00
2026-04-07T14:29:00Z,99.00,1.00
2026-04-07T14:30:00Z,99.00,1.00
2026-04-07T14:31:00Z,99.00,1.00
2026-04-07T14:32:00Z,99.00,1.00
2026-04-07T14:33:00Z,99.00,1.00
2026-04-07T14:34:00Z,99.00,1.00
2026-04-07T14:36:00Z,99.00,1.00
2026-04-07T14:37:00Z,99.00,1.00
2026-04-07T14:38:00Z,99.00,1.00
2026-04-07T14:40:00Z,99.00,1.00
2026-04-07T14:41:00Z,99.00,1.00
2026-04-07T14:42:00Z,99.00,1.00
