# event_ticker=KXATPMATCH-26APR22PRIBER
# final_score=6-3 6-4
# match_winner=Dino Prizmic
# fav_player=Dino Prizmic
# dog_player=Matteo Berrettini
# kalshi_date=2026-04-22
timestamp,Dino Prizmic,Matteo Berrettini
2026-04-21T23:46:00Z,37.00,
2026-04-21T23:49:00Z,37.00,65.00
2026-04-21T23:54:00Z,37.00,64.00
2026-04-21T23:55:00Z,37.00,56.00
2026-04-21T23:59:00Z,37.00,63.00
2026-04-22T00:03:00Z,37.00,64.00
2026-04-22T00:06:00Z,37.00,64.00
2026-04-22T00:21:00Z,37.00,64.00
2026-04-22T00:26:00Z,37.00,64.00
2026-04-22T00:32:00Z,39.29,64.00
2026-04-22T00:52:00Z,39.29,63.00
2026-04-22T00:55:00Z,39.00,63.00
2026-04-22T01:05:00Z,39.00,60.00
2026-04-22T01:07:00Z,39.00,60.00
2026-04-22T01:08:00Z,39.00,63.00
2026-04-22T01:09:00Z,39.00,63.72
2026-04-22T01:26:00Z,39.00,64.00
2026-04-22T01:41:00Z,39.00,63.00
2026-04-22T01:45:00Z,39.00,63.48
2026-04-22T01:46:00Z,39.00,62.82
2026-04-22T02:01:00Z,39.00,58.00
2026-04-22T02:07:00Z,39.00,62.00
2026-04-22T02:08:00Z,39.00,62.00
2026-04-22T02:10:00Z,39.00,62.00
2026-04-22T02:18:00Z,39.00,62.00
2026-04-22T02:21:00Z,39.00,62.71
2026-04-22T02:22:00Z,39.00,63.92
2026-04-22T02:26:00Z,39.00,64.00
2026-04-22T02:29:00Z,39.00,62.00
2026-04-22T02:31:00Z,39.00,62.00
2026-04-22T02:45:00Z,39.00,63.41
2026-04-22T02:47:00Z,39.00,60.00
2026-04-22T02:49:00Z,41.00,60.00
2026-04-22T02:52:00Z,41.00,64.00
2026-04-22T02:55:00Z,38.00,64.00
2026-04-22T03:00:00Z,38.00,64.00
2026-04-22T03:02:00Z,38.00,64.00
2026-04-22T03:33:00Z,38.00,64.00
2026-04-22T03:43:00Z,38.00,64.00
2026-04-22T03:48:00Z,38.00,64.00
2026-04-22T03:50:00Z,40.00,64.00
2026-04-22T03:53:00Z,40.00,62.00
2026-04-22T03:56:00Z,40.00,62.00
2026-04-22T03:57:00Z,40.00,62.00
2026-04-22T03:58:00Z,40.00,62.00
2026-04-22T03:59:00Z,40.00,62.00
2026-04-22T04:00:00Z,40.00,62.00
2026-04-22T04:01:00Z,40.00,62.00
2026-04-22T04:02:00Z,40.00,62.00
2026-04-22T04:04:00Z,40.00,62.00
2026-04-22T04:05:00Z,40.00,62.00
2026-04-22T04:11:00Z,40.00,62.00
2026-04-22T04:13:00Z,40.00,61.00
2026-04-22T04:17:00Z,40.00,61.00
2026-04-22T04:18:00Z,40.00,61.00
2026-04-22T04:22:00Z,40.00,61.00
2026-04-22T04:24:00Z,40.00,61.00
2026-04-22T04:28:00Z,40.00,61.00
2026-04-22T04:32:00Z,40.00,61.00
2026-04-22T04:38:00Z,43.00,61.00
2026-04-22T04:40:00Z,43.00,61.00
2026-04-22T04:41:00Z,43.00,61.00
2026-04-22T04:43:00Z,43.00,61.00
2026-04-22T04:44:00Z,43.00,61.00
2026-04-22T04:45:00Z,43.00,60.47
2026-04-22T04:46:00Z,43.00,61.00
2026-04-22T04:47:00Z,43.00,61.00
2026-04-22T04:48:00Z,43.00,61.00
2026-04-22T04:49:00Z,43.00,61.00
2026-04-22T04:50:00Z,43.00,61.00
2026-04-22T04:52:00Z,43.00,61.00
2026-04-22T04:54:00Z,43.00,61.00
2026-04-22T05:01:00Z,43.00,60.00
2026-04-22T05:02:00Z,43.00,60.25
2026-04-22T05:05:00Z,43.00,60.25
2026-04-22T05:08:00Z,42.00,60.25
2026-04-22T05:09:00Z,42.00,61.00
2026-04-22T05:10:00Z,42.00,59.00
2026-04-22T05:14:00Z,42.00,59.00
2026-04-22T05:16:00Z,42.00,59.00
2026-04-22T05:17:00Z,42.00,59.00
2026-04-22T05:19:00Z,42.00,59.00
2026-04-22T05:20:00Z,43.00,59.00
2026-04-22T05:22:00Z,43.00,59.00
2026-04-22T05:23:00Z,43.00,59.00
2026-04-22T05:24:00Z,43.00,59.00
2026-04-22T05:25:00Z,43.00,59.00
2026-04-22T05:29:00Z,43.00,59.00
2026-04-22T05:31:00Z,43.00,59.00
2026-04-22T05:33:00Z,43.00,59.00
2026-04-22T05:34:00Z,43.00,59.00
2026-04-22T05:36:00Z,41.71,59.00
2026-04-22T05:37:00Z,41.71,59.86
2026-04-22T05:39:00Z,41.71,60.00
2026-04-22T05:40:00Z,42.00,60.00
2026-04-22T05:43:00Z,40.00,60.00
2026-04-22T05:44:00Z,40.00,60.00
2026-04-22T05:49:00Z,40.00,59.01
2026-04-22T05:50:00Z,40.00,60.00
2026-04-22T05:52:00Z,40.00,59.00
2026-04-22T05:53:00Z,40.00,60.00
2026-04-22T05:57:00Z,40.00,60.00
2026-04-22T05:59:00Z,42.00,60.00
2026-04-22T06:01:00Z,42.00,60.00
2026-04-22T06:04:00Z,42.00,60.00
2026-04-22T06:06:00Z,42.00,60.00
2026-04-22T06:07:00Z,42.00,60.00
2026-04-22T06:09:00Z,42.00,59.00
2026-04-22T06:10:00Z,42.00,60.00
2026-04-22T06:16:00Z,42.00,60.00
2026-04-22T06:19:00Z,42.00,60.00
2026-04-22T06:22:00Z,42.00,60.00
2026-04-22T06:23:00Z,41.00,60.00
2026-04-22T06:24:00Z,41.00,60.00
2026-04-22T06:38:00Z,41.00,60.00
2026-04-22T06:39:00Z,41.00,60.00
2026-04-22T06:40:00Z,41.00,60.00
2026-04-22T06:41:00Z,41.00,60.00
2026-04-22T06:43:00Z,41.00,60.00
2026-04-22T06:44:00Z,41.00,60.00
2026-04-22T06:45:00Z,41.00,60.00
2026-04-22T06:46:00Z,41.00,60.00
2026-04-22T06:47:00Z,41.00,60.00
2026-04-22T06:48:00Z,41.00,60.00
2026-04-22T06:49:00Z,41.00,60.00
2026-04-22T06:50:00Z,41.00,60.00
2026-04-22T06:52:00Z,42.00,60.00
2026-04-22T06:53:00Z,42.00,60.00
2026-04-22T06:57:00Z,42.00,60.00
2026-04-22T07:00:00Z,42.00,60.00
2026-04-22T07:02:00Z,42.00,60.00
2026-04-22T07:03:00Z,42.00,59.09
2026-04-22T07:05:00Z,42.00,60.00
2026-04-22T07:06:00Z,42.00,60.00
2026-04-22T07:08:00Z,41.00,59.04
2026-04-22T07:09:00Z,41.00,60.00
2026-04-22T07:12:00Z,41.00,60.00
