# event_ticker=KXATPCHALLENGERMATCH-26MAY02SAIGEN
# final_score=3-6 6-4 6-1
# score_resolution=6-3 4-6 1-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Tom Gentzsch
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-02
timestamp,Nikolas Sanchez Izquierdo,Tom Gentzsch
2026-05-02T11:41:00Z,26.23,73.25
2026-05-02T11:42:00Z,29.33,71.86
2026-05-02T11:43:00Z,25.85,74.03
2026-05-02T11:44:00Z,24.00,74.03
2026-05-02T11:45:00Z,22.00,78.87
2026-05-02T11:46:00Z,22.00,78.87
2026-05-02T11:47:00Z,22.00,78.87
2026-05-02T11:48:00Z,22.00,79.00
2026-05-02T11:49:00Z,22.00,79.00
2026-05-02T11:50:00Z,21.70,78.21
2026-05-02T11:51:00Z,22.11,78.01
2026-05-02T11:52:00Z,23.00,77.05
2026-05-02T11:53:00Z,22.40,78.67
2026-05-02T11:54:00Z,22.00,78.00
2026-05-02T11:55:00Z,24.66,75.99
2026-05-02T11:56:00Z,29.00,72.00
2026-05-02T11:57:00Z,27.00,74.00
2026-05-02T11:58:00Z,31.44,65.85
2026-05-02T11:59:00Z,31.64,65.93
2026-05-02T12:00:00Z,28.17,73.14
2026-05-02T12:01:00Z,27.42,73.01
2026-05-02T12:02:00Z,27.16,74.18
2026-05-02T12:03:00Z,23.02,77.00
2026-05-02T12:04:00Z,24.24,76.00
2026-05-02T12:05:00Z,28.00,72.00
2026-05-02T12:06:00Z,28.65,73.00
2026-05-02T12:07:00Z,28.00,73.00
2026-05-02T12:08:00Z,29.54,69.00
2026-05-02T12:09:00Z,27.28,73.72
2026-05-02T12:10:00Z,25.09,76.00
2026-05-02T12:11:00Z,23.44,80.56
2026-05-02T12:12:00Z,19.07,81.97
2026-05-02T12:13:00Z,22.21,78.87
2026-05-02T12:14:00Z,26.83,73.94
2026-05-02T12:15:00Z,28.84,73.00
2026-05-02T12:16:00Z,27.29,73.93
2026-05-02T12:17:00Z,29.96,72.32
2026-05-02T12:18:00Z,26.01,74.95
2026-05-02T12:19:00Z,26.00,74.23
2026-05-02T12:20:00Z,25.40,74.96
2026-05-02T12:21:00Z,28.57,71.08
2026-05-02T12:22:00Z,31.99,69.00
2026-05-02T12:23:00Z,31.04,68.93
2026-05-02T12:24:00Z,34.50,71.21
2026-05-02T12:25:00Z,34.75,65.88
2026-05-02T12:26:00Z,36.36,64.16
2026-05-02T12:27:00Z,40.37,61.52
2026-05-02T12:28:00Z,47.55,50.95
2026-05-02T12:29:00Z,48.88,50.98
2026-05-02T12:30:00Z,45.90,59.41
2026-05-02T12:31:00Z,42.64,58.93
2026-05-02T12:32:00Z,37.41,63.08
2026-05-02T12:33:00Z,31.81,68.32
2026-05-02T12:34:00Z,31.97,69.00
2026-05-02T12:35:00Z,31.42,67.70
2026-05-02T12:36:00Z,38.90,62.59
2026-05-02T12:37:00Z,41.69,65.56
2026-05-02T12:38:00Z,51.39,49.09
2026-05-02T12:39:00Z,52.60,47.87
2026-05-02T12:40:00Z,52.35,48.00
2026-05-02T12:41:00Z,52.24,47.53
2026-05-02T12:42:00Z,56.79,45.04
2026-05-02T12:43:00Z,55.45,46.82
2026-05-02T12:44:00Z,59.16,40.09
2026-05-02T12:45:00Z,65.43,35.12
2026-05-02T12:46:00Z,70.38,30.10
2026-05-02T12:47:00Z,68.93,34.36
2026-05-02T12:48:00Z,74.09,25.09
2026-05-02T12:49:00Z,80.97,19.23
2026-05-02T12:50:00Z,85.62,15.51
2026-05-02T12:51:00Z,83.55,16.43
2026-05-02T12:52:00Z,85.40,15.49
2026-05-02T12:53:00Z,87.73,12.06
2026-05-02T12:54:00Z,86.60,12.43
2026-05-02T12:55:00Z,85.16,15.20
2026-05-02T12:56:00Z,87.86,13.36
2026-05-02T12:57:00Z,83.74,16.98
2026-05-02T12:58:00Z,80.03,19.37
2026-05-02T12:59:00Z,83.64,15.19
2026-05-02T13:00:00Z,89.41,14.12
2026-05-02T13:01:00Z,90.92,10.17
2026-05-02T13:02:00Z,90.96,9.64
2026-05-02T13:03:00Z,93.38,7.38
2026-05-02T13:04:00Z,95.87,3.80
2026-05-02T13:05:00Z,98.44,1.23
2026-05-02T13:06:00Z,98.97,1.34
2026-05-02T13:07:00Z,98.99,1.62
2026-05-02T13:08:00Z,99.00,1.62
2026-05-02T13:09:00Z,99.00,1.62
2026-05-02T13:10:00Z,99.00,1.62
2026-05-02T13:11:00Z,99.00,1.62
