# event_ticker=KXATPCHALLENGERMATCH-26MAY02SAIGEN
# final_score=3-6 6-4 6-1
# score_resolution=6-3 4-6 1-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Tom Gentzsch
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-02
timestamp,Nikolas Sanchez Izquierdo,Tom Gentzsch
2026-05-01T23:32:00Z,,54.00
2026-05-02T00:06:00Z,,55.00
2026-05-02T00:37:00Z,48.00,55.00
2026-05-02T01:28:00Z,48.00,55.00
2026-05-02T02:01:00Z,48.00,55.00
2026-05-02T02:35:00Z,48.00,55.00
2026-05-02T02:45:00Z,48.00,55.00
2026-05-02T02:46:00Z,48.00,55.00
2026-05-02T02:51:00Z,48.00,55.00
2026-05-02T03:05:00Z,48.00,55.00
2026-05-02T03:14:00Z,48.00,55.00
2026-05-02T03:33:00Z,48.00,55.00
2026-05-02T03:44:00Z,48.00,55.00
2026-05-02T03:59:00Z,48.00,55.00
2026-05-02T04:00:00Z,48.00,55.00
2026-05-02T04:02:00Z,48.00,55.00
2026-05-02T04:09:00Z,48.00,55.00
2026-05-02T04:17:00Z,48.00,54.00
2026-05-02T04:23:00Z,48.00,54.00
2026-05-02T04:28:00Z,48.00,54.00
2026-05-02T04:31:00Z,48.00,54.00
2026-05-02T04:33:00Z,47.00,54.96
2026-05-02T04:34:00Z,47.00,55.00
2026-05-02T04:36:00Z,47.00,55.00
2026-05-02T04:38:00Z,47.00,55.00
2026-05-02T04:49:00Z,47.00,55.00
2026-05-02T05:03:00Z,47.00,55.00
2026-05-02T05:07:00Z,46.00,55.00
2026-05-02T05:19:00Z,46.00,55.00
2026-05-02T05:20:00Z,46.00,55.00
2026-05-02T05:22:00Z,46.00,55.00
2026-05-02T05:23:00Z,46.00,55.00
2026-05-02T05:26:00Z,46.00,56.00
2026-05-02T05:27:00Z,46.00,57.00
2026-05-02T05:30:00Z,46.00,57.00
2026-05-02T05:32:00Z,45.00,57.00
2026-05-02T05:34:00Z,45.00,56.00
2026-05-02T05:40:00Z,45.00,57.00
2026-05-02T05:41:00Z,45.00,57.00
2026-05-02T05:42:00Z,45.00,57.00
2026-05-02T05:46:00Z,45.00,57.00
2026-05-02T05:47:00Z,45.00,57.00
2026-05-02T05:48:00Z,45.00,57.00
2026-05-02T05:51:00Z,45.00,57.00
2026-05-02T05:52:00Z,45.00,57.00
2026-05-02T05:55:00Z,45.00,57.00
2026-05-02T06:10:00Z,45.00,57.00
2026-05-02T06:15:00Z,45.00,57.00
2026-05-02T06:23:00Z,45.00,57.00
2026-05-02T06:27:00Z,45.00,57.00
2026-05-02T06:30:00Z,45.00,56.00
2026-05-02T06:32:00Z,45.00,57.00
2026-05-02T06:38:00Z,45.00,56.00
2026-05-02T06:48:00Z,45.00,56.00
2026-05-02T06:54:00Z,45.00,56.00
2026-05-02T06:56:00Z,45.00,56.82
2026-05-02T06:57:00Z,45.00,56.82
2026-05-02T07:00:00Z,45.00,57.00
2026-05-02T07:01:00Z,45.00,57.00
2026-05-02T07:16:00Z,45.00,57.00
2026-05-02T07:20:00Z,45.00,57.00
2026-05-02T07:21:00Z,45.00,57.00
2026-05-02T07:29:00Z,45.00,57.00
2026-05-02T07:37:00Z,44.00,57.00
2026-05-02T07:45:00Z,44.00,56.00
2026-05-02T08:17:00Z,44.00,56.00
2026-05-02T08:38:00Z,44.00,55.00
2026-05-02T08:39:00Z,46.00,55.00
2026-05-02T08:40:00Z,46.00,55.00
2026-05-02T08:50:00Z,46.00,54.00
2026-05-02T08:56:00Z,46.00,54.00
2026-05-02T09:05:00Z,46.00,54.00
2026-05-02T09:13:00Z,46.00,54.00
2026-05-02T09:21:00Z,46.00,53.00
2026-05-02T09:27:00Z,48.34,53.00
2026-05-02T09:28:00Z,47.76,53.00
2026-05-02T09:31:00Z,47.55,53.00
2026-05-02T09:32:00Z,48.00,53.00
2026-05-02T09:38:00Z,47.00,53.00
2026-05-02T09:39:00Z,47.00,54.00
2026-05-02T09:41:00Z,47.00,54.00
2026-05-02T09:47:00Z,47.00,54.00
2026-05-02T09:51:00Z,47.00,54.00
2026-05-02T09:53:00Z,47.00,54.00
2026-05-02T09:54:00Z,47.00,54.00
2026-05-02T09:58:00Z,47.00,54.00
2026-05-02T10:05:00Z,47.00,54.00
2026-05-02T10:06:00Z,47.00,54.00
2026-05-02T10:09:00Z,47.00,54.00
2026-05-02T10:10:00Z,47.00,54.00
2026-05-02T10:15:00Z,47.00,54.00
2026-05-02T10:18:00Z,47.00,54.00
2026-05-02T10:26:00Z,47.00,54.00
2026-05-02T10:27:00Z,47.00,54.00
2026-05-02T10:30:00Z,47.00,54.00
2026-05-02T10:31:00Z,48.00,54.00
2026-05-02T10:35:00Z,48.00,53.00
2026-05-02T10:36:00Z,48.00,53.00
2026-05-02T10:41:00Z,48.00,54.00
2026-05-02T10:42:00Z,48.00,55.00
2026-05-02T10:43:00Z,48.00,55.00
2026-05-02T10:44:00Z,48.00,55.00
2026-05-02T10:46:00Z,48.00,55.00
2026-05-02T10:49:00Z,47.00,55.00
2026-05-02T10:50:00Z,47.00,55.00
2026-05-02T10:51:00Z,47.00,55.00
2026-05-02T10:53:00Z,47.00,55.00
2026-05-02T10:54:00Z,45.00,55.00
2026-05-02T10:55:00Z,45.00,55.00
2026-05-02T10:57:00Z,47.00,55.00
2026-05-02T10:58:00Z,47.00,55.00
2026-05-02T10:59:00Z,48.33,55.00
2026-05-02T11:01:00Z,48.33,54.84
2026-05-02T11:02:00Z,47.00,54.96
2026-05-02T11:03:00Z,46.89,53.00
2026-05-02T11:04:00Z,46.11,54.33
2026-05-02T11:05:00Z,46.54,53.32
2026-05-02T11:06:00Z,44.00,56.23
2026-05-02T11:07:00Z,44.00,58.97
2026-05-02T11:08:00Z,39.00,59.00
2026-05-02T11:09:00Z,44.00,58.00
2026-05-02T11:10:00Z,45.06,53.00
2026-05-02T11:11:00Z,46.00,54.00
2026-05-02T11:12:00Z,51.77,50.41
2026-05-02T11:13:00Z,46.00,51.47
2026-05-02T11:14:00Z,44.00,55.64
2026-05-02T11:15:00Z,43.00,57.35
2026-05-02T11:16:00Z,44.00,58.23
2026-05-02T11:17:00Z,45.00,59.58
2026-05-02T11:18:00Z,39.07,61.18
2026-05-02T11:19:00Z,38.00,59.34
2026-05-02T11:20:00Z,36.24,70.12
2026-05-02T11:21:00Z,31.11,68.73
2026-05-02T11:22:00Z,33.00,67.05
2026-05-02T11:23:00Z,27.18,74.03
2026-05-02T11:25:00Z,25.82,75.00
2026-05-02T11:26:00Z,26.00,75.00
2026-05-02T11:27:00Z,24.00,75.00
2026-05-02T11:28:00Z,22.25,75.36
2026-05-02T11:29:00Z,25.15,74.00
2026-05-02T11:30:00Z,27.00,74.00
2026-05-02T11:31:00Z,24.81,75.00
2026-05-02T11:32:00Z,25.00,75.04
2026-05-02T11:33:00Z,25.74,75.04
2026-05-02T11:34:00Z,27.00,73.62
2026-05-02T11:35:00Z,25.00,77.00
2026-05-02T11:36:00Z,25.00,77.00
2026-05-02T11:37:00Z,21.87,77.00
2026-05-02T11:38:00Z,26.00,74.57
2026-05-02T11:39:00Z,26.00,75.02
2026-05-02T11:40:00Z,25.36,75.00
