# event_ticker=KXATPCHALLENGERMATCH-26APR15DELEST
# final_score=6-4 6-3
# match_winner=Hugo Dellien
# fav_player=Hugo Dellien
# dog_player=Juan Estevez
# kalshi_date=2026-04-15
timestamp,Hugo Dellien,Juan Estevez
2026-04-15T09:04:00Z,79.00,
2026-04-15T10:01:00Z,81.00,
2026-04-15T10:02:00Z,81.00,
2026-04-15T10:08:00Z,81.00,
2026-04-15T10:58:00Z,81.00,
2026-04-15T11:27:00Z,81.00,22.00
2026-04-15T11:48:00Z,81.00,22.00
2026-04-15T11:49:00Z,77.51,22.62
2026-04-15T11:50:00Z,79.00,22.62
2026-04-15T11:53:00Z,79.00,22.62
2026-04-15T12:28:00Z,79.00,22.62
2026-04-15T12:59:00Z,80.00,22.62
2026-04-15T13:17:00Z,78.00,22.62
2026-04-15T13:27:00Z,78.00,22.00
2026-04-15T13:37:00Z,80.00,22.00
2026-04-15T14:01:00Z,81.00,22.00
2026-04-15T14:13:00Z,81.00,22.00
2026-04-15T16:04:00Z,81.00,22.00
2026-04-15T16:16:00Z,81.00,19.00
2026-04-15T16:21:00Z,81.00,19.00
2026-04-15T16:58:00Z,81.00,19.00
2026-04-15T17:12:00Z,81.00,20.00
2026-04-15T17:32:00Z,81.00,20.00
2026-04-15T17:35:00Z,81.00,21.00
2026-04-15T17:50:00Z,80.00,21.00
2026-04-15T18:14:00Z,81.00,21.00
2026-04-15T18:22:00Z,82.00,21.00
2026-04-15T18:24:00Z,82.00,21.00
2026-04-15T18:29:00Z,80.00,21.00
2026-04-15T18:45:00Z,82.00,21.00
2026-04-15T18:50:00Z,82.00,21.00
2026-04-15T18:51:00Z,82.00,21.00
2026-04-15T18:58:00Z,82.00,21.00
2026-04-15T19:04:00Z,82.00,21.00
2026-04-15T19:14:00Z,81.00,21.00
2026-04-15T19:15:00Z,81.00,21.00
2026-04-15T19:16:00Z,81.00,20.95
2026-04-15T19:57:00Z,82.00,21.00
2026-04-15T19:59:00Z,82.00,21.00
2026-04-15T20:00:00Z,82.00,21.00
2026-04-15T20:03:00Z,82.00,21.00
2026-04-15T20:04:00Z,82.00,21.00
2026-04-15T20:06:00Z,82.00,21.00
2026-04-15T20:07:00Z,80.78,21.00
2026-04-15T20:09:00Z,80.78,21.00
2026-04-15T20:10:00Z,82.00,21.00
2026-04-15T20:11:00Z,82.72,21.00
2026-04-15T20:12:00Z,82.00,20.00
2026-04-15T20:13:00Z,82.00,20.00
2026-04-15T20:14:00Z,83.00,20.00
2026-04-15T20:16:00Z,82.00,20.00
2026-04-15T20:17:00Z,82.00,20.00
2026-04-15T20:18:00Z,82.00,20.00
2026-04-15T20:19:00Z,82.00,20.00
2026-04-15T20:20:00Z,81.23,20.00
2026-04-15T20:21:00Z,81.68,20.00
2026-04-15T20:22:00Z,83.25,20.00
2026-04-15T20:23:00Z,82.17,19.67
2026-04-15T20:24:00Z,82.85,19.00
2026-04-15T20:25:00Z,83.01,18.00
2026-04-15T20:26:00Z,84.24,17.59
2026-04-15T20:27:00Z,84.98,16.71
2026-04-15T20:28:00Z,83.64,20.07
2026-04-15T20:29:00Z,81.36,19.33
2026-04-15T20:30:00Z,81.53,19.58
2026-04-15T20:31:00Z,82.13,19.40
2026-04-15T20:32:00Z,82.49,18.02
2026-04-15T20:33:00Z,81.69,17.27
2026-04-15T20:34:00Z,78.61,20.47
2026-04-15T20:35:00Z,81.66,19.71
2026-04-15T20:36:00Z,78.82,25.11
2026-04-15T20:37:00Z,73.28,26.47
2026-04-15T20:38:00Z,72.30,28.12
2026-04-15T20:39:00Z,69.15,31.22
2026-04-15T20:40:00Z,68.32,32.71
2026-04-15T20:41:00Z,68.53,32.22
2026-04-15T20:42:00Z,70.71,29.61
2026-04-15T20:43:00Z,73.85,27.01
2026-04-15T20:44:00Z,73.83,27.00
2026-04-15T20:45:00Z,71.74,28.84
2026-04-15T20:46:00Z,74.30,26.38
2026-04-15T20:47:00Z,78.39,21.40
2026-04-15T20:48:00Z,83.49,19.45
2026-04-15T20:49:00Z,82.36,18.06
2026-04-15T20:50:00Z,84.96,15.86
2026-04-15T20:51:00Z,85.84,16.30
2026-04-15T20:52:00Z,85.18,15.00
2026-04-15T20:53:00Z,86.09,14.69
2026-04-15T20:54:00Z,88.93,10.34
2026-04-15T20:55:00Z,92.94,7.95
2026-04-15T20:56:00Z,92.19,8.58
2026-04-15T20:57:00Z,89.98,10.93
2026-04-15T20:58:00Z,85.91,13.87
2026-04-15T20:59:00Z,85.00,15.94
2026-04-15T21:00:00Z,85.12,15.91
2026-04-15T21:01:00Z,86.75,14.64
2026-04-15T21:02:00Z,84.97,16.71
2026-04-15T21:03:00Z,91.24,11.39
2026-04-15T21:04:00Z,91.44,9.41
2026-04-15T21:05:00Z,91.66,8.74
2026-04-15T21:06:00Z,88.94,12.48
2026-04-15T21:07:00Z,85.22,15.50
2026-04-15T21:08:00Z,86.93,13.59
2026-04-15T21:09:00Z,88.43,13.79
2026-04-15T21:10:00Z,91.18,10.58
2026-04-15T21:11:00Z,92.59,7.45
2026-04-15T21:12:00Z,94.00,7.80
2026-04-15T21:13:00Z,93.83,7.99
2026-04-15T21:14:00Z,92.65,8.96
2026-04-15T21:15:00Z,93.71,8.32
2026-04-15T21:16:00Z,92.19,7.83
2026-04-15T21:17:00Z,93.74,6.68
2026-04-15T21:18:00Z,92.58,7.09
2026-04-15T21:19:00Z,92.01,9.25
2026-04-15T21:20:00Z,91.36,9.56
2026-04-15T21:21:00Z,92.69,9.63
2026-04-15T21:22:00Z,93.61,7.29
2026-04-15T21:23:00Z,93.61,7.18
2026-04-15T21:24:00Z,93.03,6.86
2026-04-15T21:25:00Z,93.56,6.94
2026-04-15T21:26:00Z,93.87,6.47
2026-04-15T21:27:00Z,93.62,7.31
2026-04-15T21:28:00Z,91.61,8.39
2026-04-15T21:29:00Z,94.03,7.07
2026-04-15T21:30:00Z,94.97,5.21
2026-04-15T21:31:00Z,94.39,5.11
2026-04-15T21:32:00Z,97.97,2.90
2026-04-15T21:33:00Z,98.14,1.91
2026-04-15T21:34:00Z,98.62,1.23
2026-04-15T21:35:00Z,99.00,1.53
2026-04-15T21:36:00Z,98.98,1.27
2026-04-15T21:37:00Z,99.00,1.25
2026-04-15T21:38:00Z,99.00,1.00
2026-04-15T21:39:00Z,99.00,1.00
2026-04-15T21:40:00Z,99.00,1.00
2026-04-15T21:41:00Z,99.00,1.00
2026-04-15T21:42:00Z,99.00,1.00
2026-04-15T21:43:00Z,99.00,1.00
2026-04-15T21:44:00Z,99.00,1.00
2026-04-15T21:45:00Z,99.00,1.00
2026-04-15T21:46:00Z,99.00,1.00
2026-04-15T21:47:00Z,99.00,1.00
2026-04-15T21:48:00Z,99.00,1.00
