# event_ticker=KXATPMATCH-25JUL26BUBCAZ
# final_score=6-4 6-3
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Arthur Cazaux
# kalshi_date=2025-07-26
timestamp,Alexander Bublik,Arthur Cazaux
2025-07-26T05:49:00Z,79.00,24.00
2025-07-26T05:50:00Z,79.00,24.00
2025-07-26T05:51:00Z,79.91,24.00
2025-07-26T05:52:00Z,79.98,21.00
2025-07-26T05:54:00Z,80.00,21.00
2025-07-26T05:55:00Z,80.00,21.00
2025-07-26T05:56:00Z,80.00,21.31
2025-07-26T05:57:00Z,80.00,23.76
2025-07-26T05:58:00Z,80.40,23.76
2025-07-26T05:59:00Z,80.96,22.00
2025-07-26T06:01:00Z,81.96,21.00
2025-07-26T06:03:00Z,82.64,20.00
2025-07-26T06:04:00Z,81.00,20.00
2025-07-26T06:05:00Z,81.00,20.00
2025-07-26T06:06:00Z,77.06,19.00
2025-07-26T06:09:00Z,81.12,19.00
2025-07-26T06:11:00Z,83.00,19.00
2025-07-26T06:13:00Z,83.00,19.00
2025-07-26T06:14:00Z,83.07,19.00
2025-07-26T06:15:00Z,83.07,19.00
2025-07-26T06:16:00Z,82.00,19.00
2025-07-26T06:17:00Z,82.00,19.00
2025-07-26T06:18:00Z,81.00,19.00
2025-07-26T06:20:00Z,81.00,19.00
2025-07-26T06:23:00Z,81.00,19.00
2025-07-26T06:25:00Z,81.00,19.39
2025-07-26T06:26:00Z,81.00,20.00
2025-07-26T06:28:00Z,81.00,20.00
2025-07-26T06:30:00Z,81.00,20.00
2025-07-26T06:34:00Z,81.00,20.00
2025-07-26T06:36:00Z,81.00,20.00
2025-07-26T06:38:00Z,81.00,20.00
2025-07-26T06:39:00Z,81.00,20.00
2025-07-26T06:44:00Z,81.00,20.00
2025-07-26T06:45:00Z,81.00,20.00
2025-07-26T06:46:00Z,81.00,20.00
2025-07-26T06:55:00Z,81.00,20.00
2025-07-26T06:59:00Z,81.00,20.00
2025-07-26T07:00:00Z,81.00,20.00
2025-07-26T12:01:00Z,80.04,20.00
2025-07-26T12:02:00Z,78.00,22.28
2025-07-26T12:03:00Z,78.00,23.00
2025-07-26T12:05:00Z,78.00,24.00
2025-07-26T12:06:00Z,77.00,24.00
2025-07-26T12:07:00Z,77.00,24.00
2025-07-26T12:11:00Z,77.00,24.00
2025-07-26T12:14:00Z,77.00,20.17
2025-07-26T12:15:00Z,77.00,21.73
2025-07-26T12:16:00Z,77.00,23.32
2025-07-26T12:17:00Z,77.00,23.34
2025-07-26T12:18:00Z,77.00,24.35
2025-07-26T12:20:00Z,77.00,24.35
2025-07-26T12:22:00Z,77.00,25.00
2025-07-26T12:28:00Z,76.00,25.00
2025-07-26T12:30:00Z,76.00,26.00
2025-07-26T12:31:00Z,80.00,26.00
2025-07-26T12:32:00Z,73.91,29.91
2025-07-26T12:33:00Z,73.00,29.91
2025-07-26T12:34:00Z,73.00,31.00
2025-07-26T12:35:00Z,73.39,26.00
2025-07-26T12:36:00Z,77.02,26.00
2025-07-26T12:37:00Z,78.00,26.00
2025-07-26T12:38:00Z,78.00,25.00
2025-07-26T12:39:00Z,78.00,25.00
2025-07-26T12:40:00Z,78.00,25.00
2025-07-26T12:41:00Z,77.00,25.87
2025-07-26T12:42:00Z,79.74,25.00
2025-07-26T12:43:00Z,80.98,20.00
2025-07-26T12:44:00Z,80.98,20.00
2025-07-26T12:45:00Z,81.04,20.00
2025-07-26T12:46:00Z,79.90,21.55
2025-07-26T12:47:00Z,79.90,25.00
2025-07-26T12:48:00Z,79.90,26.97
2025-07-26T12:49:00Z,72.61,26.99
2025-07-26T12:50:00Z,68.10,29.90
2025-07-26T12:51:00Z,72.92,26.00
2025-07-26T12:52:00Z,76.00,26.00
2025-07-26T12:53:00Z,75.00,26.00
2025-07-26T12:54:00Z,77.36,26.00
2025-07-26T12:55:00Z,77.36,29.00
2025-07-26T12:56:00Z,71.21,31.83
2025-07-26T12:57:00Z,69.03,31.83
2025-07-26T12:58:00Z,70.50,36.06
2025-07-26T12:59:00Z,72.00,31.92
2025-07-26T13:00:00Z,64.91,34.99
2025-07-26T13:01:00Z,74.12,30.99
2025-07-26T13:02:00Z,70.79,31.08
2025-07-26T13:03:00Z,68.73,32.00
2025-07-26T13:04:00Z,65.13,34.54
2025-07-26T13:05:00Z,68.00,34.54
2025-07-26T13:06:00Z,70.00,30.89
2025-07-26T13:07:00Z,70.26,35.00
2025-07-26T13:08:00Z,68.35,35.00
2025-07-26T13:09:00Z,67.00,30.00
2025-07-26T13:10:00Z,72.00,30.00
2025-07-26T13:11:00Z,72.00,30.00
2025-07-26T13:12:00Z,68.63,30.00
2025-07-26T13:13:00Z,69.27,32.00
2025-07-26T13:14:00Z,70.00,30.00
2025-07-26T13:15:00Z,71.92,32.00
2025-07-26T13:16:00Z,68.10,31.00
2025-07-26T13:17:00Z,67.86,35.00
2025-07-26T13:18:00Z,67.86,32.83
2025-07-26T13:19:00Z,72.90,32.83
2025-07-26T13:20:00Z,73.59,32.83
2025-07-26T13:21:00Z,77.55,31.00
2025-07-26T13:22:00Z,75.63,31.00
2025-07-26T13:23:00Z,78.75,22.00
2025-07-26T13:24:00Z,77.78,22.00
2025-07-26T13:25:00Z,69.86,32.89
2025-07-26T13:26:00Z,69.86,31.69
2025-07-26T13:29:00Z,74.00,28.00
2025-07-26T13:30:00Z,75.54,22.29
2025-07-26T13:31:00Z,77.92,16.70
2025-07-26T13:32:00Z,77.12,24.99
2025-07-26T13:33:00Z,82.04,15.00
2025-07-26T13:34:00Z,87.20,13.00
2025-07-26T13:35:00Z,87.20,13.36
2025-07-26T13:36:00Z,88.65,13.95
2025-07-26T13:37:00Z,86.99,13.98
2025-07-26T13:38:00Z,79.41,24.69
2025-07-26T13:39:00Z,74.21,24.69
2025-07-26T13:40:00Z,79.00,28.24
2025-07-26T13:41:00Z,69.52,33.90
2025-07-26T13:42:00Z,65.88,30.87
2025-07-26T13:43:00Z,71.00,28.04
2025-07-26T13:44:00Z,71.37,28.04
2025-07-26T13:45:00Z,71.17,31.02
2025-07-26T13:46:00Z,65.00,33.94
2025-07-26T13:47:00Z,65.00,36.78
2025-07-26T13:48:00Z,73.13,34.00
2025-07-26T13:49:00Z,77.99,22.00
2025-07-26T13:50:00Z,88.50,15.00
2025-07-26T13:52:00Z,89.57,15.00
2025-07-26T13:53:00Z,89.57,11.00
2025-07-26T13:54:00Z,90.80,8.56
2025-07-26T13:55:00Z,95.44,5.91
2025-07-26T13:56:00Z,97.00,2.92
2025-07-26T13:57:00Z,98.09,2.21
2025-07-26T13:58:00Z,98.00,3.03
2025-07-26T13:59:00Z,98.53,3.03
2025-07-26T14:00:00Z,99.00,1.00
2025-07-26T14:01:00Z,98.00,1.00
2025-07-26T14:02:00Z,98.00,2.32
2025-07-26T14:03:00Z,97.36,2.32
2025-07-26T14:04:00Z,98.00,2.00
2025-07-26T14:05:00Z,97.93,2.00
2025-07-26T14:06:00Z,98.84,2.00
2025-07-26T14:07:00Z,99.00,2.00
2025-07-26T14:08:00Z,99.00,1.00
2025-07-26T14:09:00Z,99.00,1.00
