# event_ticker=KXATPCHALLENGERMATCH-26FEB12MATZHA
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Zhizhen Zhang
# fav_player=Hayato Matsuoka
# dog_player=Zhizhen Zhang
# kalshi_date=2026-02-12
timestamp,Hayato Matsuoka,Zhizhen Zhang
2026-02-12T23:18:00Z,19.00,83.00
2026-02-12T23:36:00Z,19.08,83.00
2026-02-12T23:37:00Z,20.00,83.00
2026-02-12T23:40:00Z,20.00,83.00
2026-02-12T23:49:00Z,19.00,83.00
2026-02-12T23:51:00Z,19.00,83.00
2026-02-12T23:59:00Z,19.00,83.00
2026-02-13T00:02:00Z,19.00,83.00
2026-02-13T00:06:00Z,19.00,83.00
2026-02-13T00:09:00Z,19.00,83.00
2026-02-13T00:10:00Z,19.00,83.00
2026-02-13T00:13:00Z,19.00,83.00
2026-02-13T00:18:00Z,19.00,83.00
2026-02-13T00:20:00Z,19.00,83.00
2026-02-13T00:22:00Z,19.00,83.00
2026-02-13T00:26:00Z,19.00,83.00
2026-02-13T00:28:00Z,19.00,83.00
2026-02-13T00:34:00Z,19.00,83.00
2026-02-13T00:37:00Z,19.00,83.00
2026-02-13T00:41:00Z,19.00,83.00
2026-02-13T00:42:00Z,19.00,83.00
2026-02-13T00:47:00Z,19.00,83.00
2026-02-13T00:48:00Z,19.00,83.00
2026-02-13T00:50:00Z,19.00,83.00
2026-02-13T00:52:00Z,19.00,83.00
2026-02-13T00:54:00Z,19.00,83.00
2026-02-13T00:55:00Z,19.00,83.00
2026-02-13T00:57:00Z,19.00,83.00
2026-02-13T00:58:00Z,19.00,83.00
2026-02-13T00:59:00Z,19.00,83.00
2026-02-13T01:04:00Z,19.00,83.00
2026-02-13T01:07:00Z,19.00,83.00
2026-02-13T01:09:00Z,19.00,81.00
2026-02-13T01:14:00Z,19.00,81.00
2026-02-13T01:16:00Z,19.00,81.00
2026-02-13T01:18:00Z,19.00,81.00
2026-02-13T01:23:00Z,19.00,81.00
2026-02-13T01:25:00Z,19.00,81.00
2026-02-13T01:26:00Z,19.00,81.00
2026-02-13T01:28:00Z,17.65,84.94
2026-02-13T01:30:00Z,18.00,84.94
2026-02-13T01:31:00Z,18.00,84.94
2026-02-13T01:34:00Z,18.00,85.97
2026-02-13T01:35:00Z,16.71,85.97
2026-02-13T01:36:00Z,15.00,85.97
2026-02-13T01:37:00Z,17.00,85.97
2026-02-13T01:39:00Z,17.00,85.90
2026-02-13T01:43:00Z,17.00,85.90
2026-02-13T01:45:00Z,17.00,85.98
2026-02-13T01:46:00Z,17.00,85.00
2026-02-13T01:47:00Z,17.00,85.00
2026-02-13T01:53:00Z,16.00,86.00
2026-02-13T01:54:00Z,16.72,86.00
2026-02-13T01:56:00Z,16.72,86.00
2026-02-13T01:57:00Z,16.00,86.00
2026-02-13T02:02:00Z,16.00,86.00
2026-02-13T02:07:00Z,16.99,86.00
2026-02-13T02:13:00Z,17.89,85.00
2026-02-13T02:18:00Z,17.00,85.00
2026-02-13T02:20:00Z,17.26,85.00
2026-02-13T02:21:00Z,16.32,85.00
2026-02-13T02:22:00Z,17.78,85.00
2026-02-13T02:23:00Z,17.73,85.00
2026-02-13T02:24:00Z,18.14,85.00
2026-02-13T02:25:00Z,19.00,85.00
2026-02-13T02:26:00Z,18.10,83.00
2026-02-13T02:27:00Z,17.00,85.00
2026-02-13T02:28:00Z,16.00,85.00
2026-02-13T02:30:00Z,16.00,85.00
2026-02-13T02:32:00Z,15.56,85.00
2026-02-13T02:33:00Z,15.56,84.00
2026-02-13T02:34:00Z,16.00,84.00
2026-02-13T02:35:00Z,15.97,84.00
2026-02-13T02:36:00Z,16.00,84.00
2026-02-13T02:37:00Z,16.00,84.00
2026-02-13T02:38:00Z,16.00,84.00
2026-02-13T02:39:00Z,16.00,84.00
2026-02-13T02:40:00Z,15.16,84.00
2026-02-13T02:41:00Z,15.01,84.94
2026-02-13T02:42:00Z,14.91,85.03
2026-02-13T02:43:00Z,15.31,86.72
2026-02-13T02:44:00Z,16.75,86.72
2026-02-13T02:45:00Z,17.29,84.94
2026-02-13T02:46:00Z,17.33,84.00
2026-02-13T02:47:00Z,17.00,84.00
2026-02-13T02:48:00Z,16.00,84.01
2026-02-13T02:49:00Z,15.43,85.00
2026-02-13T02:50:00Z,15.00,85.17
2026-02-13T02:51:00Z,18.66,84.00
2026-02-13T02:52:00Z,15.21,82.99
2026-02-13T02:53:00Z,18.00,83.32
2026-02-13T02:54:00Z,19.00,83.00
2026-02-13T02:55:00Z,21.45,80.70
2026-02-13T02:56:00Z,21.51,80.70
2026-02-13T02:57:00Z,20.00,80.00
2026-02-13T02:58:00Z,20.00,79.00
2026-02-13T02:59:00Z,18.00,81.00
2026-02-13T03:00:00Z,20.00,81.00
2026-02-13T03:01:00Z,19.14,82.00
2026-02-13T03:02:00Z,18.56,81.98
2026-02-13T03:03:00Z,17.95,81.98
2026-02-13T03:04:00Z,15.18,82.88
2026-02-13T03:05:00Z,9.90,87.54
2026-02-13T03:06:00Z,10.30,89.30
2026-02-13T03:07:00Z,10.00,91.00
2026-02-13T03:08:00Z,7.86,91.00
2026-02-13T03:09:00Z,10.00,91.64
2026-02-13T03:10:00Z,10.12,90.30
2026-02-13T03:11:00Z,10.34,90.00
2026-02-13T03:12:00Z,11.19,90.00
2026-02-13T03:13:00Z,10.00,91.00
2026-02-13T03:14:00Z,10.00,91.00
2026-02-13T03:15:00Z,10.08,90.04
2026-02-13T03:16:00Z,12.40,87.80
2026-02-13T03:17:00Z,12.65,89.00
2026-02-13T03:18:00Z,11.99,87.69
2026-02-13T03:19:00Z,11.00,91.00
2026-02-13T03:20:00Z,10.81,91.00
2026-02-13T03:21:00Z,13.00,89.00
2026-02-13T03:22:00Z,13.26,86.71
2026-02-13T03:23:00Z,14.03,86.90
2026-02-13T03:24:00Z,14.43,84.06
2026-02-13T03:25:00Z,12.82,88.47
2026-02-13T03:26:00Z,12.00,91.00
2026-02-13T03:27:00Z,10.46,91.45
2026-02-13T03:28:00Z,14.85,86.00
2026-02-13T03:29:00Z,13.72,86.00
2026-02-13T03:30:00Z,15.93,85.00
2026-02-13T03:31:00Z,15.90,83.00
2026-02-13T03:32:00Z,13.88,88.00
2026-02-13T03:33:00Z,13.12,85.01
2026-02-13T03:34:00Z,16.41,85.48
2026-02-13T03:35:00Z,16.96,85.48
2026-02-13T03:36:00Z,15.03,85.00
2026-02-13T03:37:00Z,14.00,86.16
2026-02-13T03:38:00Z,14.28,86.16
2026-02-13T03:39:00Z,13.72,88.49
2026-02-13T03:40:00Z,14.17,86.30
2026-02-13T03:41:00Z,17.92,83.91
2026-02-13T03:42:00Z,18.08,83.57
2026-02-13T03:43:00Z,20.63,79.73
2026-02-13T03:44:00Z,28.52,74.64
2026-02-13T03:45:00Z,22.67,78.11
2026-02-13T03:46:00Z,26.45,74.57
2026-02-13T03:47:00Z,19.03,83.66
2026-02-13T03:48:00Z,15.56,87.25
2026-02-13T03:49:00Z,10.68,91.88
2026-02-13T03:50:00Z,10.15,91.12
2026-02-13T03:51:00Z,2.53,97.65
2026-02-13T03:52:00Z,1.99,98.01
2026-02-13T03:53:00Z,1.67,98.79
2026-02-13T03:54:00Z,1.66,98.47
2026-02-13T03:55:00Z,2.21,98.00
2026-02-13T03:56:00Z,2.78,97.99
2026-02-13T03:57:00Z,3.00,97.23
2026-02-13T03:58:00Z,2.91,99.00
2026-02-13T03:59:00Z,2.74,98.59
2026-02-13T04:00:00Z,2.34,98.83
2026-02-13T04:01:00Z,1.83,97.00
2026-02-13T04:02:00Z,2.00,97.00
2026-02-13T04:03:00Z,2.70,97.04
2026-02-13T04:04:00Z,2.92,97.04
2026-02-13T04:05:00Z,2.00,97.00
2026-02-13T04:06:00Z,2.09,97.94
2026-02-13T04:07:00Z,2.59,97.45
2026-02-13T04:08:00Z,1.00,97.45
2026-02-13T04:11:00Z,1.00,99.00
