# event_ticker=KXATPMATCH-26APR08MOURUU
# final_score=7-5 6-3
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Corentin Moutet
# kalshi_date=2026-04-08
timestamp,Casper Ruud,Corentin Moutet
2026-04-08T02:00:00Z,71.00,
2026-04-08T02:08:00Z,71.00,
2026-04-08T02:10:00Z,71.00,
2026-04-08T02:14:00Z,71.00,
2026-04-08T02:16:00Z,71.00,
2026-04-08T02:18:00Z,71.00,
2026-04-08T02:19:00Z,71.00,
2026-04-08T02:21:00Z,71.00,
2026-04-08T02:23:00Z,71.00,30.00
2026-04-08T02:25:00Z,71.00,30.00
2026-04-08T02:28:00Z,71.00,30.00
2026-04-08T02:32:00Z,71.00,30.00
2026-04-08T02:40:00Z,71.00,30.00
2026-04-08T02:41:00Z,71.00,30.00
2026-04-08T02:47:00Z,71.00,30.00
2026-04-08T02:50:00Z,71.00,30.00
2026-04-08T02:51:00Z,71.00,30.00
2026-04-08T02:58:00Z,71.00,30.00
2026-04-08T03:02:00Z,71.00,30.00
2026-04-08T03:09:00Z,71.00,30.00
2026-04-08T03:10:00Z,71.00,30.00
2026-04-08T03:11:00Z,71.00,30.00
2026-04-08T03:13:00Z,71.00,30.00
2026-04-08T03:20:00Z,71.00,30.00
2026-04-08T03:26:00Z,71.00,30.00
2026-04-08T03:28:00Z,71.00,30.00
2026-04-08T03:29:00Z,71.00,30.00
2026-04-08T03:30:00Z,71.00,30.00
2026-04-08T03:33:00Z,71.00,30.00
2026-04-08T03:36:00Z,71.00,30.00
2026-04-08T03:38:00Z,71.00,30.00
2026-04-08T03:40:00Z,71.00,30.00
2026-04-08T03:41:00Z,71.00,30.00
2026-04-08T03:42:00Z,71.00,30.00
2026-04-08T03:50:00Z,71.00,30.00
2026-04-08T03:53:00Z,71.00,30.00
2026-04-08T03:55:00Z,71.00,30.00
2026-04-08T04:00:00Z,71.00,30.00
2026-04-08T04:10:00Z,71.00,30.00
2026-04-08T04:12:00Z,71.00,29.00
2026-04-08T04:13:00Z,72.00,29.00
2026-04-08T04:14:00Z,72.00,29.00
2026-04-08T04:16:00Z,72.00,29.00
2026-04-08T04:18:00Z,72.00,29.00
2026-04-08T04:22:00Z,72.00,29.00
2026-04-08T04:30:00Z,72.00,29.00
2026-04-08T04:35:00Z,72.00,29.00
2026-04-08T04:37:00Z,72.00,29.00
2026-04-08T04:40:00Z,72.00,29.00
2026-04-08T04:41:00Z,72.00,29.00
2026-04-08T04:44:00Z,72.00,29.00
2026-04-08T04:47:00Z,72.00,29.00
2026-04-08T04:58:00Z,72.00,28.00
2026-04-08T05:06:00Z,72.00,28.00
2026-04-08T05:11:00Z,72.00,28.00
2026-04-08T05:15:00Z,72.00,28.00
2026-04-08T05:17:00Z,72.00,29.00
2026-04-08T05:20:00Z,72.00,29.00
2026-04-08T05:23:00Z,72.00,29.00
2026-04-08T05:26:00Z,72.00,29.00
2026-04-08T05:27:00Z,72.00,29.00
2026-04-08T05:29:00Z,72.00,29.00
2026-04-08T05:33:00Z,72.00,29.00
2026-04-08T05:35:00Z,72.00,29.00
2026-04-08T05:38:00Z,72.00,29.00
2026-04-08T05:41:00Z,72.00,29.00
2026-04-08T05:43:00Z,72.00,29.00
2026-04-08T05:44:00Z,72.00,29.00
2026-04-08T05:46:00Z,72.00,29.00
2026-04-08T05:49:00Z,72.00,29.00
2026-04-08T05:51:00Z,72.00,29.00
2026-04-08T05:52:00Z,72.00,29.00
2026-04-08T05:54:00Z,72.00,29.00
2026-04-08T05:55:00Z,72.00,29.00
2026-04-08T05:58:00Z,72.00,29.00
2026-04-08T06:01:00Z,71.09,29.00
2026-04-08T06:02:00Z,72.00,29.00
2026-04-08T06:09:00Z,72.00,29.00
2026-04-08T06:10:00Z,72.00,29.00
2026-04-08T06:14:00Z,72.00,29.00
2026-04-08T06:24:00Z,72.00,29.00
2026-04-08T06:25:00Z,72.00,29.00
2026-04-08T06:26:00Z,72.00,29.00
2026-04-08T06:28:00Z,72.00,29.00
2026-04-08T06:33:00Z,72.00,29.00
2026-04-08T06:35:00Z,72.00,29.00
2026-04-08T06:39:00Z,72.00,29.00
2026-04-08T06:43:00Z,72.91,29.00
2026-04-08T06:46:00Z,73.00,29.00
2026-04-08T06:49:00Z,73.00,29.00
2026-04-08T06:50:00Z,73.00,29.00
2026-04-08T06:55:00Z,73.00,29.00
2026-04-08T06:56:00Z,73.00,29.00
2026-04-08T06:57:00Z,73.00,29.00
2026-04-08T06:58:00Z,73.00,29.00
2026-04-08T07:00:00Z,73.00,29.00
2026-04-08T07:02:00Z,73.00,29.00
2026-04-08T07:08:00Z,73.00,29.00
2026-04-08T07:11:00Z,73.75,29.00
2026-04-08T07:13:00Z,74.00,29.00
2026-04-08T07:16:00Z,74.00,29.00
2026-04-08T07:33:00Z,74.00,29.00
2026-04-08T07:35:00Z,73.00,29.00
2026-04-08T07:39:00Z,73.00,28.00
2026-04-08T07:45:00Z,73.00,28.00
2026-04-08T07:46:00Z,73.00,28.00
2026-04-08T07:50:00Z,73.00,28.00
2026-04-08T08:01:00Z,73.00,28.00
2026-04-08T08:02:00Z,73.00,28.00
2026-04-08T08:05:00Z,73.00,28.00
2026-04-08T08:11:00Z,73.00,28.00
