# event_ticker=KXATPCHALLENGERMATCH-26MAR10BRAHER
# final_score=7-6(5) 4-6 6-4
# score_resolution=7-6 4-6 6-4
# match_winner=Patrick Brady
# fav_player=Patrick Brady
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-03-10
timestamp,Patrick Brady,Pierre-Hugues Herbert
2026-03-10T08:33:00Z,22.00,
2026-03-10T08:34:00Z,20.00,
2026-03-10T08:37:00Z,20.00,
2026-03-10T09:10:00Z,20.00,82.00
2026-03-10T10:24:00Z,18.90,82.00
2026-03-10T10:56:00Z,18.90,80.00
2026-03-10T10:58:00Z,18.90,80.00
2026-03-10T11:00:00Z,18.90,80.00
2026-03-10T11:03:00Z,18.90,80.00
2026-03-10T11:05:00Z,18.90,80.00
2026-03-10T11:07:00Z,18.90,80.00
2026-03-10T11:10:00Z,18.90,80.00
2026-03-10T12:34:00Z,18.90,85.00
2026-03-10T13:33:00Z,20.00,85.00
2026-03-10T13:44:00Z,20.00,85.00
2026-03-10T13:49:00Z,20.00,85.00
2026-03-10T14:08:00Z,20.00,82.00
2026-03-10T14:28:00Z,20.00,82.00
2026-03-10T14:33:00Z,20.00,82.00
2026-03-10T14:44:00Z,20.00,82.00
2026-03-10T14:46:00Z,20.00,82.00
2026-03-10T14:49:00Z,20.00,82.00
2026-03-10T14:50:00Z,20.00,80.00
2026-03-10T14:51:00Z,18.00,80.00
2026-03-10T14:56:00Z,18.00,82.00
2026-03-10T14:57:00Z,18.00,82.00
2026-03-10T14:59:00Z,20.00,82.00
2026-03-10T15:02:00Z,20.00,82.00
2026-03-10T15:04:00Z,20.00,82.00
2026-03-10T15:29:00Z,20.00,82.00
2026-03-10T15:47:00Z,20.00,82.00
2026-03-10T15:52:00Z,20.00,84.00
2026-03-10T15:53:00Z,20.00,84.00
2026-03-10T15:59:00Z,20.00,84.00
2026-03-10T16:11:00Z,20.00,83.00
2026-03-10T16:25:00Z,19.00,83.00
2026-03-10T16:26:00Z,19.00,83.00
2026-03-10T16:27:00Z,19.00,83.47
2026-03-10T16:30:00Z,19.00,83.00
2026-03-10T16:35:00Z,18.00,83.00
2026-03-10T16:40:00Z,18.00,83.00
2026-03-10T16:46:00Z,18.00,83.00
2026-03-10T16:48:00Z,18.00,83.00
2026-03-10T16:53:00Z,18.00,83.00
2026-03-10T17:01:00Z,18.00,83.00
2026-03-10T17:03:00Z,18.00,83.00
2026-03-10T17:04:00Z,18.00,83.00
2026-03-10T17:05:00Z,18.35,83.00
2026-03-10T17:08:00Z,17.00,83.00
2026-03-10T17:10:00Z,19.00,83.00
2026-03-10T17:11:00Z,19.00,83.00
2026-03-10T17:16:00Z,19.00,83.00
2026-03-10T17:18:00Z,19.75,83.00
2026-03-10T17:22:00Z,19.75,83.00
2026-03-10T17:27:00Z,19.00,83.00
2026-03-10T17:31:00Z,19.00,83.00
2026-03-10T17:32:00Z,19.00,82.00
2026-03-10T17:43:00Z,19.00,82.00
2026-03-10T17:51:00Z,19.00,82.00
2026-03-10T18:00:00Z,19.00,82.00
2026-03-10T18:03:00Z,19.00,82.00
2026-03-10T18:11:00Z,19.00,82.00
2026-03-10T18:13:00Z,19.00,83.00
2026-03-10T18:42:00Z,19.00,83.00
2026-03-10T18:43:00Z,19.00,83.00
2026-03-10T18:45:00Z,19.00,83.00
2026-03-10T18:59:00Z,19.00,84.00
2026-03-10T19:02:00Z,19.00,83.00
2026-03-10T19:03:00Z,20.00,83.00
2026-03-10T19:05:00Z,17.00,83.00
2026-03-10T19:06:00Z,17.91,83.00
2026-03-10T19:07:00Z,18.00,83.00
2026-03-10T19:08:00Z,20.00,82.00
2026-03-10T19:09:00Z,21.92,80.02
2026-03-10T19:10:00Z,21.80,80.02
2026-03-10T19:11:00Z,22.66,80.02
2026-03-10T19:12:00Z,23.00,79.00
2026-03-10T19:13:00Z,25.00,78.00
2026-03-10T19:15:00Z,23.11,78.00
2026-03-10T19:16:00Z,27.71,75.67
2026-03-10T19:17:00Z,34.74,68.91
2026-03-10T19:18:00Z,32.03,71.86
2026-03-10T19:19:00Z,32.03,77.00
2026-03-10T19:20:00Z,22.31,77.00
2026-03-10T19:21:00Z,22.00,77.00
2026-03-10T19:22:00Z,24.60,77.00
2026-03-10T19:23:00Z,19.00,82.81
2026-03-10T19:24:00Z,22.00,81.00
2026-03-10T19:25:00Z,19.00,83.99
2026-03-10T19:26:00Z,19.33,84.00
2026-03-10T19:27:00Z,11.18,86.03
2026-03-10T19:28:00Z,19.11,82.42
2026-03-10T19:29:00Z,23.00,79.00
2026-03-10T19:30:00Z,23.00,79.00
2026-03-10T19:31:00Z,19.00,80.00
2026-03-10T19:32:00Z,21.00,81.00
2026-03-10T19:33:00Z,23.09,81.00
2026-03-10T19:34:00Z,22.02,81.00
2026-03-10T19:35:00Z,22.04,81.00
2026-03-10T19:37:00Z,23.76,81.00
2026-03-10T19:38:00Z,22.41,81.00
2026-03-10T19:39:00Z,18.97,81.00
2026-03-10T19:40:00Z,21.00,81.00
2026-03-10T19:41:00Z,23.92,78.00
2026-03-10T19:42:00Z,23.16,78.00
2026-03-10T19:43:00Z,25.00,77.00
2026-03-10T19:44:00Z,22.08,77.00
2026-03-10T19:45:00Z,24.00,81.63
2026-03-10T19:46:00Z,20.00,82.00
2026-03-10T19:47:00Z,21.12,80.84
2026-03-10T19:48:00Z,21.27,82.02
2026-03-10T19:49:00Z,22.11,82.02
2026-03-10T19:50:00Z,23.74,82.02
2026-03-10T19:51:00Z,27.39,75.81
2026-03-10T19:52:00Z,34.60,66.90
2026-03-10T19:53:00Z,30.33,70.00
2026-03-10T19:54:00Z,33.32,67.20
2026-03-10T19:55:00Z,27.18,74.00
2026-03-10T19:56:00Z,21.98,74.00
2026-03-10T19:57:00Z,24.13,74.00
2026-03-10T19:58:00Z,19.51,74.00
2026-03-10T19:59:00Z,17.39,82.05
2026-03-10T20:00:00Z,22.00,79.00
2026-03-10T20:01:00Z,17.76,81.00
2026-03-10T20:02:00Z,27.98,74.00
2026-03-10T20:03:00Z,37.80,63.62
2026-03-10T20:04:00Z,38.98,63.94
2026-03-10T20:05:00Z,44.88,55.91
2026-03-10T20:06:00Z,46.62,54.61
2026-03-10T20:07:00Z,47.75,55.70
2026-03-10T20:08:00Z,42.23,56.94
2026-03-10T20:09:00Z,40.59,58.98
2026-03-10T20:10:00Z,47.22,55.42
2026-03-10T20:11:00Z,49.12,53.76
2026-03-10T20:12:00Z,49.07,53.83
2026-03-10T20:13:00Z,48.35,54.31
2026-03-10T20:14:00Z,46.05,56.09
2026-03-10T20:15:00Z,44.38,56.12
2026-03-10T20:16:00Z,41.83,59.85
2026-03-10T20:17:00Z,36.81,65.92
2026-03-10T20:18:00Z,38.97,60.94
2026-03-10T20:19:00Z,45.76,58.05
2026-03-10T20:20:00Z,45.82,57.72
2026-03-10T20:21:00Z,47.86,55.12
2026-03-10T20:22:00Z,46.70,57.42
2026-03-10T20:23:00Z,43.74,58.00
2026-03-10T20:24:00Z,43.37,58.85
2026-03-10T20:25:00Z,47.08,56.76
2026-03-10T20:26:00Z,48.87,53.67
2026-03-10T20:27:00Z,48.48,54.00
2026-03-10T20:28:00Z,49.21,51.81
2026-03-10T20:29:00Z,52.35,49.81
2026-03-10T20:30:00Z,44.59,57.34
2026-03-10T20:31:00Z,44.00,56.85
2026-03-10T20:32:00Z,44.85,58.03
2026-03-10T20:33:00Z,47.76,54.00
2026-03-10T20:34:00Z,48.00,55.83
2026-03-10T20:35:00Z,47.55,54.92
2026-03-10T20:36:00Z,46.69,54.78
2026-03-10T20:37:00Z,43.41,58.00
2026-03-10T20:38:00Z,42.50,58.00
2026-03-10T20:39:00Z,38.92,60.31
2026-03-10T20:40:00Z,42.76,59.24
2026-03-10T20:41:00Z,42.40,60.74
2026-03-10T20:42:00Z,37.23,66.24
2026-03-10T20:43:00Z,39.89,59.90
2026-03-10T20:44:00Z,21.64,70.57
2026-03-10T20:45:00Z,21.16,79.44
2026-03-10T20:46:00Z,20.53,79.12
2026-03-10T20:47:00Z,21.74,78.05
2026-03-10T20:48:00Z,21.41,78.71
2026-03-10T20:49:00Z,25.92,76.58
2026-03-10T20:50:00Z,39.50,65.79
2026-03-10T20:51:00Z,51.66,51.22
2026-03-10T20:52:00Z,51.54,48.86
2026-03-10T20:53:00Z,53.22,47.04
2026-03-10T20:54:00Z,44.84,58.14
2026-03-10T20:55:00Z,41.03,60.90
2026-03-10T20:56:00Z,25.16,74.95
2026-03-10T20:57:00Z,22.21,79.63
2026-03-10T20:58:00Z,19.24,81.32
2026-03-10T20:59:00Z,20.01,80.19
2026-03-10T21:00:00Z,21.33,80.54
2026-03-10T21:01:00Z,22.64,81.95
2026-03-10T21:02:00Z,19.27,81.85
2026-03-10T21:03:00Z,13.49,86.06
2026-03-10T21:04:00Z,6.08,93.86
2026-03-10T21:05:00Z,3.30,94.64
2026-03-10T21:06:00Z,2.94,96.33
2026-03-10T21:07:00Z,2.86,96.76
2026-03-10T21:08:00Z,2.97,97.34
2026-03-10T21:09:00Z,5.00,95.09
2026-03-10T21:10:00Z,5.10,95.59
2026-03-10T21:11:00Z,4.32,95.01
2026-03-10T21:12:00Z,7.88,92.69
2026-03-10T21:13:00Z,7.16,93.26
2026-03-10T21:14:00Z,7.09,88.82
2026-03-10T21:15:00Z,20.68,84.02
2026-03-10T21:16:00Z,25.81,74.78
2026-03-10T21:17:00Z,25.05,75.22
2026-03-10T21:18:00Z,33.34,71.04
2026-03-10T21:19:00Z,36.76,65.14
2026-03-10T21:20:00Z,32.88,68.73
2026-03-10T21:21:00Z,56.81,53.01
2026-03-10T21:22:00Z,76.18,27.47
2026-03-10T21:23:00Z,83.10,17.03
2026-03-10T21:24:00Z,78.69,24.03
2026-03-10T21:25:00Z,80.44,18.75
2026-03-10T21:26:00Z,88.97,15.18
2026-03-10T21:27:00Z,89.35,12.31
2026-03-10T21:28:00Z,87.18,18.90
2026-03-10T21:29:00Z,91.38,18.65
2026-03-10T21:30:00Z,82.31,18.34
2026-03-10T21:31:00Z,98.07,3.31
2026-03-10T21:32:00Z,99.00,3.31
2026-03-10T21:33:00Z,99.00,1.00
