# event_ticker=KXATPCHALLENGERMATCH-26APR13VANROD
# final_score=6-7(7) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Santiago Rodriguez Taverna
# fav_player=Eric Vanshelboim
# dog_player=Santiago Rodriguez Taverna
# kalshi_date=2026-04-13
timestamp,Eric Vanshelboim,Santiago Rodriguez Taverna
2026-04-13T08:26:00Z,31.00,77.00
2026-04-13T08:27:00Z,32.00,75.00
2026-04-13T08:28:00Z,33.00,75.00
2026-04-13T08:32:00Z,30.00,76.00
2026-04-13T08:36:00Z,32.00,76.00
2026-04-13T08:39:00Z,32.00,61.00
2026-04-13T08:51:00Z,32.00,61.00
2026-04-13T10:28:00Z,40.00,61.00
2026-04-13T10:30:00Z,40.00,61.00
2026-04-13T10:32:00Z,40.00,61.00
2026-04-13T13:35:00Z,38.00,61.00
2026-04-13T13:43:00Z,38.00,63.00
2026-04-13T16:40:00Z,38.00,64.00
2026-04-13T16:44:00Z,38.00,64.00
2026-04-13T17:34:00Z,38.00,64.00
2026-04-13T17:48:00Z,38.00,63.24
2026-04-13T17:56:00Z,38.00,64.00
2026-04-13T17:59:00Z,38.00,65.00
2026-04-13T18:56:00Z,38.00,64.00
2026-04-13T19:13:00Z,38.00,64.00
2026-04-13T19:21:00Z,38.00,64.00
2026-04-13T19:22:00Z,38.00,64.00
2026-04-13T19:25:00Z,38.00,64.00
2026-04-13T19:31:00Z,38.00,64.00
2026-04-13T19:36:00Z,38.00,64.58
2026-04-13T19:46:00Z,38.00,65.00
2026-04-13T19:50:00Z,38.00,65.00
2026-04-13T19:51:00Z,38.00,65.00
2026-04-13T19:59:00Z,38.00,65.00
2026-04-13T20:01:00Z,37.00,65.00
2026-04-13T20:02:00Z,37.00,64.82
2026-04-13T20:06:00Z,37.00,64.00
2026-04-13T20:07:00Z,37.00,64.00
2026-04-13T20:08:00Z,37.00,64.00
2026-04-13T20:12:00Z,37.00,64.00
2026-04-13T20:13:00Z,37.00,65.00
2026-04-13T20:14:00Z,37.00,65.00
2026-04-13T20:15:00Z,37.00,64.31
2026-04-13T20:16:00Z,37.00,65.28
2026-04-13T20:17:00Z,41.03,60.98
2026-04-13T20:18:00Z,44.78,57.43
2026-04-13T20:19:00Z,51.82,53.54
2026-04-13T20:20:00Z,50.07,52.00
2026-04-13T20:21:00Z,48.12,55.23
2026-04-13T20:22:00Z,51.18,49.72
2026-04-13T20:23:00Z,54.32,46.23
2026-04-13T20:24:00Z,53.00,48.17
2026-04-13T20:25:00Z,55.92,46.79
2026-04-13T20:26:00Z,57.08,45.59
2026-04-13T20:27:00Z,56.01,45.96
2026-04-13T20:28:00Z,61.25,40.47
2026-04-13T20:29:00Z,67.07,34.20
2026-04-13T20:30:00Z,65.19,35.39
2026-04-13T20:31:00Z,61.99,40.03
2026-04-13T20:32:00Z,54.47,45.34
2026-04-13T20:33:00Z,53.00,46.28
2026-04-13T20:34:00Z,54.26,49.14
2026-04-13T20:35:00Z,53.00,49.23
2026-04-13T20:36:00Z,55.19,46.00
2026-04-13T20:37:00Z,52.93,48.97
2026-04-13T20:38:00Z,52.42,50.07
2026-04-13T20:39:00Z,52.28,50.67
2026-04-13T20:40:00Z,50.77,52.85
2026-04-13T20:41:00Z,39.18,60.04
2026-04-13T20:42:00Z,35.50,64.84
2026-04-13T20:43:00Z,38.41,62.10
2026-04-13T20:44:00Z,36.71,64.49
2026-04-13T20:45:00Z,31.10,69.56
2026-04-13T20:46:00Z,32.14,69.14
2026-04-13T20:47:00Z,32.27,65.10
2026-04-13T20:48:00Z,28.97,71.79
2026-04-13T20:49:00Z,27.71,73.71
2026-04-13T20:50:00Z,30.01,70.13
2026-04-13T20:51:00Z,32.92,68.23
2026-04-13T20:52:00Z,33.33,68.32
2026-04-13T20:53:00Z,34.97,65.52
2026-04-13T20:54:00Z,37.56,64.96
2026-04-13T20:55:00Z,44.28,57.43
2026-04-13T20:56:00Z,45.32,55.38
2026-04-13T20:57:00Z,39.90,59.80
2026-04-13T20:58:00Z,42.37,57.20
2026-04-13T20:59:00Z,36.54,61.96
2026-04-13T21:00:00Z,30.67,70.89
2026-04-13T21:01:00Z,31.30,72.69
2026-04-13T21:02:00Z,36.14,72.61
2026-04-13T21:03:00Z,36.14,71.07
2026-04-13T21:04:00Z,32.47,69.41
2026-04-13T21:05:00Z,32.29,67.16
2026-04-13T21:06:00Z,37.09,63.80
2026-04-13T21:07:00Z,41.60,59.73
2026-04-13T21:08:00Z,41.01,57.86
2026-04-13T21:09:00Z,49.27,50.25
2026-04-13T21:10:00Z,45.92,57.00
2026-04-13T21:11:00Z,36.76,63.72
2026-04-13T21:12:00Z,34.21,66.18
2026-04-13T21:13:00Z,36.86,67.45
2026-04-13T21:14:00Z,39.69,63.84
2026-04-13T21:15:00Z,39.60,63.59
2026-04-13T21:16:00Z,41.29,59.91
2026-04-13T21:17:00Z,45.05,56.90
2026-04-13T21:18:00Z,45.88,55.35
2026-04-13T21:19:00Z,47.78,53.67
2026-04-13T21:20:00Z,42.73,57.33
2026-04-13T21:21:00Z,39.05,61.38
2026-04-13T21:22:00Z,42.78,57.83
2026-04-13T21:23:00Z,50.05,50.98
2026-04-13T21:24:00Z,57.25,46.52
2026-04-13T21:25:00Z,55.76,45.16
2026-04-13T21:26:00Z,48.34,50.31
2026-04-13T21:27:00Z,39.57,61.78
2026-04-13T21:28:00Z,38.91,64.29
2026-04-13T21:29:00Z,48.23,53.11
2026-04-13T21:30:00Z,39.47,61.67
2026-04-13T21:31:00Z,47.70,54.13
2026-04-13T21:32:00Z,58.36,40.36
2026-04-13T21:33:00Z,57.66,42.51
2026-04-13T21:34:00Z,55.01,45.72
2026-04-13T21:35:00Z,52.65,47.52
2026-04-13T21:36:00Z,52.40,47.05
2026-04-13T21:37:00Z,54.17,46.47
2026-04-13T21:38:00Z,55.84,47.11
2026-04-13T21:39:00Z,55.81,44.55
2026-04-13T21:40:00Z,59.01,46.08
2026-04-13T21:41:00Z,47.01,54.10
2026-04-13T21:42:00Z,46.66,53.94
2026-04-13T21:43:00Z,44.77,58.20
2026-04-13T21:44:00Z,39.01,61.12
2026-04-13T21:45:00Z,34.89,64.12
2026-04-13T21:46:00Z,37.57,62.91
2026-04-13T21:47:00Z,38.84,63.41
2026-04-13T21:48:00Z,40.78,60.65
2026-04-13T21:49:00Z,41.58,59.81
2026-04-13T21:50:00Z,42.12,61.11
2026-04-13T21:51:00Z,40.45,61.12
2026-04-13T21:52:00Z,36.60,64.35
2026-04-13T21:53:00Z,34.74,66.01
2026-04-13T21:54:00Z,35.36,64.36
2026-04-13T21:55:00Z,37.19,63.81
2026-04-13T21:56:00Z,36.48,63.40
2026-04-13T21:57:00Z,37.07,64.58
2026-04-13T21:58:00Z,37.92,63.71
2026-04-13T21:59:00Z,38.19,62.97
2026-04-13T22:00:00Z,45.55,55.56
2026-04-13T22:01:00Z,47.24,54.75
2026-04-13T22:02:00Z,49.31,50.33
2026-04-13T22:03:00Z,51.13,47.76
2026-04-13T22:04:00Z,56.70,43.71
2026-04-13T22:05:00Z,54.38,43.94
2026-04-13T22:06:00Z,44.48,56.47
2026-04-13T22:07:00Z,42.01,58.69
2026-04-13T22:08:00Z,41.64,61.06
2026-04-13T22:09:00Z,37.75,62.99
2026-04-13T22:10:00Z,36.71,64.27
2026-04-13T22:11:00Z,37.85,63.16
2026-04-13T22:12:00Z,36.32,65.72
2026-04-13T22:13:00Z,44.50,59.70
2026-04-13T22:14:00Z,40.75,59.55
2026-04-13T22:15:00Z,45.86,58.18
2026-04-13T22:16:00Z,47.60,57.33
2026-04-13T22:17:00Z,41.38,57.91
2026-04-13T22:18:00Z,34.27,67.00
2026-04-13T22:19:00Z,32.87,66.46
2026-04-13T22:20:00Z,35.90,63.50
2026-04-13T22:21:00Z,39.10,61.46
2026-04-13T22:22:00Z,38.07,63.39
2026-04-13T22:23:00Z,39.17,63.73
2026-04-13T22:24:00Z,36.78,67.01
2026-04-13T22:25:00Z,31.58,69.21
2026-04-13T22:26:00Z,31.95,69.61
2026-04-13T22:27:00Z,31.93,69.41
2026-04-13T22:28:00Z,27.25,82.65
2026-04-13T22:29:00Z,27.02,74.46
2026-04-13T22:30:00Z,27.38,73.82
2026-04-13T22:31:00Z,32.70,69.45
2026-04-13T22:32:00Z,36.68,65.66
2026-04-13T22:33:00Z,38.93,61.63
2026-04-13T22:34:00Z,38.03,64.69
2026-04-13T22:35:00Z,36.00,68.86
2026-04-13T22:36:00Z,37.31,63.18
2026-04-13T22:37:00Z,38.14,65.20
2026-04-13T22:38:00Z,37.90,62.73
2026-04-13T22:39:00Z,34.00,66.81
2026-04-13T22:40:00Z,36.58,64.36
2026-04-13T22:41:00Z,39.41,60.19
2026-04-13T22:42:00Z,42.10,57.15
2026-04-13T22:43:00Z,45.25,55.89
2026-04-13T22:44:00Z,44.83,56.97
2026-04-13T22:45:00Z,41.93,60.32
2026-04-13T22:46:00Z,51.27,51.26
2026-04-13T22:47:00Z,63.76,34.26
2026-04-13T22:48:00Z,65.79,32.02
2026-04-13T22:49:00Z,73.68,27.77
2026-04-13T22:50:00Z,72.84,30.00
2026-04-13T22:51:00Z,50.52,44.87
2026-04-13T22:52:00Z,39.59,59.57
2026-04-13T22:53:00Z,37.01,63.14
2026-04-13T22:54:00Z,37.43,67.40
2026-04-13T22:55:00Z,35.98,62.58
2026-04-13T22:56:00Z,37.51,63.20
2026-04-13T22:57:00Z,31.24,69.72
2026-04-13T22:58:00Z,36.26,66.51
2026-04-13T22:59:00Z,36.03,66.68
2026-04-13T23:00:00Z,32.71,68.00
2026-04-13T23:01:00Z,22.79,76.16
2026-04-13T23:02:00Z,32.29,67.08
2026-04-13T23:03:00Z,30.51,70.81
2026-04-13T23:04:00Z,20.01,80.50
2026-04-13T23:05:00Z,25.03,70.10
2026-04-13T23:06:00Z,23.66,74.86
2026-04-13T23:07:00Z,26.07,75.01
2026-04-13T23:08:00Z,21.09,78.77
2026-04-13T23:09:00Z,12.35,88.29
2026-04-13T23:10:00Z,11.69,88.90
2026-04-13T23:11:00Z,10.17,90.35
2026-04-13T23:12:00Z,11.40,89.61
2026-04-13T23:13:00Z,6.43,93.47
2026-04-13T23:14:00Z,5.03,95.03
2026-04-13T23:15:00Z,4.14,95.18
2026-04-13T23:16:00Z,6.48,94.14
2026-04-13T23:17:00Z,7.23,93.46
2026-04-13T23:18:00Z,8.85,91.58
2026-04-13T23:19:00Z,15.90,87.59
2026-04-13T23:20:00Z,21.48,79.43
2026-04-13T23:21:00Z,15.16,85.53
2026-04-13T23:22:00Z,5.51,94.10
2026-04-13T23:23:00Z,14.72,82.29
2026-04-13T23:24:00Z,12.31,91.20
2026-04-13T23:25:00Z,3.36,97.29
2026-04-13T23:26:00Z,1.00,99.00
2026-04-13T23:27:00Z,1.00,99.00
