# event_ticker=KXATPMATCH-25OCT27ALTGIR
# final_score=6-2 7-6(5)
# score_resolution=2-6 6-7
# match_winner=Daniel Altmaier
# fav_player=Marcos Giron
# dog_player=Daniel Altmaier
# kalshi_date=2025-10-27
timestamp,Marcos Giron,Daniel Altmaier
2025-10-26T23:35:00Z,,39.00
2025-10-26T23:54:00Z,62.00,39.00
2025-10-27T00:17:00Z,62.00,39.00
2025-10-27T00:39:00Z,62.00,39.00
2025-10-27T00:49:00Z,62.00,39.00
2025-10-27T00:51:00Z,62.00,39.00
2025-10-27T01:31:00Z,62.00,39.00
2025-10-27T01:34:00Z,62.00,39.00
2025-10-27T01:42:00Z,62.00,39.00
2025-10-27T02:14:00Z,61.00,39.00
2025-10-27T02:27:00Z,62.00,39.00
2025-10-27T02:32:00Z,62.17,39.00
2025-10-27T02:33:00Z,63.00,39.00
2025-10-27T02:40:00Z,63.00,39.00
2025-10-27T02:45:00Z,63.00,39.00
2025-10-27T02:48:00Z,62.00,39.00
2025-10-27T02:58:00Z,62.00,39.00
2025-10-27T03:11:00Z,62.00,38.00
2025-10-27T03:41:00Z,62.00,39.00
2025-10-27T03:46:00Z,62.00,39.00
2025-10-27T03:54:00Z,62.00,39.00
2025-10-27T03:55:00Z,62.00,39.00
2025-10-27T04:00:00Z,62.00,39.00
2025-10-27T04:08:00Z,62.00,39.00
2025-10-27T04:10:00Z,61.00,39.00
2025-10-27T04:11:00Z,61.00,39.00
2025-10-27T04:12:00Z,62.00,39.00
2025-10-27T04:16:00Z,62.00,39.00
2025-10-27T04:24:00Z,62.00,39.00
2025-10-27T04:25:00Z,62.00,39.00
2025-10-27T04:28:00Z,62.00,39.00
2025-10-27T04:30:00Z,62.00,39.00
2025-10-27T04:56:00Z,62.00,39.00
2025-10-27T05:14:00Z,62.00,39.00
2025-10-27T05:23:00Z,62.00,39.00
2025-10-27T05:24:00Z,61.00,39.00
2025-10-27T05:26:00Z,62.00,39.00
2025-10-27T05:37:00Z,62.00,39.00
2025-10-27T05:41:00Z,62.00,39.00
2025-10-27T05:43:00Z,62.00,39.00
2025-10-27T05:54:00Z,62.00,39.00
2025-10-27T05:55:00Z,62.00,39.00
2025-10-27T06:14:00Z,62.00,39.00
2025-10-27T06:19:00Z,62.00,39.00
2025-10-27T06:22:00Z,62.86,39.00
2025-10-27T06:25:00Z,62.86,39.00
2025-10-27T06:33:00Z,63.00,39.00
2025-10-27T06:34:00Z,63.00,39.00
2025-10-27T06:45:00Z,63.00,39.00
2025-10-27T06:52:00Z,63.00,39.00
2025-10-27T06:53:00Z,63.00,39.00
2025-10-27T06:59:00Z,63.00,39.00
2025-10-27T07:02:00Z,63.00,39.00
2025-10-27T07:03:00Z,63.00,39.00
2025-10-27T07:11:00Z,62.95,39.00
2025-10-27T07:13:00Z,63.00,39.00
2025-10-27T07:19:00Z,63.00,39.00
2025-10-27T07:23:00Z,63.00,39.00
2025-10-27T07:24:00Z,63.00,39.00
2025-10-27T07:25:00Z,63.00,39.00
2025-10-27T07:32:00Z,63.00,39.00
2025-10-27T07:36:00Z,63.00,39.00
2025-10-27T07:37:00Z,63.00,39.00
2025-10-27T07:40:00Z,63.00,39.00
2025-10-27T07:46:00Z,63.00,39.00
2025-10-27T07:54:00Z,63.00,39.00
2025-10-27T07:56:00Z,63.00,39.00
2025-10-27T08:04:00Z,63.00,39.00
2025-10-27T08:16:00Z,63.00,39.00
2025-10-27T08:20:00Z,63.00,39.00
2025-10-27T08:23:00Z,63.00,38.00
2025-10-27T08:25:00Z,63.00,38.00
2025-10-27T08:34:00Z,63.00,38.00
2025-10-27T08:43:00Z,63.00,38.00
2025-10-27T08:58:00Z,63.00,38.00
2025-10-27T09:03:00Z,63.00,39.00
2025-10-27T09:07:00Z,63.00,39.00
2025-10-27T09:08:00Z,63.00,39.00
2025-10-27T09:12:00Z,63.00,39.00
2025-10-27T09:15:00Z,63.00,39.00
2025-10-27T09:16:00Z,63.00,39.00
2025-10-27T09:18:00Z,63.00,39.00
2025-10-27T09:20:00Z,63.00,39.00
2025-10-27T09:24:00Z,63.00,39.00
2025-10-27T09:25:00Z,63.00,39.00
2025-10-27T09:27:00Z,63.00,39.00
2025-10-27T09:28:00Z,63.00,39.00
2025-10-27T09:33:00Z,63.00,39.00
2025-10-27T09:42:00Z,63.00,39.00
2025-10-27T09:43:00Z,63.00,39.00
2025-10-27T09:49:00Z,63.00,39.00
2025-10-27T09:50:00Z,63.00,39.00
2025-10-27T09:52:00Z,63.00,39.00
2025-10-27T09:56:00Z,63.00,39.00
2025-10-27T09:57:00Z,63.00,39.00
2025-10-27T10:00:00Z,63.00,39.00
2025-10-27T10:04:00Z,64.11,39.00
2025-10-27T10:05:00Z,65.00,39.00
2025-10-27T10:06:00Z,65.00,38.00
2025-10-27T10:07:00Z,65.00,38.00
2025-10-27T10:08:00Z,65.00,38.00
2025-10-27T10:09:00Z,65.00,38.00
2025-10-27T10:10:00Z,65.00,38.00
2025-10-27T10:11:00Z,66.00,34.33
2025-10-27T10:12:00Z,65.00,34.33
2025-10-27T10:13:00Z,64.32,35.91
2025-10-27T10:14:00Z,61.00,35.91
2025-10-27T10:15:00Z,61.00,35.91
2025-10-27T10:16:00Z,56.65,44.28
2025-10-27T10:17:00Z,56.65,38.17
2025-10-27T10:18:00Z,63.12,37.00
2025-10-27T10:19:00Z,63.12,38.00
2025-10-27T10:20:00Z,63.00,38.00
2025-10-27T10:22:00Z,62.00,40.00
2025-10-27T10:23:00Z,61.00,42.00
2025-10-27T10:24:00Z,62.00,40.00
2025-10-27T10:25:00Z,62.78,37.11
2025-10-27T10:26:00Z,54.82,45.66
2025-10-27T10:27:00Z,41.16,58.31
2025-10-27T10:28:00Z,41.00,60.92
2025-10-27T10:29:00Z,41.00,60.00
2025-10-27T10:30:00Z,41.00,59.88
2025-10-27T10:31:00Z,36.84,62.38
2025-10-27T10:32:00Z,36.84,60.39
2025-10-27T10:33:00Z,36.84,61.00
2025-10-27T10:34:00Z,39.00,62.00
2025-10-27T10:35:00Z,44.00,57.74
2025-10-27T10:36:00Z,44.15,50.95
2025-10-27T10:37:00Z,47.78,54.00
2025-10-27T10:38:00Z,43.45,56.19
2025-10-27T10:39:00Z,43.45,57.94
2025-10-27T10:40:00Z,43.45,60.77
2025-10-27T10:41:00Z,43.45,62.00
2025-10-27T10:42:00Z,37.00,63.79
2025-10-27T10:43:00Z,37.00,64.68
2025-10-27T10:44:00Z,33.21,68.00
2025-10-27T10:45:00Z,34.00,66.00
2025-10-27T10:46:00Z,29.97,69.88
2025-10-27T10:47:00Z,31.66,70.00
2025-10-27T10:48:00Z,32.00,69.33
2025-10-27T10:49:00Z,30.64,69.83
2025-10-27T10:50:00Z,28.69,72.30
2025-10-27T10:51:00Z,27.19,75.57
2025-10-27T10:52:00Z,27.00,71.73
2025-10-27T10:53:00Z,27.07,72.47
2025-10-27T10:54:00Z,28.85,73.29
2025-10-27T10:55:00Z,20.80,77.68
2025-10-27T10:56:00Z,25.22,76.99
2025-10-27T10:57:00Z,27.28,73.12
2025-10-27T10:58:00Z,27.28,72.00
2025-10-27T10:59:00Z,27.28,76.41
2025-10-27T11:00:00Z,22.00,79.69
2025-10-27T11:01:00Z,21.91,76.00
2025-10-27T11:02:00Z,21.00,77.00
2025-10-27T11:03:00Z,20.08,84.18
2025-10-27T11:04:00Z,21.00,80.28
2025-10-27T11:05:00Z,11.04,89.24
2025-10-27T11:06:00Z,7.84,94.38
2025-10-27T11:07:00Z,12.93,86.91
2025-10-27T11:08:00Z,20.02,81.89
2025-10-27T11:09:00Z,15.66,84.61
2025-10-27T11:10:00Z,12.90,87.31
2025-10-27T11:11:00Z,23.70,79.16
2025-10-27T11:12:00Z,25.00,78.05
2025-10-27T11:13:00Z,24.77,81.42
2025-10-27T11:14:00Z,30.94,73.88
2025-10-27T11:15:00Z,30.21,72.29
2025-10-27T11:16:00Z,30.21,75.23
2025-10-27T11:17:00Z,29.00,73.77
2025-10-27T11:18:00Z,26.25,72.70
2025-10-27T11:19:00Z,25.00,77.00
2025-10-27T11:20:00Z,25.00,75.43
2025-10-27T11:21:00Z,28.80,72.55
2025-10-27T11:22:00Z,27.00,76.78
2025-10-27T11:23:00Z,18.24,80.84
2025-10-27T11:24:00Z,19.29,79.17
2025-10-27T11:25:00Z,22.54,78.83
2025-10-27T11:26:00Z,27.00,72.56
2025-10-27T11:27:00Z,23.05,77.24
2025-10-27T11:28:00Z,22.54,78.66
2025-10-27T11:29:00Z,22.54,78.32
2025-10-27T11:30:00Z,23.00,78.87
2025-10-27T11:31:00Z,22.73,78.20
2025-10-27T11:32:00Z,25.00,71.00
2025-10-27T11:33:00Z,27.05,70.01
2025-10-27T11:34:00Z,27.05,67.52
2025-10-27T11:35:00Z,34.81,67.52
2025-10-27T11:36:00Z,34.93,68.08
2025-10-27T11:37:00Z,34.93,76.14
2025-10-27T11:38:00Z,23.00,77.96
2025-10-27T11:39:00Z,25.00,74.02
2025-10-27T11:40:00Z,30.42,70.81
2025-10-27T11:41:00Z,28.09,79.75
2025-10-27T11:42:00Z,9.42,96.30
2025-10-27T11:43:00Z,7.33,94.45
2025-10-27T11:44:00Z,12.88,89.75
2025-10-27T11:45:00Z,7.72,91.66
2025-10-27T11:46:00Z,6.45,93.70
2025-10-27T11:47:00Z,2.16,98.29
2025-10-27T11:48:00Z,2.16,99.00
2025-10-27T11:49:00Z,2.16,99.00
2025-10-27T11:50:00Z,2.16,99.00
