# event_ticker=KXATPCHALLENGERMATCH-26MAR29ALTMED
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Hamad Medjedovic
# fav_player=Daniel Altmaier
# dog_player=Hamad Medjedovic
# kalshi_date=2026-03-29
timestamp,Daniel Altmaier,Hamad Medjedovic
2026-03-29T02:09:00Z,40.00,67.00
2026-03-29T02:10:00Z,40.00,60.00
2026-03-29T03:09:00Z,43.00,60.00
2026-03-29T03:15:00Z,41.00,60.00
2026-03-29T03:17:00Z,44.00,60.00
2026-03-29T03:29:00Z,44.00,60.00
2026-03-29T03:43:00Z,44.00,59.00
2026-03-29T03:59:00Z,44.00,59.00
2026-03-29T04:01:00Z,44.00,59.00
2026-03-29T04:06:00Z,42.00,59.00
2026-03-29T04:31:00Z,42.00,58.00
2026-03-29T04:36:00Z,44.00,58.00
2026-03-29T05:06:00Z,44.00,58.00
2026-03-29T05:09:00Z,44.00,58.00
2026-03-29T05:11:00Z,42.00,58.00
2026-03-29T05:21:00Z,44.00,58.00
2026-03-29T05:26:00Z,43.00,58.00
2026-03-29T05:31:00Z,42.00,58.00
2026-03-29T06:00:00Z,44.00,58.00
2026-03-29T06:17:00Z,44.00,58.00
2026-03-29T06:20:00Z,43.00,58.00
2026-03-29T06:24:00Z,43.00,58.00
2026-03-29T06:25:00Z,43.00,58.00
2026-03-29T06:28:00Z,43.00,57.50
2026-03-29T06:33:00Z,44.00,57.50
2026-03-29T06:35:00Z,44.00,57.50
2026-03-29T06:44:00Z,44.00,57.50
2026-03-29T07:36:00Z,39.00,57.50
2026-03-29T07:41:00Z,39.00,62.00
2026-03-29T07:47:00Z,39.00,63.00
2026-03-29T08:09:00Z,39.00,61.00
2026-03-29T08:29:00Z,39.00,61.00
2026-03-29T08:32:00Z,39.00,62.00
2026-03-29T08:40:00Z,39.00,62.00
2026-03-29T08:46:00Z,39.00,64.00
2026-03-29T08:52:00Z,39.00,64.00
2026-03-29T09:05:00Z,39.00,64.00
2026-03-29T09:33:00Z,38.95,64.00
2026-03-29T09:35:00Z,38.00,64.00
2026-03-29T09:36:00Z,37.00,64.00
2026-03-29T10:13:00Z,37.00,64.00
2026-03-29T10:28:00Z,37.00,64.00
2026-03-29T10:51:00Z,37.35,64.00
2026-03-29T11:04:00Z,37.00,64.00
2026-03-29T11:25:00Z,37.00,64.00
2026-03-29T11:26:00Z,37.00,64.00
2026-03-29T11:34:00Z,37.00,64.00
2026-03-29T11:56:00Z,37.00,64.00
2026-03-29T12:11:00Z,37.00,63.00
2026-03-29T12:13:00Z,38.00,63.00
2026-03-29T12:20:00Z,38.00,63.00
2026-03-29T12:24:00Z,38.00,63.00
2026-03-29T12:25:00Z,38.00,63.00
2026-03-29T12:28:00Z,38.00,63.00
2026-03-29T12:31:00Z,38.00,64.00
2026-03-29T12:32:00Z,38.00,64.00
2026-03-29T12:33:00Z,38.00,63.00
2026-03-29T12:38:00Z,38.00,63.00
2026-03-29T12:44:00Z,38.00,63.00
2026-03-29T12:51:00Z,38.00,63.00
2026-03-29T12:53:00Z,38.00,63.00
2026-03-29T12:54:00Z,38.00,63.00
2026-03-29T12:56:00Z,38.00,63.00
2026-03-29T13:01:00Z,38.00,64.00
2026-03-29T13:02:00Z,38.00,64.00
2026-03-29T13:04:00Z,38.00,64.00
2026-03-29T13:06:00Z,38.00,64.00
2026-03-29T13:07:00Z,38.00,64.00
2026-03-29T13:08:00Z,38.00,64.00
2026-03-29T13:10:00Z,38.00,64.00
2026-03-29T13:13:00Z,38.00,64.00
2026-03-29T13:15:00Z,39.00,64.00
2026-03-29T13:17:00Z,39.00,64.57
2026-03-29T13:18:00Z,37.93,64.57
2026-03-29T13:20:00Z,37.58,64.57
2026-03-29T13:21:00Z,37.58,64.00
2026-03-29T13:27:00Z,37.96,64.00
2026-03-29T13:28:00Z,37.00,64.00
2026-03-29T13:31:00Z,37.25,64.00
2026-03-29T13:35:00Z,38.00,64.00
2026-03-29T13:36:00Z,38.00,64.67
2026-03-29T13:37:00Z,38.00,64.00
2026-03-29T13:38:00Z,38.00,64.00
2026-03-29T13:39:00Z,38.00,64.00
2026-03-29T13:40:00Z,38.93,63.43
2026-03-29T13:41:00Z,39.08,63.82
2026-03-29T13:42:00Z,39.58,63.00
2026-03-29T13:43:00Z,42.94,59.68
2026-03-29T13:44:00Z,42.37,58.76
2026-03-29T13:45:00Z,42.81,60.57
2026-03-29T13:46:00Z,39.44,61.00
2026-03-29T13:47:00Z,38.20,63.00
2026-03-29T13:48:00Z,36.25,63.00
2026-03-29T13:49:00Z,29.76,67.94
2026-03-29T13:50:00Z,32.92,68.66
2026-03-29T13:51:00Z,35.34,69.79
2026-03-29T13:52:00Z,35.15,66.91
2026-03-29T13:53:00Z,25.51,75.50
2026-03-29T13:54:00Z,26.30,73.91
2026-03-29T13:55:00Z,28.45,73.19
2026-03-29T13:56:00Z,24.54,75.00
2026-03-29T13:57:00Z,29.92,73.31
2026-03-29T13:58:00Z,27.85,75.84
2026-03-29T13:59:00Z,23.54,75.84
2026-03-29T14:00:00Z,20.55,80.40
2026-03-29T14:01:00Z,15.27,83.73
2026-03-29T14:02:00Z,16.96,84.86
2026-03-29T14:03:00Z,16.19,85.52
2026-03-29T14:04:00Z,17.12,82.00
2026-03-29T14:05:00Z,20.89,80.71
2026-03-29T14:06:00Z,22.41,77.80
2026-03-29T14:07:00Z,23.07,77.80
2026-03-29T14:08:00Z,25.19,78.00
2026-03-29T14:09:00Z,24.50,76.01
2026-03-29T14:10:00Z,25.20,77.04
2026-03-29T14:11:00Z,18.87,84.75
2026-03-29T14:12:00Z,17.00,84.75
2026-03-29T14:13:00Z,16.70,84.75
2026-03-29T14:14:00Z,17.84,84.75
2026-03-29T14:15:00Z,16.00,84.14
2026-03-29T14:16:00Z,16.07,84.00
2026-03-29T14:17:00Z,16.00,84.36
2026-03-29T14:18:00Z,15.92,84.28
2026-03-29T14:19:00Z,16.43,85.00
2026-03-29T14:20:00Z,15.52,84.96
2026-03-29T14:21:00Z,16.99,86.00
2026-03-29T14:22:00Z,19.71,81.37
2026-03-29T14:23:00Z,17.83,81.20
2026-03-29T14:24:00Z,17.77,85.71
2026-03-29T14:25:00Z,18.38,83.06
2026-03-29T14:26:00Z,21.39,82.54
2026-03-29T14:27:00Z,19.57,80.35
2026-03-29T14:28:00Z,20.95,80.49
2026-03-29T14:29:00Z,25.27,77.66
2026-03-29T14:30:00Z,19.27,79.78
2026-03-29T14:31:00Z,23.01,78.56
2026-03-29T14:32:00Z,22.73,74.97
2026-03-29T14:33:00Z,18.35,82.48
2026-03-29T14:34:00Z,19.72,81.66
2026-03-29T14:35:00Z,23.46,77.70
2026-03-29T14:36:00Z,24.00,77.00
2026-03-29T14:37:00Z,24.25,74.02
2026-03-29T14:38:00Z,24.23,74.07
2026-03-29T14:39:00Z,22.06,78.05
2026-03-29T14:40:00Z,20.98,80.00
2026-03-29T14:41:00Z,22.11,79.75
2026-03-29T14:42:00Z,23.50,76.59
2026-03-29T14:43:00Z,23.46,77.73
2026-03-29T14:44:00Z,20.38,79.73
2026-03-29T14:45:00Z,18.09,81.09
2026-03-29T14:46:00Z,19.60,79.28
2026-03-29T14:47:00Z,18.80,80.19
2026-03-29T14:48:00Z,19.90,81.59
2026-03-29T14:49:00Z,20.27,79.91
2026-03-29T14:50:00Z,21.06,78.55
2026-03-29T14:51:00Z,23.84,76.63
2026-03-29T14:52:00Z,24.93,76.00
2026-03-29T14:53:00Z,25.25,76.88
2026-03-29T14:54:00Z,23.53,78.00
2026-03-29T14:55:00Z,29.70,70.27
2026-03-29T14:56:00Z,25.67,74.84
2026-03-29T14:57:00Z,23.96,76.40
2026-03-29T14:58:00Z,25.23,75.31
2026-03-29T14:59:00Z,22.81,79.32
2026-03-29T15:00:00Z,19.80,80.34
2026-03-29T15:01:00Z,19.73,81.76
2026-03-29T15:02:00Z,22.54,79.10
2026-03-29T15:03:00Z,19.28,82.32
2026-03-29T15:04:00Z,9.56,89.44
2026-03-29T15:05:00Z,6.93,93.48
2026-03-29T15:06:00Z,6.61,94.12
2026-03-29T15:07:00Z,5.45,95.56
2026-03-29T15:08:00Z,7.32,93.78
2026-03-29T15:09:00Z,11.64,89.94
2026-03-29T15:10:00Z,21.67,81.34
2026-03-29T15:11:00Z,20.13,80.99
2026-03-29T15:12:00Z,23.06,78.43
2026-03-29T15:13:00Z,13.94,85.27
2026-03-29T15:14:00Z,4.96,94.54
2026-03-29T15:15:00Z,5.47,95.30
2026-03-29T15:16:00Z,6.41,93.26
2026-03-29T15:17:00Z,4.63,95.24
2026-03-29T15:18:00Z,2.07,98.42
2026-03-29T15:19:00Z,1.33,98.36
