# event_ticker=KXATPCHALLENGERMATCH-26APR22DRAFEL
# final_score=6-1 6-0
# match_winner=Kilian Feldbausch
# fav_player=Kilian Feldbausch
# dog_player=Liam Draxl
# kalshi_date=2026-04-22
timestamp,Liam Draxl,Kilian Feldbausch
2026-04-22T10:12:00Z,,44.00
2026-04-22T10:16:00Z,,44.00
2026-04-22T10:42:00Z,57.00,44.00
2026-04-22T12:00:00Z,57.00,44.00
2026-04-22T12:10:00Z,57.00,44.00
2026-04-22T12:12:00Z,57.00,44.00
2026-04-22T12:21:00Z,58.00,44.00
2026-04-22T13:28:00Z,57.00,44.00
2026-04-22T13:41:00Z,57.00,43.34
2026-04-22T13:50:00Z,57.00,45.00
2026-04-22T13:53:00Z,57.00,45.00
2026-04-22T13:54:00Z,57.00,45.00
2026-04-22T14:20:00Z,57.00,45.00
2026-04-22T14:27:00Z,57.00,45.00
2026-04-22T14:38:00Z,57.00,45.00
2026-04-22T14:48:00Z,57.00,45.00
2026-04-22T14:51:00Z,57.00,45.00
2026-04-22T15:02:00Z,57.00,44.00
2026-04-22T15:06:00Z,57.00,44.00
2026-04-22T15:15:00Z,57.00,44.00
2026-04-22T15:17:00Z,57.00,45.00
2026-04-22T15:31:00Z,57.00,45.00
2026-04-22T15:40:00Z,57.00,45.00
2026-04-22T16:07:00Z,57.00,45.00
2026-04-22T16:28:00Z,57.00,45.00
2026-04-22T16:41:00Z,57.00,44.00
2026-04-22T16:49:00Z,57.00,44.00
2026-04-22T16:51:00Z,57.00,45.00
2026-04-22T16:53:00Z,57.00,45.00
2026-04-22T16:56:00Z,56.00,45.00
2026-04-22T16:58:00Z,56.00,44.00
2026-04-22T17:11:00Z,55.69,44.00
2026-04-22T17:15:00Z,55.00,44.00
2026-04-22T17:18:00Z,55.00,45.00
2026-04-22T17:21:00Z,55.00,45.00
2026-04-22T17:33:00Z,55.00,45.00
2026-04-22T17:35:00Z,55.00,45.00
2026-04-22T17:36:00Z,55.00,45.00
2026-04-22T17:44:00Z,55.00,45.00
2026-04-22T17:51:00Z,55.00,45.00
2026-04-22T17:59:00Z,55.00,45.00
2026-04-22T18:04:00Z,55.00,45.00
2026-04-22T18:08:00Z,55.00,45.00
2026-04-22T18:11:00Z,56.00,45.00
2026-04-22T18:33:00Z,57.00,45.00
2026-04-22T18:35:00Z,57.00,45.00
2026-04-22T18:47:00Z,57.00,45.00
2026-04-22T18:49:00Z,57.00,44.00
2026-04-22T18:54:00Z,57.00,44.00
2026-04-22T18:57:00Z,57.00,44.00
2026-04-22T19:05:00Z,57.00,44.00
2026-04-22T19:11:00Z,57.00,44.00
2026-04-22T19:12:00Z,57.00,44.00
2026-04-22T19:16:00Z,57.00,44.00
2026-04-22T19:18:00Z,57.00,44.00
2026-04-22T19:19:00Z,57.00,43.00
2026-04-22T19:31:00Z,57.00,43.00
2026-04-22T19:32:00Z,57.00,43.00
2026-04-22T19:38:00Z,57.00,43.00
2026-04-22T19:39:00Z,57.00,43.00
2026-04-22T19:40:00Z,58.00,43.00
2026-04-22T19:42:00Z,58.00,43.00
2026-04-22T19:44:00Z,58.00,43.00
2026-04-22T19:46:00Z,58.00,43.00
2026-04-22T19:50:00Z,58.00,43.00
2026-04-22T19:51:00Z,58.00,43.00
2026-04-22T19:53:00Z,58.00,43.00
2026-04-22T19:54:00Z,58.00,43.00
2026-04-22T19:56:00Z,58.00,43.00
2026-04-22T19:57:00Z,58.00,43.00
2026-04-22T20:00:00Z,58.00,43.00
2026-04-22T20:02:00Z,58.00,43.00
2026-04-22T20:05:00Z,58.00,43.00
2026-04-22T20:06:00Z,58.00,43.00
2026-04-22T20:07:00Z,58.00,43.00
2026-04-22T20:11:00Z,58.00,43.00
