# event_ticker=KXATPMATCH-26APR22SONLAJ
# final_score=6-3 7-6(1)
# score_resolution=6-3 7-6
# match_winner=Dusan Lajovic
# fav_player=Dusan Lajovic
# dog_player=Lorenzo Sonego
# kalshi_date=2026-04-22
timestamp,Lorenzo Sonego,Dusan Lajovic
2026-04-22T01:05:00Z,44.00,
2026-04-22T01:08:00Z,45.00,
2026-04-22T01:11:00Z,45.26,52.86
2026-04-22T01:12:00Z,45.26,52.00
2026-04-22T01:17:00Z,45.26,56.00
2026-04-22T01:19:00Z,45.26,57.96
2026-04-22T01:57:00Z,46.00,57.96
2026-04-22T01:59:00Z,46.00,58.61
2026-04-22T02:01:00Z,42.00,58.61
2026-04-22T02:11:00Z,42.00,60.83
2026-04-22T02:14:00Z,46.00,60.83
2026-04-22T02:15:00Z,46.00,53.88
2026-04-22T02:17:00Z,46.00,53.88
2026-04-22T02:29:00Z,46.00,53.00
2026-04-22T02:48:00Z,46.00,56.00
2026-04-22T03:03:00Z,46.00,56.00
2026-04-22T03:05:00Z,46.00,56.00
2026-04-22T03:19:00Z,46.00,56.00
2026-04-22T03:25:00Z,46.00,60.36
2026-04-22T03:28:00Z,46.00,60.00
2026-04-22T03:31:00Z,46.00,60.00
2026-04-22T03:34:00Z,45.00,60.00
2026-04-22T03:35:00Z,45.00,55.00
2026-04-22T03:45:00Z,45.00,59.92
2026-04-22T03:49:00Z,45.00,59.92
2026-04-22T03:54:00Z,45.00,60.00
2026-04-22T04:00:00Z,45.00,56.00
2026-04-22T04:04:00Z,45.00,56.00
2026-04-22T04:05:00Z,45.00,57.00
2026-04-22T04:06:00Z,44.25,57.00
2026-04-22T04:16:00Z,44.25,57.00
2026-04-22T04:17:00Z,44.25,57.00
2026-04-22T04:18:00Z,44.25,57.00
2026-04-22T04:23:00Z,44.25,57.00
2026-04-22T04:24:00Z,44.25,57.10
2026-04-22T04:26:00Z,44.25,58.00
2026-04-22T04:30:00Z,44.25,58.00
2026-04-22T04:31:00Z,43.00,58.00
2026-04-22T04:32:00Z,43.00,58.00
2026-04-22T04:34:00Z,43.00,57.00
2026-04-22T04:38:00Z,43.00,56.00
2026-04-22T04:49:00Z,44.00,56.00
2026-04-22T05:02:00Z,44.00,56.00
2026-04-22T05:03:00Z,44.00,56.00
2026-04-22T05:05:00Z,44.00,57.00
2026-04-22T05:06:00Z,44.00,57.00
2026-04-22T05:08:00Z,44.00,57.00
2026-04-22T05:09:00Z,44.00,57.00
2026-04-22T05:10:00Z,44.00,57.00
2026-04-22T05:12:00Z,44.00,57.00
2026-04-22T05:15:00Z,44.00,58.00
2026-04-22T05:16:00Z,44.00,58.00
2026-04-22T05:18:00Z,43.00,58.00
2026-04-22T05:19:00Z,44.38,58.00
2026-04-22T05:20:00Z,44.38,58.00
2026-04-22T05:22:00Z,45.00,58.00
2026-04-22T05:23:00Z,45.00,57.00
2026-04-22T05:25:00Z,45.00,58.00
2026-04-22T05:26:00Z,44.00,58.43
2026-04-22T05:28:00Z,44.00,58.43
2026-04-22T05:29:00Z,44.00,58.43
2026-04-22T05:30:00Z,44.00,58.00
2026-04-22T05:31:00Z,44.00,58.00
2026-04-22T05:33:00Z,44.00,58.00
2026-04-22T05:34:00Z,44.00,56.00
2026-04-22T05:35:00Z,44.00,58.00
2026-04-22T05:36:00Z,44.00,58.00
2026-04-22T05:38:00Z,44.00,58.00
2026-04-22T05:40:00Z,43.48,57.67
2026-04-22T05:41:00Z,43.00,58.00
2026-04-22T05:42:00Z,44.00,58.00
2026-04-22T05:45:00Z,42.12,58.00
2026-04-22T05:47:00Z,42.12,58.15
2026-04-22T05:49:00Z,44.00,58.15
2026-04-22T05:51:00Z,44.00,58.15
2026-04-22T05:53:00Z,44.00,58.84
2026-04-22T05:55:00Z,44.00,58.00
2026-04-22T06:00:00Z,44.00,58.44
2026-04-22T06:02:00Z,44.00,59.00
2026-04-22T06:03:00Z,44.00,58.92
2026-04-22T06:04:00Z,44.00,58.92
2026-04-22T06:05:00Z,44.00,58.92
2026-04-22T06:06:00Z,44.00,59.00
2026-04-22T06:08:00Z,43.00,58.00
2026-04-22T06:10:00Z,43.00,58.00
2026-04-22T06:27:00Z,43.00,58.00
2026-04-22T06:28:00Z,43.00,58.00
2026-04-22T06:32:00Z,43.00,58.00
2026-04-22T06:35:00Z,43.00,58.00
2026-04-22T06:37:00Z,43.00,57.00
2026-04-22T06:40:00Z,43.00,57.00
2026-04-22T06:41:00Z,43.00,57.43
2026-04-22T06:44:00Z,43.00,57.00
2026-04-22T07:01:00Z,43.00,57.00
2026-04-22T07:07:00Z,43.00,57.00
2026-04-22T07:08:00Z,43.00,57.00
2026-04-22T07:11:00Z,43.00,57.00
2026-04-22T07:17:00Z,43.00,56.08
2026-04-22T07:20:00Z,43.00,56.08
2026-04-22T07:28:00Z,43.16,56.08
2026-04-22T07:36:00Z,43.16,57.00
2026-04-22T07:37:00Z,43.16,57.00
2026-04-22T07:40:00Z,43.16,57.00
2026-04-22T07:41:00Z,45.00,57.00
2026-04-22T07:42:00Z,45.00,57.00
2026-04-22T07:43:00Z,45.00,57.00
2026-04-22T07:46:00Z,45.00,57.00
2026-04-22T07:55:00Z,45.00,57.00
2026-04-22T08:11:00Z,45.00,57.00
2026-04-22T08:19:00Z,43.52,57.00
2026-04-22T08:23:00Z,43.00,58.00
2026-04-22T08:26:00Z,43.00,58.00
2026-04-22T08:30:00Z,43.00,58.00
2026-04-22T08:33:00Z,43.00,58.00
2026-04-22T08:35:00Z,43.00,58.00
2026-04-22T08:44:00Z,43.00,58.00
2026-04-22T08:45:00Z,43.00,58.00
2026-04-22T08:51:00Z,43.00,58.00
2026-04-22T08:52:00Z,43.00,58.00
2026-04-22T08:54:00Z,43.00,58.00
2026-04-22T09:02:00Z,43.00,58.00
2026-04-22T09:03:00Z,42.00,58.00
