# event_ticker=KXATPCHALLENGERMATCH-26MAY13TOMCOP
# final_score=6-1 7-5
# score_resolution=1-6 5-7
# match_winner=Kimmer Coppejans
# fav_player=Bernard Tomic
# dog_player=Kimmer Coppejans
# kalshi_date=2026-05-13
timestamp,Bernard Tomic,Kimmer Coppejans
2026-05-13T00:35:00Z,24.00,
2026-05-13T00:50:00Z,24.00,
2026-05-13T01:17:00Z,23.92,
2026-05-13T02:53:00Z,23.92,80.00
2026-05-13T02:54:00Z,23.92,80.00
2026-05-13T03:51:00Z,22.00,80.00
2026-05-13T03:53:00Z,22.00,80.00
2026-05-13T04:28:00Z,22.00,80.00
2026-05-13T05:18:00Z,22.00,80.00
2026-05-13T07:07:00Z,22.00,80.00
2026-05-13T07:37:00Z,22.00,80.00
2026-05-13T08:51:00Z,22.00,80.00
2026-05-13T09:40:00Z,21.00,80.00
2026-05-13T10:42:00Z,20.00,80.00
2026-05-13T10:43:00Z,20.00,80.00
2026-05-13T10:45:00Z,20.00,82.57
2026-05-13T10:46:00Z,21.86,82.57
2026-05-13T10:47:00Z,20.11,82.57
2026-05-13T10:49:00Z,17.04,83.00
2026-05-13T10:50:00Z,16.74,85.00
2026-05-13T10:51:00Z,16.84,86.00
2026-05-13T10:52:00Z,13.37,86.00
2026-05-13T10:53:00Z,12.00,89.23
2026-05-13T10:54:00Z,11.99,89.23
2026-05-13T10:55:00Z,11.31,89.23
2026-05-13T10:56:00Z,10.42,89.23
2026-05-13T10:57:00Z,13.26,89.00
2026-05-13T10:59:00Z,15.00,89.00
2026-05-13T11:00:00Z,18.82,81.00
2026-05-13T11:01:00Z,19.00,81.00
2026-05-13T11:02:00Z,20.29,81.00
2026-05-13T11:03:00Z,21.00,78.00
2026-05-13T11:04:00Z,16.00,83.83
2026-05-13T11:05:00Z,17.10,84.05
2026-05-13T11:06:00Z,18.57,83.00
2026-05-13T11:07:00Z,18.57,81.26
2026-05-13T11:08:00Z,15.92,81.26
2026-05-13T11:09:00Z,17.56,81.26
2026-05-13T11:40:00Z,17.56,85.00
2026-05-13T11:41:00Z,13.38,87.39
2026-05-13T11:42:00Z,15.76,87.39
2026-05-13T11:43:00Z,12.19,87.39
2026-05-13T11:45:00Z,12.19,94.00
2026-05-13T11:46:00Z,13.97,96.00
2026-05-13T11:47:00Z,9.00,96.00
2026-05-13T11:48:00Z,4.27,96.00
2026-05-13T11:49:00Z,5.88,96.00
2026-05-13T11:50:00Z,3.00,98.07
2026-05-13T11:51:00Z,2.37,98.00
2026-05-13T11:52:00Z,3.11,98.87
2026-05-13T11:54:00Z,3.11,99.00
2026-05-13T11:55:00Z,2.42,99.00
2026-05-13T11:56:00Z,2.87,98.80
2026-05-13T11:57:00Z,3.47,98.00
2026-05-13T11:58:00Z,3.00,99.00
2026-05-13T11:59:00Z,1.07,99.00
2026-05-13T12:00:00Z,1.07,99.00
2026-05-13T12:01:00Z,3.00,99.00
2026-05-13T12:02:00Z,3.00,99.00
2026-05-13T12:03:00Z,3.00,99.00
2026-05-13T12:04:00Z,3.00,99.00
2026-05-13T12:05:00Z,3.00,99.00
2026-05-13T12:06:00Z,3.15,98.01
2026-05-13T12:07:00Z,3.58,98.01
2026-05-13T12:08:00Z,3.00,98.00
2026-05-13T12:09:00Z,3.34,98.00
2026-05-13T12:10:00Z,3.85,98.00
2026-05-13T12:11:00Z,4.44,96.90
2026-05-13T12:12:00Z,5.93,93.05
2026-05-13T12:13:00Z,11.72,90.02
2026-05-13T12:14:00Z,10.34,89.94
2026-05-13T12:15:00Z,7.43,90.54
2026-05-13T12:16:00Z,3.00,97.58
2026-05-13T12:17:00Z,2.84,98.23
2026-05-13T12:18:00Z,1.20,99.00
2026-05-13T12:19:00Z,1.00,99.00
2026-05-13T12:20:00Z,1.00,99.00
