# event_ticker=KXATPCHALLENGERMATCH-26MAR16BUTKUK
# final_score=7-6(4) 6-4
# score_resolution=7-6 6-4
# match_winner=Mikhail Kukushkin
# fav_player=Mikhail Kukushkin
# dog_player=Edas Butvilas
# kalshi_date=2026-03-16
timestamp,Mikhail Kukushkin,Edas Butvilas
2026-03-16T13:40:00Z,44.00,58.00
2026-03-16T13:41:00Z,44.00,58.00
2026-03-16T13:43:00Z,43.00,58.00
2026-03-16T13:44:00Z,43.00,59.93
2026-03-16T13:45:00Z,43.00,59.71
2026-03-16T13:46:00Z,43.00,59.86
2026-03-16T13:47:00Z,43.00,59.03
2026-03-16T13:54:00Z,43.00,60.00
2026-03-16T13:58:00Z,43.00,60.18
2026-03-16T13:59:00Z,42.00,60.00
2026-03-16T14:00:00Z,42.00,60.00
2026-03-16T14:01:00Z,42.00,60.00
2026-03-16T14:04:00Z,42.00,60.00
2026-03-16T14:05:00Z,42.00,58.49
2026-03-16T14:07:00Z,42.00,60.00
2026-03-16T14:17:00Z,42.00,60.00
2026-03-16T14:20:00Z,42.00,60.00
2026-03-16T14:21:00Z,42.00,60.00
2026-03-16T14:22:00Z,42.00,60.00
2026-03-16T14:23:00Z,42.00,60.00
2026-03-16T14:24:00Z,42.00,60.00
2026-03-16T14:25:00Z,40.00,60.00
2026-03-16T14:26:00Z,42.00,60.00
2026-03-16T14:35:00Z,43.00,60.00
2026-03-16T14:36:00Z,43.00,60.59
2026-03-16T14:39:00Z,43.00,60.00
2026-03-16T14:40:00Z,43.00,60.00
2026-03-16T14:41:00Z,41.60,60.00
2026-03-16T14:42:00Z,41.60,60.00
2026-03-16T14:43:00Z,41.60,60.00
2026-03-16T14:44:00Z,41.00,60.00
2026-03-16T14:45:00Z,39.17,60.00
2026-03-16T14:46:00Z,36.80,64.96
2026-03-16T14:47:00Z,31.94,67.49
2026-03-16T14:48:00Z,37.17,64.13
2026-03-16T14:49:00Z,40.16,61.84
2026-03-16T14:50:00Z,45.58,56.17
2026-03-16T14:51:00Z,41.74,58.11
2026-03-16T14:52:00Z,41.74,60.86
2026-03-16T14:53:00Z,38.00,62.20
2026-03-16T14:54:00Z,38.00,61.43
2026-03-16T14:55:00Z,36.67,62.80
2026-03-16T14:56:00Z,36.82,64.11
2026-03-16T14:57:00Z,34.06,69.11
2026-03-16T14:58:00Z,38.85,63.19
2026-03-16T14:59:00Z,38.85,61.10
2026-03-16T15:00:00Z,45.49,58.02
2026-03-16T15:01:00Z,45.64,55.31
2026-03-16T15:02:00Z,43.89,63.43
2026-03-16T15:03:00Z,43.89,64.00
2026-03-16T15:04:00Z,33.09,64.26
2026-03-16T15:05:00Z,35.42,66.03
2026-03-16T15:06:00Z,35.83,68.69
2026-03-16T15:07:00Z,36.90,65.31
2026-03-16T15:08:00Z,39.86,62.92
2026-03-16T15:09:00Z,37.94,65.86
2026-03-16T15:10:00Z,32.83,69.34
2026-03-16T15:11:00Z,32.63,68.15
2026-03-16T15:12:00Z,32.63,66.00
2026-03-16T15:13:00Z,35.96,65.31
2026-03-16T15:14:00Z,39.64,58.54
2026-03-16T15:15:00Z,38.95,63.82
2026-03-16T15:16:00Z,34.00,67.00
2026-03-16T15:17:00Z,34.92,66.96
2026-03-16T15:18:00Z,36.25,64.00
2026-03-16T15:19:00Z,39.07,62.00
2026-03-16T15:20:00Z,39.07,62.00
2026-03-16T15:21:00Z,38.80,63.00
2026-03-16T15:22:00Z,35.73,65.78
2026-03-16T15:23:00Z,36.76,64.00
2026-03-16T15:24:00Z,33.60,67.52
2026-03-16T15:25:00Z,35.00,68.00
2026-03-16T15:26:00Z,28.52,73.12
2026-03-16T15:27:00Z,23.22,76.54
2026-03-16T15:28:00Z,27.65,71.05
2026-03-16T15:29:00Z,36.20,66.00
2026-03-16T15:30:00Z,35.13,67.36
2026-03-16T15:31:00Z,30.47,69.00
2026-03-16T15:32:00Z,31.00,69.00
2026-03-16T15:33:00Z,34.89,67.00
2026-03-16T15:34:00Z,37.92,63.14
2026-03-16T15:35:00Z,34.70,67.00
2026-03-16T15:36:00Z,34.70,65.96
2026-03-16T15:37:00Z,40.67,59.97
2026-03-16T15:38:00Z,38.93,60.68
2026-03-16T15:39:00Z,33.78,60.68
2026-03-16T15:40:00Z,35.55,63.00
2026-03-16T15:41:00Z,48.36,54.56
2026-03-16T15:42:00Z,52.48,50.34
2026-03-16T15:43:00Z,55.87,49.91
2026-03-16T15:44:00Z,61.73,52.31
2026-03-16T15:45:00Z,65.83,34.81
2026-03-16T15:46:00Z,66.00,35.67
2026-03-16T15:47:00Z,63.19,36.00
2026-03-16T15:48:00Z,61.87,35.23
2026-03-16T15:49:00Z,63.83,37.78
2026-03-16T15:50:00Z,64.70,35.08
2026-03-16T15:51:00Z,67.27,33.83
2026-03-16T15:52:00Z,68.32,32.82
2026-03-16T15:53:00Z,65.41,35.67
2026-03-16T15:54:00Z,65.22,34.48
2026-03-16T15:55:00Z,66.86,34.14
2026-03-16T15:56:00Z,64.60,39.31
2026-03-16T15:57:00Z,66.99,36.44
2026-03-16T15:58:00Z,69.01,30.00
2026-03-16T15:59:00Z,70.00,30.96
2026-03-16T16:00:00Z,69.51,33.46
2026-03-16T16:01:00Z,66.96,34.02
2026-03-16T16:02:00Z,66.43,34.95
2026-03-16T16:03:00Z,66.56,36.14
2026-03-16T16:04:00Z,66.72,33.21
2026-03-16T16:05:00Z,67.07,32.90
2026-03-16T16:06:00Z,69.00,32.28
2026-03-16T16:07:00Z,69.73,32.28
2026-03-16T16:08:00Z,71.49,29.81
2026-03-16T16:09:00Z,69.04,30.44
2026-03-16T16:10:00Z,66.00,33.69
2026-03-16T16:11:00Z,68.05,31.28
2026-03-16T16:12:00Z,70.88,28.96
2026-03-16T16:13:00Z,71.91,28.76
2026-03-16T16:14:00Z,73.42,27.53
2026-03-16T16:15:00Z,72.05,27.76
2026-03-16T16:16:00Z,70.65,29.05
2026-03-16T16:17:00Z,69.06,34.00
2026-03-16T16:18:00Z,67.78,32.04
2026-03-16T16:19:00Z,74.28,27.29
2026-03-16T16:20:00Z,73.58,26.34
2026-03-16T16:21:00Z,74.73,22.54
2026-03-16T16:22:00Z,74.45,23.56
2026-03-16T16:23:00Z,84.71,18.90
2026-03-16T16:24:00Z,94.85,8.92
2026-03-16T16:25:00Z,99.00,8.92
2026-03-16T16:26:00Z,99.00,1.00
2026-03-16T16:27:00Z,99.00,1.00
2026-03-16T16:28:00Z,99.00,1.00
