# event_ticker=KXATPCHALLENGERMATCH-26APR21POLGHI
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Antoine Ghibaudo
# fav_player=Mili Poljicak
# dog_player=Antoine Ghibaudo
# kalshi_date=2026-04-21
timestamp,Mili Poljicak,Antoine Ghibaudo
2026-04-20T21:05:00Z,79.00,
2026-04-20T21:26:00Z,79.00,23.00
2026-04-20T21:33:00Z,79.00,23.00
2026-04-20T22:28:00Z,81.00,20.00
2026-04-20T22:51:00Z,82.00,20.00
2026-04-21T00:19:00Z,82.00,20.00
2026-04-21T01:33:00Z,82.00,18.41
2026-04-21T01:50:00Z,83.00,18.41
2026-04-21T01:58:00Z,83.00,17.99
2026-04-21T01:59:00Z,83.00,19.00
2026-04-21T02:11:00Z,83.00,19.00
2026-04-21T02:14:00Z,83.00,19.00
2026-04-21T02:15:00Z,83.00,19.00
2026-04-21T02:22:00Z,83.00,19.00
2026-04-21T03:32:00Z,83.00,19.00
2026-04-21T03:35:00Z,83.00,19.00
2026-04-21T03:37:00Z,83.00,19.00
2026-04-21T03:49:00Z,83.00,19.00
2026-04-21T03:55:00Z,81.00,19.00
2026-04-21T04:23:00Z,82.00,19.00
2026-04-21T04:40:00Z,83.00,19.00
2026-04-21T05:04:00Z,83.00,17.00
2026-04-21T05:05:00Z,83.00,17.00
2026-04-21T05:30:00Z,83.00,19.00
2026-04-21T05:33:00Z,83.00,19.90
2026-04-21T05:36:00Z,82.00,19.90
2026-04-21T05:39:00Z,82.00,18.00
2026-04-21T05:40:00Z,83.00,19.00
2026-04-21T05:41:00Z,83.00,19.00
2026-04-21T05:45:00Z,83.00,19.00
2026-04-21T05:52:00Z,83.00,19.00
2026-04-21T05:57:00Z,83.00,19.00
2026-04-21T05:58:00Z,83.00,19.68
2026-04-21T06:14:00Z,83.00,19.68
2026-04-21T06:17:00Z,83.00,19.96
2026-04-21T06:21:00Z,83.00,19.00
2026-04-21T06:27:00Z,83.00,19.00
2026-04-21T06:28:00Z,83.00,19.00
2026-04-21T06:41:00Z,83.00,19.00
2026-04-21T06:43:00Z,83.00,19.00
2026-04-21T07:04:00Z,83.00,20.00
2026-04-21T07:38:00Z,83.00,20.00
2026-04-21T07:44:00Z,83.00,21.00
2026-04-21T07:47:00Z,81.00,21.00
2026-04-21T07:59:00Z,79.00,25.07
2026-04-21T08:01:00Z,79.79,22.00
2026-04-21T08:06:00Z,79.79,22.00
2026-04-21T08:11:00Z,79.79,21.28
2026-04-21T08:25:00Z,81.88,21.28
2026-04-21T08:29:00Z,81.00,21.28
2026-04-21T08:36:00Z,79.00,27.31
2026-04-21T08:37:00Z,78.02,25.04
2026-04-21T08:38:00Z,74.79,25.53
2026-04-21T08:39:00Z,74.79,23.58
2026-04-21T08:40:00Z,79.57,22.10
2026-04-21T08:41:00Z,79.57,22.00
2026-04-21T08:42:00Z,80.83,22.88
2026-04-21T08:43:00Z,82.00,19.89
2026-04-21T08:44:00Z,82.00,20.68
2026-04-21T08:45:00Z,81.00,20.00
2026-04-21T08:46:00Z,83.00,18.41
2026-04-21T08:47:00Z,86.70,16.68
2026-04-21T08:48:00Z,86.34,11.88
2026-04-21T08:49:00Z,86.34,13.00
2026-04-21T08:50:00Z,86.34,13.50
2026-04-21T08:51:00Z,86.34,15.76
2026-04-21T08:52:00Z,87.00,14.00
2026-04-21T08:53:00Z,88.28,13.25
2026-04-21T08:54:00Z,83.38,17.52
2026-04-21T08:55:00Z,81.40,19.37
2026-04-21T08:56:00Z,86.63,17.59
2026-04-21T08:57:00Z,89.51,12.40
2026-04-21T08:58:00Z,90.31,8.55
2026-04-21T08:59:00Z,93.40,9.45
2026-04-21T09:00:00Z,92.00,7.70
2026-04-21T09:01:00Z,92.00,11.42
2026-04-21T09:02:00Z,90.00,12.23
2026-04-21T09:03:00Z,89.30,10.00
2026-04-21T09:04:00Z,89.30,11.00
2026-04-21T09:05:00Z,89.16,11.00
2026-04-21T09:06:00Z,88.00,12.00
2026-04-21T09:07:00Z,88.00,14.61
2026-04-21T09:08:00Z,88.00,15.00
2026-04-21T09:09:00Z,87.00,15.00
2026-04-21T09:10:00Z,87.23,13.49
2026-04-21T09:11:00Z,86.20,13.59
2026-04-21T09:12:00Z,86.00,13.78
2026-04-21T09:13:00Z,86.00,13.58
2026-04-21T09:14:00Z,87.00,14.00
2026-04-21T09:15:00Z,87.00,14.97
2026-04-21T09:16:00Z,87.00,14.62
2026-04-21T09:17:00Z,86.00,15.72
2026-04-21T09:18:00Z,83.87,20.77
2026-04-21T09:19:00Z,77.77,28.05
2026-04-21T09:20:00Z,70.53,30.15
2026-04-21T09:21:00Z,72.00,27.52
2026-04-21T09:22:00Z,72.00,30.00
2026-04-21T09:23:00Z,69.53,29.53
2026-04-21T09:24:00Z,69.53,31.15
2026-04-21T09:25:00Z,66.99,35.65
2026-04-21T09:26:00Z,61.26,37.00
2026-04-21T09:27:00Z,66.54,35.34
2026-04-21T09:28:00Z,68.94,32.17
2026-04-21T09:29:00Z,60.87,39.74
