# event_ticker=KXATPCHALLENGERMATCH-26APR21POLGHI
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Antoine Ghibaudo
# fav_player=Mili Poljicak
# dog_player=Antoine Ghibaudo
# kalshi_date=2026-04-21
timestamp,Mili Poljicak,Antoine Ghibaudo
2026-04-21T09:30:00Z,60.93,38.47
2026-04-21T09:31:00Z,54.71,46.33
2026-04-21T09:32:00Z,54.05,47.84
2026-04-21T09:33:00Z,48.19,52.51
2026-04-21T09:34:00Z,49.53,49.34
2026-04-21T09:35:00Z,46.31,53.94
2026-04-21T09:36:00Z,46.72,53.81
2026-04-21T09:37:00Z,47.01,54.83
2026-04-21T09:38:00Z,47.43,50.87
2026-04-21T09:39:00Z,47.45,54.76
2026-04-21T09:40:00Z,47.00,55.00
2026-04-21T09:41:00Z,48.11,48.86
2026-04-21T09:42:00Z,47.19,56.70
2026-04-21T09:43:00Z,41.25,58.00
2026-04-21T09:44:00Z,33.95,64.41
2026-04-21T09:45:00Z,31.05,69.76
2026-04-21T09:46:00Z,27.02,73.59
2026-04-21T09:47:00Z,22.30,78.42
2026-04-21T09:48:00Z,20.00,82.01
2026-04-21T09:49:00Z,22.64,75.28
2026-04-21T09:50:00Z,28.70,74.16
2026-04-21T09:51:00Z,38.58,62.22
2026-04-21T09:52:00Z,34.15,70.32
2026-04-21T09:53:00Z,22.97,75.12
2026-04-21T09:54:00Z,24.00,79.43
2026-04-21T09:55:00Z,24.67,77.66
2026-04-21T09:56:00Z,24.24,75.01
2026-04-21T09:57:00Z,25.13,74.59
2026-04-21T09:58:00Z,25.75,77.38
2026-04-21T09:59:00Z,26.38,74.88
2026-04-21T10:00:00Z,27.18,77.72
2026-04-21T10:01:00Z,15.51,83.44
2026-04-21T10:02:00Z,14.73,83.86
2026-04-21T10:03:00Z,20.55,81.03
2026-04-21T10:04:00Z,23.35,74.85
2026-04-21T10:05:00Z,21.80,78.00
2026-04-21T10:06:00Z,23.11,78.51
2026-04-21T10:07:00Z,20.71,80.06
2026-04-21T10:08:00Z,15.36,84.56
2026-04-21T10:09:00Z,17.12,83.73
2026-04-21T10:10:00Z,17.99,84.40
2026-04-21T10:11:00Z,19.66,79.37
2026-04-21T10:12:00Z,19.02,84.09
2026-04-21T10:13:00Z,16.70,86.19
2026-04-21T10:14:00Z,19.35,81.64
2026-04-21T10:15:00Z,14.63,84.94
2026-04-21T10:16:00Z,19.21,80.46
2026-04-21T10:17:00Z,10.26,88.25
2026-04-21T10:18:00Z,9.57,90.59
2026-04-21T10:19:00Z,10.25,91.03
2026-04-21T10:20:00Z,11.88,90.00
2026-04-21T10:21:00Z,13.00,88.65
2026-04-21T10:22:00Z,12.80,88.46
2026-04-21T10:23:00Z,16.19,82.98
2026-04-21T10:24:00Z,15.32,82.81
2026-04-21T10:25:00Z,10.92,92.52
2026-04-21T10:26:00Z,2.15,98.21
2026-04-21T10:27:00Z,2.15,99.00
2026-04-21T10:28:00Z,2.15,99.00
2026-04-21T10:30:00Z,2.15,99.00
2026-04-21T10:31:00Z,2.15,99.00
2026-04-21T10:32:00Z,2.15,99.00
