# event_ticker=KXATPMATCH-26FEB16DEJRUB
# final_score=6-4 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Jesper De Jong
# kalshi_date=2026-02-16
timestamp,Andrey Rublev,Jesper De Jong
2026-02-17T07:15:00Z,87.00,
2026-02-17T07:30:00Z,87.00,14.00
2026-02-17T07:35:00Z,86.00,14.00
2026-02-17T07:36:00Z,86.00,14.00
2026-02-17T07:44:00Z,85.00,14.00
2026-02-17T07:45:00Z,85.00,14.00
2026-02-17T07:46:00Z,85.00,14.00
2026-02-17T07:47:00Z,85.00,14.00
2026-02-17T07:49:00Z,85.00,14.00
2026-02-17T07:50:00Z,85.00,14.00
2026-02-17T07:51:00Z,85.00,14.00
2026-02-17T07:52:00Z,85.00,14.00
2026-02-17T07:53:00Z,85.00,14.00
2026-02-17T07:54:00Z,85.00,14.00
2026-02-17T07:56:00Z,85.00,14.00
2026-02-17T07:57:00Z,85.00,14.00
2026-02-17T07:58:00Z,85.00,14.00
2026-02-17T07:59:00Z,85.00,14.00
2026-02-17T08:00:00Z,85.00,14.00
2026-02-17T08:02:00Z,85.00,14.00
2026-02-17T08:03:00Z,85.00,14.00
2026-02-17T08:18:00Z,85.00,14.00
2026-02-17T08:29:00Z,86.00,14.00
2026-02-17T08:33:00Z,86.00,15.00
2026-02-17T08:35:00Z,86.00,15.00
2026-02-17T08:36:00Z,86.00,15.00
2026-02-17T08:46:00Z,85.00,15.00
2026-02-17T08:49:00Z,85.00,15.00
2026-02-17T08:50:00Z,85.00,15.00
2026-02-17T08:51:00Z,85.00,15.00
2026-02-17T08:58:00Z,85.00,15.00
2026-02-17T09:03:00Z,85.00,15.00
2026-02-17T09:04:00Z,85.00,15.00
2026-02-17T09:20:00Z,85.00,15.00
2026-02-17T09:22:00Z,85.00,15.00
2026-02-17T09:23:00Z,85.00,15.00
2026-02-17T09:41:00Z,86.00,15.00
2026-02-17T09:55:00Z,85.00,15.00
2026-02-17T09:56:00Z,85.00,15.00
2026-02-17T09:57:00Z,85.00,15.00
2026-02-17T09:59:00Z,85.00,15.00
2026-02-17T10:01:00Z,85.00,15.00
2026-02-17T10:05:00Z,85.00,15.00
2026-02-17T10:20:00Z,85.00,15.00
2026-02-17T10:49:00Z,85.00,14.46
2026-02-17T10:55:00Z,85.00,15.00
2026-02-17T11:15:00Z,86.00,15.00
2026-02-17T12:13:00Z,86.00,15.00
2026-02-17T12:18:00Z,85.00,15.00
2026-02-17T12:29:00Z,86.00,15.00
2026-02-17T12:45:00Z,86.00,15.00
2026-02-17T12:46:00Z,86.00,15.00
2026-02-17T12:47:00Z,86.00,15.00
2026-02-17T12:57:00Z,86.00,15.00
2026-02-17T13:02:00Z,86.00,15.00
2026-02-17T13:03:00Z,86.00,15.00
2026-02-17T13:04:00Z,86.00,15.00
2026-02-17T13:05:00Z,86.00,14.00
2026-02-17T13:07:00Z,86.00,14.00
2026-02-17T13:12:00Z,86.00,14.00
2026-02-17T13:13:00Z,86.00,14.00
2026-02-17T13:14:00Z,86.00,14.00
2026-02-17T13:15:00Z,86.00,14.00
2026-02-17T13:16:00Z,86.00,14.00
2026-02-17T13:33:00Z,86.00,14.00
2026-02-17T13:36:00Z,86.00,14.00
2026-02-17T13:37:00Z,87.00,14.00
2026-02-17T13:40:00Z,85.00,15.00
2026-02-17T13:57:00Z,85.00,15.00
2026-02-17T13:58:00Z,85.00,15.00
2026-02-17T13:59:00Z,85.00,15.00
2026-02-17T14:00:00Z,84.00,15.00
2026-02-17T14:02:00Z,85.00,15.00
2026-02-17T14:08:00Z,85.00,16.00
2026-02-17T14:12:00Z,85.00,16.00
2026-02-17T14:19:00Z,85.00,16.00
2026-02-17T14:21:00Z,85.00,16.00
2026-02-17T14:22:00Z,85.00,16.00
2026-02-17T14:24:00Z,85.00,16.00
2026-02-17T14:25:00Z,85.78,16.00
2026-02-17T14:27:00Z,86.00,16.00
2026-02-17T14:28:00Z,86.00,16.00
2026-02-17T14:29:00Z,86.00,16.00
2026-02-17T14:30:00Z,86.00,16.00
2026-02-17T14:31:00Z,86.00,16.00
2026-02-17T14:32:00Z,86.00,16.00
2026-02-17T14:35:00Z,84.00,16.00
2026-02-17T14:36:00Z,84.00,15.00
2026-02-17T14:37:00Z,86.00,15.00
2026-02-17T14:45:00Z,86.00,15.00
2026-02-17T14:46:00Z,86.00,15.00
2026-02-17T14:54:00Z,86.00,15.00
2026-02-17T14:58:00Z,86.00,15.00
2026-02-17T14:59:00Z,86.01,15.00
2026-02-17T15:00:00Z,87.00,15.00
2026-02-17T15:01:00Z,87.00,15.00
2026-02-17T15:02:00Z,87.00,15.00
2026-02-17T15:04:00Z,86.00,15.00
2026-02-17T15:07:00Z,86.00,15.62
2026-02-17T15:08:00Z,86.00,15.62
2026-02-17T15:10:00Z,86.00,16.00
2026-02-17T15:11:00Z,86.00,16.00
2026-02-17T15:12:00Z,86.00,16.00
2026-02-17T15:15:00Z,86.00,16.00
2026-02-17T15:16:00Z,86.00,16.00
2026-02-17T15:21:00Z,86.00,16.00
2026-02-17T15:24:00Z,86.00,16.00
2026-02-17T15:32:00Z,86.00,16.00
2026-02-17T15:33:00Z,86.00,16.00
2026-02-17T15:34:00Z,85.58,16.00
2026-02-17T15:36:00Z,86.00,16.00
2026-02-17T15:37:00Z,86.00,16.00
2026-02-17T15:41:00Z,86.00,16.00
2026-02-17T15:42:00Z,86.00,16.00
2026-02-17T15:48:00Z,86.00,16.00
2026-02-17T15:50:00Z,86.00,15.00
2026-02-17T15:53:00Z,86.00,15.00
2026-02-17T15:54:00Z,86.00,15.00
2026-02-17T15:56:00Z,86.00,15.00
2026-02-17T15:57:00Z,86.00,15.00
2026-02-17T16:02:00Z,87.00,15.00
2026-02-17T16:05:00Z,85.00,15.00
2026-02-17T16:07:00Z,86.00,15.00
2026-02-17T16:08:00Z,86.00,15.00
2026-02-17T16:12:00Z,86.00,15.00
2026-02-17T16:13:00Z,86.00,15.00
2026-02-17T16:14:00Z,86.00,15.00
2026-02-17T16:16:00Z,86.00,14.00
2026-02-17T16:19:00Z,86.00,14.00
2026-02-17T16:20:00Z,86.00,14.00
2026-02-17T16:21:00Z,86.00,15.00
2026-02-17T16:22:00Z,86.00,15.00
2026-02-17T16:23:00Z,86.00,15.00
2026-02-17T16:24:00Z,86.00,15.00
2026-02-17T16:26:00Z,87.00,15.00
2026-02-17T16:27:00Z,87.00,15.00
2026-02-17T16:29:00Z,87.00,15.00
2026-02-17T16:32:00Z,86.00,15.00
2026-02-17T16:36:00Z,86.00,15.00
2026-02-17T16:38:00Z,86.00,15.00
2026-02-17T16:39:00Z,86.00,15.00
