# event_ticker=KXATPCHALLENGERMATCH-26MAR02HEIGAL
# final_score=6-1 4-6 7-6(3)
# score_resolution=1-6 6-4 6-7
# match_winner=Gustavo Heide
# fav_player=Daniel Elahi Galan
# dog_player=Gustavo Heide
# kalshi_date=2026-03-02
timestamp,Daniel Elahi Galan,Gustavo Heide
2026-03-02T19:05:00Z,45.59,49.72
2026-03-02T19:06:00Z,47.32,50.42
2026-03-02T19:07:00Z,34.28,65.07
2026-03-02T19:08:00Z,16.89,80.49
2026-03-02T19:09:00Z,9.71,90.49
2026-03-02T19:10:00Z,17.66,82.74
2026-03-02T19:11:00Z,11.35,87.47
2026-03-02T19:12:00Z,8.73,89.30
2026-03-02T19:13:00Z,3.93,95.33
2026-03-02T19:14:00Z,1.99,98.30
2026-03-02T19:15:00Z,1.00,99.00
2026-03-02T19:16:00Z,1.00,99.00
