# event_ticker=KXATPCHALLENGERMATCH-26FEB12KOLVAN
# final_score=1-6 6-3 6-4
# match_winner=Luca Van Assche
# fav_player=Luca Van Assche
# dog_player=Zdenek Kolar
# kalshi_date=2026-02-12
timestamp,Luca Van Assche,Zdenek Kolar
2026-02-12T04:22:00Z,81.00,
2026-02-12T04:47:00Z,81.21,
2026-02-12T05:14:00Z,83.00,
2026-02-12T06:08:00Z,83.00,20.00
2026-02-12T06:09:00Z,83.00,20.00
2026-02-12T06:12:00Z,83.00,17.00
2026-02-12T06:23:00Z,83.00,18.00
2026-02-12T06:31:00Z,83.00,18.00
2026-02-12T06:47:00Z,83.00,18.00
2026-02-12T06:52:00Z,83.00,18.00
2026-02-12T07:07:00Z,83.00,18.98
2026-02-12T07:09:00Z,83.00,18.98
2026-02-12T07:10:00Z,83.00,19.93
2026-02-12T07:35:00Z,83.00,19.00
2026-02-12T07:40:00Z,83.00,19.00
2026-02-12T10:05:00Z,83.00,17.00
2026-02-12T10:32:00Z,82.00,17.00
2026-02-12T10:39:00Z,82.00,17.00
2026-02-12T10:41:00Z,82.00,17.00
2026-02-12T10:59:00Z,82.00,17.00
2026-02-12T11:06:00Z,82.00,17.00
2026-02-12T11:10:00Z,82.00,17.00
2026-02-12T11:12:00Z,82.00,19.00
2026-02-12T11:35:00Z,82.00,19.00
2026-02-12T11:41:00Z,82.00,19.00
2026-02-12T11:44:00Z,82.00,19.00
2026-02-12T11:46:00Z,82.00,19.00
2026-02-12T11:53:00Z,82.00,19.00
2026-02-12T11:59:00Z,82.00,19.00
2026-02-12T12:06:00Z,82.00,19.00
2026-02-12T12:15:00Z,82.00,19.00
2026-02-12T12:32:00Z,82.00,19.00
2026-02-12T12:34:00Z,82.00,19.70
2026-02-12T12:42:00Z,82.00,20.00
2026-02-12T13:05:00Z,82.00,19.00
2026-02-12T13:10:00Z,82.00,17.00
2026-02-12T13:12:00Z,82.00,19.53
2026-02-12T13:17:00Z,82.00,20.00
2026-02-12T13:21:00Z,82.00,19.00
2026-02-12T13:23:00Z,82.00,19.00
2026-02-12T13:24:00Z,82.00,19.00
2026-02-12T13:25:00Z,82.00,18.99
2026-02-12T13:27:00Z,82.00,19.00
2026-02-12T13:30:00Z,82.00,19.00
2026-02-12T13:31:00Z,82.00,19.00
2026-02-12T13:32:00Z,82.00,19.00
2026-02-12T13:35:00Z,82.00,19.00
2026-02-12T13:36:00Z,82.00,19.74
2026-02-12T13:37:00Z,82.00,20.00
2026-02-12T13:38:00Z,82.00,17.58
2026-02-12T13:39:00Z,83.22,20.65
2026-02-12T13:40:00Z,80.05,20.61
2026-02-12T13:41:00Z,80.05,20.96
2026-02-12T13:42:00Z,81.69,20.00
2026-02-12T13:43:00Z,80.14,20.85
2026-02-12T13:44:00Z,77.69,25.85
2026-02-12T13:45:00Z,74.84,25.38
2026-02-12T13:46:00Z,70.00,30.04
2026-02-12T13:47:00Z,67.73,34.99
2026-02-12T13:48:00Z,67.00,34.07
2026-02-12T13:49:00Z,66.00,36.82
2026-02-12T13:50:00Z,64.17,37.62
2026-02-12T13:51:00Z,62.71,39.45
2026-02-12T13:52:00Z,59.96,42.04
2026-02-12T13:53:00Z,55.52,45.73
2026-02-12T13:54:00Z,52.24,49.37
2026-02-12T13:55:00Z,49.41,54.82
2026-02-12T13:56:00Z,47.61,53.00
2026-02-12T13:57:00Z,45.22,56.24
2026-02-12T13:58:00Z,48.64,51.88
2026-02-12T13:59:00Z,47.29,53.17
2026-02-12T14:00:00Z,50.60,51.13
2026-02-12T14:01:00Z,46.40,53.19
2026-02-12T14:02:00Z,51.48,50.57
2026-02-12T14:03:00Z,50.68,50.77
2026-02-12T14:04:00Z,53.43,47.61
2026-02-12T14:05:00Z,52.00,50.45
2026-02-12T14:06:00Z,48.93,52.18
2026-02-12T14:07:00Z,50.00,51.05
2026-02-12T14:08:00Z,49.56,55.78
2026-02-12T14:09:00Z,54.43,44.49
2026-02-12T14:10:00Z,55.94,46.81
2026-02-12T14:11:00Z,55.87,47.92
2026-02-12T14:12:00Z,54.85,48.13
2026-02-12T14:13:00Z,51.50,50.41
2026-02-12T14:14:00Z,51.82,47.79
2026-02-12T14:15:00Z,54.73,47.30
2026-02-12T14:16:00Z,61.34,44.54
2026-02-12T14:17:00Z,55.10,47.89
2026-02-12T14:18:00Z,53.10,50.35
2026-02-12T14:19:00Z,58.04,41.74
2026-02-12T14:20:00Z,53.96,45.10
2026-02-12T14:21:00Z,52.58,45.52
2026-02-12T14:22:00Z,57.81,44.04
2026-02-12T14:23:00Z,58.26,47.67
2026-02-12T14:24:00Z,53.81,51.27
2026-02-12T14:25:00Z,49.46,52.96
2026-02-12T14:26:00Z,47.57,53.86
2026-02-12T14:27:00Z,51.76,51.32
2026-02-12T14:28:00Z,53.45,47.12
2026-02-12T14:29:00Z,54.06,46.21
2026-02-12T14:30:00Z,56.03,45.43
2026-02-12T14:31:00Z,56.00,44.87
2026-02-12T14:32:00Z,63.78,36.61
2026-02-12T14:33:00Z,61.81,34.90
2026-02-12T14:34:00Z,69.99,29.80
2026-02-12T14:35:00Z,73.91,27.85
2026-02-12T14:36:00Z,75.23,25.41
2026-02-12T14:37:00Z,77.33,22.64
2026-02-12T14:38:00Z,76.44,23.35
2026-02-12T14:39:00Z,76.46,23.94
2026-02-12T14:40:00Z,74.85,25.56
2026-02-12T14:41:00Z,74.78,26.96
2026-02-12T14:42:00Z,73.56,27.95
2026-02-12T14:43:00Z,74.07,26.62
2026-02-12T14:44:00Z,78.01,24.00
2026-02-12T14:45:00Z,78.73,21.95
2026-02-12T14:46:00Z,78.51,23.00
2026-02-12T14:47:00Z,78.08,24.01
2026-02-12T14:48:00Z,74.02,27.80
2026-02-12T14:49:00Z,71.05,28.67
2026-02-12T14:50:00Z,72.01,28.58
2026-02-12T14:51:00Z,77.92,22.60
2026-02-12T14:52:00Z,78.91,22.02
2026-02-12T14:53:00Z,85.40,16.38
2026-02-12T14:54:00Z,80.59,20.22
2026-02-12T14:55:00Z,80.39,21.67
2026-02-12T14:56:00Z,80.23,23.71
2026-02-12T14:57:00Z,80.08,21.80
2026-02-12T14:58:00Z,78.72,23.91
2026-02-12T14:59:00Z,75.84,23.97
2026-02-12T15:00:00Z,82.41,17.73
2026-02-12T15:01:00Z,91.00,9.76
2026-02-12T15:02:00Z,92.23,8.54
2026-02-12T15:03:00Z,93.88,7.26
2026-02-12T15:04:00Z,92.82,6.26
2026-02-12T15:05:00Z,92.82,9.99
2026-02-12T15:06:00Z,93.72,6.93
2026-02-12T15:07:00Z,93.87,5.46
2026-02-12T15:08:00Z,92.90,7.50
2026-02-12T15:09:00Z,94.63,7.87
2026-02-12T15:10:00Z,92.95,8.54
2026-02-12T15:11:00Z,91.99,9.64
2026-02-12T15:12:00Z,89.62,10.59
2026-02-12T15:13:00Z,89.64,11.18
2026-02-12T15:14:00Z,87.32,10.48
2026-02-12T15:15:00Z,93.23,7.58
2026-02-12T15:16:00Z,92.90,7.49
2026-02-12T15:17:00Z,94.35,5.18
2026-02-12T15:18:00Z,97.25,2.52
2026-02-12T15:19:00Z,98.84,1.94
2026-02-12T15:20:00Z,98.77,1.38
2026-02-12T15:21:00Z,98.24,1.41
2026-02-12T15:22:00Z,98.99,1.14
2026-02-12T15:23:00Z,99.00,1.00
2026-02-12T15:24:00Z,99.00,1.00
2026-02-12T15:25:00Z,99.00,1.00
2026-02-12T15:26:00Z,99.00,1.00
2026-02-12T15:27:00Z,99.00,1.00
2026-02-12T15:28:00Z,99.00,1.00
2026-02-12T15:29:00Z,99.00,1.00
2026-02-12T15:30:00Z,99.00,1.00
2026-02-12T15:31:00Z,99.00,1.00
2026-02-12T15:32:00Z,99.00,1.00
2026-02-12T15:33:00Z,99.00,1.00
2026-02-12T15:34:00Z,99.00,1.00
2026-02-12T15:35:00Z,98.87,1.20
2026-02-12T15:36:00Z,98.51,2.00
2026-02-12T15:37:00Z,97.81,2.62
2026-02-12T15:38:00Z,96.59,4.02
2026-02-12T15:39:00Z,95.94,5.29
2026-02-12T15:40:00Z,94.95,5.53
2026-02-12T15:41:00Z,95.35,5.78
2026-02-12T15:42:00Z,98.81,3.57
2026-02-12T15:43:00Z,98.79,2.49
2026-02-12T15:44:00Z,98.38,1.80
2026-02-12T15:45:00Z,99.00,1.00
2026-02-12T15:46:00Z,99.00,1.00
2026-02-12T15:47:00Z,99.00,1.00
2026-02-12T15:48:00Z,99.00,1.00
2026-02-12T15:49:00Z,99.00,1.00
2026-02-12T15:51:00Z,99.00,1.00
2026-02-12T15:52:00Z,99.00,1.00
