# event_ticker=KXATPMATCH-25JUL29MOUBRO
# final_score=6-2 6-1
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Jenson Brooksby
# kalshi_date=2025-07-29
timestamp,Corentin Moutet,Jenson Brooksby
2025-07-29T12:16:00Z,53.00,
2025-07-29T12:17:00Z,53.00,
2025-07-29T12:37:00Z,53.00,
2025-07-29T14:26:00Z,53.00,55.00
2025-07-29T14:46:00Z,55.00,55.00
2025-07-29T14:59:00Z,55.00,55.00
2025-07-29T15:04:00Z,55.00,47.00
2025-07-29T15:10:00Z,55.00,47.00
2025-07-29T15:17:00Z,55.00,47.00
2025-07-29T15:21:00Z,55.00,47.00
2025-07-29T15:32:00Z,55.00,47.00
2025-07-29T16:04:00Z,54.00,47.00
2025-07-29T16:06:00Z,54.00,47.00
2025-07-29T16:15:00Z,54.00,48.00
2025-07-29T16:19:00Z,54.00,48.00
2025-07-29T16:31:00Z,55.00,48.00
2025-07-29T16:54:00Z,55.00,46.00
2025-07-29T17:26:00Z,55.00,46.00
2025-07-29T17:31:00Z,56.00,46.00
2025-07-29T17:41:00Z,57.00,46.00
2025-07-29T17:45:00Z,57.00,46.00
2025-07-29T17:47:00Z,57.00,45.28
2025-07-29T17:52:00Z,57.00,46.00
2025-07-29T17:53:00Z,56.99,46.00
2025-07-29T18:00:00Z,56.99,45.00
2025-07-29T18:01:00Z,58.00,45.00
2025-07-29T18:02:00Z,58.00,45.00
2025-07-29T18:04:00Z,58.00,45.00
2025-07-29T18:09:00Z,58.00,43.00
2025-07-29T18:13:00Z,57.00,45.00
2025-07-29T18:17:00Z,57.00,45.99
2025-07-29T18:34:00Z,56.00,45.99
2025-07-29T18:36:00Z,56.00,46.00
2025-07-29T18:45:00Z,56.00,46.00
2025-07-29T18:46:00Z,55.00,46.00
2025-07-29T18:47:00Z,55.00,48.00
2025-07-29T18:49:00Z,61.00,48.00
2025-07-29T18:50:00Z,61.00,48.00
2025-07-29T18:51:00Z,61.00,48.00
2025-07-29T18:55:00Z,56.00,48.00
2025-07-29T18:56:00Z,56.00,47.00
2025-07-29T18:57:00Z,57.00,47.00
2025-07-29T18:58:00Z,57.00,46.00
2025-07-29T18:59:00Z,57.00,46.78
2025-07-29T19:00:00Z,57.00,48.69
2025-07-29T19:01:00Z,56.00,47.00
2025-07-29T19:02:00Z,51.26,50.95
2025-07-29T19:03:00Z,48.04,52.00
2025-07-29T19:05:00Z,48.04,49.00
2025-07-29T19:06:00Z,48.04,49.42
2025-07-29T19:07:00Z,58.10,45.00
2025-07-29T19:08:00Z,67.01,34.00
2025-07-29T19:09:00Z,69.73,34.00
2025-07-29T19:10:00Z,70.00,34.00
2025-07-29T19:11:00Z,70.60,34.00
2025-07-29T19:12:00Z,75.13,34.00
2025-07-29T19:13:00Z,75.13,28.74
2025-07-29T19:14:00Z,77.00,28.74
2025-07-29T19:15:00Z,73.21,37.00
2025-07-29T19:16:00Z,76.00,33.44
2025-07-29T19:17:00Z,76.22,33.44
2025-07-29T19:18:00Z,76.00,31.00
2025-07-29T19:19:00Z,76.00,31.85
2025-07-29T19:21:00Z,74.96,27.00
2025-07-29T19:22:00Z,74.96,26.00
2025-07-29T19:23:00Z,74.02,31.21
2025-07-29T19:24:00Z,72.00,31.00
2025-07-29T19:26:00Z,74.00,31.00
2025-07-29T19:28:00Z,76.00,25.00
2025-07-29T19:29:00Z,77.78,22.00
2025-07-29T19:30:00Z,83.79,22.00
2025-07-29T19:31:00Z,83.69,22.00
2025-07-29T19:33:00Z,84.00,18.00
2025-07-29T19:34:00Z,84.54,18.00
2025-07-29T19:35:00Z,86.00,18.00
2025-07-29T19:36:00Z,86.00,15.00
2025-07-29T19:37:00Z,86.00,14.00
2025-07-29T19:38:00Z,86.00,14.00
2025-07-29T19:39:00Z,88.00,13.00
2025-07-29T19:40:00Z,88.00,7.27
2025-07-29T19:41:00Z,93.00,7.27
2025-07-29T19:42:00Z,91.21,9.13
2025-07-29T19:43:00Z,92.91,6.00
2025-07-29T19:44:00Z,92.91,5.00
2025-07-29T19:45:00Z,96.00,7.95
2025-07-29T19:46:00Z,92.00,6.00
2025-07-29T19:47:00Z,92.00,6.00
2025-07-29T19:48:00Z,96.00,5.00
2025-07-29T19:49:00Z,95.32,4.00
2025-07-29T19:50:00Z,97.00,4.00
2025-07-29T19:51:00Z,96.85,4.00
2025-07-29T19:52:00Z,98.77,3.61
2025-07-29T19:53:00Z,98.55,1.00
2025-07-29T19:54:00Z,99.00,1.00
2025-07-29T19:55:00Z,99.00,1.00
2025-07-29T19:56:00Z,99.00,1.00
2025-07-29T19:57:00Z,99.00,1.00
2025-07-29T19:58:00Z,99.00,1.00
2025-07-29T20:01:00Z,99.00,1.00
2025-07-29T20:03:00Z,99.00,1.00
2025-07-29T20:04:00Z,99.00,1.00
2025-07-29T20:06:00Z,99.00,1.00
2025-07-29T20:07:00Z,99.00,1.00
2025-07-29T20:08:00Z,99.00,1.00
2025-07-29T20:11:00Z,99.00,1.00
2025-07-29T20:12:00Z,99.00,1.00
2025-07-29T20:13:00Z,99.00,1.00
2025-07-29T20:15:00Z,99.00,1.00
2025-07-29T20:16:00Z,99.00,1.00
