# event_ticker=KXATPMATCH-26JAN11MEDNAK
# final_score=6-2 7-6(1)
# score_resolution=2-6 6-7
# match_winner=Daniil Medvedev
# fav_player=Brandon Nakashima
# dog_player=Daniil Medvedev
# kalshi_date=2026-01-11
timestamp,Brandon Nakashima,Daniil Medvedev
2026-01-10T21:56:00Z,24.00,74.00
2026-01-10T22:06:00Z,24.00,74.00
2026-01-10T22:10:00Z,24.00,74.00
2026-01-10T22:11:00Z,24.00,74.00
2026-01-10T22:14:00Z,26.00,74.00
2026-01-10T22:36:00Z,26.00,76.00
2026-01-10T22:38:00Z,26.00,76.00
2026-01-10T22:41:00Z,26.00,76.00
2026-01-10T23:09:00Z,26.00,76.00
2026-01-10T23:39:00Z,26.00,76.00
2026-01-10T23:44:00Z,26.00,76.00
2026-01-10T23:58:00Z,26.00,76.00
2026-01-11T00:40:00Z,26.00,77.00
2026-01-11T00:49:00Z,25.00,77.00
2026-01-11T00:51:00Z,25.00,77.00
2026-01-11T00:53:00Z,25.00,77.00
2026-01-11T00:54:00Z,25.00,76.21
2026-01-11T00:56:00Z,25.00,77.00
2026-01-11T01:04:00Z,25.00,77.00
2026-01-11T01:07:00Z,25.00,77.00
2026-01-11T01:13:00Z,25.00,77.00
2026-01-11T01:24:00Z,25.00,77.00
2026-01-11T01:28:00Z,25.00,77.00
2026-01-11T01:46:00Z,25.00,77.00
2026-01-11T01:47:00Z,25.00,77.00
2026-01-11T01:48:00Z,25.00,77.00
2026-01-11T01:49:00Z,25.00,77.00
2026-01-11T01:58:00Z,25.00,77.00
2026-01-11T01:59:00Z,25.00,77.00
2026-01-11T02:05:00Z,25.00,77.00
2026-01-11T02:09:00Z,25.00,77.00
2026-01-11T02:19:00Z,25.00,77.00
2026-01-11T02:20:00Z,25.00,77.00
2026-01-11T02:33:00Z,25.00,77.00
2026-01-11T02:37:00Z,25.00,77.00
2026-01-11T02:40:00Z,24.00,77.00
2026-01-11T02:43:00Z,25.00,77.00
2026-01-11T02:46:00Z,25.00,77.00
2026-01-11T02:52:00Z,25.00,77.00
2026-01-11T03:03:00Z,25.00,77.00
2026-01-11T03:08:00Z,25.00,77.00
2026-01-11T03:16:00Z,25.00,77.00
2026-01-11T03:18:00Z,25.00,77.00
2026-01-11T03:26:00Z,25.00,77.00
2026-01-11T03:31:00Z,24.00,77.00
2026-01-11T03:32:00Z,25.00,77.00
2026-01-11T03:33:00Z,25.00,77.00
2026-01-11T03:47:00Z,25.00,77.00
2026-01-11T04:06:00Z,25.00,77.00
2026-01-11T04:08:00Z,25.00,77.00
2026-01-11T04:16:00Z,25.00,77.00
2026-01-11T04:19:00Z,25.00,77.00
2026-01-11T04:22:00Z,25.00,77.00
2026-01-11T04:29:00Z,24.00,77.00
2026-01-11T04:30:00Z,24.00,75.00
2026-01-11T04:40:00Z,24.00,75.00
2026-01-11T04:42:00Z,24.00,77.00
2026-01-11T04:43:00Z,24.00,77.00
2026-01-11T04:44:00Z,25.00,77.00
2026-01-11T04:45:00Z,25.00,77.00
2026-01-11T04:47:00Z,25.00,77.00
2026-01-11T04:48:00Z,25.00,77.00
2026-01-11T04:50:00Z,25.00,77.00
2026-01-11T04:53:00Z,25.00,76.00
2026-01-11T04:55:00Z,25.00,76.00
2026-01-11T04:57:00Z,25.00,76.00
2026-01-11T04:58:00Z,25.00,77.00
2026-01-11T05:00:00Z,23.63,77.00
2026-01-11T05:01:00Z,25.00,77.00
2026-01-11T05:04:00Z,25.00,77.00
2026-01-11T05:06:00Z,25.00,77.00
2026-01-11T05:09:00Z,25.00,77.00
2026-01-11T05:10:00Z,25.00,77.00
2026-01-11T05:14:00Z,25.00,77.00
2026-01-11T05:16:00Z,24.00,77.00
2026-01-11T05:18:00Z,24.00,77.00
2026-01-11T05:19:00Z,24.00,77.00
2026-01-11T05:23:00Z,24.00,77.00
2026-01-11T05:28:00Z,25.00,77.00
2026-01-11T05:29:00Z,25.00,77.00
2026-01-11T05:31:00Z,25.00,77.00
2026-01-11T05:32:00Z,25.00,77.00
2026-01-11T05:36:00Z,25.00,77.00
2026-01-11T05:37:00Z,25.00,77.00
2026-01-11T05:40:00Z,25.00,77.00
2026-01-11T05:43:00Z,25.00,77.00
2026-01-11T05:48:00Z,25.00,77.00
2026-01-11T05:50:00Z,25.00,77.00
2026-01-11T05:53:00Z,25.00,77.00
2026-01-11T05:55:00Z,25.00,77.00
2026-01-11T05:56:00Z,25.00,77.00
2026-01-11T05:57:00Z,25.00,77.00
2026-01-11T06:01:00Z,25.00,77.00
2026-01-11T06:03:00Z,25.00,77.00
2026-01-11T06:05:00Z,25.00,77.00
2026-01-11T06:06:00Z,24.00,77.00
2026-01-11T06:08:00Z,24.00,77.00
2026-01-11T06:11:00Z,24.00,77.00
2026-01-11T06:13:00Z,24.00,77.00
2026-01-11T06:16:00Z,24.00,77.00
2026-01-11T06:17:00Z,24.00,77.00
2026-01-11T06:19:00Z,24.00,77.00
2026-01-11T06:20:00Z,24.00,77.00
2026-01-11T06:23:00Z,24.00,77.00
2026-01-11T06:24:00Z,24.00,77.00
2026-01-11T06:25:00Z,24.00,77.42
2026-01-11T06:26:00Z,24.00,77.42
2026-01-11T06:27:00Z,24.00,78.00
2026-01-11T06:28:00Z,24.00,78.00
2026-01-11T06:29:00Z,25.00,78.00
2026-01-11T06:30:00Z,25.00,78.00
2026-01-11T06:32:00Z,25.00,78.00
2026-01-11T06:34:00Z,25.00,78.00
2026-01-11T06:35:00Z,25.00,78.00
2026-01-11T06:36:00Z,25.00,78.00
2026-01-11T06:37:00Z,24.00,78.00
2026-01-11T06:38:00Z,24.00,78.00
2026-01-11T06:39:00Z,24.00,78.00
2026-01-11T06:40:00Z,24.78,78.00
2026-01-11T06:41:00Z,24.78,78.00
2026-01-11T06:43:00Z,25.00,78.00
2026-01-11T06:46:00Z,25.00,78.00
2026-01-11T06:47:00Z,25.00,78.00
2026-01-11T06:48:00Z,25.00,77.08
2026-01-11T06:49:00Z,25.00,77.08
2026-01-11T06:52:00Z,25.00,78.00
2026-01-11T06:54:00Z,23.00,78.00
2026-01-11T06:56:00Z,25.00,78.00
2026-01-11T06:57:00Z,25.00,78.00
2026-01-11T06:59:00Z,25.00,78.00
2026-01-11T07:02:00Z,25.00,77.94
2026-01-11T07:03:00Z,24.00,77.94
2026-01-11T07:04:00Z,24.00,77.00
2026-01-11T07:05:00Z,24.00,77.00
2026-01-11T07:06:00Z,24.00,78.00
2026-01-11T07:07:00Z,24.00,78.00
2026-01-11T07:08:00Z,24.00,78.00
2026-01-11T07:09:00Z,24.00,78.00
2026-01-11T07:10:00Z,24.00,78.00
2026-01-11T07:11:00Z,24.00,77.54
2026-01-11T07:12:00Z,24.00,78.00
2026-01-11T07:13:00Z,22.04,78.00
2026-01-11T07:14:00Z,24.00,78.00
2026-01-11T07:15:00Z,24.00,77.00
2026-01-11T07:16:00Z,24.00,78.00
2026-01-11T07:17:00Z,24.00,78.00
2026-01-11T07:18:00Z,25.00,78.00
2026-01-11T07:20:00Z,25.00,78.00
2026-01-11T07:21:00Z,25.00,78.00
2026-01-11T07:22:00Z,25.00,78.00
2026-01-11T07:24:00Z,25.00,78.00
2026-01-11T07:26:00Z,25.00,78.00
2026-01-11T07:27:00Z,25.00,78.00
2026-01-11T07:28:00Z,25.00,78.00
2026-01-11T07:29:00Z,25.00,78.00
2026-01-11T07:30:00Z,25.00,78.00
2026-01-11T07:31:00Z,25.00,78.00
2026-01-11T07:34:00Z,25.00,77.70
2026-01-11T07:35:00Z,24.00,77.70
2026-01-11T07:36:00Z,24.00,77.70
2026-01-11T07:37:00Z,24.00,78.00
2026-01-11T07:39:00Z,24.00,78.00
2026-01-11T07:42:00Z,24.00,78.00
2026-01-11T07:43:00Z,24.00,78.00
2026-01-11T07:45:00Z,24.00,78.00
2026-01-11T07:47:00Z,24.00,78.00
2026-01-11T07:48:00Z,24.00,78.00
2026-01-11T07:49:00Z,24.00,78.00
2026-01-11T07:51:00Z,24.00,78.00
2026-01-11T07:54:00Z,24.00,78.00
2026-01-11T07:55:00Z,24.00,78.00
2026-01-11T07:57:00Z,22.05,78.00
2026-01-11T07:58:00Z,24.00,78.00
2026-01-11T07:59:00Z,24.00,78.00
2026-01-11T08:00:00Z,24.00,78.00
2026-01-11T08:03:00Z,24.00,78.00
2026-01-11T08:05:00Z,24.00,78.00
2026-01-11T08:07:00Z,24.00,78.00
2026-01-11T08:09:00Z,24.00,78.00
2026-01-11T08:11:00Z,24.00,78.00
2026-01-11T08:14:00Z,24.00,78.00
2026-01-11T08:15:00Z,24.00,78.00
2026-01-11T08:16:00Z,24.00,78.00
2026-01-11T08:17:00Z,24.00,78.00
2026-01-11T08:18:00Z,24.00,78.00
2026-01-11T08:25:00Z,24.00,78.00
2026-01-11T08:26:00Z,23.00,78.00
2026-01-11T08:27:00Z,23.00,78.00
2026-01-11T08:28:00Z,22.00,78.00
2026-01-11T08:30:00Z,23.00,78.00
2026-01-11T08:32:00Z,22.08,78.00
2026-01-11T08:33:00Z,24.16,78.00
2026-01-11T08:35:00Z,24.16,77.00
2026-01-11T08:36:00Z,24.16,78.00
2026-01-11T08:37:00Z,23.00,78.00
