# event_ticker=KXATPCHALLENGERMATCH-26MAR31LOKGIU
# final_score=6-3 6-4
# match_winner=Lorenzo Giustino
# fav_player=Lorenzo Giustino
# dog_player=Laurent Lokoli
# kalshi_date=2026-03-31
timestamp,Lorenzo Giustino,Laurent Lokoli
2026-04-02T06:19:00Z,63.00,
2026-04-02T06:55:00Z,63.00,
2026-04-02T09:51:00Z,63.00,38.00
2026-04-02T09:55:00Z,63.00,38.00
2026-04-02T10:33:00Z,63.00,38.00
2026-04-02T12:11:00Z,63.00,38.00
2026-04-02T12:18:00Z,63.00,38.00
2026-04-02T13:13:00Z,66.00,36.00
2026-04-02T13:43:00Z,64.00,36.00
2026-04-02T13:49:00Z,64.00,36.00
2026-04-02T14:17:00Z,64.00,36.00
2026-04-02T14:19:00Z,64.00,39.00
2026-04-02T14:20:00Z,63.00,39.00
2026-04-02T14:22:00Z,63.97,39.00
2026-04-02T14:23:00Z,63.97,38.00
2026-04-02T14:24:00Z,64.00,38.00
2026-04-02T14:25:00Z,64.32,38.20
2026-04-02T14:26:00Z,64.28,38.00
2026-04-02T14:27:00Z,65.00,38.00
2026-04-02T14:28:00Z,65.00,38.00
2026-04-02T14:29:00Z,65.00,37.96
2026-04-02T14:30:00Z,65.00,38.00
2026-04-02T14:31:00Z,65.00,38.00
2026-04-02T14:32:00Z,64.56,38.00
2026-04-02T14:33:00Z,64.48,37.09
2026-04-02T14:34:00Z,64.23,37.00
2026-04-02T14:35:00Z,65.49,37.00
2026-04-02T14:36:00Z,66.00,37.00
2026-04-02T14:37:00Z,66.00,37.00
2026-04-02T14:38:00Z,66.00,37.00
2026-04-02T14:39:00Z,66.00,37.00
2026-04-02T14:40:00Z,66.00,37.00
2026-04-02T14:42:00Z,66.00,37.00
2026-04-02T14:43:00Z,66.00,37.00
2026-04-02T14:44:00Z,66.63,35.00
2026-04-02T14:45:00Z,67.38,34.31
2026-04-02T14:46:00Z,67.00,33.04
2026-04-02T14:47:00Z,67.00,34.00
2026-04-02T14:48:00Z,65.55,33.57
2026-04-02T14:49:00Z,66.00,33.57
2026-04-02T14:50:00Z,65.00,33.57
2026-04-02T14:51:00Z,65.00,33.00
2026-04-02T14:53:00Z,65.00,33.00
2026-04-02T14:54:00Z,65.00,34.00
2026-04-02T14:55:00Z,65.00,33.00
2026-04-02T14:57:00Z,64.62,34.00
2026-04-02T14:58:00Z,64.62,33.00
2026-04-02T15:02:00Z,64.62,34.33
2026-04-02T15:05:00Z,67.00,34.33
2026-04-02T15:09:00Z,66.00,34.33
2026-04-02T15:13:00Z,64.00,34.33
2026-04-02T15:15:00Z,64.00,34.33
2026-04-02T15:30:00Z,64.00,36.00
2026-04-02T15:40:00Z,64.00,36.00
2026-04-02T15:41:00Z,64.00,36.00
2026-04-02T15:46:00Z,64.00,36.00
2026-04-02T15:59:00Z,64.00,35.00
2026-04-02T16:03:00Z,64.00,36.00
2026-04-02T16:06:00Z,65.00,36.00
2026-04-02T16:11:00Z,65.00,35.00
2026-04-02T16:29:00Z,64.00,35.00
2026-04-02T16:32:00Z,64.00,36.00
2026-04-02T16:35:00Z,65.55,36.00
2026-04-02T16:49:00Z,65.68,36.00
2026-04-02T16:50:00Z,62.00,36.00
2026-04-02T16:55:00Z,70.60,31.17
2026-04-02T16:56:00Z,70.60,34.77
2026-04-02T16:57:00Z,70.60,35.25
2026-04-02T17:01:00Z,68.00,32.79
2026-04-02T17:08:00Z,68.00,34.00
2026-04-02T17:09:00Z,68.00,34.00
2026-04-02T17:10:00Z,68.00,34.00
2026-04-02T17:12:00Z,68.00,34.00
2026-04-02T17:13:00Z,71.11,29.21
2026-04-02T17:14:00Z,67.57,32.54
2026-04-02T17:15:00Z,67.00,32.54
2026-04-02T17:16:00Z,68.00,32.57
2026-04-02T17:18:00Z,68.00,33.99
2026-04-02T17:19:00Z,68.00,35.73
2026-04-02T17:22:00Z,68.00,35.73
2026-04-02T17:25:00Z,67.00,35.73
2026-04-02T17:28:00Z,67.00,34.23
2026-04-02T17:34:00Z,67.00,34.23
2026-04-02T17:35:00Z,67.00,34.23
2026-04-02T17:36:00Z,67.00,33.00
2026-04-02T17:38:00Z,67.00,33.00
2026-04-02T17:39:00Z,69.02,32.71
2026-04-02T17:41:00Z,66.30,32.71
2026-04-02T17:44:00Z,66.00,32.00
2026-04-02T17:45:00Z,69.00,32.00
2026-04-02T17:46:00Z,70.00,32.00
2026-04-02T17:48:00Z,70.00,32.72
2026-04-02T17:49:00Z,70.00,31.78
2026-04-02T17:50:00Z,70.00,31.78
2026-04-02T17:51:00Z,69.25,32.00
2026-04-02T17:52:00Z,69.00,32.00
2026-04-02T17:53:00Z,69.00,32.00
2026-04-02T17:54:00Z,69.75,29.00
2026-04-02T17:55:00Z,69.96,26.28
2026-04-02T17:56:00Z,69.70,31.92
2026-04-02T17:57:00Z,66.45,32.51
2026-04-02T17:58:00Z,65.95,34.21
2026-04-02T17:59:00Z,67.90,33.79
2026-04-02T18:00:00Z,65.07,34.96
2026-04-02T18:01:00Z,64.34,35.07
2026-04-02T18:02:00Z,61.19,38.62
2026-04-02T18:03:00Z,59.23,40.50
2026-04-02T18:04:00Z,61.75,39.55
2026-04-02T18:05:00Z,64.24,35.10
2026-04-02T18:06:00Z,66.90,35.00
2026-04-02T18:07:00Z,64.00,36.20
2026-04-02T18:08:00Z,63.00,36.00
2026-04-02T18:09:00Z,60.38,39.07
2026-04-02T18:10:00Z,57.19,41.60
2026-04-02T18:11:00Z,60.26,38.00
2026-04-02T18:12:00Z,62.18,36.47
2026-04-02T18:13:00Z,65.00,35.00
2026-04-02T18:14:00Z,66.43,32.33
2026-04-02T18:15:00Z,68.18,30.40
2026-04-02T18:16:00Z,66.51,33.60
2026-04-02T18:17:00Z,69.53,29.79
2026-04-02T18:18:00Z,67.00,35.95
2026-04-02T18:19:00Z,62.91,35.95
2026-04-02T18:20:00Z,66.49,34.50
2026-04-02T18:21:00Z,68.87,34.50
2026-04-02T18:22:00Z,69.00,30.50
2026-04-02T18:23:00Z,76.88,23.52
2026-04-02T18:24:00Z,81.01,17.47
2026-04-02T18:25:00Z,85.34,19.30
2026-04-02T18:26:00Z,85.35,14.38
2026-04-02T18:27:00Z,84.00,14.62
2026-04-02T18:28:00Z,84.00,14.00
2026-04-02T18:29:00Z,89.27,12.15
2026-04-02T18:30:00Z,87.32,12.79
2026-04-02T18:31:00Z,84.00,16.02
2026-04-02T18:32:00Z,80.00,18.79
2026-04-02T18:33:00Z,80.40,20.37
2026-04-02T18:34:00Z,81.50,17.18
2026-04-02T18:35:00Z,82.04,18.00
2026-04-02T18:36:00Z,84.23,16.00
2026-04-02T18:37:00Z,84.90,17.34
2026-04-02T18:38:00Z,89.00,11.06
2026-04-02T18:39:00Z,93.81,9.23
2026-04-02T18:40:00Z,93.91,6.33
2026-04-02T18:41:00Z,93.01,7.89
2026-04-02T18:42:00Z,91.04,9.41
2026-04-02T18:43:00Z,92.15,7.31
2026-04-02T18:44:00Z,95.97,4.69
2026-04-02T18:45:00Z,94.64,6.59
2026-04-02T18:46:00Z,93.00,7.74
2026-04-02T18:47:00Z,93.48,7.81
2026-04-02T18:48:00Z,96.17,4.07
2026-04-02T18:49:00Z,96.82,3.92
2026-04-02T18:50:00Z,97.01,4.00
2026-04-02T18:51:00Z,95.94,5.00
2026-04-02T18:52:00Z,95.12,5.00
2026-04-02T18:53:00Z,96.51,4.00
2026-04-02T18:54:00Z,95.58,4.92
2026-04-02T18:55:00Z,97.57,2.99
2026-04-02T18:56:00Z,96.50,3.21
2026-04-02T18:57:00Z,98.10,2.20
2026-04-02T18:58:00Z,97.17,3.00
2026-04-02T18:59:00Z,97.29,3.00
2026-04-02T19:00:00Z,93.67,7.99
2026-04-02T19:01:00Z,90.89,10.65
2026-04-02T19:02:00Z,91.28,9.82
2026-04-02T19:03:00Z,91.60,8.72
2026-04-02T19:04:00Z,94.16,7.69
2026-04-02T19:05:00Z,94.84,8.90
2026-04-02T19:06:00Z,94.15,8.99
2026-04-02T19:07:00Z,98.97,1.39
2026-04-02T19:08:00Z,99.00,1.39
2026-04-02T19:09:00Z,99.00,1.39
2026-04-02T19:11:00Z,99.00,1.39
