# event_ticker=KXATPMATCH-26JAN12VAVDIA
# final_score=6-3 7-6(4)
# score_resolution=6-3 7-6
# match_winner=Andrea Vavassori
# fav_player=Andrea Vavassori
# dog_player=Gabriel Diallo
# kalshi_date=2026-01-12
timestamp,Andrea Vavassori,Gabriel Diallo
2026-01-13T05:06:00Z,30.34,77.16
2026-01-13T05:08:00Z,40.11,55.29
2026-01-13T05:09:00Z,40.11,51.39
2026-01-13T05:10:00Z,50.00,51.03
2026-01-13T05:11:00Z,50.00,55.60
2026-01-13T05:12:00Z,52.00,50.48
2026-01-13T05:13:00Z,52.00,50.00
2026-01-13T05:14:00Z,52.00,50.51
2026-01-13T05:15:00Z,48.80,54.03
2026-01-13T05:16:00Z,49.37,51.09
2026-01-13T05:17:00Z,48.34,53.49
2026-01-13T05:18:00Z,52.71,53.49
2026-01-13T05:19:00Z,48.00,53.15
2026-01-13T05:20:00Z,50.04,52.46
2026-01-13T05:21:00Z,52.79,49.26
2026-01-13T05:22:00Z,52.00,50.00
2026-01-13T05:23:00Z,49.14,51.00
2026-01-13T05:24:00Z,51.00,51.00
2026-01-13T05:25:00Z,51.00,51.00
2026-01-13T05:26:00Z,54.01,47.02
2026-01-13T05:27:00Z,49.78,52.00
2026-01-13T05:28:00Z,53.58,48.65
2026-01-13T05:29:00Z,55.14,47.89
2026-01-13T05:30:00Z,55.11,47.89
2026-01-13T05:31:00Z,57.16,45.85
2026-01-13T05:32:00Z,56.00,45.00
2026-01-13T05:33:00Z,56.24,45.81
2026-01-13T05:34:00Z,56.24,45.07
2026-01-13T05:35:00Z,54.57,47.52
2026-01-13T05:36:00Z,57.00,48.84
2026-01-13T05:37:00Z,54.55,48.00
2026-01-13T05:38:00Z,56.67,45.85
2026-01-13T05:39:00Z,55.89,44.98
2026-01-13T05:40:00Z,52.63,49.87
2026-01-13T05:41:00Z,56.78,44.00
2026-01-13T05:42:00Z,58.66,43.00
2026-01-13T05:43:00Z,57.85,43.53
2026-01-13T05:44:00Z,57.78,44.34
2026-01-13T05:45:00Z,55.00,47.97
2026-01-13T05:46:00Z,54.49,48.20
2026-01-13T05:47:00Z,52.72,50.53
2026-01-13T05:48:00Z,51.66,48.98
2026-01-13T05:49:00Z,57.93,43.09
2026-01-13T05:50:00Z,61.48,45.37
2026-01-13T05:51:00Z,58.08,45.56
2026-01-13T05:52:00Z,57.52,47.84
2026-01-13T05:53:00Z,57.66,45.99
2026-01-13T05:54:00Z,56.29,46.53
2026-01-13T05:55:00Z,56.78,48.00
2026-01-13T05:56:00Z,55.22,48.41
2026-01-13T05:57:00Z,60.24,44.87
2026-01-13T05:58:00Z,58.02,44.30
2026-01-13T05:59:00Z,56.04,47.25
2026-01-13T06:00:00Z,55.25,51.90
2026-01-13T06:01:00Z,56.51,46.07
2026-01-13T06:02:00Z,55.00,47.05
2026-01-13T06:03:00Z,51.08,51.24
2026-01-13T06:04:00Z,54.64,49.72
2026-01-13T06:05:00Z,49.53,49.98
2026-01-13T06:06:00Z,58.40,44.73
2026-01-13T06:07:00Z,58.44,43.73
2026-01-13T06:08:00Z,55.26,48.95
2026-01-13T06:09:00Z,55.92,47.78
2026-01-13T06:10:00Z,56.08,45.74
2026-01-13T06:11:00Z,71.66,31.16
2026-01-13T06:12:00Z,88.96,11.57
2026-01-13T06:13:00Z,89.58,10.92
2026-01-13T06:14:00Z,89.32,13.51
2026-01-13T06:15:00Z,77.86,20.09
2026-01-13T06:16:00Z,80.68,20.02
2026-01-13T06:17:00Z,92.10,11.16
2026-01-13T06:18:00Z,91.22,12.57
2026-01-13T06:19:00Z,74.47,28.80
2026-01-13T06:20:00Z,57.34,41.16
2026-01-13T06:21:00Z,56.21,45.52
2026-01-13T06:22:00Z,56.29,44.37
2026-01-13T06:23:00Z,55.58,47.63
2026-01-13T06:24:00Z,54.63,46.94
2026-01-13T06:25:00Z,59.16,43.08
2026-01-13T06:26:00Z,63.80,38.46
2026-01-13T06:27:00Z,63.78,39.80
2026-01-13T06:28:00Z,64.05,36.81
2026-01-13T06:29:00Z,67.35,35.11
2026-01-13T06:30:00Z,63.64,40.00
2026-01-13T06:31:00Z,70.59,32.45
2026-01-13T06:32:00Z,61.42,37.18
2026-01-13T06:33:00Z,56.49,41.69
2026-01-13T06:34:00Z,52.05,56.88
2026-01-13T06:35:00Z,59.59,46.31
2026-01-13T06:36:00Z,59.83,43.07
2026-01-13T06:37:00Z,63.43,36.13
2026-01-13T06:38:00Z,65.32,35.82
2026-01-13T06:39:00Z,65.10,36.83
2026-01-13T06:40:00Z,77.92,26.40
2026-01-13T06:41:00Z,79.65,17.97
2026-01-13T06:42:00Z,84.44,20.97
2026-01-13T06:43:00Z,89.45,14.78
2026-01-13T06:44:00Z,74.73,30.36
2026-01-13T06:45:00Z,79.45,22.83
2026-01-13T06:46:00Z,95.48,6.75
2026-01-13T06:47:00Z,99.00,1.00
2026-01-13T06:48:00Z,99.00,1.00
2026-01-13T06:49:00Z,99.00,1.00
2026-01-13T06:50:00Z,99.00,1.00
2026-01-13T06:51:00Z,99.00,1.00
2026-01-13T06:52:00Z,99.00,1.00
2026-01-13T06:53:00Z,99.00,1.00
2026-01-13T06:54:00Z,99.00,1.00
2026-01-13T06:55:00Z,99.00,1.00
2026-01-13T06:56:00Z,99.00,1.00
2026-01-13T06:57:00Z,99.00,1.00
2026-01-13T06:58:00Z,99.00,1.00
2026-01-13T06:59:00Z,99.00,1.00
2026-01-13T07:00:00Z,99.00,1.00
2026-01-13T07:01:00Z,99.00,1.00
2026-01-13T07:02:00Z,99.00,1.00
