# event_ticker=KXATPMATCH-25SEP22MUSSHE
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Lorenzo Musetti
# fav_player=Alexander Shevchenko
# dog_player=Lorenzo Musetti
# kalshi_date=2025-09-22
timestamp,Alexander Shevchenko,Lorenzo Musetti
2025-09-22T03:55:00Z,20.00,82.00
2025-09-22T03:56:00Z,20.00,82.00
2025-09-22T03:57:00Z,20.00,82.00
2025-09-22T03:59:00Z,20.00,82.00
2025-09-22T04:00:00Z,20.00,82.00
2025-09-22T04:03:00Z,20.00,82.00
2025-09-22T04:04:00Z,20.00,82.00
2025-09-22T04:05:00Z,20.00,82.00
2025-09-22T04:07:00Z,20.00,82.00
2025-09-22T04:08:00Z,20.00,82.00
2025-09-22T04:10:00Z,20.00,82.00
2025-09-22T04:12:00Z,20.00,82.00
2025-09-22T04:16:00Z,20.00,82.00
2025-09-22T04:17:00Z,19.00,82.00
2025-09-22T04:18:00Z,19.00,82.00
2025-09-22T04:19:00Z,19.00,82.00
2025-09-22T04:22:00Z,19.00,82.00
2025-09-22T04:25:00Z,19.00,82.00
2025-09-22T04:26:00Z,19.00,82.00
2025-09-22T04:27:00Z,19.00,82.00
2025-09-22T04:28:00Z,19.00,82.00
2025-09-22T04:32:00Z,19.00,82.00
2025-09-22T04:33:00Z,19.00,82.00
2025-09-22T04:34:00Z,19.00,81.00
2025-09-22T04:35:00Z,19.00,82.00
2025-09-22T04:36:00Z,19.00,82.00
2025-09-22T04:37:00Z,19.00,82.00
2025-09-22T04:41:00Z,19.00,82.00
2025-09-22T04:42:00Z,19.00,82.00
2025-09-22T04:44:00Z,19.00,82.00
2025-09-22T04:46:00Z,19.00,82.00
2025-09-22T04:52:00Z,18.00,82.00
2025-09-22T04:56:00Z,18.00,82.00
2025-09-22T04:57:00Z,18.00,82.00
2025-09-22T04:59:00Z,18.00,82.00
2025-09-22T05:03:00Z,19.00,82.00
2025-09-22T05:04:00Z,19.00,82.00
2025-09-22T05:05:00Z,19.00,82.00
2025-09-22T05:06:00Z,18.00,82.00
2025-09-22T05:09:00Z,18.00,83.00
2025-09-22T05:12:00Z,18.00,83.00
2025-09-22T05:15:00Z,18.00,83.00
2025-09-22T05:17:00Z,18.00,83.00
2025-09-22T05:20:00Z,18.00,83.00
2025-09-22T05:22:00Z,18.00,83.00
2025-09-22T05:23:00Z,18.00,83.00
2025-09-22T05:25:00Z,19.00,83.00
2025-09-22T05:27:00Z,19.00,83.00
2025-09-22T05:34:00Z,19.00,83.00
2025-09-22T05:39:00Z,19.00,83.00
2025-09-22T05:40:00Z,19.00,83.00
2025-09-22T05:41:00Z,18.00,83.00
2025-09-22T05:42:00Z,18.00,83.00
2025-09-22T05:43:00Z,18.00,83.00
2025-09-22T05:44:00Z,18.00,83.00
2025-09-22T05:45:00Z,18.03,83.00
2025-09-22T05:46:00Z,18.00,83.00
2025-09-22T05:55:00Z,18.00,83.00
2025-09-22T05:58:00Z,18.00,83.00
2025-09-22T06:02:00Z,19.00,83.00
2025-09-22T06:04:00Z,19.00,83.00
2025-09-22T06:06:00Z,19.00,81.00
2025-09-22T06:07:00Z,19.00,83.00
2025-09-22T06:08:00Z,19.00,83.00
2025-09-22T06:15:00Z,18.98,83.00
2025-09-22T06:22:00Z,18.00,83.00
2025-09-22T06:23:00Z,18.00,83.00
2025-09-22T06:33:00Z,19.00,83.00
2025-09-22T06:35:00Z,19.00,83.00
2025-09-22T06:37:00Z,19.00,83.00
2025-09-22T06:46:00Z,19.00,83.00
2025-09-22T06:51:00Z,19.00,81.00
2025-09-22T06:53:00Z,19.00,83.00
2025-09-22T06:55:00Z,19.00,83.00
2025-09-22T06:56:00Z,19.00,83.00
2025-09-22T06:58:00Z,19.00,83.00
2025-09-22T07:01:00Z,19.00,83.00
2025-09-22T07:05:00Z,19.00,83.00
2025-09-22T07:24:00Z,19.00,83.00
2025-09-22T07:28:00Z,19.00,83.00
2025-09-22T07:33:00Z,19.00,83.00
2025-09-22T07:35:00Z,19.00,83.00
2025-09-22T07:49:00Z,18.00,83.00
2025-09-22T07:50:00Z,18.00,82.00
2025-09-22T07:52:00Z,18.00,82.00
2025-09-22T07:54:00Z,18.00,82.99
2025-09-22T07:58:00Z,18.00,83.00
2025-09-22T08:04:00Z,18.00,83.00
2025-09-22T08:05:00Z,18.00,83.00
2025-09-22T08:15:00Z,18.00,83.00
2025-09-22T08:32:00Z,18.00,82.00
2025-09-22T08:34:00Z,18.00,82.00
2025-09-22T08:41:00Z,19.00,82.00
2025-09-22T08:42:00Z,19.00,82.12
2025-09-22T08:50:00Z,19.00,82.12
2025-09-22T08:59:00Z,19.00,83.00
2025-09-22T09:05:00Z,19.00,83.00
2025-09-22T09:06:00Z,19.00,83.00
2025-09-22T09:10:00Z,19.00,83.00
2025-09-22T09:15:00Z,18.83,83.00
2025-09-22T09:17:00Z,19.00,83.00
2025-09-22T09:22:00Z,19.00,83.00
2025-09-22T09:28:00Z,19.00,83.00
2025-09-22T09:34:00Z,19.00,83.00
2025-09-22T09:38:00Z,19.00,83.00
2025-09-22T09:40:00Z,19.00,83.00
2025-09-22T09:41:00Z,19.00,83.00
2025-09-22T09:48:00Z,19.00,83.00
2025-09-22T09:49:00Z,19.00,83.00
2025-09-22T10:01:00Z,18.00,83.00
2025-09-22T10:02:00Z,18.79,81.00
2025-09-22T10:06:00Z,19.00,83.00
2025-09-22T10:07:00Z,18.00,83.00
2025-09-22T10:13:00Z,19.00,83.00
2025-09-22T10:16:00Z,18.00,83.00
2025-09-22T10:20:00Z,18.00,83.00
2025-09-22T10:24:00Z,18.00,83.00
2025-09-22T10:30:00Z,18.00,84.00
2025-09-22T10:34:00Z,18.00,84.00
2025-09-22T10:35:00Z,18.00,84.00
2025-09-22T10:37:00Z,18.00,84.00
2025-09-22T10:40:00Z,18.00,82.00
2025-09-22T10:43:00Z,18.00,83.10
2025-09-22T10:44:00Z,18.00,84.00
2025-09-22T10:45:00Z,17.00,84.00
2025-09-22T10:46:00Z,17.00,84.00
2025-09-22T10:47:00Z,17.63,84.00
2025-09-22T10:48:00Z,18.00,84.00
2025-09-22T10:49:00Z,18.00,82.00
2025-09-22T10:50:00Z,18.00,83.00
2025-09-22T10:51:00Z,18.00,83.00
2025-09-22T10:52:00Z,18.55,83.00
2025-09-22T10:53:00Z,19.00,83.00
2025-09-22T10:54:00Z,19.00,83.00
2025-09-22T10:55:00Z,19.00,83.00
2025-09-22T10:57:00Z,19.00,83.00
2025-09-22T10:58:00Z,19.00,83.00
2025-09-22T10:59:00Z,19.00,83.00
2025-09-22T11:00:00Z,19.00,87.03
2025-09-22T11:01:00Z,19.00,84.00
2025-09-22T11:02:00Z,18.84,84.00
2025-09-22T11:03:00Z,18.56,84.00
2025-09-22T11:04:00Z,19.00,84.00
2025-09-22T11:05:00Z,19.00,84.00
2025-09-22T11:06:00Z,19.00,86.00
2025-09-22T11:07:00Z,19.22,86.00
2025-09-22T11:08:00Z,19.22,84.00
2025-09-22T11:09:00Z,18.12,85.00
2025-09-22T11:10:00Z,19.00,85.00
2025-09-22T11:11:00Z,16.00,86.29
2025-09-22T11:12:00Z,15.00,86.29
2025-09-22T11:13:00Z,13.00,88.00
2025-09-22T11:14:00Z,11.29,89.93
2025-09-22T11:15:00Z,13.36,88.22
2025-09-22T11:16:00Z,14.00,84.86
2025-09-22T11:17:00Z,17.28,84.67
2025-09-22T11:18:00Z,19.95,82.59
2025-09-22T11:19:00Z,13.68,85.00
2025-09-22T11:20:00Z,15.24,87.50
2025-09-22T11:21:00Z,14.33,88.00
2025-09-22T11:22:00Z,12.70,88.11
2025-09-22T11:23:00Z,13.96,87.28
2025-09-22T11:24:00Z,17.00,88.00
2025-09-22T11:25:00Z,16.89,86.87
2025-09-22T11:26:00Z,15.93,85.76
2025-09-22T11:27:00Z,15.00,87.00
2025-09-22T11:28:00Z,15.00,87.00
2025-09-22T11:29:00Z,17.00,84.00
2025-09-22T11:30:00Z,15.85,84.00
2025-09-22T11:31:00Z,11.00,89.00
2025-09-22T11:32:00Z,7.86,90.44
2025-09-22T11:33:00Z,6.76,90.44
2025-09-22T11:34:00Z,4.50,90.44
2025-09-22T11:35:00Z,17.60,94.07
2025-09-22T11:36:00Z,2.00,98.82
2025-09-22T11:38:00Z,2.00,96.00
2025-09-22T11:39:00Z,7.93,96.00
2025-09-22T11:41:00Z,8.87,95.00
2025-09-22T11:42:00Z,5.81,95.83
2025-09-22T11:43:00Z,6.11,95.86
2025-09-22T11:44:00Z,5.71,96.00
2025-09-22T11:45:00Z,10.74,94.00
2025-09-22T11:46:00Z,7.00,94.00
2025-09-22T11:48:00Z,5.96,97.22
2025-09-22T11:49:00Z,2.70,98.00
2025-09-22T11:50:00Z,3.76,98.00
2025-09-22T11:51:00Z,3.76,98.00
2025-09-22T11:52:00Z,2.00,98.00
2025-09-22T11:53:00Z,2.00,99.00
2025-09-22T11:54:00Z,2.93,98.00
2025-09-22T11:56:00Z,1.70,98.33
2025-09-22T11:57:00Z,4.00,98.33
2025-09-22T11:59:00Z,4.00,99.00
2025-09-22T12:00:00Z,4.00,99.00
2025-09-22T12:01:00Z,3.02,99.00
2025-09-22T12:02:00Z,3.02,99.00
2025-09-22T12:03:00Z,1.00,99.00
2025-09-22T12:04:00Z,2.70,99.00
2025-09-22T12:05:00Z,2.70,99.00
2025-09-22T12:06:00Z,1.82,99.00
2025-09-22T12:07:00Z,1.00,99.00
2025-09-22T12:08:00Z,1.00,98.39
2025-09-22T12:11:00Z,1.00,98.00
2025-09-22T12:12:00Z,1.00,99.00
2025-09-22T12:14:00Z,1.00,99.00
2025-09-22T12:16:00Z,1.00,99.00
