# event_ticker=KXATPMATCH-26APR12GRISHA
# final_score=6-4 3-6 6-2
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Tallon Griekspoor
# kalshi_date=2026-04-12
timestamp,Denis Shapovalov,Tallon Griekspoor
2026-04-13T21:24:00Z,51.00,
2026-04-13T21:27:00Z,51.00,50.00
2026-04-13T21:55:00Z,51.00,50.00
2026-04-13T22:20:00Z,51.00,50.00
2026-04-13T22:21:00Z,51.00,50.00
2026-04-13T22:23:00Z,52.00,50.00
2026-04-13T22:34:00Z,52.00,48.00
2026-04-13T22:42:00Z,52.00,50.00
2026-04-13T22:45:00Z,52.00,50.00
2026-04-13T22:46:00Z,52.00,50.00
2026-04-13T22:49:00Z,52.00,50.00
2026-04-13T23:01:00Z,51.00,50.00
2026-04-13T23:05:00Z,52.00,50.00
2026-04-13T23:13:00Z,51.00,50.00
2026-04-13T23:14:00Z,51.00,50.00
2026-04-13T23:25:00Z,51.00,50.00
2026-04-13T23:36:00Z,52.00,50.00
2026-04-13T23:39:00Z,52.00,50.00
2026-04-13T23:41:00Z,51.00,50.00
2026-04-13T23:43:00Z,51.00,50.00
2026-04-13T23:50:00Z,52.00,50.00
2026-04-14T00:17:00Z,52.00,50.00
2026-04-14T00:20:00Z,52.00,50.00
2026-04-14T00:37:00Z,52.00,50.00
2026-04-14T00:45:00Z,52.00,50.00
2026-04-14T00:58:00Z,52.00,50.00
2026-04-14T00:59:00Z,52.00,48.00
2026-04-14T01:12:00Z,52.00,48.00
2026-04-14T01:13:00Z,52.00,50.00
2026-04-14T01:17:00Z,52.00,50.00
2026-04-14T01:27:00Z,52.00,50.00
2026-04-14T01:34:00Z,52.00,50.00
2026-04-14T01:39:00Z,52.00,50.00
2026-04-14T01:43:00Z,52.00,50.00
2026-04-14T01:54:00Z,52.00,49.00
2026-04-14T01:55:00Z,52.00,49.00
2026-04-14T02:00:00Z,52.00,49.00
2026-04-14T02:01:00Z,52.00,49.00
2026-04-14T02:06:00Z,52.00,49.00
2026-04-14T02:09:00Z,52.00,49.00
2026-04-14T02:11:00Z,52.00,49.00
2026-04-14T02:13:00Z,52.00,49.00
2026-04-14T02:15:00Z,52.00,49.00
2026-04-14T02:17:00Z,52.00,49.00
2026-04-14T02:21:00Z,52.00,49.00
2026-04-14T02:30:00Z,52.00,49.00
2026-04-14T02:31:00Z,52.00,49.00
2026-04-14T02:35:00Z,52.00,49.00
2026-04-14T02:36:00Z,52.00,49.25
2026-04-14T02:38:00Z,52.00,50.00
2026-04-14T02:40:00Z,52.00,50.00
2026-04-14T02:49:00Z,52.00,50.00
2026-04-14T02:52:00Z,52.00,50.00
2026-04-14T02:53:00Z,52.00,50.00
2026-04-14T02:55:00Z,51.00,50.00
2026-04-14T02:57:00Z,51.00,50.00
2026-04-14T02:58:00Z,51.00,50.00
2026-04-14T03:00:00Z,51.00,50.00
2026-04-14T03:05:00Z,51.00,50.00
2026-04-14T03:06:00Z,51.00,50.00
2026-04-14T03:07:00Z,51.00,50.00
2026-04-14T03:10:00Z,51.00,50.00
2026-04-14T03:11:00Z,51.00,50.00
2026-04-14T03:12:00Z,51.00,50.00
2026-04-14T03:14:00Z,51.00,50.00
2026-04-14T03:15:00Z,51.00,50.00
2026-04-14T03:16:00Z,51.00,50.00
2026-04-14T03:17:00Z,51.00,50.00
2026-04-14T03:18:00Z,51.00,50.00
2026-04-14T03:35:00Z,51.00,50.00
2026-04-14T03:45:00Z,50.00,50.00
2026-04-14T03:51:00Z,50.00,50.00
2026-04-14T03:52:00Z,50.00,51.00
2026-04-14T03:53:00Z,50.00,51.00
2026-04-14T03:56:00Z,50.00,51.00
2026-04-14T04:00:00Z,50.00,51.00
2026-04-14T04:01:00Z,50.00,51.00
2026-04-14T04:04:00Z,50.00,50.00
2026-04-14T04:09:00Z,50.00,50.00
2026-04-14T04:10:00Z,50.00,50.00
2026-04-14T04:15:00Z,50.00,50.00
2026-04-14T04:18:00Z,50.00,50.00
2026-04-14T04:20:00Z,50.00,50.00
2026-04-14T04:22:00Z,50.00,50.00
2026-04-14T04:24:00Z,50.00,50.00
2026-04-14T04:25:00Z,50.00,50.75
2026-04-14T04:26:00Z,50.00,51.00
2026-04-14T04:27:00Z,50.00,51.00
2026-04-14T04:28:00Z,50.00,51.00
2026-04-14T04:29:00Z,50.00,50.00
2026-04-14T04:30:00Z,51.00,50.00
2026-04-14T04:31:00Z,51.00,50.00
2026-04-14T04:32:00Z,51.00,50.00
2026-04-14T04:34:00Z,51.00,50.00
2026-04-14T04:35:00Z,51.00,50.00
2026-04-14T04:37:00Z,51.00,50.00
2026-04-14T04:38:00Z,51.00,49.02
2026-04-14T04:39:00Z,51.00,50.00
2026-04-14T04:40:00Z,51.00,50.00
2026-04-14T04:41:00Z,51.00,50.00
2026-04-14T04:42:00Z,51.00,50.00
2026-04-14T04:44:00Z,51.00,50.00
2026-04-14T04:45:00Z,51.00,50.00
2026-04-14T04:47:00Z,51.00,50.00
2026-04-14T04:48:00Z,51.00,50.00
2026-04-14T04:50:00Z,51.00,50.00
2026-04-14T04:51:00Z,51.00,50.00
2026-04-14T04:53:00Z,51.00,50.00
2026-04-14T04:55:00Z,51.00,50.00
2026-04-14T04:56:00Z,51.00,50.00
2026-04-14T04:58:00Z,51.00,51.00
2026-04-14T04:59:00Z,50.00,51.00
2026-04-14T05:04:00Z,50.00,51.00
2026-04-14T05:05:00Z,51.00,51.00
2026-04-14T05:07:00Z,51.00,51.00
2026-04-14T05:08:00Z,51.00,51.00
2026-04-14T05:09:00Z,51.00,50.99
2026-04-14T05:10:00Z,51.00,50.00
