# event_ticker=KXATPMATCH-25AUG18GASFUC
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Marton Fucsovics
# fav_player=Hugo Gaston
# dog_player=Marton Fucsovics
# kalshi_date=2025-08-18
timestamp,Hugo Gaston,Marton Fucsovics
2025-08-18T13:51:00Z,34.00,
2025-08-18T14:00:00Z,35.00,
2025-08-18T14:10:00Z,35.00,67.00
2025-08-18T14:17:00Z,35.00,67.00
2025-08-18T14:32:00Z,35.00,68.00
2025-08-18T14:39:00Z,35.00,68.00
2025-08-18T14:40:00Z,35.00,68.00
2025-08-18T15:04:00Z,35.00,68.00
2025-08-18T15:33:00Z,34.00,68.00
2025-08-18T15:41:00Z,34.00,68.00
2025-08-18T15:51:00Z,34.00,68.00
2025-08-18T16:00:00Z,34.00,68.00
2025-08-18T16:02:00Z,34.00,68.00
2025-08-18T16:07:00Z,34.00,68.00
2025-08-18T16:22:00Z,34.00,68.00
2025-08-18T16:28:00Z,34.00,68.00
2025-08-18T16:31:00Z,34.00,67.00
2025-08-18T16:35:00Z,34.00,67.00
2025-08-18T16:52:00Z,32.00,67.00
2025-08-18T16:53:00Z,32.00,67.00
2025-08-18T16:55:00Z,32.00,67.00
2025-08-18T16:58:00Z,34.00,67.00
2025-08-18T17:00:00Z,34.00,67.00
2025-08-18T17:05:00Z,34.00,67.00
2025-08-18T17:18:00Z,34.00,67.00
2025-08-18T17:19:00Z,34.00,67.00
2025-08-18T17:41:00Z,34.00,67.00
2025-08-18T17:45:00Z,34.00,67.00
2025-08-18T17:51:00Z,34.00,67.00
2025-08-18T17:58:00Z,34.00,67.00
2025-08-18T18:11:00Z,34.00,67.01
2025-08-18T18:12:00Z,36.00,67.01
2025-08-18T18:14:00Z,31.00,72.00
2025-08-18T18:15:00Z,39.00,72.00
2025-08-18T18:16:00Z,25.38,75.00
2025-08-18T18:18:00Z,25.00,75.79
2025-08-18T18:19:00Z,26.00,74.00
2025-08-18T18:20:00Z,29.00,74.00
2025-08-18T18:21:00Z,26.00,72.00
2025-08-18T18:24:00Z,37.11,72.00
2025-08-18T18:25:00Z,32.15,72.00
2025-08-18T18:26:00Z,33.20,67.00
2025-08-18T18:28:00Z,37.20,61.98
2025-08-18T18:29:00Z,34.00,66.00
2025-08-18T18:30:00Z,34.00,69.46
2025-08-18T18:31:00Z,34.00,69.00
2025-08-18T18:34:00Z,30.00,74.00
2025-08-18T18:35:00Z,30.00,70.00
2025-08-18T18:36:00Z,33.00,70.00
2025-08-18T18:39:00Z,30.00,70.00
2025-08-18T18:41:00Z,30.00,79.23
2025-08-18T18:42:00Z,19.73,81.81
2025-08-18T18:43:00Z,19.73,86.25
2025-08-18T18:44:00Z,17.00,86.25
2025-08-18T18:45:00Z,17.00,86.80
2025-08-18T18:46:00Z,17.00,87.00
2025-08-18T18:48:00Z,11.32,87.00
2025-08-18T18:57:00Z,13.00,87.00
2025-08-18T18:58:00Z,12.00,87.00
2025-08-18T18:59:00Z,19.14,88.00
2025-08-18T19:00:00Z,19.14,90.00
2025-08-18T19:02:00Z,3.00,90.00
2025-08-18T19:05:00Z,3.00,95.20
2025-08-18T19:07:00Z,3.00,96.92
2025-08-18T19:08:00Z,4.03,96.92
2025-08-18T19:10:00Z,4.03,97.00
2025-08-18T19:11:00Z,4.03,98.45
2025-08-18T19:12:00Z,2.00,98.00
2025-08-18T19:13:00Z,2.95,97.10
2025-08-18T19:14:00Z,5.59,97.00
2025-08-18T19:16:00Z,7.00,96.00
2025-08-18T19:17:00Z,16.52,87.76
2025-08-18T19:18:00Z,13.74,87.76
2025-08-18T19:19:00Z,15.00,85.00
2025-08-18T19:21:00Z,10.92,89.23
2025-08-18T19:22:00Z,16.30,86.45
2025-08-18T19:23:00Z,11.19,86.45
2025-08-18T19:24:00Z,5.83,93.68
2025-08-18T19:28:00Z,3.00,98.28
2025-08-18T19:29:00Z,1.00,98.00
2025-08-18T19:30:00Z,1.58,99.00
2025-08-18T19:31:00Z,1.58,99.00
2025-08-18T19:34:00Z,1.58,99.00
