# event_ticker=KXATPMATCH-26MAR10MEDMIC
# final_score=6-2 6-4
# match_winner=Daniil Medvedev
# fav_player=Daniil Medvedev
# dog_player=Alex Michelsen
# kalshi_date=2026-03-10
timestamp,Daniil Medvedev,Alex Michelsen
2026-03-11T08:16:00Z,77.00,
2026-03-11T08:33:00Z,77.00,
2026-03-11T08:35:00Z,77.00,
2026-03-11T08:44:00Z,77.00,25.00
2026-03-11T08:55:00Z,77.00,25.00
2026-03-11T08:59:00Z,77.00,25.00
2026-03-11T09:03:00Z,77.00,23.00
2026-03-11T09:04:00Z,76.00,23.00
2026-03-11T09:10:00Z,77.00,23.00
2026-03-11T09:12:00Z,77.00,23.00
2026-03-11T09:13:00Z,77.00,23.00
2026-03-11T09:18:00Z,77.00,23.00
2026-03-11T09:30:00Z,77.00,23.00
2026-03-11T09:35:00Z,77.00,23.00
2026-03-11T09:40:00Z,77.00,24.00
2026-03-11T09:46:00Z,77.00,24.00
2026-03-11T09:47:00Z,77.00,24.00
2026-03-11T09:49:00Z,77.00,25.00
2026-03-11T09:50:00Z,77.00,25.00
2026-03-11T09:59:00Z,77.00,25.00
2026-03-11T10:03:00Z,76.00,25.00
2026-03-11T10:16:00Z,76.00,25.00
2026-03-11T10:20:00Z,76.00,25.00
2026-03-11T10:23:00Z,76.00,25.00
2026-03-11T10:24:00Z,77.00,25.00
2026-03-11T10:28:00Z,76.00,25.00
2026-03-11T10:30:00Z,76.00,25.00
2026-03-11T10:31:00Z,76.00,25.00
2026-03-11T10:32:00Z,76.00,25.00
2026-03-11T10:39:00Z,76.00,25.00
2026-03-11T10:41:00Z,76.00,25.00
2026-03-11T10:46:00Z,76.00,24.00
2026-03-11T10:57:00Z,76.00,24.00
2026-03-11T10:58:00Z,76.00,24.00
2026-03-11T11:00:00Z,76.00,24.00
2026-03-11T11:09:00Z,76.00,24.00
2026-03-11T11:10:00Z,76.00,24.00
2026-03-11T11:23:00Z,76.00,24.00
2026-03-11T11:26:00Z,76.00,25.00
2026-03-11T11:27:00Z,76.00,25.00
2026-03-11T11:30:00Z,76.00,25.00
2026-03-11T11:38:00Z,76.00,25.00
2026-03-11T11:41:00Z,76.00,25.00
2026-03-11T11:44:00Z,76.00,25.00
2026-03-11T11:48:00Z,76.00,25.00
2026-03-11T11:49:00Z,76.00,25.00
2026-03-11T11:56:00Z,76.00,25.00
2026-03-11T11:59:00Z,76.00,25.00
2026-03-11T12:01:00Z,76.00,25.00
2026-03-11T12:05:00Z,76.00,25.00
2026-03-11T12:07:00Z,76.00,25.00
2026-03-11T12:11:00Z,76.00,25.00
2026-03-11T12:12:00Z,76.00,25.00
2026-03-11T12:13:00Z,76.00,25.00
2026-03-11T12:19:00Z,76.00,25.00
2026-03-11T12:21:00Z,76.00,25.24
2026-03-11T12:22:00Z,76.00,25.24
2026-03-11T12:23:00Z,76.00,26.00
2026-03-11T12:24:00Z,76.00,26.00
2026-03-11T12:25:00Z,76.00,26.00
2026-03-11T12:26:00Z,76.00,26.00
2026-03-11T12:28:00Z,75.39,26.00
2026-03-11T12:29:00Z,76.00,26.00
2026-03-11T12:31:00Z,76.00,26.00
2026-03-11T12:34:00Z,76.00,26.00
2026-03-11T12:36:00Z,76.00,26.00
2026-03-11T12:40:00Z,76.00,26.00
2026-03-11T12:46:00Z,74.00,26.00
2026-03-11T12:50:00Z,74.00,26.00
2026-03-11T12:51:00Z,76.00,26.00
2026-03-11T12:52:00Z,76.00,26.00
2026-03-11T12:54:00Z,76.00,26.00
2026-03-11T12:57:00Z,76.00,26.00
2026-03-11T12:58:00Z,76.00,26.00
2026-03-11T13:00:00Z,74.00,26.00
2026-03-11T13:01:00Z,76.00,26.00
2026-03-11T13:02:00Z,76.00,26.00
2026-03-11T13:03:00Z,76.00,26.00
2026-03-11T13:06:00Z,76.00,26.00
2026-03-11T13:08:00Z,76.00,26.00
2026-03-11T13:09:00Z,76.00,26.00
2026-03-11T13:10:00Z,76.00,26.00
2026-03-11T13:11:00Z,76.00,26.00
2026-03-11T13:12:00Z,76.00,26.00
2026-03-11T13:14:00Z,76.00,26.00
2026-03-11T13:15:00Z,76.00,26.00
2026-03-11T13:18:00Z,76.00,26.00
2026-03-11T13:19:00Z,76.00,26.00
2026-03-11T13:20:00Z,76.00,26.00
2026-03-11T13:22:00Z,76.00,26.00
2026-03-11T13:24:00Z,76.00,26.00
2026-03-11T13:25:00Z,76.00,26.00
2026-03-11T13:30:00Z,76.00,26.00
2026-03-11T13:31:00Z,76.00,26.00
2026-03-11T13:32:00Z,76.00,26.00
2026-03-11T13:34:00Z,76.00,26.00
2026-03-11T13:35:00Z,76.00,26.00
2026-03-11T13:36:00Z,76.00,26.00
2026-03-11T13:40:00Z,76.00,26.00
2026-03-11T13:41:00Z,76.00,26.00
2026-03-11T13:44:00Z,76.00,26.00
2026-03-11T13:46:00Z,76.00,26.00
2026-03-11T13:48:00Z,76.00,26.00
2026-03-11T13:49:00Z,76.00,26.00
2026-03-11T13:55:00Z,76.00,26.00
2026-03-11T13:57:00Z,76.00,26.00
2026-03-11T14:03:00Z,75.00,26.00
2026-03-11T14:04:00Z,76.00,26.00
2026-03-11T14:06:00Z,76.00,26.00
2026-03-11T14:10:00Z,76.00,26.00
2026-03-11T14:13:00Z,76.00,26.00
2026-03-11T14:14:00Z,76.00,26.00
2026-03-11T14:16:00Z,76.00,26.00
2026-03-11T14:18:00Z,76.00,26.00
2026-03-11T14:21:00Z,76.00,26.00
2026-03-11T14:22:00Z,76.00,26.00
2026-03-11T14:27:00Z,76.00,26.00
2026-03-11T14:28:00Z,76.00,25.00
2026-03-11T14:29:00Z,76.00,25.00
2026-03-11T14:30:00Z,76.00,24.00
2026-03-11T14:31:00Z,76.00,26.00
2026-03-11T14:33:00Z,76.00,26.00
2026-03-11T14:36:00Z,76.00,26.00
2026-03-11T14:38:00Z,76.00,26.00
2026-03-11T14:39:00Z,76.00,26.00
2026-03-11T14:41:00Z,76.00,26.00
2026-03-11T14:42:00Z,76.00,26.00
2026-03-11T14:44:00Z,76.00,26.00
2026-03-11T14:50:00Z,75.00,26.00
2026-03-11T14:51:00Z,75.00,26.00
2026-03-11T14:54:00Z,76.00,26.00
2026-03-11T14:55:00Z,76.00,26.00
2026-03-11T14:56:00Z,76.00,25.00
2026-03-11T14:58:00Z,76.00,25.00
2026-03-11T14:59:00Z,76.00,25.00
2026-03-11T15:01:00Z,76.00,25.00
2026-03-11T15:02:00Z,76.00,25.00
2026-03-11T15:04:00Z,76.00,25.00
2026-03-11T15:08:00Z,76.00,25.00
2026-03-11T15:09:00Z,76.00,25.00
2026-03-11T15:10:00Z,76.00,25.00
2026-03-11T15:11:00Z,76.00,25.00
2026-03-11T15:12:00Z,76.00,25.00
2026-03-11T15:13:00Z,75.00,25.00
2026-03-11T15:19:00Z,76.00,25.00
2026-03-11T15:20:00Z,76.00,25.00
2026-03-11T15:25:00Z,76.00,25.00
2026-03-11T15:26:00Z,76.00,23.00
2026-03-11T15:28:00Z,76.00,24.00
2026-03-11T15:29:00Z,76.00,24.00
2026-03-11T15:33:00Z,76.00,24.00
2026-03-11T15:34:00Z,76.00,24.00
2026-03-11T15:35:00Z,76.00,24.00
2026-03-11T15:36:00Z,76.00,25.00
2026-03-11T15:38:00Z,76.00,25.00
2026-03-11T15:40:00Z,77.00,25.00
2026-03-11T15:43:00Z,77.00,25.00
2026-03-11T15:45:00Z,77.00,25.00
