# event_ticker=KXATPCHALLENGERMATCH-26MAR21CARCOP
# final_score=6-2 6-3
# match_winner=Pablo Carreno Busta
# fav_player=Pablo Carreno Busta
# dog_player=Kimmer Coppejans
# kalshi_date=2026-03-21
timestamp,Pablo Carreno Busta,Kimmer Coppejans
2026-03-21T01:45:00Z,72.00,
2026-03-21T02:24:00Z,74.87,
2026-03-21T02:30:00Z,75.00,
2026-03-21T02:40:00Z,75.00,
2026-03-21T02:46:00Z,75.00,26.00
2026-03-21T02:48:00Z,75.00,26.00
2026-03-21T02:56:00Z,75.00,26.00
2026-03-21T03:45:00Z,75.00,26.00
2026-03-21T04:05:00Z,75.00,26.00
2026-03-21T04:17:00Z,75.00,26.00
2026-03-21T04:19:00Z,75.00,26.00
2026-03-21T04:20:00Z,75.00,26.00
2026-03-21T04:25:00Z,75.00,26.00
2026-03-21T04:39:00Z,75.00,26.00
2026-03-21T04:45:00Z,75.00,26.00
2026-03-21T04:47:00Z,75.00,26.00
2026-03-21T04:49:00Z,75.00,27.00
2026-03-21T04:51:00Z,75.00,26.00
2026-03-21T04:52:00Z,75.00,25.00
2026-03-21T05:01:00Z,75.00,25.00
2026-03-21T05:04:00Z,75.00,25.00
2026-03-21T05:07:00Z,75.00,25.00
2026-03-21T05:15:00Z,75.00,25.00
2026-03-21T05:22:00Z,75.00,25.00
2026-03-21T05:30:00Z,75.00,25.00
2026-03-21T05:33:00Z,75.00,25.00
2026-03-21T05:35:00Z,75.00,27.00
2026-03-21T05:48:00Z,75.00,27.00
2026-03-21T05:50:00Z,75.00,27.00
2026-03-21T05:53:00Z,75.00,27.00
2026-03-21T05:57:00Z,75.00,27.00
2026-03-21T05:59:00Z,75.00,27.00
2026-03-21T06:05:00Z,75.00,27.00
2026-03-21T07:01:00Z,75.00,27.00
2026-03-21T07:02:00Z,75.00,27.00
2026-03-21T07:08:00Z,73.00,27.00
2026-03-21T07:11:00Z,73.00,27.00
2026-03-21T07:12:00Z,75.00,27.00
2026-03-21T07:21:00Z,75.00,27.00
2026-03-21T07:27:00Z,75.00,27.00
2026-03-21T07:29:00Z,75.00,27.00
2026-03-21T07:31:00Z,75.00,26.00
2026-03-21T07:39:00Z,75.00,26.00
2026-03-21T07:42:00Z,75.00,27.00
2026-03-21T07:50:00Z,75.00,27.00
2026-03-21T07:59:00Z,75.84,27.00
2026-03-21T08:12:00Z,73.00,27.00
2026-03-21T08:22:00Z,73.00,27.00
2026-03-21T08:31:00Z,73.00,28.00
2026-03-21T08:41:00Z,73.00,28.00
2026-03-21T08:44:00Z,73.00,28.00
2026-03-21T08:52:00Z,73.99,28.00
2026-03-21T08:53:00Z,74.00,28.00
2026-03-21T09:13:00Z,74.00,27.00
2026-03-21T09:34:00Z,74.00,27.00
2026-03-21T09:44:00Z,74.00,27.00
2026-03-21T09:56:00Z,74.00,27.00
2026-03-21T09:57:00Z,74.00,27.00
2026-03-21T09:58:00Z,74.00,27.00
2026-03-21T10:04:00Z,74.00,27.00
2026-03-21T10:06:00Z,74.00,27.00
2026-03-21T10:21:00Z,74.00,26.00
2026-03-21T10:31:00Z,74.00,25.00
2026-03-21T10:47:00Z,74.00,27.00
2026-03-21T10:49:00Z,74.00,27.00
2026-03-21T10:53:00Z,74.50,27.00
2026-03-21T10:56:00Z,75.00,27.00
2026-03-21T11:01:00Z,75.00,27.00
2026-03-21T11:03:00Z,75.00,27.00
2026-03-21T11:06:00Z,75.00,27.00
2026-03-21T11:07:00Z,75.00,27.00
2026-03-21T11:09:00Z,75.00,27.00
2026-03-21T11:19:00Z,75.00,27.00
2026-03-21T11:22:00Z,75.00,27.00
2026-03-21T11:25:00Z,75.00,27.00
2026-03-21T11:26:00Z,75.00,27.00
2026-03-21T11:27:00Z,75.00,27.00
2026-03-21T11:28:00Z,75.00,27.00
2026-03-21T11:29:00Z,75.00,27.00
2026-03-21T11:30:00Z,75.00,27.00
2026-03-21T11:34:00Z,75.00,27.00
2026-03-21T11:36:00Z,75.00,27.00
2026-03-21T11:41:00Z,75.00,27.00
2026-03-21T11:43:00Z,75.00,27.00
2026-03-21T11:44:00Z,72.07,27.00
2026-03-21T11:47:00Z,72.07,27.00
2026-03-21T11:51:00Z,75.00,27.00
2026-03-21T11:55:00Z,75.00,27.00
2026-03-21T11:57:00Z,75.00,27.00
2026-03-21T12:00:00Z,75.00,25.00
2026-03-21T12:02:00Z,75.00,26.00
2026-03-21T12:03:00Z,75.00,25.00
2026-03-21T12:05:00Z,75.00,27.00
2026-03-21T12:06:00Z,75.10,27.00
2026-03-21T12:07:00Z,75.00,27.00
2026-03-21T12:09:00Z,75.00,27.00
2026-03-21T12:10:00Z,75.00,27.00
2026-03-21T12:11:00Z,75.00,27.00
2026-03-21T12:12:00Z,75.00,27.00
2026-03-21T12:14:00Z,75.00,27.00
2026-03-21T12:16:00Z,75.00,27.00
2026-03-21T12:18:00Z,75.00,27.00
2026-03-21T12:19:00Z,75.00,27.00
2026-03-21T12:21:00Z,75.00,27.00
2026-03-21T12:22:00Z,75.00,27.00
2026-03-21T12:23:00Z,75.00,27.00
2026-03-21T12:24:00Z,75.00,27.00
2026-03-21T12:25:00Z,75.00,27.00
2026-03-21T12:26:00Z,75.00,27.00
2026-03-21T12:27:00Z,75.00,25.00
2026-03-21T12:28:00Z,75.00,27.00
2026-03-21T12:31:00Z,75.00,27.00
2026-03-21T12:32:00Z,75.00,27.00
2026-03-21T12:33:00Z,75.00,27.00
2026-03-21T12:34:00Z,75.00,27.00
2026-03-21T12:35:00Z,75.00,27.00
2026-03-21T12:37:00Z,75.00,27.00
2026-03-21T12:38:00Z,75.00,27.00
2026-03-21T12:39:00Z,75.00,27.00
2026-03-21T12:40:00Z,75.80,27.00
2026-03-21T12:41:00Z,75.80,24.00
2026-03-21T12:42:00Z,75.80,27.00
2026-03-21T12:43:00Z,75.80,27.00
2026-03-21T12:45:00Z,76.00,27.00
2026-03-21T12:46:00Z,76.00,27.00
2026-03-21T12:47:00Z,76.00,27.00
2026-03-21T12:48:00Z,75.00,27.00
2026-03-21T12:49:00Z,75.00,27.00
2026-03-21T12:50:00Z,75.00,25.84
2026-03-21T12:51:00Z,72.00,27.38
2026-03-21T12:52:00Z,73.00,28.92
2026-03-21T12:53:00Z,73.05,27.14
2026-03-21T12:54:00Z,76.68,27.14
2026-03-21T12:55:00Z,80.00,19.89
