# event_ticker=KXATPCHALLENGERMATCH-26MAR21CARCOP
# final_score=6-2 6-3
# match_winner=Pablo Carreno Busta
# fav_player=Pablo Carreno Busta
# dog_player=Kimmer Coppejans
# kalshi_date=2026-03-21
timestamp,Pablo Carreno Busta,Kimmer Coppejans
2026-03-21T12:56:00Z,82.56,17.69
2026-03-21T12:57:00Z,82.75,19.90
2026-03-21T12:58:00Z,81.05,21.00
2026-03-21T12:59:00Z,83.00,19.17
2026-03-21T13:00:00Z,85.55,16.72
2026-03-21T13:01:00Z,84.94,15.99
2026-03-21T13:02:00Z,83.77,16.85
2026-03-21T13:03:00Z,84.70,16.83
2026-03-21T13:04:00Z,85.88,15.60
2026-03-21T13:05:00Z,84.99,16.16
2026-03-21T13:06:00Z,83.00,15.12
2026-03-21T13:07:00Z,82.90,19.00
2026-03-21T13:08:00Z,82.40,18.40
2026-03-21T13:09:00Z,84.05,17.03
2026-03-21T13:10:00Z,85.50,17.03
2026-03-21T13:11:00Z,86.04,15.22
2026-03-21T13:12:00Z,87.47,13.93
2026-03-21T13:13:00Z,87.57,13.93
2026-03-21T13:14:00Z,89.48,12.25
2026-03-21T13:15:00Z,89.51,11.52
2026-03-21T13:16:00Z,91.00,10.83
2026-03-21T13:17:00Z,90.36,10.60
2026-03-21T13:18:00Z,88.45,11.54
2026-03-21T13:19:00Z,89.00,13.00
2026-03-21T13:20:00Z,88.57,11.99
2026-03-21T13:21:00Z,89.79,11.00
2026-03-21T13:22:00Z,92.06,10.35
2026-03-21T13:23:00Z,90.95,10.94
2026-03-21T13:24:00Z,90.00,10.94
2026-03-21T13:25:00Z,90.00,10.94
2026-03-21T13:26:00Z,90.07,10.88
2026-03-21T13:27:00Z,91.00,9.43
2026-03-21T13:28:00Z,91.00,12.17
2026-03-21T13:29:00Z,91.00,12.00
2026-03-21T13:30:00Z,89.77,11.05
2026-03-21T13:31:00Z,89.00,11.87
2026-03-21T13:32:00Z,89.00,11.04
2026-03-21T13:33:00Z,89.05,12.00
2026-03-21T13:34:00Z,89.87,11.89
2026-03-21T13:35:00Z,88.57,12.92
2026-03-21T13:36:00Z,85.98,14.68
2026-03-21T13:37:00Z,88.00,13.00
2026-03-21T13:38:00Z,88.40,11.56
2026-03-21T13:39:00Z,89.00,11.41
2026-03-21T13:40:00Z,89.00,13.00
2026-03-21T13:41:00Z,88.00,12.85
2026-03-21T13:42:00Z,88.00,13.28
2026-03-21T13:43:00Z,86.51,14.68
2026-03-21T13:44:00Z,86.31,15.00
2026-03-21T13:45:00Z,86.44,15.40
2026-03-21T13:46:00Z,87.00,14.38
2026-03-21T13:47:00Z,88.68,14.38
2026-03-21T13:48:00Z,88.91,12.36
2026-03-21T13:49:00Z,91.85,8.30
2026-03-21T13:50:00Z,93.63,5.92
2026-03-21T13:51:00Z,95.50,4.27
2026-03-21T13:52:00Z,96.49,4.09
2026-03-21T13:53:00Z,97.73,3.58
2026-03-21T13:54:00Z,96.86,3.00
2026-03-21T13:55:00Z,98.00,2.37
2026-03-21T13:56:00Z,97.62,3.00
2026-03-21T13:57:00Z,97.10,3.63
2026-03-21T13:58:00Z,98.00,2.49
2026-03-21T13:59:00Z,96.78,5.07
2026-03-21T14:00:00Z,90.21,6.42
2026-03-21T14:01:00Z,92.69,9.97
2026-03-21T14:02:00Z,94.58,6.47
2026-03-21T14:03:00Z,97.59,2.39
2026-03-21T14:04:00Z,99.00,1.85
2026-03-21T14:05:00Z,99.00,1.02
2026-03-21T14:06:00Z,99.00,1.06
2026-03-21T14:07:00Z,99.00,1.00
2026-03-21T14:08:00Z,99.00,1.00
2026-03-21T14:09:00Z,99.00,1.00
2026-03-21T14:10:00Z,99.00,1.00
2026-03-21T14:11:00Z,99.00,1.00
2026-03-21T14:12:00Z,99.00,1.00
