# event_ticker=KXATPMATCH-26FEB25RUBHUM
# final_score=6-4 6-7(5) 6-3
# score_resolution=6-4 6-7 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Ugo Humbert
# kalshi_date=2026-02-25
timestamp,Andrey Rublev,Ugo Humbert
2026-02-25T03:26:00Z,67.00,
2026-02-25T03:27:00Z,67.00,
2026-02-25T03:29:00Z,67.00,44.23
2026-02-25T03:30:00Z,67.00,44.23
2026-02-25T03:33:00Z,67.00,44.00
2026-02-25T03:41:00Z,66.00,37.00
2026-02-25T03:42:00Z,67.00,37.00
2026-02-25T03:47:00Z,67.00,44.00
2026-02-25T04:05:00Z,67.00,40.00
2026-02-25T04:06:00Z,67.00,43.64
2026-02-25T04:11:00Z,67.00,37.00
2026-02-25T04:13:00Z,67.00,43.00
2026-02-25T04:15:00Z,67.00,37.00
2026-02-25T04:16:00Z,67.00,38.53
2026-02-25T04:19:00Z,67.00,38.53
2026-02-25T04:22:00Z,67.00,38.53
2026-02-25T04:23:00Z,67.00,36.00
2026-02-25T04:27:00Z,67.00,41.00
2026-02-25T04:32:00Z,67.00,41.00
2026-02-25T04:33:00Z,67.00,41.00
2026-02-25T04:35:00Z,67.00,41.42
2026-02-25T04:42:00Z,66.00,41.42
2026-02-25T04:43:00Z,66.00,41.42
2026-02-25T04:44:00Z,66.00,41.42
2026-02-25T04:47:00Z,66.00,41.42
2026-02-25T04:50:00Z,66.00,43.00
2026-02-25T04:54:00Z,66.00,43.00
2026-02-25T04:56:00Z,66.00,43.00
2026-02-25T04:57:00Z,64.00,43.00
2026-02-25T05:00:00Z,64.00,43.00
2026-02-25T05:15:00Z,65.00,43.00
2026-02-25T05:16:00Z,64.00,43.00
2026-02-25T05:17:00Z,64.00,42.00
2026-02-25T05:19:00Z,64.00,43.14
2026-02-25T05:22:00Z,64.00,43.14
2026-02-25T05:23:00Z,64.00,43.00
2026-02-25T05:25:00Z,64.00,45.39
2026-02-25T05:29:00Z,64.00,45.39
2026-02-25T05:31:00Z,64.00,45.39
2026-02-25T05:32:00Z,64.00,45.39
2026-02-25T05:35:00Z,64.00,45.39
2026-02-25T05:38:00Z,64.00,45.39
2026-02-25T05:44:00Z,60.00,37.00
2026-02-25T05:45:00Z,60.00,37.00
2026-02-25T05:51:00Z,64.00,37.00
2026-02-25T05:53:00Z,64.00,40.83
2026-02-25T05:55:00Z,64.00,40.83
2026-02-25T05:57:00Z,64.00,44.00
2026-02-25T06:04:00Z,64.00,43.00
2026-02-25T06:07:00Z,64.59,43.00
2026-02-25T06:08:00Z,66.00,43.00
2026-02-25T06:09:00Z,64.00,43.00
2026-02-25T06:10:00Z,62.15,42.61
2026-02-25T06:11:00Z,66.00,43.00
2026-02-25T06:12:00Z,65.00,39.00
2026-02-25T06:13:00Z,65.34,38.00
2026-02-25T06:14:00Z,66.24,38.00
2026-02-25T06:15:00Z,65.99,35.88
2026-02-25T06:16:00Z,65.00,21.00
2026-02-25T06:17:00Z,65.67,21.00
2026-02-25T06:18:00Z,67.33,36.40
2026-02-25T06:19:00Z,66.56,40.00
2026-02-25T06:20:00Z,65.32,41.30
2026-02-25T06:23:00Z,65.32,41.00
2026-02-25T06:24:00Z,65.00,41.00
2026-02-25T06:25:00Z,64.00,41.00
2026-02-25T06:26:00Z,63.00,40.80
2026-02-25T06:27:00Z,62.70,40.80
2026-02-25T06:30:00Z,64.23,40.80
2026-02-25T06:31:00Z,64.83,40.80
2026-02-25T06:33:00Z,64.42,40.80
2026-02-25T06:34:00Z,64.70,40.80
2026-02-25T06:35:00Z,65.00,40.80
2026-02-25T06:36:00Z,64.00,40.80
2026-02-25T06:37:00Z,63.00,40.80
2026-02-25T06:40:00Z,64.00,40.80
2026-02-25T06:41:00Z,63.00,40.80
2026-02-25T06:44:00Z,64.00,40.80
2026-02-25T06:46:00Z,64.00,40.00
2026-02-25T06:48:00Z,64.00,40.00
2026-02-25T06:52:00Z,64.00,40.00
