# event_ticker=KXATPMATCH-26FEB17BARBER
# final_score=7-6(1) 7-5
# score_resolution=6-7 5-7
# match_winner=Matteo Berrettini
# fav_player=Marcelo Tomas Barrios Vera
# dog_player=Matteo Berrettini
# kalshi_date=2026-02-17
timestamp,Marcelo Tomas Barrios Vera,Matteo Berrettini
2026-02-17T18:30:00Z,25.00,77.00
2026-02-17T18:32:00Z,25.00,77.00
2026-02-17T18:37:00Z,24.00,77.00
2026-02-17T18:39:00Z,24.00,77.00
2026-02-17T18:49:00Z,24.00,77.00
2026-02-17T18:51:00Z,25.00,77.00
2026-02-17T19:03:00Z,25.00,77.00
2026-02-17T19:05:00Z,25.00,77.00
2026-02-17T19:09:00Z,25.00,77.00
2026-02-17T19:11:00Z,25.00,77.00
2026-02-17T19:14:00Z,25.00,77.00
2026-02-17T19:20:00Z,25.00,77.00
2026-02-17T19:21:00Z,25.00,77.00
2026-02-17T19:22:00Z,25.00,77.00
2026-02-17T19:23:00Z,25.00,77.00
2026-02-17T19:24:00Z,25.00,77.00
2026-02-17T19:26:00Z,25.00,77.00
2026-02-17T19:27:00Z,25.00,77.00
2026-02-17T19:28:00Z,25.00,77.00
2026-02-17T19:29:00Z,25.00,77.00
2026-02-17T19:32:00Z,25.00,77.00
2026-02-17T19:33:00Z,25.00,77.00
2026-02-17T19:34:00Z,25.00,77.00
2026-02-17T19:35:00Z,25.00,77.00
2026-02-17T19:36:00Z,25.00,77.00
2026-02-17T19:37:00Z,25.00,77.00
2026-02-17T19:38:00Z,25.00,77.00
2026-02-17T19:39:00Z,25.00,77.00
2026-02-17T19:40:00Z,25.00,77.00
2026-02-17T19:41:00Z,25.00,77.00
2026-02-17T19:42:00Z,25.00,75.01
2026-02-17T19:43:00Z,25.96,77.52
2026-02-17T19:44:00Z,22.00,78.92
2026-02-17T19:45:00Z,25.00,75.04
2026-02-17T19:46:00Z,24.86,77.00
2026-02-17T19:47:00Z,21.70,79.00
2026-02-17T19:48:00Z,20.18,81.90
2026-02-17T19:49:00Z,25.01,76.99
2026-02-17T19:50:00Z,26.00,75.00
2026-02-17T19:51:00Z,25.00,75.94
2026-02-17T19:52:00Z,27.42,75.37
2026-02-17T19:53:00Z,24.52,77.00
2026-02-17T19:54:00Z,23.35,75.00
2026-02-17T19:55:00Z,26.00,75.98
2026-02-17T19:56:00Z,27.46,73.00
2026-02-17T19:57:00Z,27.50,73.64
2026-02-17T19:58:00Z,27.00,74.00
2026-02-17T19:59:00Z,26.13,73.05
2026-02-17T20:00:00Z,28.62,71.93
2026-02-17T20:01:00Z,32.19,68.08
2026-02-17T20:02:00Z,39.00,63.78
2026-02-17T20:03:00Z,30.82,71.04
2026-02-17T20:04:00Z,28.00,74.69
2026-02-17T20:05:00Z,29.73,73.00
2026-02-17T20:06:00Z,28.49,70.06
2026-02-17T20:07:00Z,27.25,72.29
2026-02-17T20:08:00Z,25.87,74.00
2026-02-17T20:09:00Z,27.20,72.00
2026-02-17T20:10:00Z,29.00,72.00
2026-02-17T20:11:00Z,29.15,72.02
2026-02-17T20:12:00Z,24.50,75.83
2026-02-17T20:13:00Z,24.00,77.00
2026-02-17T20:14:00Z,25.53,76.42
2026-02-17T20:15:00Z,23.00,78.54
2026-02-17T20:16:00Z,21.57,78.91
2026-02-17T20:17:00Z,22.64,75.30
2026-02-17T20:18:00Z,18.74,79.87
2026-02-17T20:19:00Z,22.06,74.87
2026-02-17T20:20:00Z,27.83,72.38
2026-02-17T20:21:00Z,28.00,73.00
2026-02-17T20:22:00Z,26.14,74.81
2026-02-17T20:23:00Z,25.34,76.52
2026-02-17T20:24:00Z,23.00,78.00
2026-02-17T20:25:00Z,27.00,75.48
2026-02-17T20:26:00Z,27.65,74.03
2026-02-17T20:27:00Z,27.11,72.72
2026-02-17T20:28:00Z,27.48,73.00
2026-02-17T20:29:00Z,28.01,72.52
2026-02-17T20:30:00Z,27.56,72.77
2026-02-17T20:31:00Z,25.70,73.40
2026-02-17T20:32:00Z,24.65,77.50
2026-02-17T20:33:00Z,20.37,79.26
2026-02-17T20:34:00Z,20.27,82.00
2026-02-17T20:35:00Z,24.53,78.72
2026-02-17T20:36:00Z,18.29,85.00
2026-02-17T20:37:00Z,25.35,74.69
2026-02-17T20:38:00Z,26.66,75.00
2026-02-17T20:39:00Z,25.69,75.00
2026-02-17T20:40:00Z,25.24,76.20
2026-02-17T20:41:00Z,28.75,68.99
2026-02-17T20:42:00Z,28.34,73.85
2026-02-17T20:43:00Z,23.30,78.08
2026-02-17T20:44:00Z,25.18,75.99
2026-02-17T20:45:00Z,22.93,81.00
2026-02-17T20:46:00Z,12.02,89.84
2026-02-17T20:47:00Z,9.02,91.68
2026-02-17T20:48:00Z,8.08,92.01
2026-02-17T20:49:00Z,8.00,93.10
2026-02-17T20:50:00Z,8.00,92.04
2026-02-17T20:51:00Z,6.89,92.14
2026-02-17T20:52:00Z,7.93,92.14
2026-02-17T20:53:00Z,8.00,93.00
2026-02-17T20:54:00Z,8.00,92.77
2026-02-17T20:55:00Z,8.18,93.00
2026-02-17T20:56:00Z,8.96,93.00
2026-02-17T20:57:00Z,9.13,92.83
2026-02-17T20:58:00Z,9.08,93.00
2026-02-17T20:59:00Z,8.88,93.00
2026-02-17T21:00:00Z,9.06,92.99
2026-02-17T21:01:00Z,9.98,91.97
2026-02-17T21:02:00Z,9.90,91.06
2026-02-17T21:03:00Z,9.33,90.02
2026-02-17T21:04:00Z,11.16,91.51
2026-02-17T21:05:00Z,10.49,90.44
2026-02-17T21:06:00Z,17.17,89.20
2026-02-17T21:07:00Z,20.23,87.19
2026-02-17T21:08:00Z,20.22,88.31
2026-02-17T21:09:00Z,11.73,90.27
2026-02-17T21:10:00Z,10.90,90.03
2026-02-17T21:11:00Z,10.95,86.35
2026-02-17T21:12:00Z,11.84,91.00
2026-02-17T21:13:00Z,11.73,88.97
2026-02-17T21:14:00Z,10.09,89.57
2026-02-17T21:15:00Z,13.04,89.52
2026-02-17T21:16:00Z,15.41,89.21
2026-02-17T21:17:00Z,12.79,89.43
2026-02-17T21:18:00Z,9.73,88.03
2026-02-17T21:19:00Z,10.10,88.35
2026-02-17T21:20:00Z,9.90,89.06
2026-02-17T21:21:00Z,9.00,89.42
2026-02-17T21:22:00Z,10.72,89.99
2026-02-17T21:23:00Z,9.80,89.74
2026-02-17T21:24:00Z,11.97,88.05
2026-02-17T21:25:00Z,8.62,91.83
2026-02-17T21:26:00Z,8.00,91.65
2026-02-17T21:27:00Z,8.92,91.65
2026-02-17T21:28:00Z,10.33,90.94
2026-02-17T21:29:00Z,11.29,90.03
2026-02-17T21:30:00Z,9.97,92.00
2026-02-17T21:31:00Z,9.33,91.89
2026-02-17T21:32:00Z,8.98,91.96
2026-02-17T21:33:00Z,8.93,91.94
2026-02-17T21:34:00Z,9.49,92.73
2026-02-17T21:35:00Z,9.17,92.01
2026-02-17T21:36:00Z,8.31,92.47
2026-02-17T21:37:00Z,10.00,91.53
2026-02-17T21:38:00Z,10.00,89.95
2026-02-17T21:39:00Z,10.24,91.01
2026-02-17T21:40:00Z,9.07,92.65
2026-02-17T21:41:00Z,8.46,91.98
2026-02-17T21:42:00Z,9.00,91.03
2026-02-17T21:43:00Z,10.18,90.02
2026-02-17T21:44:00Z,9.11,91.00
2026-02-17T21:45:00Z,11.00,90.00
2026-02-17T21:46:00Z,9.78,90.43
2026-02-17T21:47:00Z,10.75,89.97
2026-02-17T21:48:00Z,13.81,85.38
2026-02-17T21:49:00Z,15.49,83.92
2026-02-17T21:50:00Z,18.21,81.63
2026-02-17T21:51:00Z,14.08,86.94
2026-02-17T21:52:00Z,10.45,89.62
2026-02-17T21:53:00Z,10.92,90.00
2026-02-17T21:54:00Z,10.97,88.69
2026-02-17T21:55:00Z,10.79,89.13
2026-02-17T21:56:00Z,12.18,90.46
2026-02-17T21:57:00Z,5.10,93.69
2026-02-17T21:58:00Z,9.90,92.69
2026-02-17T21:59:00Z,10.73,91.12
2026-02-17T22:00:00Z,12.77,89.67
2026-02-17T22:01:00Z,11.00,91.00
2026-02-17T22:02:00Z,12.61,90.16
2026-02-17T22:03:00Z,11.17,94.76
2026-02-17T22:04:00Z,6.22,94.89
2026-02-17T22:05:00Z,8.40,92.90
2026-02-17T22:06:00Z,11.09,90.12
2026-02-17T22:07:00Z,13.02,88.60
2026-02-17T22:08:00Z,13.26,87.68
2026-02-17T22:09:00Z,10.95,89.32
2026-02-17T22:10:00Z,10.68,90.56
2026-02-17T22:11:00Z,9.73,90.20
2026-02-17T22:12:00Z,10.41,90.99
2026-02-17T22:13:00Z,11.74,88.73
2026-02-17T22:14:00Z,10.50,90.36
2026-02-17T22:15:00Z,10.21,89.95
2026-02-17T22:16:00Z,13.19,88.41
2026-02-17T22:17:00Z,15.35,85.24
2026-02-17T22:18:00Z,12.45,88.61
2026-02-17T22:19:00Z,13.29,88.92
2026-02-17T22:20:00Z,11.79,89.88
2026-02-17T22:21:00Z,11.83,90.00
2026-02-17T22:22:00Z,10.76,91.33
2026-02-17T22:23:00Z,9.94,91.70
2026-02-17T22:24:00Z,9.76,92.23
2026-02-17T22:25:00Z,2.79,97.15
2026-02-17T22:26:00Z,2.79,99.00
2026-02-17T22:27:00Z,2.79,99.00
2026-02-17T22:28:00Z,2.79,99.00
2026-02-17T22:29:00Z,2.79,99.00
2026-02-17T22:30:00Z,1.00,99.00
2026-02-17T22:31:00Z,1.00,99.00
2026-02-17T22:32:00Z,1.00,99.00
