# event_ticker=KXATPCHALLENGERMATCH-26MAR24RONHER
# final_score=4-6 6-3 6-4
# match_winner=Franco Roncadelli
# fav_player=Franco Roncadelli
# dog_player=Samuel Heredia
# kalshi_date=2026-03-24
timestamp,Franco Roncadelli,Samuel Heredia
2026-03-24T21:16:00Z,83.30,14.12
2026-03-24T21:17:00Z,86.00,14.29
2026-03-24T21:18:00Z,87.00,12.01
2026-03-24T21:19:00Z,88.00,13.90
2026-03-24T21:20:00Z,86.00,14.09
2026-03-24T21:21:00Z,84.00,13.60
2026-03-24T21:22:00Z,84.26,15.71
2026-03-24T21:23:00Z,83.18,20.92
2026-03-24T21:24:00Z,78.45,24.89
2026-03-24T21:25:00Z,75.07,23.78
2026-03-24T21:26:00Z,73.97,28.47
2026-03-24T21:27:00Z,67.57,33.97
2026-03-24T21:28:00Z,69.27,32.83
2026-03-24T21:29:00Z,69.57,29.75
2026-03-24T21:30:00Z,74.91,27.88
2026-03-24T21:31:00Z,68.26,32.54
2026-03-24T21:32:00Z,74.00,27.08
2026-03-24T21:33:00Z,80.97,20.37
2026-03-24T21:34:00Z,74.58,27.04
2026-03-24T21:35:00Z,67.36,33.70
2026-03-24T21:36:00Z,68.29,34.50
2026-03-24T21:37:00Z,63.07,38.80
2026-03-24T21:38:00Z,60.17,41.18
2026-03-24T21:39:00Z,60.57,39.93
2026-03-24T21:40:00Z,63.43,41.01
2026-03-24T21:41:00Z,55.27,43.25
2026-03-24T21:42:00Z,55.99,44.49
2026-03-24T21:43:00Z,57.25,44.78
2026-03-24T21:44:00Z,60.00,43.01
2026-03-24T21:45:00Z,60.00,42.97
2026-03-24T21:46:00Z,60.44,42.49
2026-03-24T21:47:00Z,63.60,40.35
2026-03-24T21:48:00Z,65.15,36.71
2026-03-24T21:49:00Z,70.58,33.67
2026-03-24T21:50:00Z,68.20,33.65
2026-03-24T21:51:00Z,63.33,36.61
2026-03-24T21:52:00Z,66.14,36.48
2026-03-24T21:53:00Z,69.39,34.75
2026-03-24T21:54:00Z,62.03,37.44
2026-03-24T21:55:00Z,62.00,40.97
2026-03-24T21:56:00Z,65.57,35.27
2026-03-24T21:57:00Z,65.23,35.46
2026-03-24T21:58:00Z,65.02,36.11
2026-03-24T21:59:00Z,64.64,35.80
2026-03-24T22:00:00Z,62.45,38.65
2026-03-24T22:01:00Z,65.16,38.91
2026-03-24T22:02:00Z,62.96,35.67
2026-03-24T22:03:00Z,68.34,33.61
2026-03-24T22:04:00Z,68.69,30.56
2026-03-24T22:05:00Z,76.15,23.34
2026-03-24T22:06:00Z,78.11,21.92
2026-03-24T22:07:00Z,80.82,19.33
2026-03-24T22:08:00Z,80.17,19.73
2026-03-24T22:09:00Z,79.15,21.91
2026-03-24T22:10:00Z,75.97,22.95
2026-03-24T22:11:00Z,77.82,21.48
2026-03-24T22:12:00Z,78.58,23.17
2026-03-24T22:13:00Z,78.02,22.83
2026-03-24T22:14:00Z,79.44,21.11
2026-03-24T22:15:00Z,81.05,17.74
2026-03-24T22:16:00Z,81.54,17.76
2026-03-24T22:17:00Z,80.73,17.49
2026-03-24T22:18:00Z,80.48,18.43
2026-03-24T22:19:00Z,81.63,19.38
2026-03-24T22:20:00Z,83.49,16.59
2026-03-24T22:21:00Z,81.78,18.97
2026-03-24T22:22:00Z,80.00,21.28
2026-03-24T22:23:00Z,78.06,26.79
2026-03-24T22:24:00Z,71.13,30.57
2026-03-24T22:25:00Z,75.35,27.51
2026-03-24T22:26:00Z,77.45,29.11
2026-03-24T22:27:00Z,72.61,29.14
2026-03-24T22:28:00Z,76.02,25.51
2026-03-24T22:29:00Z,72.94,27.14
2026-03-24T22:30:00Z,74.99,28.04
2026-03-24T22:31:00Z,72.08,29.87
2026-03-24T22:32:00Z,72.30,26.90
2026-03-24T22:33:00Z,77.76,22.99
2026-03-24T22:34:00Z,78.95,20.95
2026-03-24T22:35:00Z,79.68,21.00
2026-03-24T22:36:00Z,79.06,21.00
2026-03-24T22:37:00Z,80.04,20.93
2026-03-24T22:38:00Z,82.00,20.95
2026-03-24T22:39:00Z,81.07,20.32
2026-03-24T22:40:00Z,81.01,19.37
2026-03-24T22:41:00Z,81.52,19.51
2026-03-24T22:42:00Z,82.79,22.06
2026-03-24T22:43:00Z,74.90,25.90
2026-03-24T22:44:00Z,73.49,25.96
2026-03-24T22:45:00Z,72.45,28.56
2026-03-24T22:46:00Z,71.14,29.12
2026-03-24T22:47:00Z,65.48,37.99
2026-03-24T22:48:00Z,51.34,47.28
2026-03-24T22:49:00Z,49.23,53.49
2026-03-24T22:50:00Z,46.14,53.52
2026-03-24T22:51:00Z,36.78,62.33
2026-03-24T22:52:00Z,34.51,66.89
2026-03-24T22:53:00Z,33.33,67.17
2026-03-24T22:54:00Z,38.54,62.98
2026-03-24T22:55:00Z,38.03,62.57
2026-03-24T22:56:00Z,41.10,60.73
2026-03-24T22:57:00Z,48.53,53.57
2026-03-24T22:58:00Z,50.02,49.67
2026-03-24T22:59:00Z,60.77,42.96
2026-03-24T23:00:00Z,65.54,35.10
2026-03-24T23:01:00Z,68.57,33.30
2026-03-24T23:02:00Z,63.01,38.78
2026-03-24T23:03:00Z,55.81,53.57
2026-03-24T23:04:00Z,30.98,67.72
2026-03-24T23:05:00Z,29.46,72.72
2026-03-24T23:06:00Z,20.38,78.46
2026-03-24T23:07:00Z,18.08,81.87
2026-03-24T23:08:00Z,23.01,76.77
2026-03-24T23:09:00Z,46.29,54.48
2026-03-24T23:10:00Z,56.99,43.35
2026-03-24T23:11:00Z,58.84,41.17
2026-03-24T23:12:00Z,67.23,32.77
2026-03-24T23:13:00Z,64.95,37.70
2026-03-24T23:14:00Z,66.11,38.96
2026-03-24T23:15:00Z,65.31,39.61
2026-03-24T23:16:00Z,61.98,40.57
2026-03-24T23:17:00Z,71.84,27.42
2026-03-24T23:18:00Z,72.70,26.29
2026-03-24T23:19:00Z,68.15,31.78
2026-03-24T23:20:00Z,59.08,40.55
2026-03-24T23:21:00Z,61.49,33.81
2026-03-24T23:22:00Z,75.71,19.64
2026-03-24T23:23:00Z,87.06,14.88
2026-03-24T23:24:00Z,89.97,9.66
2026-03-24T23:25:00Z,90.14,10.11
2026-03-24T23:26:00Z,93.98,4.56
2026-03-24T23:27:00Z,98.96,1.38
2026-03-24T23:28:00Z,99.00,1.00
2026-03-24T23:29:00Z,99.00,1.00
2026-03-24T23:30:00Z,99.00,1.00
2026-03-24T23:31:00Z,99.00,1.00
2026-03-24T23:32:00Z,99.00,1.00
