# event_ticker=KXATPMATCH-25SEP28ALCNAK
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Carlos Alcaraz
# fav_player=Brandon Nakashima
# dog_player=Carlos Alcaraz
# kalshi_date=2025-09-28
timestamp,Brandon Nakashima,Carlos Alcaraz
2025-09-28T05:03:00Z,10.00,91.00
2025-09-28T05:09:00Z,10.00,91.00
2025-09-28T05:10:00Z,10.00,91.00
2025-09-28T05:11:00Z,10.00,91.00
2025-09-28T05:15:00Z,10.00,91.00
2025-09-28T05:16:00Z,10.00,91.00
2025-09-28T05:21:00Z,10.00,91.00
2025-09-28T05:24:00Z,10.00,91.00
2025-09-28T05:25:00Z,10.00,91.00
2025-09-28T05:31:00Z,10.00,91.00
2025-09-28T05:33:00Z,10.00,90.00
2025-09-28T05:35:00Z,11.00,90.00
2025-09-28T05:36:00Z,11.00,90.00
2025-09-28T05:37:00Z,11.00,89.00
2025-09-28T05:38:00Z,11.00,90.00
2025-09-28T05:39:00Z,11.00,90.00
2025-09-28T05:41:00Z,11.00,90.00
2025-09-28T05:42:00Z,11.00,90.00
2025-09-28T05:43:00Z,11.00,90.00
2025-09-28T05:44:00Z,11.00,90.00
2025-09-28T05:47:00Z,11.00,90.00
2025-09-28T05:49:00Z,11.00,90.00
2025-09-28T05:50:00Z,11.00,90.00
2025-09-28T05:52:00Z,11.00,90.00
2025-09-28T05:53:00Z,11.00,90.00
2025-09-28T06:00:00Z,11.00,91.00
2025-09-28T06:02:00Z,11.00,91.00
2025-09-28T06:03:00Z,11.00,91.00
2025-09-28T06:06:00Z,11.00,91.00
2025-09-28T06:07:00Z,11.00,91.00
2025-09-28T06:14:00Z,11.00,91.00
2025-09-28T06:15:00Z,11.00,91.00
2025-09-28T06:18:00Z,11.00,91.00
2025-09-28T06:22:00Z,11.00,91.00
2025-09-28T06:25:00Z,11.00,91.00
2025-09-28T06:34:00Z,11.00,91.00
2025-09-28T06:37:00Z,11.00,91.00
2025-09-28T06:38:00Z,11.00,90.71
2025-09-28T06:41:00Z,11.00,89.00
2025-09-28T06:47:00Z,11.00,91.00
2025-09-28T06:49:00Z,11.00,91.00
2025-09-28T06:50:00Z,11.00,91.00
2025-09-28T06:57:00Z,11.00,91.00
2025-09-28T07:01:00Z,11.00,91.00
2025-09-28T07:08:00Z,9.00,91.00
2025-09-28T07:13:00Z,9.00,90.69
2025-09-28T07:15:00Z,11.00,90.00
2025-09-28T07:19:00Z,11.00,90.00
2025-09-28T07:23:00Z,11.00,90.76
2025-09-28T07:24:00Z,11.00,91.00
2025-09-28T07:30:00Z,10.00,91.00
2025-09-28T07:32:00Z,10.00,91.00
2025-09-28T07:33:00Z,10.60,91.00
2025-09-28T07:34:00Z,11.00,91.00
2025-09-28T07:35:00Z,11.00,90.91
2025-09-28T07:37:00Z,11.00,90.00
2025-09-28T07:38:00Z,11.00,90.00
2025-09-28T07:42:00Z,11.00,90.68
2025-09-28T07:43:00Z,11.00,90.68
2025-09-28T07:46:00Z,11.00,90.58
2025-09-28T07:50:00Z,10.00,90.95
2025-09-28T07:55:00Z,10.00,90.95
2025-09-28T07:57:00Z,10.00,91.00
2025-09-28T07:59:00Z,10.00,91.00
2025-09-28T08:02:00Z,10.00,91.00
2025-09-28T08:04:00Z,10.00,91.00
2025-09-28T08:05:00Z,10.97,91.00
2025-09-28T08:06:00Z,10.00,91.00
2025-09-28T08:08:00Z,10.00,91.00
2025-09-28T08:09:00Z,10.00,91.00
2025-09-28T08:10:00Z,10.00,92.00
2025-09-28T08:11:00Z,10.00,91.83
2025-09-28T08:12:00Z,10.00,91.89
2025-09-28T08:13:00Z,10.00,91.00
2025-09-28T08:15:00Z,10.00,91.00
2025-09-28T08:16:00Z,10.00,91.00
2025-09-28T08:17:00Z,10.00,92.70
2025-09-28T08:18:00Z,9.55,92.70
2025-09-28T08:19:00Z,10.00,92.00
2025-09-28T08:22:00Z,10.00,92.00
2025-09-28T08:24:00Z,10.77,92.00
2025-09-28T08:25:00Z,10.77,92.00
2025-09-28T08:26:00Z,10.77,92.00
2025-09-28T08:27:00Z,10.00,92.58
2025-09-28T08:28:00Z,10.00,92.00
2025-09-28T08:29:00Z,10.00,92.00
2025-09-28T08:30:00Z,10.00,92.00
2025-09-28T08:31:00Z,10.17,90.20
2025-09-28T08:32:00Z,10.25,93.00
2025-09-28T08:33:00Z,8.03,93.00
2025-09-28T08:34:00Z,6.73,93.00
2025-09-28T08:35:00Z,5.84,94.74
2025-09-28T08:37:00Z,6.00,94.74
2025-09-28T08:38:00Z,4.19,96.00
2025-09-28T08:39:00Z,4.57,97.00
2025-09-28T08:40:00Z,4.19,95.00
2025-09-28T08:41:00Z,4.57,95.00
2025-09-28T08:42:00Z,5.00,95.00
2025-09-28T08:43:00Z,5.00,95.00
2025-09-28T08:44:00Z,5.00,97.00
2025-09-28T08:45:00Z,4.84,97.00
2025-09-28T08:46:00Z,3.44,97.00
2025-09-28T08:47:00Z,3.48,97.00
2025-09-28T08:48:00Z,3.24,97.21
2025-09-28T08:49:00Z,3.32,98.00
2025-09-28T08:50:00Z,4.00,98.00
2025-09-28T08:51:00Z,3.48,98.00
2025-09-28T08:52:00Z,3.33,98.00
2025-09-28T08:53:00Z,3.00,98.00
2025-09-28T08:55:00Z,3.00,98.00
2025-09-28T08:56:00Z,5.03,98.00
2025-09-28T08:57:00Z,3.02,98.00
2025-09-28T08:58:00Z,14.09,99.00
2025-09-28T08:59:00Z,2.62,99.00
2025-09-28T09:02:00Z,3.57,99.00
2025-09-28T09:03:00Z,3.76,99.00
2025-09-28T09:04:00Z,3.76,97.35
2025-09-28T09:05:00Z,2.00,98.00
2025-09-28T09:06:00Z,4.00,98.00
2025-09-28T09:07:00Z,4.00,98.00
2025-09-28T09:08:00Z,4.00,98.00
2025-09-28T09:09:00Z,4.13,98.00
2025-09-28T09:10:00Z,3.77,98.00
2025-09-28T09:11:00Z,1.90,93.00
2025-09-28T09:12:00Z,2.43,93.00
2025-09-28T09:13:00Z,1.93,93.00
2025-09-28T09:14:00Z,4.70,93.00
2025-09-28T09:15:00Z,4.00,93.00
2025-09-28T09:16:00Z,7.08,93.00
2025-09-28T09:17:00Z,4.29,97.00
2025-09-28T09:19:00Z,4.29,98.00
2025-09-28T09:21:00Z,4.25,98.00
2025-09-28T09:22:00Z,3.64,97.00
2025-09-28T09:23:00Z,4.00,95.00
2025-09-28T09:24:00Z,4.00,97.00
2025-09-28T09:25:00Z,3.96,97.00
2025-09-28T09:26:00Z,2.00,99.00
2025-09-28T09:27:00Z,2.00,99.00
2025-09-28T09:29:00Z,1.82,99.00
2025-09-28T09:32:00Z,2.00,98.00
2025-09-28T09:35:00Z,3.00,98.00
2025-09-28T09:36:00Z,3.00,98.00
2025-09-28T09:37:00Z,1.00,98.00
2025-09-28T09:38:00Z,2.17,98.00
2025-09-28T09:39:00Z,2.17,98.00
2025-09-28T09:41:00Z,3.00,98.00
2025-09-28T09:43:00Z,1.00,98.00
2025-09-28T09:47:00Z,1.00,98.00
2025-09-28T09:54:00Z,1.00,99.00
2025-09-28T09:59:00Z,1.00,99.00
