# event_ticker=KXATPMATCH-25SEP28ALCNAK
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Carlos Alcaraz
# fav_player=Brandon Nakashima
# dog_player=Carlos Alcaraz
# kalshi_date=2025-09-28
timestamp,Brandon Nakashima,Carlos Alcaraz
2025-09-27T23:05:00Z,,95.00
2025-09-27T23:18:00Z,10.01,95.00
2025-09-27T23:20:00Z,10.00,95.00
2025-09-27T23:44:00Z,10.00,90.00
2025-09-28T00:04:00Z,10.00,91.00
2025-09-28T00:14:00Z,10.00,91.00
2025-09-28T00:18:00Z,10.00,91.00
2025-09-28T00:38:00Z,10.00,91.00
2025-09-28T00:52:00Z,10.00,91.00
2025-09-28T00:54:00Z,10.00,91.00
2025-09-28T00:55:00Z,10.00,91.00
2025-09-28T01:18:00Z,10.00,91.00
2025-09-28T01:23:00Z,10.00,91.00
2025-09-28T01:27:00Z,10.00,91.00
2025-09-28T01:33:00Z,10.00,91.00
2025-09-28T01:36:00Z,10.00,91.00
2025-09-28T01:55:00Z,10.00,91.00
2025-09-28T01:57:00Z,10.00,91.00
2025-09-28T02:14:00Z,10.00,91.00
2025-09-28T02:22:00Z,10.00,91.00
2025-09-28T02:28:00Z,10.00,91.00
2025-09-28T02:38:00Z,10.00,91.00
2025-09-28T02:40:00Z,10.00,91.00
2025-09-28T02:55:00Z,10.00,91.00
2025-09-28T03:01:00Z,10.00,91.00
2025-09-28T03:06:00Z,9.00,91.71
2025-09-28T03:12:00Z,9.00,91.00
2025-09-28T03:17:00Z,9.00,91.00
2025-09-28T03:23:00Z,10.00,91.00
2025-09-28T03:32:00Z,10.00,91.00
2025-09-28T03:33:00Z,10.00,91.00
2025-09-28T03:40:00Z,10.00,91.00
2025-09-28T03:42:00Z,10.00,91.00
2025-09-28T03:43:00Z,10.00,91.00
2025-09-28T03:46:00Z,10.00,91.00
2025-09-28T03:47:00Z,10.00,91.00
2025-09-28T03:53:00Z,10.00,91.00
2025-09-28T03:55:00Z,10.00,91.00
2025-09-28T03:57:00Z,10.00,91.00
2025-09-28T04:00:00Z,9.00,91.00
2025-09-28T04:04:00Z,10.00,91.00
2025-09-28T04:06:00Z,10.00,91.00
2025-09-28T04:20:00Z,10.00,91.00
2025-09-28T04:22:00Z,10.00,91.00
2025-09-28T04:25:00Z,10.00,91.00
2025-09-28T04:32:00Z,10.00,91.00
2025-09-28T04:35:00Z,10.00,91.00
2025-09-28T04:36:00Z,10.00,91.00
2025-09-28T04:37:00Z,10.00,91.00
2025-09-28T04:38:00Z,10.00,91.00
2025-09-28T04:39:00Z,10.00,91.00
2025-09-28T04:40:00Z,10.00,91.00
2025-09-28T04:41:00Z,10.00,91.00
2025-09-28T04:42:00Z,10.00,91.00
2025-09-28T04:43:00Z,10.00,91.00
2025-09-28T04:44:00Z,10.00,91.00
2025-09-28T04:45:00Z,10.00,91.00
2025-09-28T04:49:00Z,10.00,90.84
2025-09-28T04:51:00Z,10.00,91.00
2025-09-28T04:53:00Z,10.00,91.00
2025-09-28T04:55:00Z,10.00,91.00
2025-09-28T04:56:00Z,10.00,91.00
2025-09-28T04:57:00Z,10.00,91.00
2025-09-28T04:58:00Z,10.00,91.00
