# event_ticker=KXATPMATCH-26MAR06DJOMAJ
# final_score=4-6 6-1 6-2
# match_winner=Novak Djokovic
# fav_player=Novak Djokovic
# dog_player=Kamil Majchrzak
# kalshi_date=2026-03-06
timestamp,Novak Djokovic,Kamil Majchrzak
2026-03-07T10:59:00Z,89.00,
2026-03-07T11:17:00Z,89.00,
2026-03-07T11:50:00Z,89.00,11.00
2026-03-07T11:55:00Z,90.00,11.00
2026-03-07T12:17:00Z,90.00,11.00
2026-03-07T12:24:00Z,90.00,11.00
2026-03-07T12:49:00Z,90.00,11.00
2026-03-07T12:52:00Z,90.00,11.00
2026-03-07T12:53:00Z,90.00,11.00
2026-03-07T12:54:00Z,90.00,11.00
2026-03-07T12:58:00Z,90.00,10.00
2026-03-07T13:02:00Z,90.80,10.00
2026-03-07T13:07:00Z,91.00,10.00
2026-03-07T13:32:00Z,91.00,11.00
2026-03-07T13:44:00Z,91.00,11.00
2026-03-07T13:46:00Z,91.00,11.00
2026-03-07T13:52:00Z,91.00,11.00
2026-03-07T14:05:00Z,91.00,11.00
2026-03-07T14:07:00Z,91.00,11.00
2026-03-07T14:20:00Z,91.00,11.00
2026-03-07T14:22:00Z,91.00,11.00
2026-03-07T14:23:00Z,91.00,11.00
2026-03-07T14:25:00Z,90.00,11.00
2026-03-07T14:32:00Z,90.00,11.00
2026-03-07T14:33:00Z,91.00,11.00
2026-03-07T14:34:00Z,91.00,11.00
2026-03-07T14:38:00Z,91.00,11.00
2026-03-07T14:45:00Z,90.00,11.00
2026-03-07T14:49:00Z,91.00,11.00
2026-03-07T14:50:00Z,91.00,11.00
2026-03-07T14:51:00Z,91.00,11.00
2026-03-07T14:52:00Z,91.00,11.00
2026-03-07T14:53:00Z,91.00,11.00
2026-03-07T14:55:00Z,90.00,11.00
2026-03-07T14:57:00Z,90.00,11.00
2026-03-07T14:58:00Z,90.00,11.00
2026-03-07T15:03:00Z,90.00,11.00
2026-03-07T15:04:00Z,90.00,11.00
2026-03-07T15:11:00Z,90.36,11.00
2026-03-07T15:19:00Z,90.36,11.00
2026-03-07T15:24:00Z,90.36,11.00
2026-03-07T15:36:00Z,90.33,11.00
2026-03-07T15:38:00Z,90.00,11.00
2026-03-07T15:39:00Z,91.00,11.00
2026-03-07T15:40:00Z,91.00,11.00
2026-03-07T15:42:00Z,91.00,11.00
2026-03-07T15:44:00Z,91.00,11.00
2026-03-07T15:47:00Z,91.00,11.00
2026-03-07T15:52:00Z,91.00,11.00
2026-03-07T15:55:00Z,91.00,11.00
2026-03-07T16:03:00Z,91.00,11.00
2026-03-07T16:04:00Z,91.00,11.00
2026-03-07T16:07:00Z,91.00,11.00
2026-03-07T16:14:00Z,91.00,11.00
2026-03-07T16:17:00Z,90.00,11.00
2026-03-07T16:23:00Z,91.00,11.00
2026-03-07T16:26:00Z,91.00,11.00
2026-03-07T16:33:00Z,91.00,11.00
2026-03-07T16:35:00Z,91.00,10.00
2026-03-07T16:36:00Z,90.00,10.00
2026-03-07T16:37:00Z,91.00,10.00
2026-03-07T16:46:00Z,91.00,10.00
2026-03-07T16:49:00Z,91.00,11.00
2026-03-07T16:58:00Z,91.00,11.00
2026-03-07T17:01:00Z,90.00,11.00
2026-03-07T17:02:00Z,90.00,11.00
2026-03-07T17:03:00Z,90.02,11.00
2026-03-07T17:04:00Z,90.47,11.00
2026-03-07T17:05:00Z,90.00,11.00
2026-03-07T17:07:00Z,90.00,11.00
2026-03-07T17:11:00Z,89.00,11.00
2026-03-07T17:12:00Z,89.00,11.00
2026-03-07T17:13:00Z,89.00,11.00
2026-03-07T17:15:00Z,89.00,12.00
2026-03-07T17:17:00Z,89.00,12.00
2026-03-07T17:18:00Z,89.00,12.00
2026-03-07T17:19:00Z,89.00,12.00
2026-03-07T17:20:00Z,89.00,12.00
2026-03-07T17:21:00Z,89.00,12.00
2026-03-07T17:22:00Z,89.00,12.00
2026-03-07T17:24:00Z,90.00,12.00
2026-03-07T17:26:00Z,89.00,12.00
2026-03-07T17:29:00Z,89.00,12.00
2026-03-07T17:38:00Z,89.00,12.00
2026-03-07T17:47:00Z,89.00,12.00
2026-03-07T17:49:00Z,90.00,12.00
2026-03-07T18:08:00Z,90.00,12.00
2026-03-07T18:11:00Z,90.00,12.00
2026-03-07T18:14:00Z,90.00,12.00
2026-03-07T18:18:00Z,90.00,12.00
2026-03-07T18:21:00Z,90.00,12.00
2026-03-07T18:27:00Z,90.00,12.00
2026-03-07T18:28:00Z,90.00,12.00
2026-03-07T18:31:00Z,90.00,12.00
2026-03-07T18:39:00Z,90.00,12.00
2026-03-07T18:41:00Z,90.00,12.00
2026-03-07T18:43:00Z,90.00,12.00
2026-03-07T18:47:00Z,90.00,12.00
2026-03-07T18:51:00Z,90.00,12.00
2026-03-07T18:54:00Z,90.00,12.00
2026-03-07T18:56:00Z,90.00,12.00
2026-03-07T19:04:00Z,90.00,11.00
2026-03-07T19:06:00Z,90.00,11.00
2026-03-07T19:09:00Z,90.00,11.00
2026-03-07T19:11:00Z,90.00,11.00
2026-03-07T19:14:00Z,90.00,11.00
2026-03-07T19:20:00Z,90.00,11.00
2026-03-07T19:27:00Z,90.00,11.00
2026-03-07T19:31:00Z,90.00,11.00
2026-03-07T19:34:00Z,90.00,11.00
2026-03-07T19:37:00Z,90.00,11.00
2026-03-07T19:41:00Z,90.00,11.00
2026-03-07T19:42:00Z,90.00,11.00
2026-03-07T19:43:00Z,90.00,11.00
2026-03-07T19:57:00Z,90.00,11.00
2026-03-07T20:02:00Z,90.00,11.00
2026-03-07T20:04:00Z,90.00,11.00
2026-03-07T20:05:00Z,90.00,11.00
2026-03-07T20:07:00Z,90.00,11.00
2026-03-07T20:08:00Z,91.00,10.00
2026-03-07T20:09:00Z,91.00,10.00
2026-03-07T20:12:00Z,91.00,10.48
2026-03-07T20:13:00Z,90.00,10.48
2026-03-07T20:14:00Z,91.00,10.48
2026-03-07T20:27:00Z,90.00,10.48
2026-03-07T20:30:00Z,90.00,10.48
2026-03-07T20:31:00Z,90.00,10.48
2026-03-07T20:32:00Z,90.00,10.48
2026-03-07T20:33:00Z,90.00,10.48
2026-03-07T20:34:00Z,90.00,10.48
2026-03-07T20:35:00Z,90.79,10.48
2026-03-07T20:36:00Z,90.00,10.48
2026-03-07T20:37:00Z,90.00,10.48
2026-03-07T20:38:00Z,90.00,11.00
2026-03-07T20:40:00Z,90.00,11.00
2026-03-07T20:45:00Z,89.00,11.00
2026-03-07T20:48:00Z,89.99,11.00
2026-03-07T20:50:00Z,89.99,11.00
2026-03-07T20:52:00Z,89.99,11.00
2026-03-07T20:53:00Z,89.99,11.00
2026-03-07T20:55:00Z,90.00,11.00
2026-03-07T20:56:00Z,90.00,11.00
2026-03-07T20:59:00Z,90.00,11.00
2026-03-07T21:00:00Z,90.00,11.00
2026-03-07T21:01:00Z,90.00,11.00
2026-03-07T21:04:00Z,90.00,11.00
2026-03-07T21:05:00Z,90.00,11.00
2026-03-07T21:07:00Z,90.00,12.00
2026-03-07T21:08:00Z,91.00,12.00
2026-03-07T21:09:00Z,91.00,12.00
2026-03-07T21:11:00Z,91.00,12.00
2026-03-07T21:12:00Z,91.00,12.00
2026-03-07T21:13:00Z,91.00,12.00
2026-03-07T21:15:00Z,91.00,12.00
2026-03-07T21:16:00Z,91.00,11.00
2026-03-07T21:19:00Z,91.00,11.00
2026-03-07T21:21:00Z,91.00,11.00
2026-03-07T21:22:00Z,91.00,11.00
2026-03-07T21:23:00Z,91.00,11.00
2026-03-07T21:24:00Z,91.00,11.00
2026-03-07T21:26:00Z,91.00,11.00
2026-03-07T21:27:00Z,90.00,12.00
2026-03-07T21:28:00Z,90.00,12.00
2026-03-07T21:30:00Z,91.00,11.00
2026-03-07T21:32:00Z,90.00,11.00
2026-03-07T21:33:00Z,91.00,11.00
2026-03-07T21:34:00Z,91.00,11.00
2026-03-07T21:36:00Z,91.00,11.00
2026-03-07T21:37:00Z,90.00,11.00
2026-03-07T21:39:00Z,90.00,11.00
2026-03-07T21:40:00Z,91.00,11.00
2026-03-07T21:41:00Z,91.00,11.00
2026-03-07T21:42:00Z,90.00,11.47
2026-03-07T21:43:00Z,90.00,11.00
2026-03-07T21:44:00Z,90.93,11.62
2026-03-07T21:45:00Z,90.77,11.00
2026-03-07T21:46:00Z,90.01,11.96
2026-03-07T21:47:00Z,91.00,11.96
2026-03-07T21:48:00Z,89.97,12.68
2026-03-07T21:49:00Z,89.00,12.00
2026-03-07T21:50:00Z,89.00,11.13
2026-03-07T21:51:00Z,89.05,12.00
2026-03-07T21:52:00Z,91.92,11.20
2026-03-07T21:53:00Z,90.06,10.85
2026-03-07T21:54:00Z,89.16,12.05
2026-03-07T21:55:00Z,83.38,17.54
2026-03-07T21:56:00Z,80.00,21.79
2026-03-07T21:57:00Z,79.87,23.18
2026-03-07T21:58:00Z,75.15,26.64
2026-03-07T21:59:00Z,74.80,26.40
2026-03-07T22:00:00Z,76.42,24.19
2026-03-07T22:01:00Z,76.00,25.03
2026-03-07T22:02:00Z,78.49,24.28
2026-03-07T22:03:00Z,77.43,24.22
2026-03-07T22:04:00Z,74.31,27.40
2026-03-07T22:05:00Z,74.05,26.89
2026-03-07T22:06:00Z,80.60,25.67
2026-03-07T22:07:00Z,76.49,22.04
2026-03-07T22:08:00Z,74.04,27.22
2026-03-07T22:09:00Z,74.07,27.87
2026-03-07T22:10:00Z,72.33,28.35
2026-03-07T22:11:00Z,67.39,32.94
2026-03-07T22:12:00Z,58.89,42.42
