# event_ticker=KXATPCHALLENGERMATCH-26FEB28HERGAS
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Pierre-Hugues Herbert
# fav_player=Hugo Gaston
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-02-28
timestamp,Hugo Gaston,Pierre-Hugues Herbert
2026-02-28T05:56:00Z,65.00,
2026-02-28T05:58:00Z,65.68,
2026-02-28T06:06:00Z,66.00,
2026-02-28T06:07:00Z,66.00,
2026-02-28T06:08:00Z,66.00,
2026-02-28T06:11:00Z,66.00,
2026-02-28T06:12:00Z,66.00,
2026-02-28T06:18:00Z,66.00,
2026-02-28T06:19:00Z,66.00,37.00
2026-02-28T06:21:00Z,66.00,37.00
2026-02-28T06:34:00Z,66.00,37.00
2026-02-28T06:36:00Z,66.00,37.00
2026-02-28T06:45:00Z,66.00,37.00
2026-02-28T06:49:00Z,66.00,37.00
2026-02-28T07:08:00Z,66.00,37.00
2026-02-28T07:15:00Z,66.00,37.00
2026-02-28T07:16:00Z,66.00,37.00
2026-02-28T07:19:00Z,66.00,37.00
2026-02-28T07:21:00Z,66.00,37.00
2026-02-28T07:36:00Z,65.00,37.00
2026-02-28T07:45:00Z,65.00,37.00
2026-02-28T08:18:00Z,65.00,37.00
2026-02-28T08:30:00Z,65.00,37.00
2026-02-28T09:00:00Z,65.00,37.00
2026-02-28T09:59:00Z,64.00,37.00
2026-02-28T10:05:00Z,64.00,36.00
2026-02-28T10:14:00Z,65.00,36.00
2026-02-28T10:43:00Z,65.00,36.00
2026-02-28T10:57:00Z,65.00,36.00
2026-02-28T11:36:00Z,65.00,36.00
2026-02-28T11:39:00Z,65.00,36.00
2026-02-28T11:40:00Z,66.00,36.00
2026-02-28T11:41:00Z,66.00,36.00
2026-02-28T11:45:00Z,66.00,36.00
2026-02-28T12:00:00Z,66.00,36.00
2026-02-28T12:08:00Z,66.00,36.00
2026-02-28T12:14:00Z,66.00,36.00
2026-02-28T12:25:00Z,66.00,36.00
2026-02-28T12:42:00Z,66.00,36.00
2026-02-28T12:46:00Z,66.00,36.00
2026-02-28T13:10:00Z,66.00,36.00
2026-02-28T13:11:00Z,66.00,36.00
2026-02-28T13:16:00Z,66.00,36.00
2026-02-28T13:19:00Z,66.00,36.00
2026-02-28T13:21:00Z,66.00,36.00
2026-02-28T13:22:00Z,66.00,36.00
2026-02-28T13:24:00Z,66.00,36.00
2026-02-28T13:33:00Z,66.00,36.00
2026-02-28T13:34:00Z,66.00,36.00
2026-02-28T13:35:00Z,66.00,36.00
2026-02-28T13:42:00Z,66.00,36.00
2026-02-28T13:46:00Z,66.00,36.00
2026-02-28T13:56:00Z,66.00,36.00
2026-02-28T13:59:00Z,66.00,36.00
2026-02-28T14:03:00Z,66.00,36.00
2026-02-28T14:05:00Z,66.00,36.00
2026-02-28T14:17:00Z,66.00,36.00
2026-02-28T14:18:00Z,66.00,36.00
2026-02-28T14:26:00Z,66.00,36.00
2026-02-28T14:29:00Z,66.00,36.00
2026-02-28T14:31:00Z,66.00,36.00
2026-02-28T14:32:00Z,66.00,36.00
2026-02-28T14:35:00Z,66.00,36.00
2026-02-28T14:37:00Z,66.00,35.00
2026-02-28T14:38:00Z,66.00,35.00
2026-02-28T14:42:00Z,66.00,36.00
2026-02-28T14:45:00Z,66.00,36.00
2026-02-28T14:50:00Z,66.00,36.00
2026-02-28T14:51:00Z,65.00,36.00
2026-02-28T14:55:00Z,65.00,36.00
2026-02-28T14:58:00Z,65.00,36.00
2026-02-28T15:00:00Z,65.00,36.00
2026-02-28T15:03:00Z,65.00,36.00
2026-02-28T15:08:00Z,65.00,36.00
2026-02-28T15:10:00Z,65.00,36.00
2026-02-28T15:11:00Z,65.00,36.00
2026-02-28T15:13:00Z,65.00,36.00
2026-02-28T15:14:00Z,65.93,36.00
2026-02-28T15:15:00Z,66.00,36.00
2026-02-28T15:16:00Z,66.00,36.00
2026-02-28T15:17:00Z,66.00,36.00
2026-02-28T15:18:00Z,66.00,35.00
2026-02-28T15:19:00Z,66.00,35.00
2026-02-28T15:20:00Z,66.00,35.00
2026-02-28T15:22:00Z,66.00,35.00
2026-02-28T15:24:00Z,66.00,36.00
2026-02-28T15:25:00Z,66.00,37.00
2026-02-28T15:27:00Z,66.00,37.00
2026-02-28T15:28:00Z,66.00,37.00
2026-02-28T15:29:00Z,66.00,37.00
2026-02-28T15:31:00Z,65.00,37.00
2026-02-28T15:32:00Z,66.00,37.00
2026-02-28T15:33:00Z,66.00,36.00
2026-02-28T15:35:00Z,65.93,37.00
2026-02-28T15:37:00Z,65.00,37.00
2026-02-28T15:38:00Z,65.00,36.00
2026-02-28T15:39:00Z,65.00,36.00
2026-02-28T15:40:00Z,65.00,36.00
2026-02-28T15:41:00Z,65.00,36.00
2026-02-28T15:42:00Z,65.08,36.63
2026-02-28T15:43:00Z,66.00,37.00
2026-02-28T15:44:00Z,66.00,37.00
2026-02-28T15:45:00Z,66.00,37.00
2026-02-28T15:46:00Z,66.51,36.86
2026-02-28T15:47:00Z,67.00,37.00
2026-02-28T15:48:00Z,67.00,37.00
2026-02-28T15:49:00Z,66.00,37.00
2026-02-28T15:50:00Z,66.00,37.00
2026-02-28T15:51:00Z,66.00,37.00
2026-02-28T15:52:00Z,66.00,37.00
2026-02-28T15:53:00Z,66.00,38.00
2026-02-28T15:54:00Z,66.41,37.00
2026-02-28T15:55:00Z,67.00,36.63
2026-02-28T15:56:00Z,67.09,36.97
2026-02-28T15:57:00Z,66.95,36.69
2026-02-28T15:58:00Z,67.11,36.83
2026-02-28T15:59:00Z,67.70,35.89
2026-02-28T16:00:00Z,68.64,31.75
2026-02-28T16:01:00Z,69.01,33.41
2026-02-28T16:02:00Z,67.12,34.72
2026-02-28T16:03:00Z,66.03,35.78
2026-02-28T16:04:00Z,64.00,38.20
2026-02-28T16:05:00Z,65.86,36.89
2026-02-28T16:06:00Z,66.33,35.04
2026-02-28T16:07:00Z,67.00,35.00
2026-02-28T16:08:00Z,68.68,32.08
2026-02-28T16:09:00Z,74.81,26.10
2026-02-28T16:10:00Z,78.41,21.75
2026-02-28T16:11:00Z,79.63,22.89
2026-02-28T16:12:00Z,81.80,18.92
2026-02-28T16:13:00Z,81.99,18.77
2026-02-28T16:14:00Z,81.95,20.27
2026-02-28T16:15:00Z,79.83,21.41
2026-02-28T16:16:00Z,75.54,23.84
2026-02-28T16:17:00Z,70.44,35.17
2026-02-28T16:18:00Z,63.93,38.12
2026-02-28T16:19:00Z,66.92,38.04
2026-02-28T16:20:00Z,71.33,31.43
2026-02-28T16:21:00Z,67.97,36.13
2026-02-28T16:22:00Z,73.91,25.77
2026-02-28T16:23:00Z,82.00,21.48
2026-02-28T16:24:00Z,78.02,22.56
2026-02-28T16:25:00Z,69.14,30.62
2026-02-28T16:26:00Z,67.02,33.69
2026-02-28T16:27:00Z,64.00,37.96
2026-02-28T16:28:00Z,62.75,39.70
2026-02-28T16:29:00Z,58.08,42.20
2026-02-28T16:30:00Z,48.65,48.64
2026-02-28T16:31:00Z,35.34,60.74
2026-02-28T16:32:00Z,32.92,66.46
2026-02-28T16:33:00Z,30.70,69.01
2026-02-28T16:34:00Z,35.46,66.98
2026-02-28T16:35:00Z,33.66,65.51
2026-02-28T16:36:00Z,40.38,60.08
2026-02-28T16:37:00Z,36.74,65.03
2026-02-28T16:38:00Z,34.61,66.90
2026-02-28T16:39:00Z,29.10,70.79
2026-02-28T16:40:00Z,28.60,71.46
2026-02-28T16:41:00Z,27.61,73.13
2026-02-28T16:42:00Z,28.59,73.11
2026-02-28T16:43:00Z,18.80,80.39
2026-02-28T16:44:00Z,15.78,84.97
2026-02-28T16:45:00Z,16.71,86.16
2026-02-28T16:46:00Z,16.55,86.85
2026-02-28T16:47:00Z,17.20,81.09
2026-02-28T16:48:00Z,12.65,87.13
2026-02-28T16:49:00Z,14.60,86.96
2026-02-28T16:50:00Z,13.25,87.04
2026-02-28T16:51:00Z,14.07,85.62
2026-02-28T16:52:00Z,15.20,85.07
2026-02-28T16:53:00Z,13.45,86.82
2026-02-28T16:54:00Z,10.93,88.47
2026-02-28T16:55:00Z,9.91,90.97
2026-02-28T16:56:00Z,10.88,90.54
2026-02-28T16:57:00Z,10.73,90.55
2026-02-28T16:58:00Z,9.51,90.03
2026-02-28T16:59:00Z,8.29,92.08
2026-02-28T17:00:00Z,3.36,96.14
2026-02-28T17:01:00Z,1.83,98.66
2026-02-28T17:02:00Z,1.70,99.00
2026-02-28T17:03:00Z,1.04,98.22
2026-02-28T17:04:00Z,1.91,98.75
2026-02-28T17:05:00Z,1.31,99.00
2026-02-28T17:06:00Z,1.96,98.97
2026-02-28T17:07:00Z,1.92,98.58
2026-02-28T17:08:00Z,1.28,98.68
2026-02-28T17:09:00Z,1.96,98.92
2026-02-28T17:10:00Z,2.67,97.21
2026-02-28T17:11:00Z,3.17,96.82
2026-02-28T17:12:00Z,3.82,96.55
2026-02-28T17:13:00Z,1.32,98.14
2026-02-28T17:14:00Z,2.64,97.20
