# event_ticker=KXATPMATCH-26JAN11MANSPI
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Eliot Spizzirri
# fav_player=Adrian Mannarino
# dog_player=Eliot Spizzirri
# kalshi_date=2026-01-11
timestamp,Adrian Mannarino,Eliot Spizzirri
2026-01-11T12:00:00Z,,59.00
2026-01-11T13:28:00Z,41.00,59.00
2026-01-11T14:19:00Z,41.00,59.00
2026-01-11T14:37:00Z,41.00,59.00
2026-01-11T15:43:00Z,41.00,60.00
2026-01-11T15:56:00Z,41.00,60.75
2026-01-11T15:58:00Z,41.00,61.00
2026-01-11T16:09:00Z,41.00,61.00
2026-01-11T16:12:00Z,41.00,61.00
2026-01-11T16:17:00Z,41.00,60.00
2026-01-11T17:01:00Z,41.00,60.00
2026-01-11T17:05:00Z,41.00,60.00
2026-01-11T17:11:00Z,41.00,60.00
2026-01-11T17:13:00Z,41.00,61.00
2026-01-11T17:19:00Z,41.00,61.00
2026-01-11T17:44:00Z,41.00,61.00
2026-01-11T18:24:00Z,41.00,60.00
2026-01-11T19:15:00Z,41.00,61.00
2026-01-11T19:22:00Z,40.00,61.00
2026-01-11T19:23:00Z,40.00,61.00
2026-01-11T19:26:00Z,40.00,61.00
2026-01-11T19:36:00Z,40.00,61.00
2026-01-11T19:37:00Z,40.00,61.00
2026-01-11T19:48:00Z,40.00,61.00
2026-01-11T19:58:00Z,40.00,61.00
2026-01-11T20:03:00Z,40.00,61.00
2026-01-11T20:06:00Z,40.00,61.00
2026-01-11T20:29:00Z,40.00,61.00
2026-01-11T20:32:00Z,40.00,61.00
2026-01-11T20:38:00Z,40.00,61.00
2026-01-11T20:42:00Z,39.00,61.00
2026-01-11T20:44:00Z,39.00,61.00
2026-01-11T20:58:00Z,39.00,60.00
2026-01-11T21:11:00Z,39.00,62.00
2026-01-11T21:14:00Z,39.00,62.00
2026-01-11T21:16:00Z,39.00,62.00
2026-01-11T21:17:00Z,39.00,62.00
2026-01-11T21:18:00Z,39.00,62.00
2026-01-11T21:20:00Z,39.00,62.00
2026-01-11T21:21:00Z,39.00,62.00
2026-01-11T21:24:00Z,39.00,62.00
2026-01-11T21:25:00Z,39.00,62.00
2026-01-11T21:36:00Z,39.00,63.00
2026-01-11T21:38:00Z,39.00,63.00
2026-01-11T21:43:00Z,39.00,63.00
2026-01-11T21:45:00Z,39.00,63.00
2026-01-11T21:57:00Z,39.00,63.00
2026-01-11T21:58:00Z,38.00,63.00
2026-01-11T21:59:00Z,38.00,64.00
2026-01-11T22:02:00Z,38.00,64.00
2026-01-11T22:04:00Z,38.00,64.00
2026-01-11T22:06:00Z,38.00,64.00
2026-01-11T22:07:00Z,38.00,64.00
2026-01-11T22:10:00Z,38.00,64.00
2026-01-11T22:14:00Z,38.00,64.00
2026-01-11T22:15:00Z,38.00,64.00
2026-01-11T22:18:00Z,38.00,64.00
2026-01-11T22:19:00Z,38.00,63.00
2026-01-11T22:20:00Z,38.00,63.00
2026-01-11T22:23:00Z,38.45,63.00
2026-01-11T22:24:00Z,38.45,63.00
2026-01-11T22:25:00Z,38.45,63.00
2026-01-11T22:26:00Z,38.45,63.00
2026-01-11T22:28:00Z,38.00,63.00
2026-01-11T22:29:00Z,39.00,63.00
2026-01-11T22:30:00Z,37.01,63.00
2026-01-11T22:31:00Z,37.01,63.00
2026-01-11T22:36:00Z,39.88,63.00
2026-01-11T22:37:00Z,39.00,60.00
2026-01-11T22:38:00Z,39.00,63.00
2026-01-11T22:39:00Z,39.00,62.00
2026-01-11T22:40:00Z,36.12,62.00
2026-01-11T22:41:00Z,33.00,65.00
2026-01-11T22:42:00Z,32.00,65.00
2026-01-11T22:43:00Z,26.00,73.00
2026-01-11T22:44:00Z,26.00,76.00
2026-01-11T22:45:00Z,21.00,77.00
2026-01-11T22:46:00Z,20.00,77.62
2026-01-11T22:47:00Z,20.84,80.00
2026-01-11T22:48:00Z,22.25,84.60
2026-01-11T22:49:00Z,24.25,79.00
2026-01-11T22:50:00Z,25.00,76.65
2026-01-11T22:51:00Z,24.00,78.00
2026-01-11T22:52:00Z,21.00,79.81
2026-01-11T22:53:00Z,19.00,81.10
2026-01-11T22:54:00Z,21.30,80.66
2026-01-11T22:55:00Z,23.14,80.03
2026-01-11T22:56:00Z,23.82,78.02
2026-01-11T22:57:00Z,22.80,79.00
2026-01-11T22:58:00Z,18.85,80.00
2026-01-11T22:59:00Z,19.19,81.97
2026-01-11T23:00:00Z,19.19,83.74
2026-01-11T23:01:00Z,18.55,84.00
2026-01-11T23:02:00Z,18.00,84.00
2026-01-11T23:03:00Z,18.00,84.00
2026-01-11T23:04:00Z,19.48,81.95
2026-01-11T23:05:00Z,20.00,82.00
2026-01-11T23:06:00Z,21.46,77.92
2026-01-11T23:07:00Z,19.81,79.15
2026-01-11T23:08:00Z,18.03,85.49
2026-01-11T23:09:00Z,17.88,83.10
2026-01-11T23:10:00Z,15.24,85.00
2026-01-11T23:11:00Z,13.26,88.36
2026-01-11T23:12:00Z,15.16,84.02
2026-01-11T23:13:00Z,15.41,80.00
2026-01-11T23:14:00Z,22.42,78.23
2026-01-11T23:15:00Z,25.00,84.62
2026-01-11T23:16:00Z,25.00,84.00
2026-01-11T23:17:00Z,16.07,82.67
2026-01-11T23:18:00Z,15.71,82.67
2026-01-11T23:19:00Z,15.47,78.00
2026-01-11T23:20:00Z,19.00,78.41
2026-01-11T23:21:00Z,19.00,78.00
2026-01-11T23:22:00Z,19.00,87.67
2026-01-11T23:23:00Z,17.72,84.00
2026-01-11T23:24:00Z,16.63,84.00
2026-01-11T23:25:00Z,16.63,83.96
2026-01-11T23:26:00Z,17.00,82.73
2026-01-11T23:27:00Z,16.49,82.73
2026-01-11T23:29:00Z,16.00,84.90
2026-01-11T23:30:00Z,15.00,84.90
2026-01-11T23:31:00Z,15.00,85.00
2026-01-11T23:32:00Z,15.47,85.00
2026-01-11T23:33:00Z,14.98,86.00
2026-01-11T23:34:00Z,14.03,86.00
2026-01-11T23:35:00Z,12.36,86.00
2026-01-11T23:36:00Z,16.00,86.00
2026-01-11T23:37:00Z,16.20,86.00
2026-01-11T23:38:00Z,19.22,82.99
2026-01-11T23:40:00Z,15.33,82.99
2026-01-11T23:41:00Z,15.33,84.82
2026-01-11T23:42:00Z,17.00,83.05
2026-01-11T23:44:00Z,17.07,83.00
2026-01-11T23:45:00Z,17.48,83.00
2026-01-11T23:46:00Z,18.00,82.57
2026-01-11T23:47:00Z,17.56,85.00
2026-01-11T23:49:00Z,12.01,86.45
2026-01-11T23:50:00Z,14.00,86.04
2026-01-11T23:51:00Z,12.52,89.22
2026-01-11T23:52:00Z,6.00,94.39
2026-01-11T23:53:00Z,5.08,95.00
2026-01-11T23:54:00Z,6.00,96.44
2026-01-11T23:55:00Z,5.00,96.00
2026-01-11T23:56:00Z,6.00,95.40
2026-01-11T23:57:00Z,4.68,95.68
2026-01-11T23:58:00Z,4.22,96.50
2026-01-11T23:59:00Z,4.00,97.73
2026-01-12T00:00:00Z,6.00,95.00
2026-01-12T00:01:00Z,5.91,96.00
2026-01-12T00:02:00Z,5.01,96.00
2026-01-12T00:03:00Z,5.00,98.00
2026-01-12T00:04:00Z,5.13,96.00
2026-01-12T00:05:00Z,3.00,94.00
2026-01-12T00:06:00Z,3.80,98.06
2026-01-12T00:07:00Z,5.00,96.97
2026-01-12T00:08:00Z,4.00,96.97
2026-01-12T00:09:00Z,3.00,96.97
2026-01-12T00:10:00Z,4.00,96.43
2026-01-12T00:11:00Z,4.92,96.43
2026-01-12T00:12:00Z,5.00,96.43
2026-01-12T00:14:00Z,3.23,97.23
2026-01-12T00:15:00Z,3.00,97.18
2026-01-12T00:16:00Z,3.00,98.00
2026-01-12T00:17:00Z,3.00,97.18
2026-01-12T00:18:00Z,3.00,98.00
2026-01-12T00:19:00Z,2.93,97.76
2026-01-12T00:20:00Z,4.14,96.08
2026-01-12T00:21:00Z,3.98,97.00
2026-01-12T00:22:00Z,3.83,95.31
2026-01-12T00:23:00Z,4.78,94.17
2026-01-12T00:24:00Z,3.25,97.00
2026-01-12T00:25:00Z,3.00,97.00
