# event_ticker=KXATPCHALLENGERMATCH-26MAY10BAXHEM
# final_score=7-5 3-6 7-6(2)
# score_resolution=5-7 6-3 6-7
# match_winner=Calvin Hemery
# fav_player=Florent Bax
# dog_player=Calvin Hemery
# kalshi_date=2026-05-10
timestamp,Florent Bax,Calvin Hemery
2026-05-10T02:31:00Z,,61.00
2026-05-10T03:05:00Z,,61.00
2026-05-10T03:38:00Z,41.00,61.00
2026-05-10T03:50:00Z,41.00,61.00
2026-05-10T03:55:00Z,41.00,61.00
2026-05-10T04:05:00Z,41.00,61.00
2026-05-10T04:37:00Z,41.00,61.00
2026-05-10T05:01:00Z,41.00,61.00
2026-05-10T05:18:00Z,41.00,61.00
2026-05-10T06:13:00Z,42.00,61.00
2026-05-10T06:14:00Z,42.00,61.00
2026-05-10T06:18:00Z,42.00,60.00
2026-05-10T06:40:00Z,42.00,60.00
2026-05-10T07:02:00Z,42.00,60.00
2026-05-10T07:14:00Z,42.00,59.00
2026-05-10T07:47:00Z,42.00,59.00
2026-05-10T08:51:00Z,42.00,59.00
2026-05-10T09:19:00Z,42.00,58.00
2026-05-10T10:24:00Z,42.00,58.00
2026-05-10T11:00:00Z,42.00,58.00
2026-05-10T11:02:00Z,42.00,58.93
2026-05-10T11:12:00Z,42.00,59.00
2026-05-10T11:19:00Z,42.00,59.00
2026-05-10T11:31:00Z,42.00,59.00
2026-05-10T11:33:00Z,42.00,59.00
2026-05-10T12:29:00Z,42.00,59.00
2026-05-10T12:39:00Z,42.00,59.00
2026-05-10T12:50:00Z,42.00,59.00
2026-05-10T12:53:00Z,42.00,59.00
2026-05-10T12:56:00Z,42.00,59.00
2026-05-10T13:00:00Z,42.00,59.00
2026-05-10T13:08:00Z,42.00,59.00
2026-05-10T13:11:00Z,42.00,59.00
2026-05-10T13:21:00Z,42.00,59.00
2026-05-10T13:31:00Z,42.00,59.00
2026-05-10T13:40:00Z,42.00,59.00
2026-05-10T13:41:00Z,42.00,59.00
2026-05-10T13:42:00Z,42.00,59.00
2026-05-10T13:43:00Z,42.00,59.00
2026-05-10T13:44:00Z,42.00,59.00
2026-05-10T13:45:00Z,42.00,59.00
2026-05-10T13:46:00Z,42.00,59.00
2026-05-10T13:49:00Z,42.00,59.00
2026-05-10T13:50:00Z,42.00,59.00
2026-05-10T13:52:00Z,42.00,58.00
2026-05-10T13:55:00Z,42.00,59.00
2026-05-10T13:59:00Z,42.00,59.00
2026-05-10T14:00:00Z,42.00,59.00
2026-05-10T14:03:00Z,42.00,59.00
2026-05-10T14:04:00Z,42.00,59.00
2026-05-10T14:08:00Z,42.00,59.00
2026-05-10T14:09:00Z,42.00,59.00
2026-05-10T14:10:00Z,42.00,62.62
2026-05-10T14:11:00Z,42.00,62.62
2026-05-10T14:12:00Z,43.00,57.06
2026-05-10T14:14:00Z,43.00,60.00
2026-05-10T14:15:00Z,43.00,62.00
2026-05-10T14:16:00Z,41.15,61.00
2026-05-10T14:17:00Z,42.00,61.17
2026-05-10T14:18:00Z,43.00,61.00
2026-05-10T14:19:00Z,43.76,56.42
2026-05-10T14:20:00Z,43.00,56.42
2026-05-10T14:21:00Z,43.00,56.42
2026-05-10T14:22:00Z,43.00,61.00
2026-05-10T14:23:00Z,42.00,61.00
