# event_ticker=KXATPMATCH-26JAN14VUKPAU
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Tommy Paul
# fav_player=Aleksandar Vukic
# dog_player=Tommy Paul
# kalshi_date=2026-01-14
timestamp,Aleksandar Vukic,Tommy Paul
2026-01-14T18:45:00Z,25.81,
2026-01-14T18:47:00Z,25.81,75.00
2026-01-14T19:57:00Z,25.81,75.00
2026-01-14T20:06:00Z,26.00,75.00
2026-01-14T20:17:00Z,26.00,74.00
2026-01-14T20:48:00Z,26.00,75.00
2026-01-14T20:49:00Z,26.00,75.00
2026-01-14T21:05:00Z,26.00,74.00
2026-01-14T21:28:00Z,26.00,75.00
2026-01-14T21:30:00Z,26.00,75.00
2026-01-14T21:41:00Z,26.00,75.00
2026-01-14T21:42:00Z,26.00,75.00
2026-01-14T21:44:00Z,26.00,75.00
2026-01-14T22:00:00Z,26.00,75.00
2026-01-14T22:17:00Z,26.00,75.00
2026-01-14T23:36:00Z,26.00,75.00
2026-01-15T01:03:00Z,26.00,75.00
2026-01-15T01:57:00Z,25.00,75.00
2026-01-15T02:02:00Z,25.00,76.00
2026-01-15T02:03:00Z,25.00,76.00
2026-01-15T02:17:00Z,25.00,76.50
2026-01-15T02:24:00Z,25.00,76.00
2026-01-15T02:33:00Z,25.00,76.00
2026-01-15T02:36:00Z,25.00,76.00
2026-01-15T02:53:00Z,25.00,76.00
2026-01-15T02:58:00Z,25.00,76.93
2026-01-15T03:14:00Z,25.00,78.00
2026-01-15T03:19:00Z,25.00,78.00
2026-01-15T03:40:00Z,25.00,78.00
2026-01-15T03:50:00Z,23.00,77.00
2026-01-15T03:51:00Z,23.00,78.00
2026-01-15T03:53:00Z,23.00,78.00
2026-01-15T03:55:00Z,23.00,78.00
2026-01-15T04:01:00Z,23.00,78.00
2026-01-15T04:02:00Z,23.00,78.00
2026-01-15T04:04:00Z,23.00,78.00
2026-01-15T04:14:00Z,23.00,78.00
2026-01-15T04:17:00Z,23.00,78.00
2026-01-15T04:19:00Z,23.00,78.00
2026-01-15T04:21:00Z,23.00,78.00
2026-01-15T04:22:00Z,23.00,78.00
2026-01-15T04:25:00Z,23.00,78.00
2026-01-15T04:26:00Z,23.00,78.00
2026-01-15T04:36:00Z,23.00,78.00
2026-01-15T04:37:00Z,23.00,78.00
2026-01-15T04:38:00Z,23.00,78.00
2026-01-15T04:41:00Z,23.00,78.21
2026-01-15T04:45:00Z,23.00,79.00
2026-01-15T04:57:00Z,23.00,80.00
2026-01-15T05:00:00Z,23.00,80.00
2026-01-15T05:01:00Z,23.00,80.00
2026-01-15T05:02:00Z,23.00,80.00
2026-01-15T05:04:00Z,23.00,80.00
2026-01-15T05:06:00Z,23.00,80.00
2026-01-15T05:07:00Z,23.00,80.00
2026-01-15T05:09:00Z,21.00,80.00
2026-01-15T05:10:00Z,21.00,80.00
2026-01-15T05:14:00Z,23.00,80.00
2026-01-15T05:16:00Z,23.00,80.00
2026-01-15T05:17:00Z,23.00,80.00
2026-01-15T05:18:00Z,23.00,80.00
2026-01-15T05:19:00Z,23.00,80.00
2026-01-15T05:21:00Z,23.00,80.00
2026-01-15T05:24:00Z,23.00,80.00
2026-01-15T05:25:00Z,23.00,80.00
2026-01-15T05:27:00Z,23.00,80.00
2026-01-15T05:29:00Z,23.00,80.00
2026-01-15T05:30:00Z,23.00,80.00
2026-01-15T05:32:00Z,23.00,80.00
2026-01-15T05:38:00Z,21.29,80.00
2026-01-15T05:43:00Z,23.00,80.00
2026-01-15T05:47:00Z,23.00,80.00
2026-01-15T05:53:00Z,23.00,80.00
2026-01-15T05:56:00Z,23.01,80.00
2026-01-15T05:57:00Z,23.00,80.00
2026-01-15T05:58:00Z,23.00,79.00
2026-01-15T05:59:00Z,23.00,79.00
2026-01-15T06:00:00Z,23.00,79.00
2026-01-15T06:01:00Z,23.00,79.00
2026-01-15T06:03:00Z,23.00,79.00
2026-01-15T06:06:00Z,23.00,79.00
2026-01-15T06:07:00Z,23.00,79.00
2026-01-15T06:08:00Z,23.00,79.00
2026-01-15T06:09:00Z,23.00,79.00
2026-01-15T06:10:00Z,23.00,79.00
2026-01-15T06:13:00Z,23.00,79.00
2026-01-15T06:14:00Z,23.00,79.00
2026-01-15T06:16:00Z,24.00,78.69
2026-01-15T06:17:00Z,24.00,79.00
2026-01-15T06:18:00Z,24.00,79.00
2026-01-15T06:19:00Z,24.00,79.00
2026-01-15T06:20:00Z,24.00,79.00
2026-01-15T06:21:00Z,22.02,80.39
2026-01-15T06:22:00Z,20.00,82.00
2026-01-15T06:23:00Z,19.82,82.00
2026-01-15T06:24:00Z,17.00,85.72
2026-01-15T06:25:00Z,14.08,86.91
2026-01-15T06:26:00Z,20.23,82.00
2026-01-15T06:27:00Z,20.61,79.92
2026-01-15T06:28:00Z,19.00,82.00
2026-01-15T06:29:00Z,19.00,82.97
2026-01-15T06:30:00Z,19.00,83.00
2026-01-15T06:31:00Z,18.01,83.01
2026-01-15T06:32:00Z,20.97,82.80
2026-01-15T06:33:00Z,23.65,78.23
2026-01-15T06:34:00Z,22.07,78.91
2026-01-15T06:35:00Z,20.92,81.00
2026-01-15T06:36:00Z,20.00,81.00
2026-01-15T06:37:00Z,20.17,80.94
2026-01-15T06:38:00Z,20.89,81.21
2026-01-15T06:39:00Z,16.18,84.40
2026-01-15T06:40:00Z,20.32,87.34
2026-01-15T06:41:00Z,20.99,80.00
2026-01-15T06:42:00Z,21.38,81.27
2026-01-15T06:43:00Z,18.78,82.75
2026-01-15T06:44:00Z,18.35,82.18
2026-01-15T06:45:00Z,17.11,83.17
2026-01-15T06:46:00Z,9.17,88.68
2026-01-15T06:47:00Z,7.34,92.20
2026-01-15T06:48:00Z,7.63,90.94
2026-01-15T06:49:00Z,7.15,93.11
2026-01-15T06:50:00Z,9.00,92.75
2026-01-15T06:51:00Z,8.20,93.38
2026-01-15T06:52:00Z,7.22,93.17
2026-01-15T06:53:00Z,7.07,93.17
2026-01-15T06:54:00Z,7.07,94.00
2026-01-15T06:55:00Z,7.13,91.50
2026-01-15T06:56:00Z,6.58,93.16
2026-01-15T06:57:00Z,6.96,93.06
2026-01-15T06:58:00Z,6.24,95.00
2026-01-15T06:59:00Z,3.96,96.57
2026-01-15T07:00:00Z,2.71,97.59
2026-01-15T07:01:00Z,3.00,97.17
2026-01-15T07:02:00Z,3.01,99.00
2026-01-15T07:03:00Z,2.41,98.23
2026-01-15T07:04:00Z,3.61,98.00
2026-01-15T07:05:00Z,1.13,99.00
2026-01-15T07:06:00Z,2.81,99.00
2026-01-15T07:07:00Z,2.00,99.00
2026-01-15T07:08:00Z,2.00,99.00
2026-01-15T07:09:00Z,1.97,99.00
2026-01-15T07:10:00Z,2.00,98.00
2026-01-15T07:11:00Z,2.41,98.00
2026-01-15T07:12:00Z,3.00,97.00
2026-01-15T07:13:00Z,3.60,97.40
2026-01-15T07:14:00Z,4.00,96.74
2026-01-15T07:15:00Z,4.93,97.00
2026-01-15T07:16:00Z,6.14,95.27
2026-01-15T07:17:00Z,2.34,98.17
2026-01-15T07:18:00Z,1.69,99.00
2026-01-15T07:19:00Z,1.87,99.00
2026-01-15T07:20:00Z,1.08,99.00
2026-01-15T07:21:00Z,1.00,99.00
2026-01-15T07:22:00Z,1.00,99.00
2026-01-15T07:24:00Z,1.00,99.00
