# event_ticker=KXATPMATCH-26MAY06DZUMAN
# final_score=6-4 6-0
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Adrian Mannarino
# kalshi_date=2026-05-06
timestamp,Damir Dzumhur,Adrian Mannarino
2026-05-05T21:20:00Z,74.00,
2026-05-05T21:22:00Z,74.00,28.00
2026-05-05T21:55:00Z,74.00,28.00
2026-05-05T22:03:00Z,74.00,28.00
2026-05-05T22:05:00Z,73.00,28.00
2026-05-05T22:06:00Z,74.00,28.00
2026-05-05T22:07:00Z,74.00,28.00
2026-05-05T22:17:00Z,74.00,27.00
2026-05-05T22:39:00Z,74.00,27.00
2026-05-05T22:49:00Z,74.00,27.00
2026-05-05T22:55:00Z,74.00,27.00
2026-05-05T23:00:00Z,74.00,28.00
2026-05-05T23:08:00Z,74.00,28.00
2026-05-05T23:09:00Z,74.00,28.00
2026-05-05T23:19:00Z,74.00,28.00
2026-05-05T23:26:00Z,74.00,27.00
2026-05-05T23:41:00Z,74.00,27.00
2026-05-05T23:48:00Z,74.00,27.00
2026-05-06T00:00:00Z,74.00,27.00
2026-05-06T00:04:00Z,74.00,27.00
2026-05-06T00:07:00Z,74.00,27.00
2026-05-06T00:09:00Z,74.00,27.00
2026-05-06T00:10:00Z,74.00,27.00
2026-05-06T00:13:00Z,74.00,27.00
2026-05-06T00:17:00Z,74.00,27.00
2026-05-06T00:19:00Z,74.00,27.00
2026-05-06T00:25:00Z,75.00,27.00
2026-05-06T00:27:00Z,75.00,27.00
2026-05-06T00:31:00Z,75.00,27.00
2026-05-06T00:38:00Z,74.00,27.00
2026-05-06T00:50:00Z,74.00,27.00
2026-05-06T00:58:00Z,74.00,27.00
2026-05-06T01:00:00Z,74.00,27.00
2026-05-06T01:08:00Z,74.00,27.00
2026-05-06T01:12:00Z,75.00,27.00
2026-05-06T01:16:00Z,74.00,27.00
2026-05-06T01:21:00Z,75.00,27.00
2026-05-06T01:30:00Z,75.00,27.00
2026-05-06T01:39:00Z,75.00,27.00
2026-05-06T01:42:00Z,75.00,27.00
2026-05-06T01:52:00Z,75.00,27.00
2026-05-06T01:53:00Z,75.00,27.00
2026-05-06T02:02:00Z,75.00,27.00
2026-05-06T02:06:00Z,75.00,27.00
2026-05-06T02:07:00Z,75.00,27.00
2026-05-06T02:11:00Z,75.00,27.00
2026-05-06T02:13:00Z,74.97,27.00
2026-05-06T02:18:00Z,75.00,27.00
2026-05-06T02:39:00Z,75.00,27.00
2026-05-06T02:40:00Z,75.00,27.00
2026-05-06T02:44:00Z,75.00,27.00
2026-05-06T02:49:00Z,75.00,27.00
2026-05-06T02:51:00Z,75.00,27.00
2026-05-06T02:55:00Z,75.00,27.00
2026-05-06T02:56:00Z,75.00,27.00
2026-05-06T02:57:00Z,75.00,27.00
2026-05-06T02:59:00Z,75.00,27.00
2026-05-06T03:00:00Z,75.00,27.00
2026-05-06T03:01:00Z,75.00,27.00
2026-05-06T03:03:00Z,75.00,27.00
2026-05-06T03:04:00Z,75.00,27.00
2026-05-06T03:08:00Z,75.00,27.00
2026-05-06T03:12:00Z,75.00,27.00
2026-05-06T03:14:00Z,75.00,27.00
2026-05-06T03:16:00Z,75.00,27.00
2026-05-06T03:17:00Z,75.00,27.00
2026-05-06T03:18:00Z,75.00,27.00
2026-05-06T03:19:00Z,75.00,27.00
2026-05-06T03:23:00Z,75.00,27.00
2026-05-06T03:24:00Z,75.00,27.00
2026-05-06T03:25:00Z,75.00,27.00
2026-05-06T03:27:00Z,75.00,27.00
2026-05-06T03:32:00Z,75.00,27.00
2026-05-06T03:33:00Z,75.00,26.00
2026-05-06T03:34:00Z,75.00,26.00
2026-05-06T03:35:00Z,75.00,27.00
2026-05-06T03:37:00Z,75.00,27.00
2026-05-06T03:42:00Z,75.00,27.00
2026-05-06T03:46:00Z,75.00,27.00
2026-05-06T03:49:00Z,75.00,27.00
2026-05-06T03:53:00Z,75.00,27.00
2026-05-06T03:55:00Z,75.00,27.00
2026-05-06T03:56:00Z,75.00,27.00
2026-05-06T03:59:00Z,75.00,27.00
2026-05-06T04:01:00Z,75.00,27.00
2026-05-06T04:02:00Z,75.00,27.00
2026-05-06T04:03:00Z,75.00,27.00
2026-05-06T04:05:00Z,75.00,26.00
2026-05-06T04:06:00Z,75.00,26.00
2026-05-06T04:07:00Z,75.00,26.00
2026-05-06T04:08:00Z,75.00,26.00
2026-05-06T04:12:00Z,75.00,26.00
2026-05-06T04:13:00Z,75.00,26.00
2026-05-06T04:14:00Z,75.00,26.00
2026-05-06T04:15:00Z,75.00,26.00
2026-05-06T04:17:00Z,75.00,26.00
2026-05-06T04:18:00Z,75.00,26.00
2026-05-06T04:19:00Z,75.00,26.00
2026-05-06T04:21:00Z,75.00,26.00
2026-05-06T04:24:00Z,75.00,26.00
2026-05-06T04:28:00Z,75.00,26.00
2026-05-06T04:29:00Z,75.00,26.00
2026-05-06T04:32:00Z,75.00,26.00
