# event_ticker=KXATPMATCH-26MAY06DZUMAN
# final_score=6-4 6-0
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Adrian Mannarino
# kalshi_date=2026-05-06
timestamp,Damir Dzumhur,Adrian Mannarino
2026-05-06T04:33:00Z,75.00,26.00
2026-05-06T04:34:00Z,75.00,26.00
2026-05-06T04:36:00Z,75.00,26.00
2026-05-06T04:39:00Z,75.00,26.00
2026-05-06T04:41:00Z,75.00,26.00
2026-05-06T04:42:00Z,75.00,26.00
2026-05-06T04:43:00Z,75.00,26.00
2026-05-06T04:44:00Z,75.00,26.00
2026-05-06T04:45:00Z,75.00,26.00
2026-05-06T04:46:00Z,75.00,26.00
2026-05-06T04:48:00Z,74.00,26.00
2026-05-06T04:50:00Z,74.00,26.00
2026-05-06T04:51:00Z,75.00,26.00
2026-05-06T04:52:00Z,75.00,26.00
2026-05-06T04:54:00Z,75.00,26.00
2026-05-06T04:55:00Z,75.00,26.00
2026-05-06T04:57:00Z,75.00,26.00
2026-05-06T05:02:00Z,75.00,26.00
2026-05-06T05:04:00Z,75.00,26.00
2026-05-06T05:06:00Z,75.00,26.00
2026-05-06T05:10:00Z,75.00,26.00
2026-05-06T05:11:00Z,74.00,26.00
2026-05-06T05:13:00Z,75.00,26.00
2026-05-06T05:16:00Z,75.00,26.00
2026-05-06T05:18:00Z,75.00,26.00
2026-05-06T05:19:00Z,75.00,26.00
2026-05-06T05:20:00Z,75.00,26.00
2026-05-06T05:33:00Z,75.22,26.00
2026-05-06T05:34:00Z,76.00,26.00
2026-05-06T05:35:00Z,76.00,26.00
2026-05-06T05:36:00Z,76.00,26.00
2026-05-06T05:37:00Z,76.00,26.00
2026-05-06T05:39:00Z,76.00,26.00
2026-05-06T05:42:00Z,76.00,26.00
2026-05-06T05:43:00Z,76.00,26.00
2026-05-06T05:44:00Z,76.00,26.00
2026-05-06T05:45:00Z,76.00,26.00
2026-05-06T05:54:00Z,76.00,26.00
2026-05-06T05:59:00Z,76.00,26.00
2026-05-06T06:00:00Z,76.00,26.00
2026-05-06T06:01:00Z,76.00,26.00
2026-05-06T06:04:00Z,76.00,25.18
2026-05-06T06:05:00Z,76.00,25.00
2026-05-06T06:06:00Z,76.00,25.00
2026-05-06T06:12:00Z,76.00,25.00
2026-05-06T06:15:00Z,76.00,25.00
2026-05-06T06:16:00Z,76.00,26.00
2026-05-06T06:20:00Z,76.00,26.00
2026-05-06T06:21:00Z,76.00,26.00
2026-05-06T06:25:00Z,76.00,26.00
2026-05-06T06:26:00Z,76.00,26.00
2026-05-06T06:34:00Z,76.00,26.00
2026-05-06T06:37:00Z,76.00,26.00
2026-05-06T06:43:00Z,76.00,26.00
2026-05-06T06:44:00Z,76.00,26.00
2026-05-06T06:46:00Z,76.00,26.00
2026-05-06T06:49:00Z,76.00,26.00
2026-05-06T06:55:00Z,76.00,26.00
2026-05-06T07:00:00Z,76.00,25.00
2026-05-06T07:02:00Z,76.00,25.00
2026-05-06T07:04:00Z,76.00,25.00
2026-05-06T07:05:00Z,76.00,25.00
2026-05-06T07:15:00Z,76.00,25.00
2026-05-06T07:22:00Z,76.00,25.00
2026-05-06T07:27:00Z,76.00,25.00
2026-05-06T07:37:00Z,76.00,25.00
2026-05-06T07:42:00Z,76.00,25.00
2026-05-06T07:47:00Z,76.00,25.00
2026-05-06T07:48:00Z,76.00,25.00
2026-05-06T07:53:00Z,76.00,24.20
2026-05-06T07:54:00Z,76.00,24.20
2026-05-06T08:09:00Z,75.00,24.20
2026-05-06T08:15:00Z,75.00,25.00
2026-05-06T08:16:00Z,75.00,25.00
2026-05-06T08:18:00Z,75.00,25.00
2026-05-06T08:21:00Z,75.00,25.00
2026-05-06T08:27:00Z,75.00,25.00
2026-05-06T08:32:00Z,75.00,25.00
2026-05-06T08:40:00Z,75.00,25.00
2026-05-06T08:42:00Z,75.00,25.00
2026-05-06T08:43:00Z,75.00,26.00
2026-05-06T08:46:00Z,75.00,26.00
2026-05-06T08:51:00Z,75.00,26.00
2026-05-06T08:52:00Z,75.00,26.00
2026-05-06T08:56:00Z,75.00,26.00
2026-05-06T08:57:00Z,75.00,26.00
2026-05-06T08:59:00Z,75.00,26.00
2026-05-06T09:00:00Z,75.00,26.00
2026-05-06T09:04:00Z,75.00,26.00
2026-05-06T09:06:00Z,75.00,26.00
2026-05-06T09:08:00Z,74.00,26.00
2026-05-06T09:12:00Z,77.00,26.00
2026-05-06T09:13:00Z,77.00,24.75
2026-05-06T09:14:00Z,76.00,24.97
2026-05-06T09:15:00Z,77.00,23.01
2026-05-06T09:16:00Z,79.04,20.07
2026-05-06T09:17:00Z,82.09,19.80
2026-05-06T09:18:00Z,85.00,17.21
2026-05-06T09:19:00Z,84.75,15.73
2026-05-06T09:20:00Z,80.40,20.00
2026-05-06T09:21:00Z,81.00,22.35
2026-05-06T09:22:00Z,84.30,21.88
2026-05-06T09:23:00Z,84.30,23.00
2026-05-06T09:24:00Z,78.00,24.77
2026-05-06T09:25:00Z,75.00,24.80
2026-05-06T09:26:00Z,77.65,24.81
2026-05-06T09:27:00Z,78.00,24.00
2026-05-06T09:28:00Z,76.00,24.00
2026-05-06T09:29:00Z,76.00,24.58
2026-05-06T09:30:00Z,76.48,24.58
2026-05-06T09:31:00Z,76.00,24.00
2026-05-06T09:32:00Z,77.00,24.00
2026-05-06T09:33:00Z,78.06,22.00
2026-05-06T09:34:00Z,78.00,23.04
2026-05-06T09:35:00Z,80.00,19.27
2026-05-06T09:36:00Z,79.00,21.00
2026-05-06T09:37:00Z,75.87,25.71
2026-05-06T09:38:00Z,75.00,25.75
2026-05-06T09:39:00Z,75.00,23.00
2026-05-06T09:40:00Z,79.00,22.00
2026-05-06T09:41:00Z,79.00,22.00
2026-05-06T09:42:00Z,80.00,20.59
2026-05-06T09:43:00Z,84.78,20.59
2026-05-06T09:44:00Z,84.78,18.00
2026-05-06T09:45:00Z,82.00,18.02
2026-05-06T09:46:00Z,87.32,17.91
2026-05-06T09:47:00Z,80.33,21.00
2026-05-06T09:48:00Z,83.93,19.29
2026-05-06T09:49:00Z,81.71,18.11
2026-05-06T09:50:00Z,77.42,23.00
2026-05-06T09:51:00Z,74.14,26.61
2026-05-06T09:52:00Z,74.00,27.74
2026-05-06T09:53:00Z,75.40,25.92
2026-05-06T09:54:00Z,79.00,23.00
2026-05-06T09:55:00Z,79.00,22.00
2026-05-06T09:56:00Z,80.91,22.00
2026-05-06T09:57:00Z,81.00,21.00
2026-05-06T09:58:00Z,81.00,22.00
2026-05-06T09:59:00Z,82.00,18.00
2026-05-06T10:00:00Z,89.03,12.28
2026-05-06T10:01:00Z,89.03,12.22
2026-05-06T10:02:00Z,83.00,17.99
2026-05-06T10:03:00Z,81.00,20.41
2026-05-06T10:04:00Z,81.00,21.00
2026-05-06T10:05:00Z,81.00,22.24
2026-05-06T10:06:00Z,74.65,25.00
2026-05-06T10:07:00Z,78.47,22.63
2026-05-06T10:08:00Z,81.00,22.63
2026-05-06T10:09:00Z,81.00,23.99
2026-05-06T10:10:00Z,82.00,15.95
2026-05-06T10:11:00Z,80.25,16.73
2026-05-06T10:12:00Z,79.14,23.32
2026-05-06T10:13:00Z,79.14,21.67
2026-05-06T10:14:00Z,79.02,23.92
2026-05-06T10:15:00Z,81.91,16.73
2026-05-06T10:16:00Z,89.90,13.01
2026-05-06T10:17:00Z,91.00,9.93
2026-05-06T10:18:00Z,91.00,9.97
2026-05-06T10:19:00Z,91.00,9.82
2026-05-06T10:20:00Z,91.00,9.98
2026-05-06T10:21:00Z,91.76,9.29
2026-05-06T10:22:00Z,93.00,8.00
2026-05-06T10:23:00Z,94.00,5.44
2026-05-06T10:24:00Z,95.00,4.50
2026-05-06T10:25:00Z,94.00,4.50
2026-05-06T10:26:00Z,95.00,5.42
2026-05-06T10:27:00Z,96.14,3.01
2026-05-06T10:28:00Z,97.73,2.43
2026-05-06T10:29:00Z,98.00,2.43
2026-05-06T10:30:00Z,99.00,2.60
2026-05-06T10:31:00Z,99.00,3.00
2026-05-06T10:32:00Z,99.00,3.00
2026-05-06T10:33:00Z,99.00,1.01
2026-05-06T10:34:00Z,98.99,1.00
2026-05-06T10:35:00Z,99.00,1.00
2026-05-06T10:36:00Z,99.00,1.00
