# event_ticker=KXATPCHALLENGERMATCH-26JUN04ROCLAJ
# final_score=6-4 7-5
# score_resolution=4-6 5-7
# match_winner=Henrique Rocha
# fav_player=Dusan Lajovic
# dog_player=Henrique Rocha
# kalshi_date=2026-06-04
timestamp,Henrique Rocha,Dusan Lajovic
2026-06-04T13:46:00Z,48.11,53.22
2026-06-04T13:47:00Z,46.42,54.11
2026-06-04T13:48:00Z,43.73,57.66
2026-06-04T13:49:00Z,44.98,56.54
2026-06-04T13:50:00Z,47.07,54.00
2026-06-04T13:51:00Z,46.62,55.02
2026-06-04T13:52:00Z,46.17,56.00
2026-06-04T13:53:00Z,46.10,55.20
2026-06-04T13:54:00Z,46.62,52.84
2026-06-04T13:55:00Z,47.20,52.03
2026-06-04T13:56:00Z,50.97,48.45
2026-06-04T13:57:00Z,48.87,52.56
2026-06-04T13:58:00Z,45.11,56.00
2026-06-04T13:59:00Z,45.00,56.99
2026-06-04T14:00:00Z,46.21,54.55
2026-06-04T14:01:00Z,45.35,55.57
2026-06-04T14:02:00Z,48.14,52.95
2026-06-04T14:03:00Z,49.00,52.00
2026-06-04T14:04:00Z,48.99,51.10
2026-06-04T14:05:00Z,48.01,54.00
2026-06-04T14:06:00Z,56.36,44.75
2026-06-04T14:07:00Z,66.10,32.98
2026-06-04T14:08:00Z,67.81,33.10
2026-06-04T14:09:00Z,67.33,34.88
2026-06-04T14:10:00Z,63.33,37.77
2026-06-04T14:11:00Z,62.12,37.30
2026-06-04T14:12:00Z,67.41,38.02
2026-06-04T14:13:00Z,70.21,29.83
2026-06-04T14:14:00Z,72.08,28.02
2026-06-04T14:15:00Z,72.11,28.00
2026-06-04T14:16:00Z,71.54,27.32
2026-06-04T14:17:00Z,73.59,28.06
2026-06-04T14:18:00Z,72.56,27.34
2026-06-04T14:19:00Z,70.34,30.00
2026-06-04T14:20:00Z,71.00,29.90
2026-06-04T14:21:00Z,72.88,28.09
2026-06-04T14:22:00Z,70.99,28.31
2026-06-04T14:23:00Z,70.05,30.59
2026-06-04T14:24:00Z,66.69,36.77
2026-06-04T14:25:00Z,72.44,33.79
2026-06-04T14:26:00Z,73.00,28.80
2026-06-04T14:27:00Z,72.10,31.54
2026-06-04T14:28:00Z,72.67,29.93
2026-06-04T14:29:00Z,74.42,26.11
2026-06-04T14:30:00Z,74.13,26.33
2026-06-04T14:31:00Z,74.51,26.74
2026-06-04T14:32:00Z,75.46,26.00
2026-06-04T14:33:00Z,75.67,25.92
2026-06-04T14:34:00Z,76.00,25.87
2026-06-04T14:35:00Z,79.62,20.84
2026-06-04T14:36:00Z,84.62,18.78
2026-06-04T14:37:00Z,78.87,17.86
2026-06-04T14:38:00Z,75.39,24.11
2026-06-04T14:39:00Z,81.18,21.12
2026-06-04T14:40:00Z,79.53,19.14
2026-06-04T14:41:00Z,87.52,13.01
2026-06-04T14:42:00Z,88.05,12.19
2026-06-04T14:43:00Z,89.73,11.01
2026-06-04T14:44:00Z,88.78,11.55
2026-06-04T14:45:00Z,86.73,12.75
2026-06-04T14:46:00Z,88.39,15.54
2026-06-04T14:47:00Z,90.37,10.96
2026-06-04T14:48:00Z,89.07,11.01
2026-06-04T14:49:00Z,89.37,11.39
2026-06-04T14:50:00Z,93.86,6.59
2026-06-04T14:51:00Z,97.04,4.13
2026-06-04T14:52:00Z,97.90,2.54
2026-06-04T14:53:00Z,96.81,2.58
2026-06-04T14:54:00Z,98.13,2.17
2026-06-04T14:55:00Z,98.00,1.10
2026-06-04T14:56:00Z,98.71,1.55
2026-06-04T14:57:00Z,98.25,1.98
2026-06-04T14:58:00Z,98.60,1.89
2026-06-04T14:59:00Z,98.67,2.00
2026-06-04T15:00:00Z,98.32,2.88
2026-06-04T15:01:00Z,98.19,3.95
2026-06-04T15:02:00Z,95.88,4.65
2026-06-04T15:03:00Z,94.33,6.83
2026-06-04T15:04:00Z,92.98,8.23
2026-06-04T15:05:00Z,90.41,9.93
2026-06-04T15:06:00Z,90.96,10.29
2026-06-04T15:07:00Z,90.97,10.00
2026-06-04T15:08:00Z,90.22,9.19
2026-06-04T15:09:00Z,85.47,12.69
2026-06-04T15:10:00Z,78.99,20.23
2026-06-04T15:11:00Z,72.79,28.59
2026-06-04T15:12:00Z,66.29,34.71
2026-06-04T15:13:00Z,64.25,36.16
2026-06-04T15:14:00Z,63.93,36.79
2026-06-04T15:15:00Z,64.96,36.22
2026-06-04T15:16:00Z,67.91,31.74
2026-06-04T15:17:00Z,70.96,29.29
2026-06-04T15:18:00Z,72.06,22.89
2026-06-04T15:19:00Z,85.98,14.81
2026-06-04T15:20:00Z,93.82,6.22
2026-06-04T15:21:00Z,94.91,6.15
2026-06-04T15:22:00Z,95.70,4.71
2026-06-04T15:23:00Z,98.44,1.89
2026-06-04T15:24:00Z,98.77,1.02
2026-06-04T15:25:00Z,98.01,2.75
2026-06-04T15:26:00Z,99.00,1.00
2026-06-04T15:27:00Z,99.00,1.00
2026-06-04T15:28:00Z,99.00,1.00
2026-06-04T15:32:00Z,99.00,1.00
2026-06-04T15:33:00Z,99.00,1.00
