# event_ticker=KXATPCHALLENGERMATCH-26MAR24SUNIMA
# final_score=3-6 6-3 6-4
# match_winner=Fajing Sun
# fav_player=Fajing Sun
# dog_player=Masamichi Imamura
# kalshi_date=2026-03-24
timestamp,Fajing Sun,Masamichi Imamura
2026-03-25T14:58:00Z,61.00,
2026-03-25T15:00:00Z,63.00,
2026-03-25T15:03:00Z,63.00,
2026-03-25T15:05:00Z,61.00,
2026-03-25T15:11:00Z,63.00,
2026-03-25T15:22:00Z,63.00,
2026-03-25T15:23:00Z,63.00,37.00
2026-03-25T15:24:00Z,63.00,36.00
2026-03-25T15:33:00Z,63.00,36.00
2026-03-25T15:34:00Z,61.00,36.00
2026-03-25T15:35:00Z,63.00,36.00
2026-03-25T15:38:00Z,63.00,37.00
2026-03-25T15:39:00Z,63.00,37.00
2026-03-25T15:40:00Z,61.00,37.00
2026-03-25T15:48:00Z,61.00,36.00
2026-03-25T15:50:00Z,63.00,36.00
2026-03-25T15:55:00Z,63.00,36.00
2026-03-25T15:58:00Z,63.00,36.00
2026-03-25T16:00:00Z,63.00,36.00
2026-03-25T16:07:00Z,63.00,37.00
2026-03-25T16:12:00Z,63.00,37.00
2026-03-25T16:15:00Z,61.00,37.00
2026-03-25T16:19:00Z,62.00,37.00
2026-03-25T16:20:00Z,63.00,37.00
2026-03-25T16:23:00Z,63.00,37.00
2026-03-25T16:26:00Z,61.27,38.00
2026-03-25T16:30:00Z,61.03,38.00
2026-03-25T16:31:00Z,60.00,38.00
2026-03-25T16:35:00Z,60.00,38.50
2026-03-25T16:39:00Z,60.00,37.85
2026-03-25T16:41:00Z,60.00,39.00
2026-03-25T16:44:00Z,60.00,39.00
2026-03-25T16:46:00Z,62.00,39.00
2026-03-25T16:49:00Z,61.00,39.00
2026-03-25T16:51:00Z,62.00,39.00
2026-03-25T16:52:00Z,60.00,39.00
2026-03-25T16:54:00Z,60.00,39.00
2026-03-25T16:55:00Z,59.00,39.00
2026-03-25T16:57:00Z,59.00,38.00
2026-03-25T17:02:00Z,62.00,38.00
2026-03-25T17:04:00Z,62.00,38.00
2026-03-25T17:13:00Z,62.00,38.00
2026-03-25T17:22:00Z,62.00,38.00
2026-03-25T17:26:00Z,60.50,38.00
2026-03-25T17:28:00Z,60.50,40.00
2026-03-25T17:29:00Z,60.50,40.00
2026-03-25T17:35:00Z,62.00,40.00
2026-03-25T17:39:00Z,62.00,40.00
2026-03-25T17:41:00Z,59.95,40.00
2026-03-25T17:42:00Z,59.95,39.00
2026-03-25T17:45:00Z,62.00,39.00
2026-03-25T17:49:00Z,62.00,39.00
2026-03-25T17:54:00Z,62.00,39.00
2026-03-25T17:59:00Z,62.00,39.00
2026-03-25T18:02:00Z,61.44,39.00
2026-03-25T18:12:00Z,61.44,40.00
2026-03-25T18:15:00Z,60.00,40.00
2026-03-25T18:18:00Z,62.00,40.00
2026-03-25T18:26:00Z,62.00,40.00
2026-03-25T18:31:00Z,62.00,40.00
2026-03-25T18:34:00Z,60.00,40.00
2026-03-25T18:42:00Z,62.00,38.00
2026-03-25T18:43:00Z,60.00,38.00
2026-03-25T18:44:00Z,60.00,39.00
2026-03-25T18:52:00Z,60.00,38.00
2026-03-25T19:04:00Z,60.00,39.00
2026-03-25T19:07:00Z,62.00,39.00
2026-03-25T19:29:00Z,62.00,39.00
2026-03-25T19:31:00Z,62.00,38.00
2026-03-25T19:32:00Z,62.00,38.00
2026-03-25T19:34:00Z,62.00,38.00
2026-03-25T19:36:00Z,62.00,38.00
2026-03-25T19:37:00Z,62.00,38.00
2026-03-25T19:38:00Z,62.00,38.00
2026-03-25T19:40:00Z,60.44,38.00
2026-03-25T19:53:00Z,60.44,39.00
2026-03-25T19:54:00Z,61.00,39.00
2026-03-25T20:00:00Z,62.00,39.00
2026-03-25T20:03:00Z,62.00,39.00
2026-03-25T20:24:00Z,62.00,39.00
2026-03-25T20:30:00Z,62.00,39.00
2026-03-25T20:47:00Z,61.50,39.00
2026-03-25T21:04:00Z,62.00,39.00
2026-03-25T21:07:00Z,63.00,39.00
2026-03-25T21:12:00Z,60.00,39.00
2026-03-25T21:14:00Z,60.00,39.00
2026-03-25T21:16:00Z,62.16,39.00
2026-03-25T21:22:00Z,60.00,39.00
2026-03-25T21:27:00Z,62.00,39.00
2026-03-25T21:34:00Z,62.00,37.00
2026-03-25T21:40:00Z,63.00,37.00
2026-03-25T21:41:00Z,63.00,38.00
2026-03-25T21:43:00Z,63.00,39.00
2026-03-25T22:00:00Z,63.00,39.00
2026-03-25T22:01:00Z,63.00,39.00
2026-03-25T22:03:00Z,63.00,39.00
2026-03-25T22:04:00Z,63.00,39.00
2026-03-25T22:05:00Z,63.00,39.00
2026-03-25T22:15:00Z,61.00,39.00
2026-03-25T22:20:00Z,62.60,39.00
2026-03-25T22:29:00Z,61.00,39.00
2026-03-25T22:37:00Z,63.00,39.00
2026-03-25T22:40:00Z,63.00,39.00
2026-03-25T22:41:00Z,63.00,39.00
2026-03-25T22:44:00Z,63.00,39.00
2026-03-25T22:45:00Z,61.00,37.00
2026-03-25T22:46:00Z,61.00,37.00
2026-03-25T22:48:00Z,63.00,38.00
2026-03-25T22:53:00Z,63.00,37.00
2026-03-25T22:56:00Z,63.00,38.00
2026-03-25T23:02:00Z,63.00,37.00
2026-03-25T23:11:00Z,62.93,37.00
2026-03-25T23:16:00Z,63.00,37.00
2026-03-25T23:17:00Z,63.00,37.00
2026-03-25T23:31:00Z,63.00,37.00
2026-03-25T23:33:00Z,63.00,37.00
2026-03-25T23:35:00Z,61.00,37.00
2026-03-25T23:39:00Z,61.00,39.00
2026-03-25T23:41:00Z,63.00,39.00
2026-03-25T23:52:00Z,61.00,39.00
2026-03-25T23:55:00Z,61.00,39.00
2026-03-26T00:02:00Z,63.00,39.00
2026-03-26T00:15:00Z,63.00,39.00
2026-03-26T00:22:00Z,63.00,39.00
2026-03-26T00:32:00Z,63.00,39.00
