# event_ticker=KXATPCHALLENGERMATCH-26MAR09TSIJUB
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Paul Jubb
# fav_player=Paul Jubb
# dog_player=Pavlos Tsitsipas
# kalshi_date=2026-03-09
timestamp,Paul Jubb,Pavlos Tsitsipas
2026-03-09T00:07:00Z,95.00,
2026-03-09T00:10:00Z,94.00,
2026-03-09T00:21:00Z,94.00,7.00
2026-03-09T01:20:00Z,94.00,6.00
2026-03-09T01:37:00Z,94.00,7.00
2026-03-09T03:02:00Z,94.00,7.00
2026-03-09T03:42:00Z,94.00,7.00
2026-03-09T03:46:00Z,94.00,7.00
2026-03-09T03:52:00Z,94.00,7.00
2026-03-09T04:09:00Z,94.00,7.00
2026-03-09T04:35:00Z,94.00,7.00
2026-03-09T05:12:00Z,95.00,7.00
2026-03-09T05:17:00Z,95.00,6.00
2026-03-09T05:20:00Z,95.00,7.00
2026-03-09T05:30:00Z,95.00,7.00
2026-03-09T05:35:00Z,95.00,6.00
2026-03-09T05:40:00Z,95.00,7.04
2026-03-09T05:42:00Z,95.00,6.00
2026-03-09T05:48:00Z,95.00,6.00
2026-03-09T05:50:00Z,95.00,6.00
2026-03-09T05:58:00Z,96.00,6.00
2026-03-09T05:59:00Z,96.00,6.00
2026-03-09T06:33:00Z,96.00,7.00
2026-03-09T06:44:00Z,96.00,7.00
2026-03-09T07:18:00Z,94.00,7.00
2026-03-09T07:36:00Z,94.00,5.00
2026-03-09T08:58:00Z,94.00,7.00
2026-03-09T09:12:00Z,94.00,5.00
2026-03-09T09:24:00Z,94.00,7.42
2026-03-09T09:39:00Z,94.00,6.00
2026-03-09T09:49:00Z,96.00,4.00
2026-03-09T10:17:00Z,96.00,6.00
2026-03-09T10:24:00Z,96.00,5.00
2026-03-09T10:37:00Z,96.00,6.00
2026-03-09T10:39:00Z,96.00,6.00
2026-03-09T10:42:00Z,96.00,6.00
2026-03-09T10:45:00Z,96.00,6.00
2026-03-09T10:46:00Z,93.39,6.00
2026-03-09T10:52:00Z,93.39,7.59
2026-03-09T10:53:00Z,95.00,5.00
2026-03-09T10:55:00Z,95.00,6.00
2026-03-09T10:58:00Z,95.00,6.69
2026-03-09T11:03:00Z,96.00,6.69
2026-03-09T11:16:00Z,96.00,7.22
2026-03-09T11:20:00Z,96.00,4.00
2026-03-09T11:21:00Z,96.00,7.00
2026-03-09T11:22:00Z,96.00,4.00
2026-03-09T11:25:00Z,96.00,7.00
2026-03-09T11:28:00Z,96.00,7.00
2026-03-09T11:34:00Z,96.00,7.00
2026-03-09T11:35:00Z,96.00,6.70
2026-03-09T11:36:00Z,93.00,7.58
2026-03-09T11:40:00Z,95.00,7.58
2026-03-09T11:43:00Z,95.00,8.00
2026-03-09T11:45:00Z,95.00,8.00
2026-03-09T11:46:00Z,95.00,9.00
2026-03-09T11:47:00Z,94.00,9.00
2026-03-09T11:48:00Z,94.00,9.00
2026-03-09T11:49:00Z,94.00,8.00
2026-03-09T11:50:00Z,94.00,7.01
2026-03-09T11:51:00Z,94.00,8.00
2026-03-09T11:52:00Z,93.00,8.38
2026-03-09T11:53:00Z,94.22,6.25
2026-03-09T11:54:00Z,94.18,7.00
2026-03-09T11:55:00Z,94.18,4.38
2026-03-09T11:56:00Z,96.00,3.63
2026-03-09T11:57:00Z,97.00,3.00
2026-03-09T11:58:00Z,97.00,3.03
2026-03-09T11:59:00Z,97.16,4.00
2026-03-09T12:00:00Z,98.00,3.04
2026-03-09T12:01:00Z,98.00,3.09
2026-03-09T12:02:00Z,97.94,3.01
2026-03-09T12:03:00Z,98.32,2.28
2026-03-09T12:04:00Z,98.32,2.78
2026-03-09T12:05:00Z,97.97,3.07
2026-03-09T12:06:00Z,98.00,2.32
2026-03-09T12:07:00Z,98.00,2.00
2026-03-09T12:09:00Z,97.00,3.51
2026-03-09T12:10:00Z,98.00,3.03
2026-03-09T12:11:00Z,98.00,3.00
2026-03-09T12:12:00Z,98.00,3.00
2026-03-09T12:13:00Z,98.92,1.90
2026-03-09T12:14:00Z,98.92,2.00
2026-03-09T12:15:00Z,99.00,2.31
2026-03-09T12:16:00Z,99.00,1.69
2026-03-09T12:17:00Z,98.34,2.43
2026-03-09T12:18:00Z,99.00,2.33
2026-03-09T12:19:00Z,99.00,2.00
2026-03-09T12:20:00Z,98.00,2.17
2026-03-09T12:21:00Z,98.00,3.00
2026-03-09T12:22:00Z,98.00,3.00
2026-03-09T12:23:00Z,97.00,3.43
2026-03-09T12:24:00Z,97.00,4.00
2026-03-09T12:25:00Z,98.05,2.25
2026-03-09T12:26:00Z,97.84,4.50
2026-03-09T12:27:00Z,96.00,5.00
2026-03-09T12:28:00Z,96.00,3.76
2026-03-09T12:29:00Z,96.00,5.09
2026-03-09T12:30:00Z,96.00,5.00
2026-03-09T12:31:00Z,93.69,6.12
2026-03-09T12:32:00Z,93.00,7.74
2026-03-09T12:33:00Z,93.00,7.97
2026-03-09T12:34:00Z,93.55,7.95
2026-03-09T12:35:00Z,93.55,7.62
2026-03-09T12:36:00Z,93.38,7.67
2026-03-09T12:37:00Z,93.00,7.19
2026-03-09T12:38:00Z,94.58,7.00
2026-03-09T12:39:00Z,94.58,7.57
2026-03-09T12:40:00Z,94.58,5.48
2026-03-09T12:41:00Z,94.00,7.91
2026-03-09T12:42:00Z,94.00,6.81
2026-03-09T12:43:00Z,93.00,9.00
2026-03-09T12:44:00Z,93.00,9.34
2026-03-09T12:45:00Z,88.90,10.98
2026-03-09T12:46:00Z,89.44,9.28
2026-03-09T12:47:00Z,92.03,8.28
2026-03-09T12:48:00Z,91.90,9.59
2026-03-09T12:49:00Z,90.90,9.69
2026-03-09T12:50:00Z,90.69,11.17
2026-03-09T12:51:00Z,89.00,11.84
2026-03-09T12:52:00Z,88.66,12.92
2026-03-09T12:53:00Z,88.66,13.88
2026-03-09T12:54:00Z,90.30,10.54
2026-03-09T12:55:00Z,91.67,9.18
2026-03-09T12:56:00Z,94.24,9.08
2026-03-09T12:57:00Z,93.13,6.58
2026-03-09T12:58:00Z,94.94,6.59
2026-03-09T12:59:00Z,96.88,4.83
2026-03-09T13:00:00Z,95.97,5.61
2026-03-09T13:01:00Z,94.74,6.89
2026-03-09T13:02:00Z,96.65,4.73
2026-03-09T13:03:00Z,97.26,3.16
2026-03-09T13:04:00Z,97.71,2.56
2026-03-09T13:05:00Z,97.71,2.18
2026-03-09T13:06:00Z,97.59,3.70
