# event_ticker=KXATPCHALLENGERMATCH-26MAR09TSIJUB
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Paul Jubb
# fav_player=Paul Jubb
# dog_player=Pavlos Tsitsipas
# kalshi_date=2026-03-09
timestamp,Paul Jubb,Pavlos Tsitsipas
2026-03-09T13:07:00Z,97.91,2.05
2026-03-09T13:08:00Z,98.00,2.86
2026-03-09T13:09:00Z,98.00,3.00
2026-03-09T13:10:00Z,98.00,2.92
2026-03-09T13:11:00Z,98.19,1.07
2026-03-09T13:12:00Z,99.00,1.57
2026-03-09T13:13:00Z,99.00,1.57
2026-03-09T13:14:00Z,99.00,2.00
2026-03-09T13:15:00Z,99.00,2.00
2026-03-09T13:16:00Z,99.00,1.84
2026-03-09T13:17:00Z,99.00,1.00
2026-03-09T13:18:00Z,99.00,1.00
2026-03-09T13:19:00Z,99.00,1.00
2026-03-09T13:20:00Z,99.00,1.00
2026-03-09T13:21:00Z,99.00,1.00
2026-03-09T13:22:00Z,99.00,1.00
2026-03-09T13:23:00Z,99.00,1.00
2026-03-09T13:24:00Z,99.00,1.00
2026-03-09T13:25:00Z,99.00,1.00
2026-03-09T13:26:00Z,99.00,1.00
2026-03-09T13:27:00Z,99.00,1.00
2026-03-09T13:28:00Z,99.00,1.00
2026-03-09T13:29:00Z,99.00,1.00
2026-03-09T13:30:00Z,99.00,1.00
2026-03-09T13:31:00Z,99.00,1.00
2026-03-09T13:32:00Z,99.00,1.04
2026-03-09T13:33:00Z,99.00,2.00
2026-03-09T13:34:00Z,99.00,1.84
2026-03-09T13:35:00Z,99.00,1.00
2026-03-09T13:36:00Z,99.00,1.00
2026-03-09T13:37:00Z,99.00,1.00
2026-03-09T13:38:00Z,99.00,1.00
2026-03-09T13:39:00Z,99.00,1.00
2026-03-09T13:40:00Z,99.00,1.00
2026-03-09T13:41:00Z,99.00,1.00
2026-03-09T13:42:00Z,99.00,1.00
2026-03-09T13:43:00Z,99.00,1.00
2026-03-09T13:44:00Z,99.00,1.00
