# event_ticker=KXATPCHALLENGERMATCH-26APR15KOTRIE
# final_score=7-6(7) 5-2 RET
# match_winner=Leandro Riedi
# fav_player=Leandro Riedi
# dog_player=Pavel Kotov
# kalshi_date=2026-04-15
timestamp,Leandro Riedi,Pavel Kotov
2026-04-15T14:26:00Z,55.00,
2026-04-15T15:34:00Z,55.00,48.00
2026-04-15T15:43:00Z,55.00,48.00
2026-04-15T16:31:00Z,53.00,48.00
2026-04-15T16:34:00Z,53.00,48.00
2026-04-15T16:51:00Z,53.00,48.00
2026-04-15T17:05:00Z,53.00,48.00
2026-04-15T18:13:00Z,53.00,48.00
2026-04-15T18:21:00Z,53.00,48.00
2026-04-15T18:25:00Z,53.00,48.98
2026-04-15T18:28:00Z,53.00,48.98
2026-04-15T18:49:00Z,53.00,49.00
2026-04-15T18:52:00Z,53.00,49.00
2026-04-15T19:15:00Z,53.00,49.00
2026-04-15T19:16:00Z,53.00,49.00
2026-04-15T20:01:00Z,53.00,49.00
2026-04-15T20:03:00Z,53.00,49.00
2026-04-15T20:33:00Z,53.00,48.00
2026-04-15T20:44:00Z,53.00,48.00
2026-04-15T20:55:00Z,53.00,48.00
2026-04-15T20:56:00Z,53.00,48.00
2026-04-15T21:02:00Z,53.00,48.00
2026-04-15T21:07:00Z,51.00,48.00
2026-04-15T21:08:00Z,51.00,48.00
2026-04-15T21:14:00Z,51.00,48.00
2026-04-15T21:16:00Z,51.00,48.00
2026-04-15T21:17:00Z,51.00,48.00
2026-04-15T21:18:00Z,52.00,48.00
2026-04-15T21:36:00Z,52.00,49.00
2026-04-15T21:51:00Z,52.00,49.00
2026-04-15T21:52:00Z,52.00,49.00
2026-04-15T22:14:00Z,52.00,49.00
2026-04-15T22:21:00Z,52.00,49.00
2026-04-15T22:26:00Z,52.00,49.67
2026-04-15T22:34:00Z,52.00,49.67
2026-04-15T22:58:00Z,52.00,49.86
2026-04-15T22:59:00Z,52.00,50.00
2026-04-15T23:00:00Z,52.00,50.00
2026-04-15T23:05:00Z,52.00,50.00
2026-04-15T23:08:00Z,52.00,49.00
2026-04-15T23:11:00Z,52.00,49.00
2026-04-15T23:21:00Z,52.00,49.00
2026-04-15T23:22:00Z,52.00,50.00
2026-04-15T23:24:00Z,52.00,50.00
2026-04-15T23:35:00Z,52.00,50.00
2026-04-15T23:46:00Z,52.00,50.00
2026-04-15T23:51:00Z,52.00,50.00
2026-04-16T00:00:00Z,52.00,49.09
2026-04-16T00:07:00Z,52.00,50.00
2026-04-16T00:08:00Z,52.00,50.00
2026-04-16T00:17:00Z,52.00,50.00
2026-04-16T00:19:00Z,52.00,49.00
2026-04-16T00:24:00Z,52.00,49.00
2026-04-16T00:25:00Z,52.00,49.00
2026-04-16T00:36:00Z,52.00,49.00
2026-04-16T00:37:00Z,52.00,50.65
2026-04-16T00:56:00Z,52.00,50.00
2026-04-16T00:58:00Z,52.00,50.00
2026-04-16T01:02:00Z,52.00,50.00
2026-04-16T01:04:00Z,52.00,50.00
2026-04-16T01:05:00Z,52.00,50.00
2026-04-16T01:06:00Z,52.00,50.00
2026-04-16T01:11:00Z,52.00,50.00
2026-04-16T01:20:00Z,52.00,50.00
2026-04-16T01:26:00Z,52.00,50.00
2026-04-16T01:27:00Z,52.00,50.00
2026-04-16T01:29:00Z,52.00,50.00
2026-04-16T01:33:00Z,52.00,50.00
2026-04-16T01:34:00Z,52.00,49.00
2026-04-16T01:43:00Z,52.00,49.00
2026-04-16T01:46:00Z,52.00,50.00
2026-04-16T01:48:00Z,52.00,50.00
2026-04-16T01:51:00Z,52.00,50.00
2026-04-16T01:52:00Z,52.00,50.00
2026-04-16T01:53:00Z,52.00,50.00
2026-04-16T01:54:00Z,51.26,50.00
2026-04-16T01:56:00Z,51.00,50.00
2026-04-16T01:57:00Z,52.58,50.00
2026-04-16T01:58:00Z,52.58,49.00
2026-04-16T02:00:00Z,53.00,49.00
2026-04-16T02:01:00Z,53.00,49.00
2026-04-16T02:02:00Z,53.00,49.50
2026-04-16T02:03:00Z,52.00,49.50
2026-04-16T02:04:00Z,52.72,50.00
2026-04-16T02:05:00Z,52.72,50.26
2026-04-16T02:06:00Z,51.00,47.26
2026-04-16T02:07:00Z,51.30,50.00
2026-04-16T02:08:00Z,50.36,49.99
2026-04-16T02:09:00Z,49.00,52.98
2026-04-16T02:10:00Z,49.58,51.81
2026-04-16T02:11:00Z,49.00,52.92
2026-04-16T02:12:00Z,46.00,55.33
2026-04-16T02:13:00Z,47.74,54.86
2026-04-16T02:14:00Z,51.00,50.23
2026-04-16T02:15:00Z,50.94,51.81
2026-04-16T02:16:00Z,51.98,49.59
2026-04-16T02:17:00Z,56.53,44.50
2026-04-16T02:18:00Z,61.99,41.71
2026-04-16T02:19:00Z,65.68,36.28
2026-04-16T02:20:00Z,67.95,33.01
2026-04-16T02:21:00Z,70.14,31.25
2026-04-16T02:22:00Z,73.12,26.71
2026-04-16T02:23:00Z,73.68,26.58
2026-04-16T02:24:00Z,72.17,30.46
2026-04-16T02:25:00Z,69.99,30.90
2026-04-16T02:26:00Z,71.66,28.61
2026-04-16T02:27:00Z,73.37,27.17
2026-04-16T02:28:00Z,74.80,26.42
2026-04-16T02:29:00Z,78.22,24.80
2026-04-16T02:30:00Z,76.78,25.29
2026-04-16T02:31:00Z,72.59,28.15
2026-04-16T02:32:00Z,71.65,29.00
2026-04-16T02:33:00Z,74.80,26.46
2026-04-16T02:34:00Z,77.38,24.87
2026-04-16T02:35:00Z,78.09,23.92
2026-04-16T02:36:00Z,78.13,22.68
2026-04-16T02:37:00Z,79.72,21.74
