# event_ticker=KXATPCHALLENGERMATCH-26APR16SUNSUL
# final_score=6-4 6-2
# match_winner=Fajing Sun
# fav_player=Fajing Sun
# dog_player=Khumoyun Sultanov
# kalshi_date=2026-04-16
timestamp,Fajing Sun,Khumoyun Sultanov
2026-04-15T17:35:00Z,64.00,
2026-04-15T18:25:00Z,64.00,
2026-04-15T18:46:00Z,64.00,
2026-04-15T18:54:00Z,63.00,
2026-04-15T19:04:00Z,62.00,
2026-04-15T19:07:00Z,63.00,
2026-04-15T19:17:00Z,63.00,
2026-04-15T19:56:00Z,63.00,
2026-04-15T19:57:00Z,63.00,37.00
2026-04-15T20:01:00Z,63.00,37.72
2026-04-15T20:58:00Z,59.00,37.72
2026-04-15T21:28:00Z,58.00,37.72
2026-04-15T22:01:00Z,59.00,37.72
2026-04-15T22:26:00Z,58.00,37.72
2026-04-15T23:12:00Z,58.00,37.72
2026-04-16T00:10:00Z,58.00,43.00
2026-04-16T01:44:00Z,59.00,43.00
2026-04-16T01:51:00Z,59.00,43.00
2026-04-16T01:57:00Z,59.00,43.00
2026-04-16T02:22:00Z,59.60,43.00
2026-04-16T02:28:00Z,60.00,43.00
2026-04-16T02:32:00Z,60.00,43.00
2026-04-16T02:34:00Z,61.00,43.00
2026-04-16T02:35:00Z,61.00,43.00
2026-04-16T02:48:00Z,61.00,43.00
2026-04-16T02:52:00Z,61.00,43.00
2026-04-16T02:57:00Z,61.00,41.00
2026-04-16T03:09:00Z,61.00,41.33
2026-04-16T03:14:00Z,60.00,41.33
2026-04-16T03:27:00Z,60.98,41.33
2026-04-16T03:28:00Z,61.00,41.33
2026-04-16T03:32:00Z,61.00,41.33
2026-04-16T03:35:00Z,61.00,39.00
2026-04-16T03:38:00Z,61.00,42.00
2026-04-16T04:09:00Z,61.00,42.00
2026-04-16T04:11:00Z,61.00,42.00
2026-04-16T04:23:00Z,62.00,42.00
2026-04-16T04:32:00Z,61.48,42.00
2026-04-16T04:34:00Z,61.97,42.00
2026-04-16T04:42:00Z,62.00,42.00
2026-04-16T04:46:00Z,62.00,42.00
2026-04-16T04:48:00Z,62.00,42.00
2026-04-16T04:50:00Z,62.00,41.94
2026-04-16T04:53:00Z,61.96,41.00
2026-04-16T04:54:00Z,62.00,41.00
2026-04-16T04:57:00Z,61.00,41.00
2026-04-16T04:58:00Z,61.00,41.00
2026-04-16T04:59:00Z,61.00,41.00
2026-04-16T05:00:00Z,61.71,41.00
2026-04-16T05:01:00Z,60.02,41.08
2026-04-16T05:02:00Z,60.81,41.08
2026-04-16T05:03:00Z,61.03,41.38
2026-04-16T05:04:00Z,61.03,42.00
2026-04-16T05:05:00Z,61.00,42.00
2026-04-16T05:06:00Z,61.00,42.00
2026-04-16T05:07:00Z,61.00,42.00
2026-04-16T05:08:00Z,61.00,42.00
2026-04-16T05:09:00Z,61.55,41.11
2026-04-16T05:10:00Z,61.52,41.11
2026-04-16T05:12:00Z,61.00,41.11
2026-04-16T05:13:00Z,62.00,41.11
2026-04-16T05:14:00Z,62.00,41.11
2026-04-16T05:15:00Z,62.00,41.11
2026-04-16T05:17:00Z,62.13,40.00
2026-04-16T05:18:00Z,62.28,40.00
2026-04-16T05:19:00Z,63.09,39.00
2026-04-16T05:20:00Z,60.50,40.00
2026-04-16T05:21:00Z,65.13,38.62
2026-04-16T05:22:00Z,68.51,39.00
2026-04-16T05:23:00Z,66.90,39.83
2026-04-16T05:24:00Z,64.68,39.00
2026-04-16T05:25:00Z,71.15,30.93
2026-04-16T05:26:00Z,72.40,32.26
2026-04-16T05:27:00Z,64.97,38.75
2026-04-16T05:28:00Z,63.78,37.94
2026-04-16T05:29:00Z,71.74,37.03
2026-04-16T05:30:00Z,66.88,32.41
2026-04-16T05:31:00Z,67.87,30.12
2026-04-16T05:32:00Z,64.34,36.93
2026-04-16T05:33:00Z,64.01,37.28
2026-04-16T05:34:00Z,61.63,41.11
2026-04-16T05:35:00Z,61.77,41.11
2026-04-16T05:36:00Z,65.08,36.12
2026-04-16T05:37:00Z,68.60,38.27
2026-04-16T05:38:00Z,62.44,37.87
2026-04-16T05:39:00Z,63.93,37.39
2026-04-16T05:40:00Z,65.40,36.60
2026-04-16T05:41:00Z,69.09,32.13
2026-04-16T05:42:00Z,72.42,32.55
2026-04-16T05:43:00Z,66.74,32.32
2026-04-16T05:44:00Z,62.81,37.54
2026-04-16T05:45:00Z,63.98,37.85
2026-04-16T05:46:00Z,65.14,37.34
2026-04-16T05:47:00Z,67.24,35.92
2026-04-16T05:48:00Z,67.97,35.51
2026-04-16T05:49:00Z,66.77,35.12
2026-04-16T05:50:00Z,67.34,33.48
2026-04-16T05:51:00Z,69.21,32.16
2026-04-16T05:52:00Z,70.82,33.90
2026-04-16T05:53:00Z,66.72,34.31
2026-04-16T05:54:00Z,66.29,35.27
2026-04-16T05:55:00Z,65.96,36.04
2026-04-16T05:56:00Z,65.79,36.71
2026-04-16T05:57:00Z,66.66,37.00
2026-04-16T05:58:00Z,69.59,31.89
2026-04-16T05:59:00Z,66.12,33.17
2026-04-16T06:00:00Z,65.21,38.44
2026-04-16T06:01:00Z,63.00,39.19
2026-04-16T06:02:00Z,60.99,40.11
2026-04-16T06:03:00Z,65.29,34.80
2026-04-16T06:04:00Z,66.00,34.11
2026-04-16T06:05:00Z,65.38,34.64
2026-04-16T06:06:00Z,62.94,38.18
2026-04-16T06:07:00Z,65.08,34.05
2026-04-16T06:08:00Z,74.67,25.73
2026-04-16T06:09:00Z,80.08,21.54
2026-04-16T06:10:00Z,82.03,17.76
2026-04-16T06:11:00Z,82.40,19.29
2026-04-16T06:12:00Z,83.41,19.39
2026-04-16T06:13:00Z,81.96,17.89
2026-04-16T06:14:00Z,83.00,14.77
2026-04-16T06:15:00Z,80.69,20.25
2026-04-16T06:16:00Z,81.65,18.83
2026-04-16T06:17:00Z,85.15,15.16
2026-04-16T06:18:00Z,84.23,18.04
2026-04-16T06:19:00Z,89.44,12.42
2026-04-16T06:20:00Z,90.16,10.45
2026-04-16T06:21:00Z,92.34,7.83
2026-04-16T06:22:00Z,93.63,7.14
2026-04-16T06:23:00Z,94.47,8.14
2026-04-16T06:24:00Z,95.19,5.54
2026-04-16T06:25:00Z,95.55,6.17
2026-04-16T06:26:00Z,95.51,6.88
2026-04-16T06:27:00Z,94.89,5.78
2026-04-16T06:28:00Z,96.63,5.51
2026-04-16T06:29:00Z,96.21,6.05
2026-04-16T06:30:00Z,96.82,4.72
2026-04-16T06:31:00Z,95.65,7.35
2026-04-16T06:32:00Z,93.25,9.22
2026-04-16T06:33:00Z,93.02,9.85
2026-04-16T06:34:00Z,92.88,9.44
2026-04-16T06:35:00Z,96.49,6.00
2026-04-16T06:36:00Z,96.12,5.40
2026-04-16T06:37:00Z,96.83,4.35
2026-04-16T06:38:00Z,94.91,6.72
2026-04-16T06:39:00Z,97.09,4.78
2026-04-16T06:40:00Z,97.96,2.65
2026-04-16T06:41:00Z,98.99,1.45
2026-04-16T06:42:00Z,99.00,1.00
2026-04-16T06:43:00Z,99.00,1.00
2026-04-16T06:44:00Z,99.00,1.00
2026-04-16T06:45:00Z,99.00,1.00
2026-04-16T06:46:00Z,99.00,1.00
2026-04-16T06:47:00Z,99.00,1.00
2026-04-16T06:48:00Z,99.00,1.00
2026-04-16T06:49:00Z,99.00,1.00
2026-04-16T06:50:00Z,99.00,1.00
2026-04-16T06:51:00Z,99.00,1.00
2026-04-16T06:52:00Z,99.00,1.00
