# event_ticker=KXATPCHALLENGERMATCH-26APR21ONCSTR
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Gauthier Onclin
# fav_player=Robert Strombachs
# dog_player=Gauthier Onclin
# kalshi_date=2026-04-21
timestamp,Gauthier Onclin,Robert Strombachs
2026-04-21T19:02:00Z,78.72,22.56
2026-04-21T19:03:00Z,77.23,23.66
2026-04-21T19:04:00Z,74.66,29.21
2026-04-21T19:05:00Z,76.91,29.21
2026-04-21T19:06:00Z,77.21,21.33
2026-04-21T19:07:00Z,75.00,24.87
2026-04-21T19:08:00Z,75.00,26.00
2026-04-21T19:09:00Z,75.00,27.00
2026-04-21T19:10:00Z,74.00,30.55
2026-04-21T19:11:00Z,69.86,27.94
2026-04-21T19:12:00Z,72.11,35.31
2026-04-21T19:13:00Z,72.00,26.93
2026-04-21T19:14:00Z,76.00,26.93
2026-04-21T19:15:00Z,77.00,26.68
2026-04-21T19:16:00Z,78.00,25.00
2026-04-21T19:17:00Z,79.07,18.06
2026-04-21T19:18:00Z,85.26,12.93
2026-04-21T19:19:00Z,87.00,14.00
2026-04-21T19:20:00Z,87.00,12.27
2026-04-21T19:21:00Z,87.94,12.52
2026-04-21T19:22:00Z,86.83,16.53
2026-04-21T19:23:00Z,78.96,18.03
2026-04-21T19:24:00Z,76.13,24.40
2026-04-21T19:25:00Z,77.20,25.22
2026-04-21T19:26:00Z,73.00,27.10
2026-04-21T19:27:00Z,72.15,28.71
2026-04-21T19:28:00Z,73.00,29.00
2026-04-21T19:29:00Z,71.89,28.87
2026-04-21T19:30:00Z,72.61,28.00
2026-04-21T19:31:00Z,72.61,27.00
2026-04-21T19:32:00Z,75.44,26.14
2026-04-21T19:33:00Z,76.00,26.23
2026-04-21T19:34:00Z,84.21,17.80
2026-04-21T19:35:00Z,88.00,11.82
2026-04-21T19:36:00Z,87.18,11.61
2026-04-21T19:37:00Z,83.00,16.36
2026-04-21T19:38:00Z,85.52,14.63
2026-04-21T19:39:00Z,84.33,17.22
2026-04-21T19:40:00Z,90.00,9.06
2026-04-21T19:41:00Z,90.51,9.60
2026-04-21T19:42:00Z,90.68,10.00
2026-04-21T19:43:00Z,92.31,7.67
2026-04-21T19:44:00Z,93.57,7.44
2026-04-21T19:45:00Z,91.55,9.86
2026-04-21T19:46:00Z,89.00,11.84
2026-04-21T19:47:00Z,88.05,11.18
2026-04-21T19:48:00Z,91.00,9.99
2026-04-21T19:49:00Z,90.00,9.86
2026-04-21T19:50:00Z,90.00,10.09
2026-04-21T19:51:00Z,88.64,11.66
2026-04-21T19:52:00Z,88.00,11.69
2026-04-21T19:53:00Z,89.62,11.00
2026-04-21T19:54:00Z,89.62,10.95
2026-04-21T19:55:00Z,90.33,11.01
2026-04-21T19:56:00Z,90.00,11.86
2026-04-21T19:57:00Z,91.00,11.04
2026-04-21T19:58:00Z,87.67,12.87
2026-04-21T19:59:00Z,89.71,11.21
2026-04-21T20:00:00Z,90.35,10.02
2026-04-21T20:01:00Z,91.00,9.29
2026-04-21T20:02:00Z,93.51,7.17
2026-04-21T20:03:00Z,92.06,7.26
2026-04-21T20:04:00Z,93.00,9.05
2026-04-21T20:05:00Z,95.26,4.74
2026-04-21T20:06:00Z,97.82,3.05
2026-04-21T20:07:00Z,97.00,2.41
2026-04-21T20:08:00Z,97.38,3.25
2026-04-21T20:09:00Z,97.38,4.72
2026-04-21T20:10:00Z,95.96,5.32
2026-04-21T20:11:00Z,94.00,8.41
2026-04-21T20:12:00Z,95.84,4.64
2026-04-21T20:13:00Z,96.39,5.43
2026-04-21T20:14:00Z,94.04,4.56
2026-04-21T20:15:00Z,94.99,4.85
2026-04-21T20:16:00Z,94.91,3.46
2026-04-21T20:17:00Z,94.05,5.76
2026-04-21T20:18:00Z,96.30,5.84
2026-04-21T20:19:00Z,97.57,2.37
2026-04-21T20:20:00Z,98.70,2.53
2026-04-21T20:21:00Z,98.25,1.73
2026-04-21T20:22:00Z,98.00,2.00
2026-04-21T20:23:00Z,99.00,1.72
2026-04-21T20:24:00Z,98.00,2.00
2026-04-21T20:25:00Z,98.00,1.46
2026-04-21T20:26:00Z,98.05,1.68
2026-04-21T20:27:00Z,97.96,1.40
2026-04-21T20:28:00Z,99.00,1.18
2026-04-21T20:29:00Z,98.68,1.07
2026-04-21T20:30:00Z,99.00,1.94
2026-04-21T20:31:00Z,97.00,1.94
2026-04-21T20:32:00Z,97.04,2.00
2026-04-21T20:33:00Z,99.00,1.04
2026-04-21T20:34:00Z,99.00,1.04
2026-04-21T20:35:00Z,99.00,2.00
2026-04-21T20:36:00Z,99.00,1.08
2026-04-21T20:37:00Z,97.00,1.00
2026-04-21T20:38:00Z,98.48,1.18
2026-04-21T20:39:00Z,97.00,1.00
2026-04-21T20:40:00Z,97.44,2.00
2026-04-21T20:41:00Z,98.00,2.00
2026-04-21T20:42:00Z,98.00,1.65
2026-04-21T20:43:00Z,97.70,1.06
2026-04-21T20:44:00Z,97.00,1.06
2026-04-21T20:45:00Z,97.00,2.00
2026-04-21T20:46:00Z,97.09,1.91
2026-04-21T20:47:00Z,96.22,2.51
2026-04-21T20:48:00Z,97.00,1.56
2026-04-21T20:49:00Z,97.00,2.00
2026-04-21T20:51:00Z,97.50,2.00
2026-04-21T20:52:00Z,97.79,2.49
2026-04-21T20:53:00Z,97.06,2.00
2026-04-21T20:54:00Z,98.00,2.99
2026-04-21T20:55:00Z,98.53,3.15
2026-04-21T20:56:00Z,98.21,3.17
2026-04-21T20:57:00Z,99.00,1.67
2026-04-21T20:58:00Z,99.00,1.00
2026-04-21T20:59:00Z,99.00,2.00
2026-04-21T21:00:00Z,99.00,2.11
2026-04-21T21:01:00Z,99.00,2.11
2026-04-21T21:02:00Z,99.00,3.19
2026-04-21T21:03:00Z,99.00,2.00
2026-04-21T21:04:00Z,99.00,2.88
2026-04-21T21:05:00Z,99.00,3.33
2026-04-21T21:06:00Z,99.00,3.69
2026-04-21T21:07:00Z,97.02,2.45
2026-04-21T21:08:00Z,97.02,3.00
2026-04-21T21:09:00Z,99.00,3.00
2026-04-21T21:10:00Z,96.84,3.00
2026-04-21T21:11:00Z,98.00,3.00
2026-04-21T21:12:00Z,98.00,3.00
2026-04-21T21:13:00Z,97.00,1.40
2026-04-21T21:14:00Z,97.50,2.98
2026-04-21T21:15:00Z,96.75,3.00
2026-04-21T21:16:00Z,97.00,3.00
2026-04-21T21:17:00Z,99.00,1.64
2026-04-21T21:18:00Z,99.00,1.79
2026-04-21T21:19:00Z,97.51,1.38
2026-04-21T21:20:00Z,97.51,3.00
2026-04-21T21:21:00Z,97.51,2.97
2026-04-21T21:22:00Z,95.01,3.00
2026-04-21T21:23:00Z,98.99,1.05
2026-04-21T21:24:00Z,98.99,1.00
