# event_ticker=KXATPCHALLENGERMATCH-26FEB26POUDRO
# final_score=2-6 6-2 6-4
# score_resolution=6-2 2-6 4-6
# match_winner=Titouan Droguet
# fav_player=Lucas Poullain
# dog_player=Titouan Droguet
# kalshi_date=2026-02-26
timestamp,Lucas Poullain,Titouan Droguet
2026-02-26T05:45:00Z,19.00,96.00
2026-02-26T07:13:00Z,19.00,81.00
2026-02-26T07:36:00Z,19.00,81.00
2026-02-26T10:03:00Z,21.00,81.00
2026-02-26T10:05:00Z,21.00,81.00
2026-02-26T10:21:00Z,21.00,81.00
2026-02-26T10:22:00Z,21.00,81.00
2026-02-26T11:24:00Z,21.00,80.00
2026-02-26T11:45:00Z,21.00,81.00
2026-02-26T12:09:00Z,21.00,81.00
2026-02-26T12:11:00Z,21.00,81.00
2026-02-26T12:14:00Z,20.22,81.00
2026-02-26T12:15:00Z,20.00,81.00
2026-02-26T12:44:00Z,20.00,81.00
2026-02-26T13:06:00Z,20.00,81.00
2026-02-26T13:08:00Z,20.00,81.00
2026-02-26T13:10:00Z,20.00,81.00
2026-02-26T13:34:00Z,20.00,80.00
2026-02-26T13:52:00Z,20.00,80.00
2026-02-26T13:58:00Z,20.00,80.00
2026-02-26T14:07:00Z,20.00,82.00
2026-02-26T14:13:00Z,20.00,82.00
2026-02-26T14:18:00Z,21.00,82.00
2026-02-26T14:20:00Z,21.00,82.00
2026-02-26T14:22:00Z,21.00,82.00
2026-02-26T14:24:00Z,21.00,82.00
2026-02-26T14:25:00Z,21.00,82.00
2026-02-26T14:27:00Z,21.00,82.00
2026-02-26T14:28:00Z,21.00,82.00
2026-02-26T14:29:00Z,21.00,82.00
2026-02-26T14:31:00Z,21.76,82.00
2026-02-26T14:32:00Z,21.00,82.00
2026-02-26T14:33:00Z,21.00,82.00
2026-02-26T14:37:00Z,21.00,82.00
2026-02-26T14:38:00Z,20.00,82.00
2026-02-26T14:39:00Z,20.00,82.00
2026-02-26T14:41:00Z,20.00,81.00
2026-02-26T14:43:00Z,20.00,82.00
2026-02-26T14:50:00Z,20.00,82.00
2026-02-26T14:51:00Z,21.00,82.00
2026-02-26T14:52:00Z,20.00,82.00
2026-02-26T14:53:00Z,20.00,82.00
2026-02-26T14:54:00Z,20.00,82.00
2026-02-26T14:55:00Z,20.00,82.00
2026-02-26T14:57:00Z,20.00,82.00
2026-02-26T14:58:00Z,20.00,82.00
2026-02-26T15:01:00Z,19.00,82.00
2026-02-26T15:02:00Z,19.00,82.00
2026-02-26T15:04:00Z,20.00,82.00
2026-02-26T15:08:00Z,18.90,82.00
2026-02-26T15:11:00Z,18.90,82.00
2026-02-26T15:19:00Z,20.00,82.00
2026-02-26T15:23:00Z,20.00,82.00
2026-02-26T15:27:00Z,20.00,82.00
2026-02-26T15:32:00Z,20.00,82.00
2026-02-26T15:34:00Z,20.00,82.00
2026-02-26T15:35:00Z,20.00,82.00
2026-02-26T15:36:00Z,20.00,81.00
2026-02-26T15:39:00Z,20.95,81.00
2026-02-26T15:40:00Z,21.00,81.00
2026-02-26T15:44:00Z,21.00,81.00
2026-02-26T15:45:00Z,21.00,81.00
2026-02-26T15:46:00Z,21.00,81.00
2026-02-26T15:48:00Z,21.00,81.00
2026-02-26T15:51:00Z,21.00,81.00
2026-02-26T15:53:00Z,21.00,81.00
2026-02-26T15:54:00Z,21.00,81.00
2026-02-26T15:58:00Z,21.00,81.54
2026-02-26T15:59:00Z,21.00,81.54
2026-02-26T16:00:00Z,21.00,82.00
2026-02-26T16:01:00Z,21.00,82.00
2026-02-26T16:02:00Z,21.00,82.00
2026-02-26T16:08:00Z,18.00,82.00
2026-02-26T16:14:00Z,18.00,82.00
2026-02-26T16:16:00Z,21.00,82.00
2026-02-26T16:18:00Z,21.00,82.00
2026-02-26T16:19:00Z,21.00,82.00
2026-02-26T16:24:00Z,21.00,82.00
2026-02-26T16:25:00Z,21.00,82.00
2026-02-26T16:33:00Z,20.00,82.00
2026-02-26T16:34:00Z,21.00,82.00
2026-02-26T16:35:00Z,21.00,83.00
2026-02-26T16:39:00Z,21.00,82.00
2026-02-26T16:41:00Z,20.95,82.00
2026-02-26T16:42:00Z,20.00,82.00
2026-02-26T16:43:00Z,20.00,82.00
2026-02-26T16:44:00Z,20.00,83.00
2026-02-26T16:45:00Z,20.00,83.00
2026-02-26T16:46:00Z,20.00,83.00
2026-02-26T16:47:00Z,20.00,82.00
2026-02-26T16:50:00Z,20.00,82.00
