# event_ticker=KXATPMATCH-26FEB21PAUTIE
# final_score=4-6 6-4 6-3
# match_winner=Tommy Paul
# fav_player=Tommy Paul
# dog_player=Learner Tien
# kalshi_date=2026-02-21
timestamp,Tommy Paul,Learner Tien
2026-02-21T13:22:00Z,,40.00
2026-02-21T13:25:00Z,63.00,40.00
2026-02-21T13:26:00Z,63.00,40.00
2026-02-21T13:28:00Z,63.00,40.00
2026-02-21T13:29:00Z,63.00,40.00
2026-02-21T13:30:00Z,63.00,40.00
2026-02-21T13:32:00Z,63.00,40.00
2026-02-21T13:33:00Z,63.00,40.00
2026-02-21T13:34:00Z,62.00,40.00
2026-02-21T13:42:00Z,63.00,40.00
2026-02-21T13:43:00Z,63.00,40.00
2026-02-21T13:50:00Z,63.00,38.70
2026-02-21T13:51:00Z,63.00,38.70
2026-02-21T13:55:00Z,63.00,38.70
2026-02-21T13:56:00Z,63.00,40.00
2026-02-21T14:00:00Z,63.00,40.00
2026-02-21T14:01:00Z,62.00,40.00
2026-02-21T14:07:00Z,63.00,40.00
2026-02-21T14:10:00Z,63.00,40.00
2026-02-21T14:12:00Z,63.00,40.00
2026-02-21T14:16:00Z,63.00,40.00
2026-02-21T14:17:00Z,63.00,40.00
2026-02-21T14:18:00Z,63.00,40.00
2026-02-21T14:21:00Z,63.00,40.00
2026-02-21T14:22:00Z,63.00,40.00
2026-02-21T14:25:00Z,63.00,40.00
2026-02-21T14:26:00Z,63.00,40.00
2026-02-21T14:27:00Z,63.00,40.00
2026-02-21T14:28:00Z,63.00,40.00
2026-02-21T14:30:00Z,63.00,40.00
2026-02-21T14:31:00Z,63.00,40.00
2026-02-21T14:36:00Z,63.00,40.00
2026-02-21T14:38:00Z,63.00,39.00
2026-02-21T14:39:00Z,63.00,39.00
2026-02-21T14:41:00Z,63.00,39.00
2026-02-21T14:42:00Z,63.00,39.00
2026-02-21T14:43:00Z,63.00,39.00
2026-02-21T14:44:00Z,63.00,39.00
2026-02-21T14:45:00Z,63.00,39.00
2026-02-21T14:48:00Z,63.00,39.00
2026-02-21T14:49:00Z,63.00,39.00
2026-02-21T14:51:00Z,63.00,39.00
2026-02-21T14:52:00Z,63.00,39.00
2026-02-21T14:54:00Z,63.00,39.00
2026-02-21T14:57:00Z,63.00,39.00
2026-02-21T14:58:00Z,63.00,39.00
2026-02-21T15:00:00Z,63.00,39.00
2026-02-21T15:01:00Z,63.00,39.00
2026-02-21T15:02:00Z,63.00,39.00
2026-02-21T15:03:00Z,63.00,39.00
2026-02-21T15:04:00Z,63.00,39.00
2026-02-21T15:05:00Z,63.00,39.00
2026-02-21T15:06:00Z,63.00,39.00
2026-02-21T15:07:00Z,63.00,39.00
2026-02-21T15:08:00Z,63.00,39.00
2026-02-21T15:09:00Z,63.00,39.00
2026-02-21T15:10:00Z,63.00,39.00
2026-02-21T15:11:00Z,63.00,39.00
2026-02-21T15:23:00Z,63.00,39.00
2026-02-21T15:24:00Z,63.00,38.00
2026-02-21T15:26:00Z,63.00,38.00
2026-02-21T15:27:00Z,63.00,38.00
2026-02-21T15:30:00Z,63.00,39.00
2026-02-21T15:31:00Z,63.00,38.04
2026-02-21T15:32:00Z,63.00,38.04
2026-02-21T15:33:00Z,63.00,39.00
2026-02-21T15:36:00Z,63.00,38.00
2026-02-21T15:39:00Z,63.00,39.00
2026-02-21T15:40:00Z,63.00,39.00
2026-02-21T15:44:00Z,63.00,39.00
2026-02-21T15:46:00Z,63.00,39.00
2026-02-21T15:49:00Z,63.00,39.00
2026-02-21T15:50:00Z,63.00,39.00
2026-02-21T15:51:00Z,63.00,39.00
2026-02-21T15:52:00Z,63.00,39.00
2026-02-21T15:54:00Z,63.00,39.00
2026-02-21T15:56:00Z,63.00,39.00
2026-02-21T15:57:00Z,63.00,39.00
2026-02-21T15:58:00Z,63.00,39.00
2026-02-21T16:04:00Z,63.00,39.00
2026-02-21T16:10:00Z,63.00,37.60
2026-02-21T16:11:00Z,63.00,37.60
2026-02-21T16:12:00Z,63.00,38.13
2026-02-21T16:13:00Z,63.00,39.00
2026-02-21T16:17:00Z,63.00,39.00
2026-02-21T16:18:00Z,63.00,39.00
2026-02-21T16:19:00Z,63.00,39.00
2026-02-21T16:21:00Z,63.00,39.00
2026-02-21T16:22:00Z,63.00,39.39
