# event_ticker=KXATPMATCH-25OCT15HANARN
# final_score=6-7(4) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Yannick Hanfmann
# fav_player=Matteo Arnaldi
# dog_player=Yannick Hanfmann
# kalshi_date=2025-10-15
timestamp,Matteo Arnaldi,Yannick Hanfmann
2025-10-15T02:02:00Z,46.00,
2025-10-15T02:05:00Z,46.00,
2025-10-15T02:32:00Z,46.00,56.00
2025-10-15T02:58:00Z,46.00,56.00
2025-10-15T02:59:00Z,46.00,56.00
2025-10-15T03:06:00Z,46.00,56.00
2025-10-15T03:45:00Z,46.00,55.00
2025-10-15T04:01:00Z,46.00,55.00
2025-10-15T04:26:00Z,46.00,55.00
2025-10-15T04:41:00Z,46.00,55.00
2025-10-15T04:50:00Z,46.00,55.00
2025-10-15T05:04:00Z,46.00,55.00
2025-10-15T05:09:00Z,46.00,55.00
2025-10-15T05:31:00Z,46.00,55.00
2025-10-15T05:37:00Z,46.00,54.00
2025-10-15T06:12:00Z,46.00,54.00
2025-10-15T06:15:00Z,47.00,54.00
2025-10-15T06:30:00Z,45.87,55.00
2025-10-15T06:51:00Z,45.63,55.00
2025-10-15T07:13:00Z,45.63,55.00
2025-10-15T07:26:00Z,47.00,55.00
2025-10-15T07:29:00Z,47.00,55.00
2025-10-15T07:49:00Z,47.00,55.00
2025-10-15T07:56:00Z,47.00,55.00
2025-10-15T08:04:00Z,47.00,55.00
2025-10-15T08:12:00Z,47.00,54.00
2025-10-15T08:15:00Z,47.00,55.00
2025-10-15T08:25:00Z,47.00,53.11
2025-10-15T08:42:00Z,47.00,54.00
2025-10-15T09:03:00Z,47.00,54.00
2025-10-15T09:12:00Z,47.00,53.00
2025-10-15T09:18:00Z,47.00,53.00
2025-10-15T09:29:00Z,47.00,53.00
2025-10-15T09:34:00Z,47.00,55.00
2025-10-15T09:41:00Z,46.00,55.00
2025-10-15T10:05:00Z,46.00,55.00
2025-10-15T10:17:00Z,46.00,55.00
2025-10-15T10:21:00Z,46.00,55.00
2025-10-15T10:22:00Z,46.00,55.00
2025-10-15T10:23:00Z,44.00,55.00
2025-10-15T10:26:00Z,46.00,55.00
2025-10-15T10:27:00Z,46.00,55.00
2025-10-15T10:28:00Z,46.00,55.00
2025-10-15T10:30:00Z,46.00,56.00
2025-10-15T10:34:00Z,46.00,56.00
2025-10-15T10:35:00Z,46.00,54.00
2025-10-15T10:41:00Z,46.00,56.00
2025-10-15T10:42:00Z,46.00,56.00
2025-10-15T10:46:00Z,46.00,56.00
2025-10-15T10:51:00Z,46.00,56.00
2025-10-15T10:52:00Z,46.00,56.00
2025-10-15T10:57:00Z,46.00,56.00
2025-10-15T10:58:00Z,45.00,56.00
2025-10-15T11:00:00Z,45.00,56.00
2025-10-15T11:03:00Z,45.00,56.00
2025-10-15T11:07:00Z,45.00,56.00
2025-10-15T11:09:00Z,44.00,56.00
2025-10-15T11:12:00Z,45.50,56.00
2025-10-15T11:16:00Z,44.00,56.00
2025-10-15T11:19:00Z,45.00,56.00
2025-10-15T11:22:00Z,45.00,56.00
2025-10-15T11:28:00Z,46.00,56.00
2025-10-15T11:31:00Z,46.00,55.00
2025-10-15T11:36:00Z,46.00,55.00
2025-10-15T11:38:00Z,46.00,55.00
2025-10-15T11:39:00Z,46.00,55.00
2025-10-15T11:41:00Z,46.00,56.00
2025-10-15T11:42:00Z,48.00,56.00
2025-10-15T11:43:00Z,45.00,56.00
2025-10-15T11:44:00Z,46.48,53.66
2025-10-15T11:45:00Z,46.48,53.36
2025-10-15T11:46:00Z,49.00,55.00
2025-10-15T11:47:00Z,46.00,55.00
2025-10-15T11:50:00Z,44.00,54.00
2025-10-15T11:51:00Z,46.00,54.00
2025-10-15T11:54:00Z,44.00,57.00
2025-10-15T11:55:00Z,44.00,59.00
2025-10-15T11:57:00Z,44.00,56.00
2025-10-15T11:58:00Z,46.63,56.00
2025-10-15T11:59:00Z,47.71,55.03
2025-10-15T12:00:00Z,45.00,55.07
2025-10-15T12:02:00Z,42.00,55.07
2025-10-15T12:03:00Z,45.13,55.00
2025-10-15T12:04:00Z,49.00,55.00
2025-10-15T12:05:00Z,48.00,52.00
2025-10-15T12:07:00Z,48.00,55.00
2025-10-15T12:08:00Z,48.00,57.24
2025-10-15T12:09:00Z,46.93,57.00
2025-10-15T12:10:00Z,45.18,59.00
2025-10-15T12:11:00Z,47.00,54.00
2025-10-15T12:13:00Z,46.53,57.00
2025-10-15T12:14:00Z,46.53,59.00
2025-10-15T12:15:00Z,43.00,59.00
2025-10-15T12:16:00Z,42.69,59.00
2025-10-15T12:18:00Z,50.23,59.00
2025-10-15T12:19:00Z,46.00,56.48
2025-10-15T12:20:00Z,43.00,56.00
2025-10-15T12:22:00Z,49.14,49.00
2025-10-15T12:23:00Z,43.00,49.00
2025-10-15T12:24:00Z,40.84,49.00
2025-10-15T12:25:00Z,29.27,49.00
2025-10-15T12:26:00Z,29.27,72.00
2025-10-15T12:27:00Z,38.46,68.05
2025-10-15T12:28:00Z,44.79,55.05
2025-10-15T12:29:00Z,57.91,55.05
2025-10-15T12:30:00Z,64.45,55.05
2025-10-15T12:31:00Z,63.41,33.03
2025-10-15T12:32:00Z,67.02,33.00
2025-10-15T12:33:00Z,66.00,33.47
2025-10-15T12:34:00Z,66.00,34.00
2025-10-15T12:35:00Z,67.00,33.00
2025-10-15T12:36:00Z,67.00,32.71
2025-10-15T12:37:00Z,65.76,35.59
2025-10-15T12:38:00Z,66.34,36.17
2025-10-15T12:39:00Z,67.82,32.39
2025-10-15T12:40:00Z,71.30,29.66
2025-10-15T12:41:00Z,74.90,32.82
2025-10-15T12:42:00Z,65.00,42.61
2025-10-15T12:43:00Z,65.00,36.00
2025-10-15T12:44:00Z,64.67,36.00
2025-10-15T12:45:00Z,64.36,34.08
2025-10-15T12:46:00Z,66.00,34.08
2025-10-15T12:47:00Z,67.00,33.00
2025-10-15T12:48:00Z,66.00,34.00
2025-10-15T12:49:00Z,64.00,35.16
2025-10-15T12:50:00Z,65.00,35.16
2025-10-15T12:51:00Z,64.00,37.44
2025-10-15T12:52:00Z,64.00,33.00
2025-10-15T12:53:00Z,60.02,44.50
2025-10-15T12:54:00Z,63.90,38.00
2025-10-15T12:55:00Z,60.00,38.00
2025-10-15T12:56:00Z,65.67,35.46
2025-10-15T12:57:00Z,65.67,35.98
2025-10-15T12:58:00Z,71.56,31.26
2025-10-15T12:59:00Z,74.35,27.43
2025-10-15T13:00:00Z,79.07,20.59
2025-10-15T13:01:00Z,80.39,20.84
2025-10-15T13:02:00Z,88.11,11.92
2025-10-15T13:03:00Z,88.00,11.14
2025-10-15T13:04:00Z,86.15,11.98
2025-10-15T13:05:00Z,89.00,17.20
2025-10-15T13:06:00Z,87.33,12.22
2025-10-15T13:07:00Z,88.13,16.59
2025-10-15T13:08:00Z,77.00,22.30
2025-10-15T13:09:00Z,84.55,15.39
2025-10-15T13:10:00Z,81.44,19.40
2025-10-15T13:11:00Z,72.94,31.89
2025-10-15T13:12:00Z,61.06,40.07
2025-10-15T13:13:00Z,57.45,44.97
2025-10-15T13:14:00Z,58.00,44.13
2025-10-15T13:15:00Z,57.26,45.45
2025-10-15T13:16:00Z,58.03,47.88
2025-10-15T13:17:00Z,61.98,38.40
2025-10-15T13:18:00Z,65.00,37.67
2025-10-15T13:19:00Z,61.97,41.54
2025-10-15T13:20:00Z,59.54,40.88
2025-10-15T13:21:00Z,59.00,44.96
2025-10-15T13:22:00Z,59.49,40.81
2025-10-15T13:23:00Z,58.85,42.17
2025-10-15T13:24:00Z,60.91,41.23
2025-10-15T13:25:00Z,57.87,41.23
2025-10-15T13:26:00Z,56.71,46.92
2025-10-15T13:27:00Z,36.19,62.23
2025-10-15T13:28:00Z,34.29,66.48
2025-10-15T13:29:00Z,32.68,66.64
2025-10-15T13:30:00Z,35.00,65.04
2025-10-15T13:31:00Z,31.71,74.77
2025-10-15T13:32:00Z,27.07,74.18
2025-10-15T13:33:00Z,28.18,77.60
2025-10-15T13:34:00Z,29.34,74.29
2025-10-15T13:35:00Z,31.19,72.33
2025-10-15T13:36:00Z,34.26,71.28
2025-10-15T13:37:00Z,34.25,66.42
2025-10-15T13:38:00Z,35.84,67.76
2025-10-15T13:39:00Z,31.55,71.36
2025-10-15T13:40:00Z,29.76,71.50
2025-10-15T13:41:00Z,29.98,73.40
2025-10-15T13:42:00Z,33.12,71.77
2025-10-15T13:43:00Z,33.45,71.77
2025-10-15T13:44:00Z,34.12,66.79
2025-10-15T13:45:00Z,34.26,69.24
2025-10-15T13:46:00Z,30.36,71.07
2025-10-15T13:47:00Z,31.30,72.00
2025-10-15T13:48:00Z,31.24,71.00
2025-10-15T13:49:00Z,34.00,70.34
2025-10-15T13:50:00Z,35.34,66.66
