# event_ticker=KXATPMATCH-26MAY17DAVMOU
# final_score=6-4 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Corentin Moutet
# kalshi_date=2026-05-17
timestamp,Alejandro Davidovich Fokina,Corentin Moutet
2026-05-17T22:20:00Z,63.00,
2026-05-17T23:08:00Z,63.00,
2026-05-17T23:57:00Z,63.00,
2026-05-18T00:20:00Z,63.00,
2026-05-18T00:40:00Z,63.00,
2026-05-18T00:53:00Z,63.00,
2026-05-18T00:59:00Z,63.00,
2026-05-18T01:03:00Z,63.00,
2026-05-18T01:05:00Z,63.00,
2026-05-18T01:15:00Z,63.00,
2026-05-18T01:35:00Z,63.00,
2026-05-18T01:44:00Z,63.00,
2026-05-18T01:50:00Z,63.00,
2026-05-18T01:58:00Z,61.00,
2026-05-18T02:02:00Z,63.00,
2026-05-18T02:05:00Z,63.00,39.00
2026-05-18T02:31:00Z,63.00,39.00
2026-05-18T02:32:00Z,63.00,39.00
2026-05-18T02:39:00Z,63.00,39.00
2026-05-18T02:42:00Z,63.00,39.00
2026-05-18T02:50:00Z,63.00,39.00
2026-05-18T02:51:00Z,63.00,39.00
2026-05-18T02:52:00Z,63.00,39.00
2026-05-18T02:53:00Z,63.00,39.00
2026-05-18T02:57:00Z,63.00,39.00
2026-05-18T03:02:00Z,63.00,39.00
2026-05-18T03:06:00Z,63.00,39.00
2026-05-18T03:07:00Z,62.00,39.00
2026-05-18T03:09:00Z,62.00,39.00
2026-05-18T03:11:00Z,62.00,39.00
2026-05-18T03:13:00Z,62.00,39.00
2026-05-18T03:14:00Z,62.00,39.00
2026-05-18T03:17:00Z,62.00,39.00
2026-05-18T03:20:00Z,62.00,39.00
2026-05-18T03:21:00Z,62.00,39.00
2026-05-18T03:23:00Z,62.00,39.00
2026-05-18T03:25:00Z,62.00,39.00
2026-05-18T03:31:00Z,62.00,39.00
2026-05-18T03:32:00Z,62.00,39.00
2026-05-18T03:33:00Z,62.00,39.00
2026-05-18T03:34:00Z,62.00,39.00
2026-05-18T03:35:00Z,62.00,39.00
2026-05-18T03:36:00Z,62.00,39.00
2026-05-18T03:39:00Z,62.00,39.00
2026-05-18T03:40:00Z,62.00,39.00
2026-05-18T03:41:00Z,62.00,39.00
2026-05-18T03:43:00Z,62.00,39.00
2026-05-18T03:47:00Z,62.00,39.00
2026-05-18T03:51:00Z,62.00,39.00
2026-05-18T03:59:00Z,62.00,39.00
2026-05-18T04:04:00Z,62.00,39.00
2026-05-18T04:05:00Z,62.00,39.00
2026-05-18T04:07:00Z,62.00,39.00
2026-05-18T04:10:00Z,62.00,39.00
2026-05-18T04:15:00Z,62.00,39.00
2026-05-18T04:22:00Z,62.00,39.00
2026-05-18T04:24:00Z,62.00,39.00
2026-05-18T04:27:00Z,62.00,39.00
2026-05-18T04:31:00Z,62.00,39.00
2026-05-18T04:38:00Z,62.00,39.00
2026-05-18T04:43:00Z,62.00,39.00
2026-05-18T04:45:00Z,62.00,39.00
2026-05-18T04:46:00Z,62.00,39.00
2026-05-18T04:47:00Z,62.00,39.00
2026-05-18T04:50:00Z,62.00,39.00
2026-05-18T04:53:00Z,62.00,39.00
2026-05-18T04:55:00Z,62.00,39.00
2026-05-18T04:56:00Z,62.00,39.00
2026-05-18T05:00:00Z,62.00,39.00
2026-05-18T05:06:00Z,62.00,39.00
2026-05-18T05:11:00Z,62.00,39.00
2026-05-18T05:12:00Z,62.00,39.00
2026-05-18T05:15:00Z,62.00,39.00
2026-05-18T05:16:00Z,62.00,39.00
2026-05-18T05:17:00Z,62.00,39.00
2026-05-18T05:18:00Z,62.00,39.00
2026-05-18T05:19:00Z,62.00,39.00
2026-05-18T05:20:00Z,62.00,39.00
2026-05-18T05:21:00Z,62.00,39.00
2026-05-18T05:22:00Z,62.00,39.00
2026-05-18T05:29:00Z,62.00,39.00
2026-05-18T05:32:00Z,62.00,39.00
2026-05-18T05:34:00Z,62.00,39.00
2026-05-18T05:35:00Z,62.00,39.00
2026-05-18T05:36:00Z,62.00,39.00
2026-05-18T05:39:00Z,62.00,39.00
2026-05-18T05:44:00Z,62.00,39.00
2026-05-18T05:48:00Z,62.00,39.00
2026-05-18T05:49:00Z,62.00,39.00
2026-05-18T05:55:00Z,62.00,39.00
2026-05-18T05:57:00Z,62.00,39.00
2026-05-18T06:09:00Z,62.00,39.00
2026-05-18T06:11:00Z,62.00,38.00
2026-05-18T06:12:00Z,62.00,38.00
2026-05-18T06:13:00Z,62.01,38.00
2026-05-18T06:16:00Z,64.00,38.00
2026-05-18T06:19:00Z,64.00,38.00
2026-05-18T06:20:00Z,64.00,38.00
2026-05-18T06:21:00Z,64.00,38.00
2026-05-18T06:22:00Z,64.00,38.00
2026-05-18T06:23:00Z,64.00,38.00
2026-05-18T06:24:00Z,64.00,38.00
2026-05-18T06:25:00Z,64.00,38.00
2026-05-18T06:27:00Z,64.00,38.00
2026-05-18T06:37:00Z,64.00,38.00
2026-05-18T06:45:00Z,64.00,38.00
2026-05-18T06:50:00Z,64.00,35.98
2026-05-18T06:51:00Z,64.53,35.98
2026-05-18T06:53:00Z,64.00,35.98
2026-05-18T06:55:00Z,65.00,35.98
2026-05-18T06:57:00Z,65.00,35.98
2026-05-18T07:00:00Z,65.00,35.98
2026-05-18T07:02:00Z,65.00,35.98
2026-05-18T07:08:00Z,65.00,36.00
2026-05-18T07:09:00Z,65.00,36.00
2026-05-18T07:10:00Z,65.00,36.00
2026-05-18T07:11:00Z,65.00,36.00
2026-05-18T07:13:00Z,65.00,36.00
2026-05-18T07:24:00Z,65.00,35.00
2026-05-18T07:39:00Z,65.00,35.00
2026-05-18T07:41:00Z,64.00,35.00
2026-05-18T07:42:00Z,65.00,35.00
2026-05-18T07:48:00Z,65.00,35.00
2026-05-18T07:50:00Z,64.00,35.00
2026-05-18T07:52:00Z,64.00,35.00
2026-05-18T08:18:00Z,64.00,35.00
2026-05-18T08:22:00Z,64.00,37.00
2026-05-18T08:27:00Z,64.00,37.00
2026-05-18T08:28:00Z,64.00,37.00
2026-05-18T08:39:00Z,64.00,37.00
2026-05-18T08:41:00Z,64.00,37.00
2026-05-18T08:44:00Z,64.00,37.00
2026-05-18T08:49:00Z,64.00,37.00
2026-05-18T09:14:00Z,64.00,36.00
2026-05-18T09:21:00Z,64.00,36.00
2026-05-18T09:23:00Z,64.31,36.00
2026-05-18T09:27:00Z,65.00,36.00
2026-05-18T09:39:00Z,65.00,36.00
2026-05-18T09:47:00Z,65.00,36.00
2026-05-18T09:48:00Z,65.00,36.00
2026-05-18T09:49:00Z,65.00,36.00
2026-05-18T09:54:00Z,65.00,36.00
2026-05-18T10:02:00Z,65.00,34.00
2026-05-18T10:03:00Z,66.00,34.00
2026-05-18T10:05:00Z,67.00,34.00
2026-05-18T10:07:00Z,67.00,34.00
2026-05-18T10:09:00Z,66.97,34.00
2026-05-18T10:10:00Z,64.06,36.01
2026-05-18T10:11:00Z,61.90,39.23
2026-05-18T10:12:00Z,58.97,39.23
2026-05-18T10:13:00Z,59.59,42.00
2026-05-18T10:14:00Z,60.00,40.00
2026-05-18T10:15:00Z,60.00,40.00
2026-05-18T10:16:00Z,62.00,40.49
2026-05-18T10:17:00Z,61.00,40.49
2026-05-18T10:19:00Z,61.00,38.00
2026-05-18T10:20:00Z,61.00,38.00
2026-05-18T10:21:00Z,59.00,42.00
2026-05-18T10:22:00Z,60.82,39.61
2026-05-18T10:23:00Z,60.82,38.00
2026-05-18T10:24:00Z,62.00,37.00
2026-05-18T10:25:00Z,62.00,39.94
2026-05-18T10:26:00Z,64.00,38.28
2026-05-18T10:27:00Z,66.00,36.40
2026-05-18T10:28:00Z,69.28,36.40
2026-05-18T10:29:00Z,75.00,36.40
2026-05-18T10:30:00Z,76.00,36.40
2026-05-18T10:31:00Z,76.00,26.93
2026-05-18T10:32:00Z,71.63,30.67
2026-05-18T10:33:00Z,70.00,27.20
2026-05-18T10:34:00Z,71.67,29.40
2026-05-18T10:35:00Z,70.73,31.98
2026-05-18T10:36:00Z,73.91,25.00
2026-05-18T10:37:00Z,73.06,26.48
2026-05-18T10:38:00Z,74.25,26.00
2026-05-18T10:39:00Z,73.31,27.88
2026-05-18T10:40:00Z,68.01,29.91
2026-05-18T10:41:00Z,71.00,29.91
2026-05-18T10:42:00Z,76.05,23.98
2026-05-18T10:43:00Z,74.94,25.00
2026-05-18T10:44:00Z,74.94,26.86
2026-05-18T10:45:00Z,74.00,27.00
2026-05-18T10:46:00Z,74.00,27.00
2026-05-18T10:47:00Z,75.99,24.64
2026-05-18T10:48:00Z,76.00,24.64
2026-05-18T10:49:00Z,71.77,28.74
