# event_ticker=KXATPMATCH-26FEB08DENFUC
# final_score=7-6(5) 6-1
# score_resolution=7-6 6-1
# match_winner=Guy Den Ouden
# fav_player=Guy Den Ouden
# dog_player=Marton Fucsovics
# kalshi_date=2026-02-08
timestamp,Guy Den Ouden,Marton Fucsovics
2026-02-10T23:28:00Z,,77.00
2026-02-10T23:32:00Z,,77.00
2026-02-11T00:07:00Z,,78.00
2026-02-11T00:15:00Z,22.00,78.00
2026-02-11T00:19:00Z,22.00,78.00
2026-02-11T00:29:00Z,22.00,78.00
2026-02-11T00:30:00Z,23.00,78.00
2026-02-11T01:02:00Z,23.00,78.00
2026-02-11T01:08:00Z,23.00,78.00
2026-02-11T01:11:00Z,22.00,78.00
2026-02-11T01:25:00Z,22.00,78.00
2026-02-11T01:39:00Z,22.00,78.00
2026-02-11T02:11:00Z,22.00,78.00
2026-02-11T02:47:00Z,22.00,78.00
2026-02-11T02:49:00Z,22.00,78.00
2026-02-11T03:06:00Z,22.00,78.00
2026-02-11T03:37:00Z,22.00,78.00
2026-02-11T04:06:00Z,22.00,78.00
2026-02-11T04:07:00Z,22.00,78.00
2026-02-11T04:08:00Z,22.00,78.00
2026-02-11T04:12:00Z,22.00,78.00
2026-02-11T04:18:00Z,22.00,78.00
2026-02-11T04:30:00Z,23.00,78.00
2026-02-11T04:31:00Z,23.00,78.00
2026-02-11T04:33:00Z,23.00,78.00
2026-02-11T04:37:00Z,23.00,78.00
2026-02-11T04:38:00Z,23.00,78.00
2026-02-11T04:39:00Z,23.00,78.00
2026-02-11T04:40:00Z,23.00,78.00
2026-02-11T04:54:00Z,23.00,78.00
2026-02-11T05:00:00Z,23.00,78.00
2026-02-11T05:01:00Z,23.00,78.00
2026-02-11T05:11:00Z,23.00,78.00
2026-02-11T05:17:00Z,23.00,78.00
2026-02-11T05:23:00Z,23.00,78.00
2026-02-11T05:32:00Z,23.00,78.00
2026-02-11T05:36:00Z,23.00,78.00
2026-02-11T05:37:00Z,23.00,78.00
2026-02-11T05:38:00Z,23.00,78.00
2026-02-11T05:42:00Z,23.00,78.00
2026-02-11T05:43:00Z,23.00,78.00
2026-02-11T05:46:00Z,23.00,78.00
2026-02-11T05:49:00Z,23.00,77.50
2026-02-11T05:52:00Z,23.00,78.00
2026-02-11T06:01:00Z,23.00,78.00
2026-02-11T06:03:00Z,23.00,78.00
2026-02-11T06:10:00Z,23.00,78.00
2026-02-11T06:11:00Z,23.00,78.00
2026-02-11T06:13:00Z,23.00,78.00
2026-02-11T06:14:00Z,23.00,78.00
2026-02-11T06:15:00Z,23.00,78.00
2026-02-11T06:21:00Z,23.00,78.00
2026-02-11T06:23:00Z,23.00,78.00
2026-02-11T06:26:00Z,23.00,78.00
2026-02-11T06:32:00Z,22.00,78.00
2026-02-11T06:34:00Z,22.00,78.00
2026-02-11T06:35:00Z,22.87,78.00
2026-02-11T06:37:00Z,22.87,77.89
2026-02-11T06:40:00Z,22.87,78.00
2026-02-11T06:44:00Z,22.87,78.00
2026-02-11T06:45:00Z,22.87,78.00
2026-02-11T06:46:00Z,22.87,78.00
2026-02-11T06:47:00Z,22.87,78.00
2026-02-11T06:50:00Z,22.87,78.00
2026-02-11T06:51:00Z,23.00,78.00
2026-02-11T06:55:00Z,23.00,78.00
2026-02-11T06:56:00Z,23.00,78.00
2026-02-11T06:57:00Z,23.00,78.00
2026-02-11T07:00:00Z,23.00,78.00
2026-02-11T07:05:00Z,23.00,78.00
2026-02-11T07:06:00Z,23.00,78.00
2026-02-11T07:08:00Z,23.00,78.00
2026-02-11T07:11:00Z,23.00,78.00
2026-02-11T07:12:00Z,23.00,78.00
2026-02-11T07:14:00Z,23.00,78.00
2026-02-11T07:15:00Z,23.00,78.00
2026-02-11T07:19:00Z,23.00,78.00
2026-02-11T07:22:00Z,23.00,78.00
2026-02-11T07:24:00Z,22.00,78.00
2026-02-11T07:27:00Z,22.00,78.00
2026-02-11T07:29:00Z,22.00,78.00
2026-02-11T07:31:00Z,23.00,78.00
2026-02-11T07:33:00Z,23.00,78.00
2026-02-11T07:34:00Z,23.00,78.00
2026-02-11T07:37:00Z,23.00,78.00
2026-02-11T07:40:00Z,23.00,78.00
2026-02-11T07:41:00Z,23.00,78.00
2026-02-11T07:42:00Z,23.00,77.00
2026-02-11T07:52:00Z,23.00,78.00
2026-02-11T07:54:00Z,23.00,78.00
2026-02-11T07:55:00Z,23.00,78.00
2026-02-11T08:02:00Z,23.00,78.00
2026-02-11T08:07:00Z,23.00,78.00
2026-02-11T08:09:00Z,23.00,78.00
2026-02-11T08:14:00Z,23.00,78.00
2026-02-11T08:15:00Z,23.00,76.65
2026-02-11T08:23:00Z,23.00,77.00
2026-02-11T08:27:00Z,23.00,77.00
2026-02-11T08:34:00Z,23.00,77.00
2026-02-11T08:44:00Z,23.00,77.00
2026-02-11T08:45:00Z,23.00,77.00
2026-02-11T08:46:00Z,23.00,77.00
2026-02-11T08:48:00Z,23.00,77.67
2026-02-11T08:51:00Z,23.00,78.00
2026-02-11T08:54:00Z,23.00,78.00
2026-02-11T08:58:00Z,23.00,78.00
2026-02-11T08:59:00Z,23.00,78.00
2026-02-11T09:12:00Z,23.00,78.00
2026-02-11T09:14:00Z,23.00,78.00
2026-02-11T09:18:00Z,23.00,78.00
2026-02-11T09:19:00Z,23.00,78.00
2026-02-11T09:32:00Z,23.00,78.00
2026-02-11T09:40:00Z,23.00,78.00
2026-02-11T09:43:00Z,23.00,78.00
2026-02-11T09:46:00Z,23.00,78.00
2026-02-11T09:54:00Z,23.00,78.00
2026-02-11T09:55:00Z,23.00,78.00
2026-02-11T10:03:00Z,23.00,78.00
2026-02-11T10:04:00Z,23.00,78.00
2026-02-11T10:06:00Z,24.00,78.00
2026-02-11T10:07:00Z,24.00,78.00
2026-02-11T10:08:00Z,24.00,78.00
2026-02-11T10:09:00Z,24.00,78.00
2026-02-11T10:10:00Z,24.00,78.00
2026-02-11T10:11:00Z,24.64,76.61
2026-02-11T10:12:00Z,24.00,75.79
2026-02-11T10:13:00Z,24.00,75.79
2026-02-11T10:14:00Z,20.37,80.00
2026-02-11T10:15:00Z,20.56,80.00
2026-02-11T10:16:00Z,21.13,79.98
2026-02-11T10:17:00Z,21.35,79.48
2026-02-11T10:18:00Z,20.75,80.30
2026-02-11T10:19:00Z,21.06,80.81
2026-02-11T10:20:00Z,18.06,83.90
2026-02-11T10:21:00Z,16.47,86.31
2026-02-11T10:22:00Z,19.90,82.41
2026-02-11T10:23:00Z,21.05,80.46
2026-02-11T10:24:00Z,22.27,78.43
2026-02-11T10:25:00Z,23.85,78.00
2026-02-11T10:26:00Z,23.19,76.45
2026-02-11T10:27:00Z,25.93,75.26
2026-02-11T10:28:00Z,25.79,74.11
2026-02-11T10:29:00Z,21.52,80.11
2026-02-11T10:30:00Z,23.71,78.00
2026-02-11T10:31:00Z,28.64,67.17
2026-02-11T10:32:00Z,34.77,66.00
2026-02-11T10:33:00Z,38.52,58.42
2026-02-11T10:34:00Z,42.05,60.03
2026-02-11T10:35:00Z,38.01,62.52
2026-02-11T10:36:00Z,34.52,67.58
2026-02-11T10:37:00Z,39.93,62.79
2026-02-11T10:38:00Z,38.35,61.61
2026-02-11T10:39:00Z,34.92,65.75
2026-02-11T10:40:00Z,34.00,67.00
