# event_ticker=KXATPMATCH-26FEB08DENFUC
# final_score=7-6(5) 6-1
# score_resolution=7-6 6-1
# match_winner=Guy Den Ouden
# fav_player=Guy Den Ouden
# dog_player=Marton Fucsovics
# kalshi_date=2026-02-08
timestamp,Guy Den Ouden,Marton Fucsovics
2026-02-11T10:41:00Z,34.93,65.13
2026-02-11T10:42:00Z,37.69,64.79
2026-02-11T10:43:00Z,42.64,58.86
2026-02-11T10:44:00Z,42.88,58.39
2026-02-11T10:45:00Z,39.74,59.00
2026-02-11T10:46:00Z,39.24,62.26
2026-02-11T10:47:00Z,39.00,63.00
2026-02-11T10:48:00Z,38.35,63.00
2026-02-11T10:49:00Z,34.35,65.97
2026-02-11T10:50:00Z,35.17,66.08
2026-02-11T10:51:00Z,30.69,72.85
2026-02-11T10:52:00Z,24.98,74.55
2026-02-11T10:53:00Z,19.15,79.72
2026-02-11T10:54:00Z,22.67,78.20
2026-02-11T10:55:00Z,24.07,77.93
2026-02-11T10:56:00Z,18.77,81.89
2026-02-11T10:57:00Z,19.00,81.51
2026-02-11T10:58:00Z,19.05,81.00
2026-02-11T10:59:00Z,16.29,83.73
2026-02-11T11:00:00Z,11.37,87.68
2026-02-11T11:01:00Z,16.13,83.69
2026-02-11T11:02:00Z,20.23,79.10
2026-02-11T11:03:00Z,15.48,83.81
2026-02-11T11:04:00Z,21.18,81.49
2026-02-11T11:05:00Z,20.12,80.94
2026-02-11T11:06:00Z,19.77,82.99
2026-02-11T11:07:00Z,23.03,78.00
2026-02-11T11:08:00Z,23.69,80.34
2026-02-11T11:09:00Z,19.07,81.50
2026-02-11T11:10:00Z,19.67,82.15
2026-02-11T11:11:00Z,19.22,81.00
2026-02-11T11:12:00Z,19.54,84.00
2026-02-11T11:13:00Z,22.01,79.00
2026-02-11T11:14:00Z,19.52,81.15
2026-02-11T11:15:00Z,23.84,80.05
2026-02-11T11:16:00Z,32.84,72.38
2026-02-11T11:17:00Z,31.98,67.30
2026-02-11T11:18:00Z,23.59,75.31
2026-02-11T11:19:00Z,15.65,83.76
2026-02-11T11:20:00Z,14.46,86.25
2026-02-11T11:21:00Z,22.89,76.82
2026-02-11T11:22:00Z,21.72,79.77
2026-02-11T11:23:00Z,30.02,67.32
2026-02-11T11:24:00Z,34.53,61.40
2026-02-11T11:25:00Z,47.21,52.05
2026-02-11T11:26:00Z,48.93,52.00
2026-02-11T11:27:00Z,50.35,54.36
2026-02-11T11:28:00Z,50.26,51.24
2026-02-11T11:29:00Z,47.95,56.41
2026-02-11T11:30:00Z,50.15,52.56
2026-02-11T11:31:00Z,50.87,48.93
2026-02-11T11:32:00Z,54.79,48.18
2026-02-11T11:33:00Z,53.02,48.07
2026-02-11T11:34:00Z,52.44,49.35
2026-02-11T11:35:00Z,65.96,34.93
2026-02-11T11:36:00Z,74.21,28.67
2026-02-11T11:37:00Z,69.02,34.47
2026-02-11T11:38:00Z,60.65,42.80
2026-02-11T11:39:00Z,57.31,42.06
2026-02-11T11:40:00Z,68.50,31.66
2026-02-11T11:41:00Z,80.97,23.22
2026-02-11T11:42:00Z,81.70,18.37
2026-02-11T11:43:00Z,81.97,17.92
2026-02-11T11:44:00Z,80.98,21.94
2026-02-11T11:45:00Z,78.13,23.61
2026-02-11T11:46:00Z,81.22,20.63
2026-02-11T11:47:00Z,86.26,15.74
2026-02-11T11:48:00Z,86.68,14.30
2026-02-11T11:49:00Z,86.99,14.69
2026-02-11T11:50:00Z,86.77,14.54
2026-02-11T11:51:00Z,85.26,16.09
2026-02-11T11:52:00Z,84.04,16.58
2026-02-11T11:53:00Z,88.62,13.65
2026-02-11T11:54:00Z,96.69,4.42
2026-02-11T11:55:00Z,98.54,1.95
2026-02-11T11:56:00Z,97.33,1.37
2026-02-11T11:57:00Z,97.00,1.00
2026-02-11T11:58:00Z,96.69,4.10
2026-02-11T11:59:00Z,97.22,2.81
2026-02-11T12:00:00Z,96.10,2.29
2026-02-11T12:01:00Z,97.70,6.99
2026-02-11T12:02:00Z,98.98,1.00
2026-02-11T12:03:00Z,99.00,1.00
2026-02-11T12:04:00Z,99.00,1.00
2026-02-11T12:05:00Z,99.00,1.00
2026-02-11T12:06:00Z,99.00,1.00
